lsoa,total_activity,log_total_activity,direction_balance,post_midnight_share,deep_night_share,post_midnight_persistence,weekend_ratio,volume_band,cluster,max_posterior,entropy,tot_boardings,tot_alightings
E01000039,28.141979999999997,3.372179746296732,0.34079833757255185,0.030040174856211254,0.015047981698515886,0.034192510885998534,0.810265163366558,low,2,1.0,2.6379520552157883e-31,18.86636,9.275619999999998
E01000040,917.44285,6.822679681706853,-0.2781823521759421,0.07286796120325098,0.055764258231452785,0.1134477682033751,0.8222119327469158,medium,1,0.9999999954831084,9.131049967320029e-08,331.11322000000007,586.32963
E01000041,457.29978,6.127523511480051,-0.35726673649394713,0.08726332647699939,0.060938494219262465,0.1404178879697105,0.9215949737500635,medium,1,0.99998038257065,0.0002322523609451,146.96089,310.33889000000005
E01000042,333.32689,5.812119226924665,-0.3418556180690973,0.051981254797655245,0.025761017960477178,0.08339320673670123,0.808142765298247,low,2,0.999944601436892,0.0005983559581356,109.68860999999998,223.6382800000001
E01000043,232.72266,5.454135198761297,-0.0710885652475784,0.051056437735801055,0.024214659629620938,0.07300838165437057,0.7356465513579638,low,2,0.9999999999984084,4.4235362509507765e-11,108.08937,124.63329
E01000045,1314.21196,7.181753117934535,-0.06010258801784148,0.0995240980762342,0.07979898463258545,0.15350918106206166,0.7299494053844902,high,1,0.9999999994455492,1.2371246049043705e-08,617.61221,696.5997499999999
E01000049,124.01941,4.82846900524761,0.44304524590142785,0.09731960505214467,0.0938051551769195,0.134411324587749,0.7632123555426991,low,2,1.0,3.737359964434354e-16,89.48281,34.53660000000001
E01000050,2528.45067,7.8357574316639855,-0.10715604350706986,0.09256359745393014,0.07021885461581893,0.14687589803954015,0.7407098875451809,high,1,1.0,1.673498209613896e-13,1128.75595,1399.6947200000006
E01000052,1207.38758,7.0970421714060725,-0.2668119213219006,0.12319011099981662,0.0865780398370505,0.20622234685740617,0.7099027015379029,high,1,1.0,1.934774256282137e-14,442.62109,764.76649
E01000053,654.09486,6.484780049576688,0.0034381557439543027,0.0551576571019072,0.03981315492985222,0.07985630869407169,0.7432706993177981,medium,1,0.9968860605190224,0.0210823295410572,328.1718699999999,325.9229900000001
E01000056,48.875679999999996,3.9095335092022974,0.16705363485479896,0.1971143930887509,0.18793518576109836,0.43464334035775376,0.6243346102069528,low,2,1.0,1.4352835783295738e-18,28.52027,20.35541
E01000057,299.14556,5.7042675569847425,-0.007036507578451103,0.07629921032423147,0.06827639360584192,0.10759345510234983,0.8081980080110224,low,1,0.999207310405574,0.0064522415367132,148.52031,150.62524999999997
E01000058,332.64933,5.8100905312552875,-0.17705212272635568,0.09739821210522204,0.07249465976678805,0.15120744931477595,0.7573483303748828,low,1,0.980537238592378,0.0959408488668043,136.87653000000003,195.7728
E01000060,4685.79433,8.452504116012609,-0.07956329359423679,0.1519094180985959,0.117605180934179,0.24271533514011293,0.7474201959847567,high,1,1.0,4.124947593847702e-23,2156.48855,2529.3057800000006
E01000061,1594.3102000000001,7.374823479068246,-0.09646422634691794,0.16756274908107593,0.13302085127473937,0.2711409303060925,0.7564434774041242,high,1,1.0,1.125175167605569e-18,720.2581499999999,874.0520500000001
E01000062,152.15299,5.031437356431334,-0.7190205726486216,0.09396450243928825,0.0243473361910272,0.14990563386779515,0.4991187046580408,low,2,1.0,9.321207194984613e-23,21.37593,130.77705999999998
E01000063,300.84599000000003,5.709916920410114,0.4988068812218505,0.40588222565306586,0.3183486008904423,0.9418806861530827,0.9082569567463452,low,0,0.998883143379798,0.0087077719897823,225.45502,75.39097
E01000064,846.65155,6.742469643327201,-0.11721763221244919,0.09539488825125284,0.07301229177457952,0.14583759585585937,0.7260532323201897,medium,1,0.9999989550027866,1.5436171957220137e-05,373.70453,472.94702
E01000065,509.96263999999996,6.236296475984937,-0.24290449982767362,0.1551366390290865,0.14454807905143796,0.24205813894928738,0.5486787941202236,medium,1,0.9999999985067234,3.1839757545449915e-08,193.04520999999997,316.9174300000001
E01000067,815.50215,6.7050295455975,0.2652968480831105,0.15306662281638375,0.13879178614060061,0.24210495936514764,0.8589178083684654,medium,1,1.0,8.65407826149627e-17,515.9261500000001,299.5759999999999
E01000068,356.51837,5.879186745429303,-0.01210240583114973,0.12036552282004431,0.0733462065362859,0.19308647912475724,0.9576064040777187,medium,1,0.9312691313565784,0.2503436576670264,176.10181999999998,180.41655
E01000069,91.36139,4.525709034178158,-0.6402548166134514,0.05138428826444081,0.024127478796020944,0.08619490513408432,1.108105991159776,low,2,1.0,1.2277812831545235e-20,16.43341,74.92798
E01000070,2044.36725,7.623332636705641,-0.09467380677322043,0.15367861131604413,0.09421587535214135,0.2542269206600666,0.810849907422788,high,1,1.0,5.952786628680328e-19,925.4096099999998,1118.9576399999996
E01000071,249.12929,5.521977944181101,0.17511417465204512,0.09601484434046274,0.08935424654403343,0.13435537687520938,0.7495261035990647,low,2,0.6308091144486198,0.6585236516884929,146.37768,102.75161
E01000072,588.90614,6.379963439498682,-0.24018842798956042,0.08470672423282935,0.07314415163000337,0.12834632916316702,0.7268789479142503,medium,1,0.9959101444167592,0.0265726010982715,223.72885,365.17729
E01000073,178.48488,5.190090970397166,-0.009439230930933743,0.14092605491288673,0.10579417147267602,0.21815277633589594,0.7219414371412939,low,2,0.999999819557916,2.9823211190833458e-06,88.40006,90.08482
E01000074,248.53352,5.51959325486499,-0.09854115452917579,0.09442122736603095,0.06767803393280712,0.14149297176036196,0.6376794670463974,low,2,0.8449945848363071,0.431294119269329,112.02137000000003,136.51215
E01000075,2451.90586,7.805028666025112,0.037673069552515315,0.09045557320051431,0.06738043360278116,0.13878784063887853,0.7674974663034854,high,1,1.0,6.622928187939012e-15,1272.13834,1179.7675199999996
E01000076,84.12385,4.444107254833635,-0.12143963929373186,0.04762097787963817,0.025055439093669626,0.07294478948751316,1.1973327350300773,low,2,1.0,1.0666457168650018e-18,36.95394,47.16991000000001
E01000077,1584.09702,7.368400895794509,0.11687694482248312,0.18101901990826294,0.14390939893315374,0.2969773753560419,0.778172306826739,high,1,1.0,2.431455467983347e-19,884.62072,699.4763
E01000078,944.2323299999999,6.851430749128981,-0.12821944997371568,0.06284325172386335,0.04705570714783723,0.0906898291453732,0.7510705747384666,medium,1,0.9999999997833128,5.0389540536868514e-09,411.58169000000015,532.65064
E01000079,273.101,5.613496651605624,-0.15045701041006815,0.06332232397537908,0.04718400884654395,0.08775115302404571,0.5987970650356732,low,2,0.9997632311123812,0.002213388404945,116.00552000000002,157.09548
E01000080,186.64173,5.234534453200317,-0.03708436478808896,0.11608743660916558,0.11125786285842937,0.18052343293768042,0.7912554506331826,low,2,0.99999040768997,0.0001204270784221,89.86012,96.78161
E01000081,339.43773,5.8302322307449135,0.4342055610612292,0.40112152529419753,0.3567397766889379,0.8424144832465937,0.8632294665802928,low,1,0.9999992217382968,1.1725448721496663e-05,243.41173999999995,96.02599
E01000082,1790.94398,7.491056331885521,-0.4753046491158256,0.18759982096145744,0.12906775006999383,0.3321340400469419,0.7472104579646566,high,1,1.0,1.2209515469480732e-19,469.84999,1321.0939899999994
E01000083,2831.72774,7.948995392141371,-0.4520457182087711,0.12478544282650564,0.07281722288739526,0.2019327398292023,0.7727664000009636,high,1,1.0,4.244486740303947e-21,775.8286700000001,2055.89907
E01000084,815.72036,6.705296759648204,-0.10301402799361291,0.11584630546674107,0.09754380778236307,0.18500598589033143,0.7255566520569096,medium,1,1.0,1.0958868908569325e-18,365.84486,449.8755000000001
E01000085,679.31234,6.522552016242803,0.05161001491596637,0.07130376874943858,0.060538632346940735,0.10331381454416587,0.785252299543826,medium,1,0.998526374029654,0.0110806241077398,357.18582999999995,322.12650999999994
E01000086,201.79726,5.312206760777629,0.4785148222527897,0.14342573333255365,0.1086782347788072,0.22582531840966352,0.7637656192717229,low,2,1.0,1.4869812312878734e-13,149.18012,52.61713999999999
E01000087,4226.61094,8.349392322888491,-0.24725952183334862,0.11356411243283254,0.0871716595708239,0.18028285908049294,0.6774129982882845,high,1,0.9999999999998864,3.72163737385255e-12,1590.77057,2635.8403700000003
E01000088,343.02986,5.840728455931876,-0.13404249997361747,0.12241348318773183,0.09783247440907915,0.19780201145166865,0.7535029617367727,low,1,0.9999545307114254,0.0005000917288369,148.52464,194.50522
E01000090,920.70525,6.826225486979925,-0.2968903783268315,0.1818425386408951,0.15419064896176055,0.3228536072801382,0.6316898844709409,medium,1,0.9999999999994884,1.5364246190033767e-11,323.67835999999994,597.02689
E01000091,1943.58617,7.572804467347798,-0.579650353243664,0.15244495179753206,0.0957517566612444,0.2636922625086773,0.7638890895747253,high,1,1.0,1.3138588236694672e-19,408.4928799999999,1535.0932899999996
E01000093,1834.40727,7.515021681366498,-0.20281829236317842,0.12789904610441277,0.09558767176058999,0.21178450800969162,0.76788535834871,high,1,1.0,6.438664544688112e-19,731.1779600000002,1103.2293100000002
E01000094,1998.05626,7.600430478176399,-0.1461439329040714,0.21907406150815795,0.1426807321231285,0.3970374911012395,0.7456899499679416,high,1,0.9999999999999432,2.1387537252265547e-12,853.02623,1145.03003
E01000095,2410.4996300000003,7.788004086077541,0.06174130381426366,0.13973684368497497,0.11527445868141453,0.22706583748670572,0.6807607427348205,high,1,1.0,5.4054110931563135e-14,1279.66351,1130.8361200000002
E01000096,689.84582,6.537916672966896,-0.05044950478934558,0.07538354004957223,0.06586309387219305,0.10769245169870213,0.5913212941179411,medium,1,0.8294485879002428,0.4567594705649,327.52172,362.32410000000016
E01000097,549.50697,6.310839617299657,-0.2627331005464771,0.09499954113411882,0.06239620582064682,0.1405069925651451,0.7396316001480591,medium,1,0.9999999999911892,2.3275824185981378e-10,202.56665,346.94032000000004
E01000098,343.64013,5.842500771173152,-0.22930834649608592,0.08772657023497225,0.06288826046015056,0.12956712492677394,0.7124663752759133,low,1,0.999999994880227,1.0285736457844539e-07,132.42029,211.21983999999995
E01000099,977.23704,6.885752012855563,-0.13880986336743845,0.15545770757931976,0.11081557039630836,0.24989513203576197,0.7133383692665045,medium,1,1.0,1.6899806660952184e-16,420.79344999999984,556.4435899999999
E01000101,351.8652,5.866086114314115,0.7349556591558359,0.1809787952886503,0.14001384621156054,0.2811450826848607,0.835012045890712,medium,0,0.9999999921236622,1.5484423633531693e-07,305.23526000000004,46.62993999999999
E01000102,477.40434,6.170456274501627,-0.17465203604977703,0.09482915467421181,0.07888497620277185,0.14755532780894248,0.6979933217121844,medium,1,0.9999954912039368,6.0009722447415206e-05,197.01235000000003,280.3919900000001
E01000103,74.24595,4.320762081582598,-0.1253405741323264,0.058128423166516154,0.03660913490904218,0.09126620600050245,0.6096473594930466,low,2,1.0,2.4278988725489557e-25,32.46995999999999,41.77598999999999
E01000104,1155.84378,7.053450696469833,-0.2870361252452299,0.06242778760292329,0.05285701325485353,0.09471383864990614,0.813480453632919,medium,1,0.9999999998270824,4.059807998645287e-09,412.0374300000001,743.80635
E01000105,3603.60842,8.1899684224601,0.08647279162479035,0.10886158657604646,0.08584782916008393,0.17195027298834287,0.6224142359916454,high,1,0.9997247320456965,0.0025318122190046,1957.61125,1645.99717
E01000106,371.5396,5.920343340894075,-0.4575433143600306,0.052826105211934336,0.034281621662939826,0.0770026445421626,0.7597592112489695,medium,1,0.8511655584621244,0.4206819699025451,100.77207,270.76753
E01000108,84.88645,4.453026074987748,0.40551972664659675,0.051144322798279344,0.0485542745632548,0.06859532729033715,0.9580625868063607,low,2,1.0,4.495085595881322e-16,59.65478999999999,25.23166
E01000110,449.95845,6.111375206655474,-0.2562836413006579,0.17467395045031378,0.09733376492873953,0.2957902661031614,0.7693919643454113,medium,1,0.9999999903727144,1.8733436679294934e-07,167.32072999999997,282.63771999999994
E01000111,1115.90621,7.018317829563556,-0.04035366914930965,0.11213676281987889,0.09561457678419047,0.1708192365110064,0.7293514502674967,medium,1,1.0,1.4745301606021034e-20,535.43765,580.46856
E01000112,2367.12808,7.769855082379039,0.05156576909856097,0.1083878401712847,0.07678753065191132,0.1737708956014086,0.7368735626629572,high,1,1.0,2.5815222978450214e-20,1244.59543,1122.53265
E01000113,1775.35668,7.482319736721134,0.16644886254631377,0.09192854700048218,0.07342725068632405,0.13491168174702925,0.7964699345419332,high,1,0.9999999999999432,9.982024006091494e-13,1035.43139,739.92529
E01000114,2171.59255,7.683676456922612,-0.5075631568177926,0.16760589826116323,0.12466865388721286,0.28306700802222906,0.7043850492331514,high,1,1.0,1.4757041475503122e-20,534.68609,1636.9064600000004
E01000115,55.05368,4.026309803027515,-0.043994152616137545,0.004400432450655433,0.0,0.006474330639303405,0.6500318352654527,low,2,1.0,1.2465585718597791e-14,26.31582,28.737860000000005
E01000116,17.82671,2.935276606213945,-0.1693183991886332,0.003588435555410954,0.0,0.0047994105960662385,0.7863506215742699,low,2,1.0,8.777121895158952e-59,7.404159999999999,10.42255
E01000117,309.74692,5.738978818837277,-0.37699080268497914,0.08565098887827521,0.028112499068594452,0.13140572529908895,0.6409985426016072,low,1,0.9993924977487444,0.0051065733238951,96.48759,213.25933
E01000118,990.55567,6.899275093635292,-0.30345586735170577,0.03479390512196048,0.013645129102133148,0.048747290404776634,0.7280707102838653,medium,1,0.9999999779132625,4.114381823021615e-07,344.98287000000005,645.5727999999999
E01000120,384.81483,5.955357539338859,0.03463595724728175,0.02184242743451441,0.0,0.031983104371252694,0.8125229716776099,medium,1,0.9994101311501116,0.00497572975906,199.07163,185.7432
E01000121,159.61935,5.07903727993355,-0.34506486838845035,0.06991827745195052,0.03597884592312899,0.10413572501691458,0.6624565497141185,low,2,1.0,4.271682217467633e-17,52.27015999999999,107.34919
E01000123,173.42607999999998,5.1615010415791,-0.4935752454302144,0.030947825148328324,0.008167860335654243,0.043297047289098355,0.5979630846122403,low,2,0.998435055036618,0.0116731150010229,43.91362999999999,129.51245
E01000124,494.18858,6.204938659715131,-0.2558949055439525,0.09038697332908825,0.06537380932598645,0.13892842423691817,0.7927144622829678,medium,1,0.9999998633558768,2.296425867031722e-06,183.86412,310.32446
E01000126,689.69366,6.537696396959126,-0.2700429057155608,0.12898703462055894,0.09215427614631111,0.21642838142447987,0.7333572758608714,medium,1,1.0,1.1643358423791208e-18,251.72338999999997,437.97027
E01000127,407.94238,6.013574265922656,-0.2625112399452099,0.1473890748982736,0.11517347131229659,0.23017922444172698,0.7905718509047365,medium,1,0.9999999999885744,2.9957650135988207e-10,150.42646000000002,257.51592000000005
E01000128,175.85193,5.175312828795221,-0.3617041336993003,0.08636914021927423,0.06675946064396335,0.1308856591847802,0.7200059775127304,low,2,0.9999996750368568,5.1797682670382005e-06,56.122780000000006,119.72915
E01000129,6627.11856,8.799076266135414,0.08266705281337235,0.10804666666473522,0.07103989248684878,0.17514462856669769,0.7932912342920666,high,1,1.0,5.1264161326094715e-17,3587.4814600000013,3039.6371
E01000130,1070.64712,6.9769521083349355,-0.32344509552316364,0.1106571229556943,0.06307159356109787,0.16881539215730418,0.6339802816011122,medium,1,1.0,5.0053210341867414e-18,362.1757799999999,708.4713400000002
E01000131,312.87422,5.7489923324089505,-0.04118351457656047,0.16329776227648288,0.12737482813381046,0.26678755351438754,0.9181540304729257,low,1,0.9998444983236464,0.001519061088993,149.99448,162.87973999999997
E01000133,676.92957,6.519043403488546,-0.4713572048566294,0.08169297435182216,0.03700046668075085,0.12970254607820497,0.8125756433443533,medium,1,0.9999999476906978,9.293321627328454e-07,178.92696999999993,498.0025999999999
E01000134,388.06631,5.963749791816262,-0.21287843822361185,0.10724530557677113,0.08473925500000246,0.15786449943157718,0.6725522862917251,medium,1,0.9998520872325426,0.001452327938152,152.72768,235.33863
E01000135,350.98716,5.863594697660058,-0.04397431518577494,0.12280751238877227,0.08977650350514246,0.1847888813184153,0.8224565404537301,medium,1,1.0,9.751489935822473e-14,167.77637,183.21079000000003
E01000136,597.3547599999999,6.394183822198044,0.019441177634543293,0.0750817989631488,0.04590424624723841,0.10917374572486419,0.8542836829330556,medium,1,1.0,4.218258978584944e-14,304.48402,292.87074
E01000137,165.44051,5.114637948277314,-0.332607473224061,0.0379571484638194,0.020001993465808342,0.05222892715638061,0.8800737616453792,low,2,0.9999999999973284,7.45584604936684e-11,55.20688,110.23363
E01000138,765.5075,6.641844482999811,-0.4320306985888447,0.15434266809926747,0.09233299477797409,0.2643015363631721,0.7075180996592861,medium,1,1.0,1.7815330612899694e-16,217.39238,548.1151200000002
E01000139,3203.30394,8.072250166360732,-0.24565017704813866,0.08164387922552238,0.03064244037985356,0.12869087205350524,0.7362497496667768,high,1,1.0,3.4029369209174932e-16,1208.20588,1995.09806
E01000140,2380.50006,7.77548584543512,-0.333805528238466,0.09121399896120985,0.04551404632184718,0.14382221855184613,0.7320184237288078,high,1,1.0,6.837647890031957e-23,792.93799,1587.56207
E01000141,9753.76776,9.185511445495495,-0.06553815056182971,0.08961675134245763,0.05220102451978003,0.14428726940158176,0.8362756721739011,high,1,1.0,1.1157212155906802e-18,4557.26193,5196.50583
E01000143,447.30126,6.105465461775334,-0.19952950724976717,0.051917761197453366,0.03426402152321234,0.08228016329559426,0.7555693029355988,medium,1,0.7916257683308642,0.5117946676687661,179.02572999999998,268.27553000000006
E01000144,3912.1808100000003,8.272105828656295,0.47376514532823966,0.10128840900888729,0.0336749415219385,0.1779202730569248,0.8212819380575583,high,1,1.0,1.709236950608244e-22,2882.817860000001,1029.3629500000002
E01000145,446.3471,6.103334803352721,-0.1357719138311865,0.10895639290587973,0.04335132904414523,0.18610843083299417,0.7756375228207275,medium,1,0.9999999993597726,1.4192973852363673e-08,192.87285,253.47425
E01000146,13524.38657,9.512323685191625,0.09585692062926597,0.09005802767437458,0.04075675426364273,0.14419638048349298,0.8291543137504128,high,1,1.0,5.700095856070845e-24,7410.396309999999,6113.990259999999
E01000147,49.083969999999994,3.913700996812831,-0.2711934262856081,0.0874713271970462,0.02679449115464784,0.12274150052902369,0.5473195226930748,low,2,1.0,1.5467950186339484e-24,17.88636,31.19761
E01000150,516.41225,6.248839945544326,-0.2660241502791616,0.22929535463188566,0.1515126529240931,0.43442560130198243,0.8085237556801862,medium,1,0.9999999969936652,6.199817303844095e-08,189.51706000000004,326.89519000000007
E01000151,1199.74517,7.090697618050897,-0.2447580514118677,0.1206089123076028,0.0773702718886545,0.18909011666327646,0.7335358112078769,high,1,1.0,9.642210596814655e-21,453.04894,746.6962300000001
E01000152,191.53943999999998,5.260301015859042,-0.30398888082788583,0.04140698124626448,0.03909502920129662,0.05919281446922031,0.9173989373250909,low,2,0.9999999965760936,7.016447689175316e-08,66.65679,124.88264999999996
E01000153,15.4195,2.7984696528907365,-0.6291773403806867,0.48198709426375685,0.4813658030416031,1.0293586037731144,0.32821367531467227,low,2,1.0,1.7798551602512097e-35,2.85895,12.56055
E01000154,1383.21973,7.2328918880267405,-0.1525326203957487,0.08525485679704699,0.0526830180480436,0.1259006018537355,0.6033491321443709,high,1,1.0,1.5603041544064662e-19,586.1167999999999,797.1029299999997
E01000156,2350.38875,7.762761390038424,-0.3918443831898021,0.09429706894231858,0.04359833240352261,0.1483934596121574,0.7145639806057428,high,1,1.0,3.46192814555565e-21,714.7010599999998,1635.68769
E01000158,362.30438,5.8952409953064215,-0.5745912870277748,0.0812177042960397,0.03439464353149691,0.13767351345929105,0.6631196707579646,medium,2,0.9993329694519107,0.0055445854562726,77.06372,285.24065999999993
E01000159,68.4619,4.24077840081455,0.010572011586006203,0.005041636296976856,0.004757390607038367,0.006208093435799127,0.7416896522204698,low,2,1.0,1.0785241279312822e-23,34.59284000000001,33.86906
E01000160,748.78141,6.6197817107162455,-0.06677309202962182,0.05230798932361314,0.03866906898770363,0.07537984815273302,0.8460468348202774,medium,1,0.9999998137365256,3.072621932833638e-06,349.39148000000006,399.38993
E01000161,1457.63552,7.285256702372094,-0.20286421121241613,0.09008039266222052,0.052714563377270054,0.1410611540187949,0.8014383007029917,high,1,1.0,3.495627254828802e-21,580.9667200000001,876.6688
E01000162,2412.17123,7.788697024566152,-0.2150774802168584,0.09136418147230783,0.05939893827520694,0.13632003329091494,0.7719389437136629,high,1,1.0,5.4284823144458245e-17,946.6837600000002,1465.487470000001
E01000164,3036.6691,8.018845756881136,-0.2648217219320999,0.08583291146210167,0.04776612308532398,0.13036686849029758,0.7376007280183845,high,1,1.0,2.6619953229870455e-18,1116.2465799999998,1920.42252
E01000166,29.29921,3.4111216395681665,0.7850993252036489,0.05897838201098255,0.0589189947442269,0.07018816546993438,0.7520141733535142,low,2,1.0,3.889891471198071e-44,26.151,3.1482099999999984
E01000167,99.6601,4.6117494947909945,-0.32300569636193416,0.01681896767111411,0.0064956788122829505,0.024265957605438804,0.8544116320005044,low,2,1.0,2.088806467127855e-15,33.734660000000005,65.92544
E01000168,7.77203,2.171568250522434,-0.9858132302628785,0.017400859234974645,0.017104926254788003,0.01841357844832516,1.3563529445484774,low,2,1.0,2.1025072494969268e-206,0.05513,7.716899999999999
E01000169,28.14256,3.3721996486584915,-0.9216965336486802,0.002920843022098913,0.0012529066296740594,0.003944729634853365,0.7936990543157074,low,2,1.0,5.176083687049137e-36,1.10183,27.04073
E01000170,320.32971,5.7724677299452525,-0.5840676158324497,0.06107557116697043,0.02189494068470889,0.0896135992046488,0.6565077801962422,low,1,0.9273874717149776,0.2603449163031709,66.61774999999999,253.71195999999992
E01000171,1963.27381,7.582877893657404,-0.05939435926158456,0.05630187671071719,0.024306064572826955,0.08273765591876302,0.6535878624086069,high,1,0.999999999994543,1.4759740787604118e-10,923.33321,1039.9406
E01000172,171.40654,5.14985529254488,-0.23736725564847178,0.06870251275126374,0.04173189657757516,0.09467031207681052,0.6062528913791466,low,2,0.9999396626813152,0.0006465463241526,65.36012000000001,106.04641999999996
E01000173,95.34957,4.567982931954724,0.23937045547242636,0.0956494088017387,0.05309892850067388,0.14835534502699477,0.669898349055562,low,2,1.0,1.0662270995072495e-13,59.08672000000001,36.26284999999999
E01000174,967.83578,6.8760951238442685,-0.12233926710169775,0.061760839220058594,0.03353642288364251,0.09105896643666342,0.7525081331076778,medium,1,0.999999999749889,5.779712353973338e-09,424.71573,543.1200500000001
E01000175,108.3399,4.694461378888056,-0.37912200398929663,0.066205433086056,0.02400389884059335,0.09804003043705214,0.5988127051020901,low,2,1.0,5.492731813314407e-18,33.632929999999995,74.70697
E01000176,297.07122,5.697332451239649,-0.3514487872638757,0.06231132049748878,0.04601310756390337,0.09693509890119903,0.7920740907305689,low,1,0.9999280428929648,0.0007583864147122,96.33294999999998,200.73827
E01000178,460.39984,6.134264998968895,0.02289323124004562,0.07684055667786505,0.04044430163138197,0.11563685208209308,0.839158383457258,medium,1,1.0,2.1589512136430947e-18,235.46993999999995,224.9299000000001
