lsoa,deprived_1plus_share,deprived_2plus_share
E01000165,0.4631728045325779,0.1388101983002833
E01000166,0.47473200612557426,0.16845329249617153
E01000167,0.5900383141762452,0.24904214559386972
E01000168,0.4172661870503597,0.10971223021582734
E01000169,0.4676258992805755,0.17841726618705037
E01000170,0.525035765379113,0.19742489270386265
E01000171,0.5581162324649298,0.22444889779559118
E01000172,0.41515650741350907,0.13179571663920922
E01000173,0.42269736842105265,0.12171052631578948
E01000174,0.5558475689881734,0.2102496714848883
E01000175,0.39375,0.1125
E01000176,0.6620305980528511,0.33936022253129344
E01000177,0.41219158200290273,0.0783744557329463
E01000178,0.4749262536873156,0.13126843657817108
E01000179,0.43190661478599224,0.09987029831387809
E01000180,0.5238805970149254,0.17164179104477612
E01000181,0.40233236151603496,0.07871720116618076
E01000182,0.43579234972677594,0.10792349726775956
E01000183,0.46766169154228854,0.15754560530679934
E01000184,0.6253521126760564,0.23661971830985915
E01000185,0.6682170542635659,0.3178294573643411
E01000186,0.4204322200392927,0.07072691552062868
E01000187,0.5033670033670034,0.17003367003367004
E01000188,0.44793713163064836,0.1237721021611002
E01000189,0.48370672097759676,0.18329938900203666
E01000190,0.46760070052539404,0.15761821366024517
E01000191,0.4802158273381295,0.17086330935251798
E01000192,0.5594900849858357,0.18271954674220964
E01000193,0.5654008438818565,0.20956399437412096
E01000194,0.5714285714285714,0.2065063649222065
E01000195,0.6369958275382476,0.2670375521557719
E01000196,0.5664527956003667,0.22089825847846012
E01000197,0.5116279069767442,0.15047879616963064
