lsoa,alightings_old,boardings_old,alightings_hub_first,boardings_hub_first,boardings_delta,alightings_delta,total_old,total_hub_first,total_delta
E01003013,6010.30765,8843.65896,6010.30765,8843.65896,0.0,0.0,14853.96661,14853.96661,0.0
E01003014,1933.5240800000001,2039.1134,2295.07451,2466.53088,427.41747999999984,361.5504299999998,3972.6374800000003,4761.60539,788.9679099999994
E01003015,273.45921,343.38823,0.0,0.0,-343.38823,-273.45921,616.84744,0.0,-616.84744
E01003016,316.50918,265.26104,316.50918,265.26104,0.0,0.0,581.77022,581.77022,0.0
E01003018,810.15638,1236.08276,2407.61667,1803.51904,567.4362799999999,1597.46029,2046.2391400000001,4211.13571,2164.8965699999994
E01003019,739.62149,240.37328,854.00276,459.99757,219.62429,114.38126999999997,979.99477,1314.0003299999998,334.00555999999983
E01003020,3114.93984,3290.42325,4845.964309999999,4319.02861,1028.6053600000005,1731.0244699999994,6405.36309,9164.99292,2759.6298300000008
E01003023,776.18468,1099.38756,2477.26277,1360.41213,261.02457000000004,1701.07809,1875.57224,3837.6749,1962.10266
E01003024,3845.97116,2318.68227,3845.97116,2318.68227,0.0,0.0,6164.65343,6164.65343,0.0
E01003025,2055.85339,417.22925,0.0,0.0,-417.22925,-2055.85339,2473.08264,0.0,-2473.08264
E01003026,494.40162999999995,536.1752299999999,157.6246,232.5957,-303.57953,-336.77702999999997,1030.57686,390.22029999999995,-640.35656
E01003029,561.10672,336.10681999999997,0.0,0.0,-336.10681999999997,-561.10672,897.21354,0.0,-897.21354
E01003030,256.71647,312.20014,395.76365,430.02942,117.82928000000004,139.04717999999997,568.91661,825.79307,256.87645999999995
E01003031,116.3462,125.62746,141.9026,102.57319,-23.054270000000002,25.55640000000001,241.97366,244.47579000000002,2.5021300000000224
E01003032,6548.93894,7176.46977,7497.52817,9446.25944,2269.78967,948.5892299999996,13725.40871,16943.78761,3218.3788999999997
E01003034,785.17798,490.82886,785.17798,490.82886,0.0,0.0,1276.00684,1276.00684,0.0
E01003035,329.92985999999996,593.37211,151.3106,262.41182,-330.96029000000004,-178.61925999999997,923.30197,413.72241999999994,-509.57955000000004
E01003037,2581.15295,1522.78803,1960.65621,1252.6105400000001,-270.1774899999998,-620.49674,4103.94098,3213.2667500000002,-890.6742300000001
E01003039,1389.41894,2833.21489,555.29283,329.93093,-2503.28396,-834.12611,4222.633830000001,885.22376,-3337.410070000001
E01003040,459.71879,103.51106999999999,222.52580999999998,269.2982,165.78713000000002,-237.19298000000003,563.22986,491.82401,-71.40585000000004
E01003041,614.97419,919.76431,614.97419,919.76431,0.0,0.0,1534.7385,1534.7385,0.0
E01003042,757.17753,335.71223,985.32957,452.17026,116.45803000000001,228.15203999999994,1092.88976,1437.49983,344.61006999999995
E01003043,46.05939,36.00392,46.05939,36.00392,0.0,0.0,82.06331,82.06331,0.0
E01003044,109.55479,78.43901,109.55479,78.43901,0.0,0.0,187.9938,187.9938,0.0
E01003045,1123.18192,821.00995,0.0,0.0,-821.00995,-1123.18192,1944.19187,0.0,-1944.19187
E01003046,172.96121,68.41292,123.83186,49.64709,-18.76583,-49.12934999999999,241.37412999999998,173.47895,-67.89517999999998
E01003047,11970.47152,29954.75508,22212.96915,34084.03635,4129.281270000003,10242.497630000002,41925.226599999995,56297.0055,14371.778900000005
E01003048,120.89703999999999,86.6435,77.1508,51.37259,-35.27091,-43.746239999999986,207.54054,128.52339,-79.01714999999999
E01003050,742.55487,311.84003,0.0,0.0,-311.84003,-742.55487,1054.3949,0.0,-1054.3949
E01003051,1361.70158,1450.08979,954.2201699999999,995.1486699999999,-454.94112000000007,-407.48141,2811.79137,1949.3688399999999,-862.42253
E01003052,82.23125999999999,109.7651,82.23125999999999,109.7651,0.0,0.0,191.99635999999998,191.99635999999998,0.0
E01003053,131.62116,220.86888,364.03848,381.77312,160.90424000000002,232.41732,352.49004,745.8116,393.32156
E01003054,0.0,0.0,638.27849,642.73004,642.73004,638.27849,0.0,1281.00853,1281.00853
E01003055,13785.62781,7290.32135,0.0,0.0,-7290.32135,-13785.62781,21075.94916,0.0,-21075.94916
E01003057,1365.4374,980.35921,2138.43783,1579.9315,599.57229,773.0004299999998,2345.79661,3718.3693299999995,1372.5727199999997
E01003058,353.9318,464.83074,0.0,0.0,-464.83074,-353.9318,818.76254,0.0,-818.76254
E01003059,582.83545,538.42274,0.0,0.0,-538.42274,-582.83545,1121.25819,0.0,-1121.25819
E01003060,640.29696,756.39037,636.20965,561.25111,-195.13925999999992,-4.087310000000002,1396.68733,1197.46076,-199.22657000000004
E01003061,2875.43838,2956.6640899999998,4915.39695,5381.81452,2425.15043,2039.9585700000002,5832.10247,10297.21147,4465.109
E01003062,153.56388,95.65043,56.64391,1822.83752,1727.1870900000001,-96.91997,249.21431,1879.48143,1630.26712
E01003064,51.58286,156.22007,85.15399,117.39405000000001,-38.826019999999986,33.57113,207.80293,202.54804000000001,-5.254889999999989
E01003066,185.74669,69.19139,5.724089999999999,5.662669999999999,-63.52872,-180.0226,254.93808,11.386759999999999,-243.55132
E01003067,284.56011,183.70563,555.15646,249.91603,66.21039999999999,270.59635000000003,468.26574000000005,805.07249,336.80674999999997
E01003068,202.45181,124.50746,141.22759,102.264,-22.24346,-61.22422,326.95927,243.49158999999997,-83.46768000000003
E01003069,767.12772,378.72229,640.90026,357.1703,-21.55198999999999,-126.22745999999995,1145.8500099999999,998.07056,-147.77944999999988
E01003071,125.5406,598.60531,14.80186,13.945219999999999,-584.6600900000001,-110.73873999999999,724.1459100000001,28.747079999999997,-695.3988300000001
E01003072,424.94626,329.17431,609.02534,385.22561,56.051300000000026,184.07908000000003,754.12057,994.2509500000001,240.13038000000006
E01003074,3667.94511,3691.3787,3882.5261,3930.77444,239.39573999999993,214.58098999999993,7359.32381,7813.30054,453.9767300000003
E01003076,4049.06278,4973.57757,4049.06278,4973.57757,0.0,0.0,9022.640350000001,9022.640350000001,0.0
E01003077,1226.00942,753.79577,1763.37411,1297.79859,544.0028200000002,537.3646899999999,1979.80519,3061.1727,1081.36751
E01003078,164.86282,312.15989,66.9232,57.240089999999995,-254.9198,-97.93962,477.02271,124.16328999999999,-352.85942
E01003079,704.4691,576.5347,538.51371,60.22487,-516.30983,-165.95539000000008,1281.0038,598.73858,-682.26522
E01003080,9.861769999999998,6.050469999999999,10.255679999999998,7.4238599999999995,1.3733900000000006,0.39391,15.912239999999997,17.679539999999996,1.7672999999999988
E01003081,3410.3797,2579.58538,3523.41512,2554.68547,-24.89991000000009,113.03542000000016,5989.96508,6078.10059,88.13551000000007
E01003082,220.45044,300.59722999999997,178.40739,175.41796,-125.17926999999997,-42.043049999999994,521.0476699999999,353.82534999999996,-167.22231999999997
E01003083,528.01509,180.1617,528.71617,185.65508,5.493380000000002,0.7010800000000472,708.17679,714.37125,6.194460000000049
E01003084,0.0,0.0,80.45729,208.55638,208.55638,80.45729,0.0,289.01367,289.01367
E01003085,242.9243,66.0324,24.342149999999997,27.110219999999998,-38.92218,-218.58214999999998,308.95669999999996,51.452369999999995,-257.50433
E01003086,85.5532,115.92646,224.81817999999998,118.28269,2.3562299999999965,139.26497999999998,201.47966000000002,343.10087,141.62120999999996
E01003087,1590.15944,910.18355,1809.99575,1068.52695,158.34339999999997,219.83631000000014,2500.34299,2878.5227,378.1797099999999
E01003089,2518.23928,1544.9468200000001,2518.23928,1544.94682,-2.2737367544323206e-13,0.0,4063.1861,4063.1861,0.0
E01003090,1598.86788,1399.61321,1139.20865,1087.84346,-311.76974999999993,-459.65923,2998.48109,2227.05211,-771.4289800000001
E01003091,214.22812,170.06173,214.22812,170.06173,0.0,0.0,384.28985,384.28985,0.0
E01003093,853.75039,479.47411,0.0,0.0,-479.47411,-853.75039,1333.2245,0.0,-1333.2245
E01003096,424.94419,392.60482,955.15907,949.02008,556.41526,530.21488,817.54901,1904.17915,1086.63014
E01003097,104.25182,212.57022,406.12165,254.95715,42.38693000000001,301.86983,316.82204,661.0788,344.25676
E01003099,4599.57186,4516.87298,4154.38397,3876.5647599999998,-640.3082200000003,-445.18789000000015,9116.44484,8030.94873,-1085.49611
E01003100,1496.44331,1013.17121,604.7717299999999,461.5328,-551.63841,-891.6715800000002,2509.61452,1066.3045299999999,-1443.3099900000002
E01003101,1447.67116,1032.56818,1509.86411,1068.94182,36.37364000000002,62.19294999999988,2480.23934,2578.80593,98.5665899999999
E01003102,1061.52559,769.3315699999999,11407.18508,11991.64887,11222.3173,10345.65949,1830.85716,23398.83395,21567.97679
E01003104,588.33015,243.85948,692.58197,456.4297,212.57022000000003,104.25181999999995,832.18963,1149.0116699999999,316.8220399999999
E01003105,60.19356,48.70164,60.19356,48.70164,0.0,0.0,108.89519999999999,108.89519999999999,0.0
E01003106,1589.14822,1057.34509,1181.47731,784.56212,-272.78297,-407.67091000000005,2646.49331,1966.03943,-680.4538799999998
E01003107,173.42662,58.86564,128.44273,59.117979999999996,0.2523399999999967,-44.98389,232.29226,187.56071,-44.73155
E01003108,196.26878,190.44028,1288.56881,1038.50561,848.0653299999999,1092.3000299999999,386.70906,2327.07442,1940.3653599999998
E01003110,725.8696600000001,610.89804,569.30118,499.33540000000005,-111.56263999999999,-156.56848000000002,1336.7677,1068.63658,-268.13112
E01003112,167.24803,186.24954,167.24803,186.24954,0.0,0.0,353.49757,353.49757,0.0
E01003114,5178.46695,3397.27933,0.0,0.0,-3397.27933,-5178.46695,8575.74628,0.0,-8575.74628
E01003115,514.98465,424.34629,514.98465,424.34629,0.0,0.0,939.33094,939.33094,0.0
E01003116,0.0,0.0,47.95914,19.32472,19.32472,47.95914,0.0,67.28386,67.28386
E01003117,4530.27444,3744.61052,4530.27444,3744.6105199999997,-4.547473508864641e-13,0.0,8274.88496,8274.88496,0.0
E01003118,1592.91104,1935.67368,3954.0211,3586.57099,1650.89731,2361.11006,3528.58472,7540.59209,4012.0073700000003
E01003119,2551.30941,836.08511,1078.5522799999999,674.13134,-161.95376999999996,-1472.75713,3387.39452,1752.6836199999998,-1634.7109
E01003120,6294.76743,6345.19999,7768.276159999999,6507.0997800000005,161.8997900000004,1473.5087299999996,12639.96742,14275.37594,1635.408519999999
E01003121,576.26104,554.82449,1168.65382,865.61896,310.79447000000005,592.39278,1131.0855299999998,2034.27278,903.1872500000002
E01003122,592.39278,310.79447,0.0,0.0,-310.79447,-592.39278,903.18725,0.0,-903.18725
E01003124,462.51502,409.76988,0.0,0.0,-409.76988,-462.51502,872.2849,0.0,-872.2849
E01003125,420.59127,294.08879,359.50158999999996,520.61338,226.52459,-61.089680000000044,714.68006,880.11497,165.43490999999995
E01003126,913.37918,1006.47746,1263.61711,1211.10449,204.62703,350.2379299999999,1919.85664,2474.7216,554.8649599999999
E01003127,885.60852,1336.04365,1630.6974500000001,1366.05487,30.011219999999867,745.0889300000001,2221.6521700000003,2996.75232,775.1001499999998
E01003128,2591.52639,1578.5533500000001,1938.1802400000001,1288.78238,-289.77097000000003,-653.3461499999999,4170.07974,3226.9626200000002,-943.1171199999999
E01003130,18.93825,20.52432,18.93825,20.52432,0.0,0.0,39.46257,39.46257,0.0
E01003131,4881.61371,3223.4073,4715.4042,3223.4073,0.0,-166.20950999999968,8105.0210099999995,7938.8115,-166.20950999999968
E01003132,10.698179999999999,5.23137,0.0,0.0,-5.23137,-10.698179999999999,15.929549999999999,0.0,-15.929549999999999
E01003133,22.999399999999998,19.21578,33.697579999999995,24.44715,5.231370000000002,10.698179999999997,42.21518,58.144729999999996,15.929549999999999
E01003134,78.72718,57.54541,78.72718,57.54541,0.0,0.0,136.27259,136.27259,0.0
E01003137,7141.11924,4784.14444,7616.95818,4927.58672,143.4422800000002,475.83893999999964,11925.26368,12544.5449,619.2812200000008
E01003138,34.52552,43.73084,0.0,0.0,-43.73084,-34.52552,78.25636,0.0,-78.25636
E01003139,760.26393,485.88543,854.46075,653.45374,167.56831000000005,94.19682,1246.14936,1507.9144900000001,261.7651300000002
E01003141,793.37306,705.95704,870.89345,439.03880000000004,-266.91823999999997,77.52039000000002,1499.3301000000001,1309.93225,-189.39785000000006
E01003144,799.80669,524.84615,1003.98918,601.4381500000001,76.5920000000001,204.18249000000003,1324.65284,1605.42733,280.77449
E01003145,798.38804,799.31105,550.16016,616.30518,-183.00587000000007,-248.22788000000003,1597.69909,1166.46534,-431.2337500000001
E01003146,542.36251,723.19249,542.36251,723.19249,0.0,0.0,1265.555,1265.555,0.0
E01003147,815.4073,252.57679,1005.12084,687.05728,434.48049000000003,189.71354000000008,1067.98409,1692.17812,624.1940300000001
E01003148,28.68087,23.00162,27.92927,23.0556,0.05397999999999925,-0.7515999999999998,51.68249,50.98487,-0.6976200000000006
E01003149,244.60851,181.43331,0.0,0.0,-181.43331,-244.60851,426.04182000000003,0.0,-426.04182000000003
E01003150,2917.34431,3549.82626,8113.81635,6980.8734,3431.0471400000006,5196.472040000001,6467.17057,15094.689750000001,8627.519180000001
E01003151,268.61787,100.40601,94.68434,43.67366,-56.73235,-173.93352999999996,369.02387999999996,138.358,-230.66587999999996
E01003152,77.15034,180.27622,219.66573,234.31348,54.03726,142.51539,257.42656,453.97920999999997,196.55264999999997
E01003153,2860.66147,2214.59735,462.82203,560.61368,-1653.98367,-2397.83944,5075.25882,1023.43571,-4051.8231100000003
E01003154,58.3829,46.0873,359.19569,183.44054,137.35324,300.81279,104.4702,542.6362300000001,438.1660300000001
E01003156,132.10628,103.54899,132.10628,103.54899,0.0,0.0,235.65527,235.65527,0.0
E01003158,29.61263,22.187949999999997,29.61263,22.187949999999997,0.0,0.0,51.80058,51.80058,0.0
E01003159,981.4433,607.95465,867.06203,388.33036,-219.62429000000003,-114.38126999999997,1589.39795,1255.39239,-334.00556000000006
E01003160,310.67041,217.95891,310.67041,217.95891,0.0,0.0,528.62932,528.62932,0.0
E01003161,58.2936,34.69303,0.0,0.0,-34.69303,-58.2936,92.98662999999999,0.0,-92.98662999999999
E01003162,2349.90344,1355.82112,2349.90344,1355.82112,0.0,0.0,3705.72456,3705.72456,0.0
E01003163,141.98737,93.04186,176.51289,136.7727,43.730839999999986,34.52552,235.02922999999998,313.28558999999996,78.25635999999997
E01003164,3516.1877,2471.59491,3543.8568099999998,2488.54547,16.950560000000223,27.66910999999982,5987.78261,6032.40228,44.61967000000004
E01003165,130.10959,175.26199,504.18655,239.34939,64.0874,374.07696,305.37158,743.53594,438.16436
E01003166,3011.15266,2264.20786,3038.89487,2619.7098,355.5019400000001,27.742209999999886,5275.36052,5658.604670000001,383.24415000000045
E01003167,5.182089999999999,4.123449999999999,143.20411,146.16553,142.04208,138.02202,9.305539999999997,289.36964,280.0641
E01003169,2466.1383,481.04329,1232.25824,713.06499,232.02169999999995,-1233.8800600000002,2947.18159,1945.32323,-1001.8583600000002
E01003170,58.15489,63.117869999999996,44.66336,29.15841,-33.95945999999999,-13.491530000000004,121.27276,73.82177,-47.450990000000004
E01003172,994.72694,922.2369699999999,2054.38861,990.14637,67.90940000000012,1059.66167,1916.96391,3044.53498,1127.57107
E01003174,72.72644,443.82154,15.59661,64.40867,-379.41287,-57.12983,516.54798,80.00528,-436.5427000000001
E01003175,48.458549999999995,56.54374,93.60441999999999,69.30614,12.7624,45.145869999999995,105.00228999999999,162.91055999999998,57.90826999999999
E01003176,2240.10576,2663.98919,2427.02384,2897.42356,233.4343700000004,186.91807999999992,4904.09495,5324.4474,420.3524500000003
E01003177,127.74093,248.26252,761.68239,760.16062,511.8981,633.94146,376.00345,1521.84301,1145.8395600000001
E01003178,1185.16957,512.84479,0.0,0.0,-512.84479,-1185.16957,1698.0143600000001,0.0,-1698.0143600000001
E01003179,854.2217499999999,364.56514,854.2217499999999,364.56514,0.0,0.0,1218.7868899999999,1218.7868899999999,0.0
E01003180,360.97377,210.1803,1144.76002,520.69503,310.51473,783.7862499999999,571.15407,1665.45505,1094.30098
E01003181,437.53294999999997,427.81804999999997,1018.68481,893.6068799999999,465.78882999999996,581.1518599999999,865.3509999999999,1912.29169,1046.9406900000001
E01003182,52.47254,35.23943,52.47254,35.23943,0.0,0.0,87.71197000000001,87.71197000000001,0.0
E01003183,2324.69983,2004.4011600000001,3734.21844,3028.30999,1023.9088300000001,1409.51861,4329.10099,6762.52843,2433.4274400000004
E01003184,581.15186,465.78882999999996,0.0,0.0,-465.78882999999996,-581.15186,1046.94069,0.0,-1046.94069
E01003185,183.33401999999998,358.39351999999997,183.33401999999998,358.39351999999997,0.0,0.0,541.72754,541.72754,0.0
E01003186,1521.87731,969.87045,2896.60214,2250.21961,1280.3491600000002,1374.7248299999999,2491.74776,5146.82175,2655.07399
E01003187,40.05041,23.928279999999997,40.05041,23.928279999999997,0.0,0.0,63.97869,63.97869,0.0
E01003189,0.0,26.01711,0.0,26.01711,0.0,0.0,26.01711,26.01711,0.0
E01003190,1300.25618,937.62183,1286.68232,905.00694,-32.61489000000006,-13.573860000000195,2237.8780100000004,2191.68926,-46.188750000000255
E01003191,179.60989999999998,101.50609,193.18376,134.12098,32.61489,13.573860000000025,281.11599,327.30474000000004,46.18875000000003
E01003192,295.15504,223.89077,295.15504,223.89077,0.0,0.0,519.04581,519.04581,0.0
E01003193,736.67711,727.82285,736.67711,727.82285,0.0,0.0,1464.49996,1464.49996,0.0
E01003194,376.7587,289.70672,215.64283999999998,157.08452,-132.62220000000002,-161.11586,666.46542,372.72736,-293.73806
E01003195,170.4932,63.05389,251.37134,148.36478,85.31089,80.87814,233.54709,399.73612,166.18903000000003
E01003196,0.0,82.10828,0.0,82.10828,0.0,0.0,82.10828,82.10828,0.0
E01003198,128.16654,98.42092,128.16654,98.42092,0.0,0.0,226.58746,226.58746,0.0
E01003199,1241.46885,1359.9316999999999,1241.46885,1359.9316999999999,0.0,0.0,2601.40055,2601.40055,0.0
E01003200,757.40671,942.68339,853.3150499999999,946.90877,4.225379999999973,95.90833999999995,1700.0901,1800.22382,100.13372000000004
E01003201,71.15746,115.78090999999999,0.0,0.0,-115.78090999999999,-71.15746,186.93837,0.0,-186.93837
E01003202,973.5562199999999,1064.88804,1139.45648,1756.76462,691.8765799999999,165.90026000000012,2038.44426,2896.2210999999998,857.7768399999998
E01003203,794.46635,340.12845,374.02434999999997,254.28665,-85.84179999999998,-420.44200000000006,1134.5948,628.3109999999999,-506.28380000000016
E01003205,94.53505,44.58068,0.0,0.0,-44.58068,-94.53505,139.11572999999999,0.0,-139.11572999999999
E01003207,932.91161,2448.75124,174.32186,267.1238,-2181.62744,-758.58975,3381.66285,441.44566,-2940.2171900000003
E01003209,483.04633,253.11523,483.04633,253.11523,0.0,0.0,736.16156,736.16156,0.0
E01003210,1190.19964,949.73893,1190.19964,949.73893,0.0,0.0,2139.9385700000003,2139.9385700000003,0.0
E01003211,595.56117,422.02882999999997,595.56117,422.02882999999997,0.0,0.0,1017.5899999999999,1017.5899999999999,0.0
E01003212,263.22002,228.46141,263.22002,228.46141,0.0,0.0,491.68143,491.68143,0.0
E01003213,72.39913,41.231609999999996,93.41322,56.35749,15.125880000000002,21.014089999999996,113.63074,149.77071,36.139970000000005
E01003214,1090.53365,950.9403100000001,1090.53365,950.9403100000001,0.0,0.0,2041.4739600000003,2041.4739600000003,0.0
E01003215,1663.15041,1232.39781,509.05782,393.73365,-838.6641599999999,-1154.09259,2895.5482199999997,902.79147,-1992.7567499999996
E01003217,208.13684999999998,227.48086,749.88194,440.74007,213.25921,541.74509,435.61771,1190.62201,755.0043000000001
E01003218,28.40317,61.98773,73.72888,46.06005,-15.927680000000002,45.32571,90.3909,119.78893,29.39802999999999
E01003219,61.26357,10.241399999999999,73.31078,48.212019999999995,37.97062,12.047209999999993,71.50497,121.52279999999999,50.01782999999999
E01003220,537.9937,299.93732,605.77921,282.92583,-17.01148999999998,67.78551000000004,837.93102,888.70504,50.774020000000064
E01003221,1071.20317,1161.48166,1672.6438,1233.6322,72.15054000000009,601.44063,2232.68483,2906.276,673.5911699999997
E01003222,173.5447,66.42727,0.0,0.0,-66.42727,-173.5447,239.97197,0.0,-239.97197
E01003223,1562.40193,655.58034,1891.08854,1171.67686,516.09652,328.68661,2217.98227,3062.7654,844.7831300000003
E01003224,759.32881,408.82533,707.10666,321.96388,-86.86144999999999,-52.22214999999994,1168.15414,1029.0705400000002,-139.08359999999993
E01003225,39.55814,14.18639,5.73461,2.42121,-11.765179999999999,-33.823530000000005,53.74453,8.15582,-45.58871
E01003226,884.82496,870.52346,560.71028,681.5563999999999,-188.96706000000006,-324.11468,1755.34842,1242.26668,-513.0817400000001
E01003227,456.93281,110.71143000000001,792.5099299999999,318.42514,207.71371,335.5771199999999,567.6442400000001,1110.93507,543.2908299999999
E01003228,46.432559999999995,62.55169,0.0,0.0,-62.55169,-46.432559999999995,108.98425,0.0,-108.98425
E01003229,1046.1585,712.1642899999999,1390.24162,1046.57496,334.41067,344.08312,1758.32279,2436.8165799999997,678.4937899999998
E01003230,668.88674,201.75681,0.0,0.0,-201.75681,-668.88674,870.64355,0.0,-870.64355
E01003231,907.37593,761.42818,907.37593,761.42818,0.0,0.0,1668.80411,1668.80411,0.0
E01003232,433.84868,349.58966,468.8188,393.3947,43.80504000000002,34.97012000000001,783.4383399999999,862.2135000000001,78.77516000000014
E01003233,153.32383,71.75659,178.6574,80.22128,8.46468999999999,25.33357000000001,225.08042,258.87868,33.79825999999997
E01003235,131.37037,80.79408000000001,131.37037,80.79408,-1.4210854715202004e-14,0.0,212.16445000000002,212.16445,-2.842170943040401e-14
E01003236,1249.62999,1441.94864,70.49041,48.03836,-1393.91028,-1179.13958,2691.57863,118.52877,-2573.04986
E01003237,834.31022,399.9865,864.56414,470.15718,70.17068,30.253919999999994,1234.2967199999998,1334.7213199999999,100.42460000000005
E01003238,392.43365,249.94876,392.43365,249.94876,0.0,0.0,642.3824099999999,642.3824099999999,0.0
E01003239,140.69364,119.69511,140.69364,119.69511,0.0,0.0,260.38874999999996,260.38874999999996,0.0
E01003240,1188.83756,650.56062,1188.83756,650.56062,0.0,0.0,1839.39818,1839.39818,0.0
E01003241,734.39027,371.57088999999996,1944.19914,1182.55039,810.9795000000001,1209.8088699999998,1105.9611599999998,3126.74953,2020.7883700000002
E01003243,1106.30571,1028.80423,1106.30571,1028.80423,0.0,0.0,2135.1099400000003,2135.1099400000003,0.0
E01003244,350.70535,169.79979,350.70535,169.79979,0.0,0.0,520.50514,520.50514,0.0
E01003245,71.34858,50.500409999999995,71.34858,50.500409999999995,0.0,0.0,121.84898999999999,121.84898999999999,0.0
E01003246,18.252509999999997,12.89604,18.252509999999997,12.89604,0.0,0.0,31.148549999999997,31.148549999999997,0.0
E01003247,327.94201,286.71005,327.94201,286.71005,0.0,0.0,614.65206,614.65206,0.0
E01003248,1908.719,945.24475,1908.719,945.24475,0.0,0.0,2853.96375,2853.96375,0.0
E01003249,328.00263,166.48533,138.90898,68.56921,-97.91612,-189.09365,494.48796000000004,207.47819,-287.00977
E01003251,959.4363,803.29236,959.4363,803.29236,0.0,0.0,1762.72866,1762.72866,0.0
E01003253,1357.26012,1027.64624,1357.26012,1027.64624,0.0,0.0,2384.90636,2384.90636,0.0
E01003254,561.83176,293.70465,118.68914,44.86689,-248.83776,-443.14262,855.53641,163.55603,-691.9803800000001
E01003255,3051.60049,2503.77144,3051.60049,2503.77144,0.0,0.0,5555.371929999999,5555.371929999999,0.0
E01003256,475.39675,499.26374,588.4325699999999,541.96705,42.70330999999999,113.03581999999994,974.66049,1130.39962,155.73912999999993
E01003257,389.32988,197.3748,837.11611,459.16026999999997,261.78547,447.78623000000005,586.70468,1296.27638,709.5717
E01003258,265.09779,141.64046,417.26635999999996,183.85748,42.21702000000002,152.16857,406.73825,601.12384,194.38558999999998
E01003259,792.52523,489.80883,627.1716,386.87175,-102.93707999999998,-165.35362999999995,1282.33406,1014.04335,-268.2907099999999
E01003260,50.68891,21.237000000000002,78.51622,47.31182,26.074819999999995,27.827310000000004,71.92591,125.82804,53.90213
E01003261,74.30778,50.79199,85.90754,45.8592,-4.932789999999997,11.599760000000003,125.09976999999999,131.76674,6.666970000000006
E01003263,476.15549,364.42647999999997,655.60079,938.91059,574.48411,179.44529999999997,840.58197,1594.51138,753.92941
E01003264,554.73762,813.53855,433.57102,259.11554,-554.42301,-121.16660000000002,1368.27617,692.68656,-675.5896100000001
E01003265,1155.2635,1077.1717,2334.40308,2471.08198,1393.9102799999998,1179.13958,2232.4352,4805.48506,2573.04986
E01003266,541.63725,241.64009,639.99753,278.7451,37.10500999999999,98.36027999999999,783.27734,918.74263,135.46528999999998
E01003267,146.15934,31.46255,146.15934,31.46255,0.0,0.0,177.62188999999998,177.62188999999998,0.0
E01003268,558.29134,357.37191,490.73834,310.93210999999997,-46.43980000000005,-67.553,915.6632500000001,801.67045,-113.9928000000001
E01003269,33.92651,37.993159999999996,43.485730000000004,38.881719999999994,0.8885599999999982,9.559220000000003,71.91967,82.36744999999999,10.447779999999995
E01003270,126.0792,67.8386,67.8005,47.7775,-20.061099999999996,-58.2787,193.9178,115.578,-78.3398
E01003271,0.0,9.81904,0.0,9.81904,0.0,0.0,9.81904,9.81904,0.0
E01003272,745.12572,586.95812,673.76658,475.80514999999997,-111.15297000000004,-71.35914000000002,1332.08384,1149.57173,-182.51211000000012
E01003273,76.52014,35.504,79.95098999999999,37.039359999999995,1.5353599999999972,3.4308499999999924,112.02413999999999,116.99034999999998,4.96620999999999
E01003274,505.99721,570.79347,505.99721,570.79347,0.0,0.0,1076.79068,1076.79068,0.0
E01003275,17.67473,7.84866,17.67473,7.84866,0.0,0.0,25.52339,25.52339,0.0
E01003276,207.90473,142.27188,271.18791999999996,246.17098000000001,103.8991,63.28318999999996,350.17661,517.3589,167.18228999999997
E01003277,77.37669,34.87873,72.14941,35.23854,0.35981000000000307,-5.227279999999993,112.25541999999999,107.38795,-4.867469999999983
E01003278,1187.74307,942.64307,564.80803,365.95952,-576.68355,-622.93504,2130.38614,930.76755,-1199.61859
E01003279,130.71789,84.30507,127.28704,82.76971,-1.5353599999999972,-3.4308500000000066,215.02296,210.05675000000002,-4.96620999999999
E01003280,556.88323,415.54506,936.44686,824.42914,408.88408,379.56363,972.4282900000001,1760.876,788.4477099999999
E01003281,69.28963,62.43741,138.50545,109.70512,47.267709999999994,69.21582,131.72704,248.21057,116.48353
E01003282,311.8896,340.02627,732.3316,425.86807,85.84179999999998,420.442,651.91587,1158.19967,506.2837999999999
E01003283,49.06073,120.97287,0.0,0.0,-120.97287,-49.06073,170.0336,0.0,-170.0336
E01003284,67.01707999999999,75.8494,67.01707999999999,75.8494,0.0,0.0,142.86648,142.86648,0.0
E01003285,515.86485,571.74176,126.742,161.96912,-409.77264,-389.12285,1087.60661,288.71112,-798.8954900000001
E01003286,1093.58658,803.57413,1521.1655700000001,1176.0894,372.5152700000001,427.5789900000002,1897.1607099999999,2697.25497,800.0942600000001
E01003287,10.63308,7.56495,8.97026,6.73704,-0.8279099999999993,-1.66282,18.19803,15.7073,-2.4907299999999992
E01003288,1738.32608,1975.43263,1738.32608,1975.43263,0.0,0.0,3713.75871,3713.75871,0.0
E01003290,169.6296,84.98684,169.6296,84.98684,0.0,0.0,254.61644,254.61644,0.0
E01003291,1315.775,1726.72935,1315.775,1726.72935,0.0,0.0,3042.50435,3042.50435,0.0
E01003292,291.56051,231.23657,544.38657,255.17073,23.93415999999999,252.82605999999998,522.79708,799.5572999999999,276.7602199999999
E01003293,820.10908,752.52781,0.0,0.0,-752.52781,-820.10908,1572.63689,0.0,-1572.63689
E01003295,262.47706,70.41998,262.47706,70.41998,0.0,0.0,332.89704,332.89704,0.0
E01003298,195.57826,111.08693,195.57826,111.08693,0.0,0.0,306.66519,306.66519,0.0
E01003299,866.7395799999999,1546.95202,121.10261999999999,588.31471,-958.63731,-745.6369599999999,2413.6916,709.41733,-1704.2742700000001
