lsoa,alightings,boardings,total_activity,direction_ratio,exact_direction_zero,near_zero_ratio_lt_0_01,eligible_two_direction_clustering,exclusion_reason
E01000095,1389.7712000000001,1521.45952,2911.2307200000005,0.9134460573752236,False,False,True,
E01000096,362.3241,327.52172,689.84582,0.903946825507881,False,False,True,
E01000097,81.94037999999999,81.98679,163.92717,0.9994339331982627,False,False,True,
E01000098,650.33407,420.83191,1071.16598,0.647101127578938,False,False,True,
E01000099,778.70053,477.28506,1255.98559,0.6129250483494598,False,False,True,
E01000101,561.99294,314.98667,876.97961,0.5604815427040775,False,False,True,
E01000103,41.77599,32.46996,74.24595,0.7772397494350224,False,False,True,
E01000104,743.80635,412.03743,1155.84378,0.5539579354223044,False,False,True,
E01000105,502.71847,478.36010000000005,981.0785700000001,0.9515466976974211,False,False,True,
E01000106,299.18436,171.40977,470.59413000000006,0.5729235645874002,False,False,True,
E01000108,25.231659999999998,59.65479,84.88645,0.4229611737800099,False,False,True,
E01000110,282.63772,167.32073,449.95844999999997,0.5919971686723201,False,False,True,
E01000111,525.53286,431.05231,956.5851700000001,0.8202195196699973,False,False,True,
E01000112,1010.2691,738.95955,1749.22865,0.7314482349306735,False,False,True,
E01000113,1150.07006,1803.23209,2953.30215,0.6377826051221172,False,False,True,
E01000114,1160.31707,851.32038,2011.6374500000002,0.7336963335375217,False,False,True,
E01000115,15.277619999999999,23.95375,39.23137,0.6377965871731983,False,False,True,
E01000116,10.42255,7.40416,17.82671,0.7103981271377926,False,False,True,
E01000117,64.70195,29.27451,93.97646,0.4524517421808771,False,False,True,
E01000118,805.71839,440.05715999999995,1245.7755499999998,0.5461674518810473,False,False,True,
E01000120,185.7432,199.07163,384.81483000000003,0.9330470645164256,False,False,True,
E01000121,107.34919,52.27016,159.61935,0.4869171346332469,False,False,True,
E01000123,133.83854,49.6951,183.53364,0.3713063516682116,False,False,True,
E01000124,200.17059,147.14295,347.31354,0.7350877568977541,False,False,True,
E01000126,437.97027,251.72339,689.69366,0.574749948209955,False,False,True,
E01000127,257.51592,150.42646,407.94237999999996,0.5841443123205742,False,False,True,
E01000128,119.72915,56.12278,175.85193,0.46874783626209654,False,False,True,
E01000129,4133.83823,4201.46189,8335.30012,0.9839047308364377,False,False,True,
E01000130,708.4713399999999,362.17578,1070.6471199999999,0.511207383491335,False,False,True,
E01000131,333.12499,340.22658,673.35157,0.9791268806805159,False,False,True,
E01000133,498.0026,178.92696999999998,676.92957,0.35928922861045304,False,False,True,
E01000134,149.00955,49.28998,198.29953,0.3307840336407969,False,False,True,
E01000135,258.76184,92.43802,351.19986,0.3572320400875183,False,False,True,
E01000136,335.73105,336.87541,672.60646,0.9966030171213743,False,False,True,
E01000138,535.99131,270.35703,806.34834,0.5044056218000997,False,False,True,
E01000139,2141.31137,1136.94463,3278.256,0.5309571722864387,False,False,True,
E01000140,1722.3724,1065.64252,2788.01492,0.6187062217206918,False,False,True,
E01000141,7503.74518,5833.59168,13337.33686,0.7774240116186889,False,False,True,
E01000143,556.84295,335.44799,892.29094,0.6024104103320335,False,False,True,
E01000144,590.34167,822.36839,1412.7100599999999,0.7178554978262236,False,False,True,
E01000146,5086.31927,7378.39759,12464.71686,0.6893528314187797,False,False,True,
E01000147,31.19761,17.88636,49.08397,0.5733246873718852,False,False,True,
E01000150,699.8542199999999,473.78904,1173.6432599999998,0.6769824721497001,False,False,True,
E01000151,770.63158,472.51175,1243.1433299999999,0.6131486981107107,False,False,True,
E01000152,113.50785,50.05293,163.56078000000002,0.4409644795492118,False,False,True,
E01000154,797.10293,586.1168,1383.21973,0.7353088013363595,False,False,True,
E01000156,1635.68769,714.70106,2350.38875,0.4369422502653914,False,False,True,
E01000159,33.86906,34.592839999999995,68.46189999999999,0.979077173195378,False,False,True,
E01000160,399.38993,349.39148,748.78141,0.8748129428300809,False,False,True,
E01000161,715.31917,417.14216,1132.46133,0.5831552927625301,False,False,True,
E01000162,1626.8371,1110.50832,2737.3454199999996,0.6826180199603267,False,False,True,
E01000164,1920.42252,1116.24658,3036.6691,0.5812505156417349,False,False,True,
E01000166,3.1482099999999993,26.151,29.29921,0.12038583610569382,False,False,True,
E01000167,65.92544,33.73466,99.6601,0.5117092885538572,False,False,True,
E01000168,7.7169,0.05513,7.77203,0.007144060438777229,False,True,True,
E01000169,27.04073,1.1018299999999999,28.14256,0.04074705083775475,False,False,True,
E01000170,299.07001,180.54151000000002,479.61152000000004,0.6036764100820406,False,False,True,
E01000171,1039.9406,923.33321,1963.27381,0.8878711053304391,False,False,True,
E01000172,86.8807,51.20062,138.08132,0.5893209884358667,False,False,True,
E01000173,55.42857,73.24622,128.67479,0.756743078345886,False,False,True,
E01000174,497.762,310.79197,808.5539699999999,0.6243786588771341,False,False,True,
E01000175,91.93681,46.245,138.18180999999998,0.503008533796202,False,False,True,
E01000176,200.73827,96.33295,297.07122,0.47989329588224505,False,False,True,
E01000178,224.9299,235.46994,460.39984000000004,0.9552382779729761,False,False,True,
E01000180,43.543679999999995,37.605129999999996,81.14881,0.8636185549774388,False,False,True,
E01000181,209.89971,212.40227,422.30197999999996,0.9882178283687835,False,False,True,
E01000182,823.65728,962.83687,1786.49415,0.8554484208732057,False,False,True,
E01000183,314.10072,228.92618,543.0269000000001,0.7288304846929353,False,False,True,
E01000184,314.72522,145.57908,460.3043,0.4625593080846842,False,False,True,
E01000185,387.05012,157.61443,544.66455,0.4072196903078082,False,False,True,
E01000186,420.01367999999997,245.01636,665.03004,0.5833532850644294,False,False,True,
E01000187,95.71615,1.7586399999999998,97.47479,0.018373492874504457,False,False,True,
E01000188,684.87782,89.74984,774.6276600000001,0.1310450380770106,False,False,True,
E01000189,26.00263,82.61164,108.61426999999999,0.31475746032883506,False,False,True,
E01000191,259.70963,206.86608999999999,466.57572,0.7965283767105593,False,False,True,
E01000192,159.92337999999998,148.19019,308.11357,0.926632428604248,False,False,True,
E01000193,6900.59382,7142.09897,14042.692790000001,0.9661856898070961,False,False,True,
E01000194,1866.62293,1253.56817,3120.1911,0.6715701119132829,False,False,True,
E01000195,0.0,120.58844,120.58844,0.0,True,False,False,zero_alighting_direction
E01000196,1705.05902,1495.55698,3200.616,0.8771291565027468,False,False,True,
E01000197,213.0057,160.80989,373.81559,0.7549558063469664,False,False,True,
E01000198,211.74074,131.55182,343.29256,0.6212872402353935,False,False,True,
E01000199,43.51864,32.43853,75.95716999999999,0.7453939277514188,False,False,True,
E01000200,231.76608,143.01649999999998,374.78257999999994,0.6170726104527461,False,False,True,
E01000201,335.90839,214.32201,550.2304,0.6380370850516714,False,False,True,
E01000202,223.22784,171.1415,394.36933999999997,0.7666673655042311,False,False,True,
E01000203,913.58681,875.49175,1789.07856,0.9583016528007886,False,False,True,
E01000204,20.76909,15.78731,36.5564,0.7601348927661251,False,False,True,
E01000205,207.35231,83.42331,290.77562,0.4023264076488948,False,False,True,
E01000206,110.56174,163.18433,273.74607,0.6775266963439444,False,False,True,
E01000207,39.24005,29.13371,68.37376,0.7424483404073136,False,False,True,
E01000208,1783.91643,3108.05469,4891.97112,0.5739655855283551,False,False,True,
E01000209,41.92800999999999,22.966169999999998,64.89417999999999,0.5477524452030994,False,False,True,
E01000210,671.28169,534.93277,1206.2144600000001,0.7968827065728546,False,False,True,
E01000211,2579.30369,1605.76469,4185.068380000001,0.6225574352588159,False,False,True,
E01000212,15.315639999999998,20.44153,35.75717,0.7492413728326597,False,False,True,
E01000213,63.464879999999994,55.04992,118.5148,0.8674076118949567,False,False,True,
E01000214,6700.8448,4980.69588,11681.54068,0.7432937232033788,False,False,True,
E01000215,529.88917,433.44732,963.33649,0.8179961858816627,False,False,True,
E01000218,984.95996,844.73965,1829.6996100000001,0.857638568373886,False,False,True,
E01000219,432.5031,340.9413,773.4444000000001,0.7882979335870656,False,False,True,
E01000221,1068.26585,1029.17055,2097.4364,0.9634030236948977,False,False,True,
E01000222,819.6466,366.84238,1186.48898,0.4475616442500951,False,False,True,
E01000223,2799.03429,2298.7488,5097.78309,0.8212649656392741,False,False,True,
E01000224,81.00950999999999,76.49489,157.50439999999998,0.9442704936741378,False,False,True,
E01000226,373.96482,159.46361,533.4284299999999,0.42641339899298547,False,False,True,
E01000227,184.74594,152.56658,337.31251999999995,0.8258183102697683,False,False,True,
E01000228,111.82211,79.38885,191.21096,0.7099566445312113,False,False,True,
E01000229,347.29879999999997,171.84809,519.14689,0.49481337107988865,False,False,True,
E01000230,16.17077,75.00716,91.17793,0.21558968503806838,False,False,True,
E01000231,647.93598,239.25789,887.19387,0.3692616205693655,False,False,True,
E01000232,270.45926,189.92021,460.37946999999997,0.702213745611816,False,False,True,
E01000233,571.34924,388.24508,959.5943199999999,0.6795232282097723,False,False,True,
E01000234,170.22629,90.4339,260.66019,0.5312569521429387,False,False,True,
E01000235,679.68863,361.29047,1040.9791,0.5315529112205394,False,False,True,
E01000236,583.25626,531.4823,1114.73856,0.9112329115850382,False,False,True,
E01000237,4790.78037,4723.33672,9514.11709,0.9859221995601523,False,False,True,
E01000238,57.33007,34.57452,91.90459,0.6030782798625572,False,False,True,
E01000239,1067.84958,553.78457,1621.63415,0.5185979190065327,False,False,True,
E01000240,492.62218,239.17408,731.7962600000001,0.4855122032873144,False,False,True,
E01000242,224.33344,153.93285,378.26629,0.6861787970620876,False,False,True,
E01000243,1643.82305,1174.6318999999999,2818.45495,0.7145732017810553,False,False,True,
E01000244,939.55645,762.91141,1702.4678600000002,0.8119910304484632,False,False,True,
E01000246,53.538219999999995,40.73034,94.26856,0.7607712770428303,False,False,True,
E01000247,58.55674,27.85579,86.41253,0.47570595630836005,False,False,True,
E01000248,1070.43675,1157.0709200000001,2227.50767,0.9251263094573321,False,False,True,
E01000250,3204.27477,3676.65503,6880.9298,0.8715190149346157,False,False,True,
E01000251,976.55324,728.41384,1704.96708,0.745902844989793,False,False,True,
E01000252,52.35695,40.08119,92.43814,0.7655371445433701,False,False,True,
E01000253,87.87631999999999,95.11399,182.99031,0.9239053056232841,False,False,True,
E01000255,223.22672,204.72815,427.95487,0.9171310226661038,False,False,True,
E01000256,403.38344,206.57972,609.96316,0.5121175028900542,False,False,True,
E01000257,1071.6245,1108.86367,2180.4881699999996,0.9664168183993258,False,False,True,
E01000258,190.02420999999998,114.17688,304.20108999999997,0.6008543858700952,False,False,True,
E01000259,267.15686,195.52756,462.68442,0.7318829844009994,False,False,True,
E01000260,563.42361,247.91437000000002,811.33798,0.44001416625050555,False,False,True,
E01000261,169.2518,212.86747,382.11927000000003,0.7951041086738148,False,False,True,
E01000263,333.75259,234.69831,568.4509,0.7032104529885446,False,False,True,
E01000264,2249.24951,2460.91825,4710.16776,0.9139879026863245,False,False,True,
E01000265,835.46522,374.63472,1210.09994,0.44841450132418437,False,False,True,
E01000266,52.35847,50.4556,102.81406999999999,0.9636568830219828,False,False,True,
E01000267,37.509049999999995,34.75692,72.26597,0.9266275738788374,False,False,True,
E01000268,1374.30245,1033.43953,2407.74198,0.7519738686342298,False,False,True,
E01000269,301.60684,183.49319,485.10002999999995,0.6083853734882141,False,False,True,
E01000270,77.93836,30.63264,108.571,0.39303675366020013,False,False,True,
E01000271,273.71044,130.23927,403.94971,0.47582865308316336,False,False,True,
E01000272,9.21422,9.37276,18.586979999999997,0.9830850251153341,False,False,True,
E01000273,1147.71676,1211.32417,2359.04093,0.9474893578652855,False,False,True,
E01000274,648.92889,285.58891,934.5178000000001,0.44009276578825146,False,False,True,
E01000275,16.180009999999996,13.9342,30.114209999999996,0.861198478863734,False,False,True,
E01000276,15.955259999999999,18.75855,34.713809999999995,0.8505593449387079,False,False,True,
E01000277,19.701439999999998,41.75666,61.458099999999995,0.4718155139802848,False,False,True,
E01000278,227.00041,170.98881,397.98922,0.7532533091019528,False,False,True,
E01000279,80.31836999999999,80.36425,160.68262,0.9994290993818767,False,False,True,
E01000280,31.545439999999996,44.59233,76.13776999999999,0.7074185179379503,False,False,True,
E01000281,1377.05163,1227.52447,2604.5761,0.8914149936411608,False,False,True,
E01000282,333.67252,613.74157,947.41409,0.543669414473587,False,False,True,
E01000283,36.26918,33.12244,69.39161999999999,0.9132392847039827,False,False,True,
E01000284,286.63966999999997,255.38875,542.02842,0.8909748954148601,False,False,True,
E01000285,294.54015,49.94531,344.48546,0.16957046433228204,False,False,True,
E01000286,310.94685,200.56593,511.51278,0.645016760903029,False,False,True,
E01000287,35.22284,75.65498000000001,110.87782000000001,0.4655719953927685,False,False,True,
E01000288,329.57336,157.80644,487.3798,0.4788203755303524,False,False,True,
E01000289,100.1632,54.68423,154.84743,0.5459513074662151,False,False,True,
E01000290,157.53827,74.37134,231.90961000000001,0.4720842751415259,False,False,True,
E01000292,158.6452,85.9777,244.6229,0.5419495830948557,False,False,True,
E01000296,1999.47876,2750.5635700000003,4750.04233,0.7269342115223317,False,False,True,
E01000297,184.28091,119.43302,303.71393,0.6481030509345759,False,False,True,
E01000298,970.61213,1056.60036,2027.21249,0.9186180193995013,False,False,True,
E01000299,2128.76076,1217.19798,3345.95874,0.5717871180601807,False,False,True,
E01000301,94.63273,81.55504,176.18777,0.8618058466663702,False,False,True,
E01000302,889.17894,631.89002,1521.06896,0.7106443839076981,False,False,True,
E01000303,0.12264999999999981,0.21944,0.3420899999999998,0.5589227123587305,False,False,True,
E01000304,7.5895399999999995,7.69074,15.28028,0.9868413182606615,False,False,True,
E01000305,1048.09351,772.51665,1820.61016,0.7370684415362901,False,False,True,
E01000307,5410.89257,6552.34244,11963.23501,0.8257951441866338,False,False,True,
E01000309,546.99721,272.4312,819.42841,0.4980486097908982,False,False,True,
E01000310,1.5886899999999997,37.94609,39.53478,0.04186702767004452,False,False,True,
E01000313,3654.7235100000003,3464.14192,7118.86543,0.9478533493768999,False,False,True,
E01000314,763.97819,870.69585,1634.6740399999999,0.8774340546127561,False,False,True,
E01000315,91.03679,70.93269,161.96947999999998,0.7791651045692626,False,False,True,
E01000316,1506.4677,1421.29668,2927.7643799999996,0.9434630958234286,False,False,True,
E01000318,164.34440999999998,154.84185,319.18625999999995,0.9421789886251684,False,False,True,
E01000321,693.65786,534.1638,1227.82166,0.7700681139834558,False,False,True,
E01000323,5574.50392,5817.92238,11392.4263,0.9581605865288289,False,False,True,
E01000324,246.94684999999998,170.07541,417.02225999999996,0.688712611640926,False,False,True,
E01000325,56.988049999999994,80.30319,137.29124,0.7096610981456651,False,False,True,
E01000326,217.29811,111.22655,328.52466000000004,0.5118615619804516,False,False,True,
E01000327,104.87817,68.26938,173.14755,0.6509398476346412,False,False,True,
E01000328,22.85145,11.320879999999999,34.17233,0.49541188852348533,False,False,True,
E01000329,120.21135,83.41532,203.62667,0.6939055255597745,False,False,True,
E01000330,283.51469,232.59651,516.1111999999999,0.8204037328718311,False,False,True,
E01000331,156.72697,133.60774,290.33471,0.8524872266719634,False,False,True,
E01000332,572.37011,281.11125,853.48136,0.49113544730698816,False,False,True,
E01000333,592.56576,342.61646,935.1822199999999,0.5781914567591622,False,False,True,
E01000334,89.1465,42.110969999999995,131.25747,0.47237939795729494,False,False,True,
E01000335,1238.33217,1591.91571,2830.24788,0.7778880264960761,False,False,True,
E01000336,391.58401,277.6391,669.2231099999999,0.7090154166407356,False,False,True,
E01000338,161.78728,57.91639,219.70367000000002,0.35797863713389577,False,False,True,
E01000340,306.19309,166.19257,472.38566,0.5427704785891805,False,False,True,
E01000342,26.71056,18.794359999999998,45.50492,0.7036303244858961,False,False,True,
E01000343,164.51823,91.86034,256.37856999999997,0.5583596419679449,False,False,True,
E01000344,233.32935,123.07661,356.40596,0.5274801905546816,False,False,True,
E01000345,79.66589,55.177929999999996,134.84382,0.6926167522888402,False,False,True,
E01000347,588.77569,464.72936,1053.50505,0.789314789814097,False,False,True,
E01000349,127.16517,81.90158,209.06675,0.644056702004173,False,False,True,
E01000350,179.71927,147.83438,327.55365,0.8225850238541477,False,False,True,
E01000352,394.24676999999997,303.95496,698.20173,0.7709764115505627,False,False,True,
E01000353,157.6951,56.264239999999994,213.95934,0.356791301695487,False,False,True,
E01000354,175.67406,79.40472,255.07878,0.4520002554731188,False,False,True,
E01000356,677.59284,929.10077,1606.69361,0.7292996216115503,False,False,True,
E01000357,2.5963,3.76767,6.36397,0.6890996292138112,False,False,True,
E01000358,159.78002,73.29432,233.07434,0.45872018291148037,False,False,True,
E01000359,274.9337,74.11621,349.04990999999995,0.26957848383082905,False,False,True,
E01000360,2302.4512799999998,2386.5364,4688.98768,0.964766881410231,False,False,True,
E01000361,13.048549999999999,6.80605,19.854599999999998,0.521594353395588,False,False,True,
E01000362,5067.65429,6778.48201,11846.1363,0.7476090196188336,False,False,True,
E01000363,47.29051,49.48763,96.77814000000001,0.9556026425189486,False,False,True,
E01000364,71.43158,22.887639999999998,94.31922,0.32041346418488853,False,False,True,
E01000365,2036.18429,26.393749999999997,2062.57804,0.012962358137042693,False,False,True,
E01000367,299.66609,129.46309,429.12918,0.43202449099262447,False,False,True,
E01000369,104.78414,81.72758,186.51172,0.7799613567473094,False,False,True,
E01000370,672.66332,593.55291,1266.21623,0.8823922642310866,False,False,True,
E01000372,36.98854,11.8848,48.87334,0.3213103301725345,False,False,True,
E01000374,188.22925,91.78179,280.01104,0.48760641611226735,False,False,True,
E01000375,115.13247,57.705169999999995,172.83764,0.5012067403748047,False,False,True,
E01000376,20.413159999999998,39.54895,59.962109999999996,0.5161492277291811,False,False,True,
E01000377,22.098619999999997,9.8142,31.912819999999996,0.4441091796682327,False,False,True,
E01000379,24.294189999999997,20.67425,44.96844,0.8509956495771213,False,False,True,
E01000380,47.67015,29.667669999999998,77.33782,0.6223531916723568,False,False,True,
E01000381,28.271169999999998,32.89247,61.16364,0.8595027980568195,False,False,True,
E01000382,18.63448,28.20025,46.83473,0.660791305041622,False,False,True,
E01000383,117.69919999999999,107.05416,224.75336,0.9095572442293576,False,False,True,
E01000384,254.17127,147.90261999999998,402.07389,0.5819014084479335,False,False,True,
E01000385,100.16281,91.47426,191.63707,0.9132557283486756,False,False,True,
E01000386,1020.97663,742.76612,1763.74275,0.7275055061740248,False,False,True,
E01000387,13.11333,7.958179999999998,21.071509999999996,0.6068771242697315,False,False,True,
E01000389,378.07032,327.81138,705.8816999999999,0.8670645714797184,False,False,True,
E01000390,21.66765,20.949599999999997,42.61725,0.9668607347820367,False,False,True,
E01000391,11.1429,12.33997,23.48287,0.9029924708082758,False,False,True,
E01000392,1890.03016,1646.43248,3536.4626399999997,0.8711143953385379,False,False,True,
E01000394,262.63705,222.28703,484.92408,0.8463658497534906,False,False,True,
E01000396,23.64135,14.710439999999998,38.351789999999994,0.6222335018939273,False,False,True,
E01000398,149.47952,79.80932,229.28884,0.5339147463144115,False,False,True,
E01000399,412.21523,255.60926,667.82449,0.6200868900452805,False,False,True,
E01000400,460.71228,482.21423000000004,942.92651,0.955409963741634,False,False,True,
E01000402,122.88149,84.13913,207.02062,0.6847176901907683,False,False,True,
E01000403,2273.62114,1889.95229,4163.57343,0.8312520748289663,False,False,True,
E01000404,704.47561,415.79598,1120.2715899999998,0.5902205471669913,False,False,True,
E01000405,188.66306,113.71985000000001,302.38291000000004,0.6027669115512068,False,False,True,
E01000406,573.7944,282.43227,856.22667,0.4922185890974189,False,False,True,
E01000407,281.38774,195.59214,476.97988,0.6950983010133988,False,False,True,
E01000408,858.5981400000001,514.18841,1372.78655,0.5988696993916152,False,False,True,
E01000409,343.96964,191.03456,535.0042000000001,0.5553820389497166,False,False,True,
E01000410,66.21294,33.48219,99.69513,0.5056744195318921,False,False,True,
E01000412,68.7905,104.60383999999999,173.39434,0.6576288212746301,False,False,True,
E01000413,119.09159,74.46118,193.55277,0.6252429747558161,False,False,True,
E01000414,1866.01,2009.10604,3875.11604,0.928776263098587,False,False,True,
E01000415,11.421999999999999,7.7158,19.1378,0.6755209245316057,False,False,True,
E01000416,1709.73391,6773.46922,8483.20313,0.2524162810028979,False,False,True,
E01000417,1666.34927,362.1886,2028.5378699999999,0.21735455256628164,False,False,True,
E01000418,428.00512,114.43204,542.43716,0.2673613810974972,False,False,True,
E01000420,260.3893,92.97022,353.35952,0.3570431657522026,False,False,True,
E01000421,130.28322,64.72449999999999,195.00772,0.4967984365139271,False,False,True,
E01000422,796.21606,547.55069,1343.76675,0.6876910897778175,False,False,True,
E01000423,67.04487,50.94038,117.98525000000001,0.759795343029228,False,False,True,
E01000424,6.0416799999999995,13.9235,19.96518,0.43391963227636726,False,False,True,
E01000426,329.16258999999997,223.36828,552.5308699999999,0.6785955840242964,False,False,True,
E01000427,67.9302,51.29846,119.22865999999999,0.7551642715611024,False,False,True,
E01000428,1629.12668,1290.07687,2919.20355,0.7918824765671384,False,False,True,
E01000429,158.018,113.28712,271.30512,0.7169254135604805,False,False,True,
E01000430,263.64269,194.99244,458.63513,0.7396087484921352,False,False,True,
E01000431,53.06172,40.62184,93.68356,0.765558297017134,False,False,True,
E01000433,694.6402,521.89741,1216.53761,0.7513204821719215,False,False,True,
E01000434,639.49323,674.62625,1314.11948,0.9479222458361204,False,False,True,
E01000436,120.04988999999999,73.71686,193.76675,0.6140518745998018,False,False,True,
E01000437,18.41041,10.95062,29.36103,0.5948058734161815,False,False,True,
E01000439,417.31247,306.28706,723.59953,0.7339513722175616,False,False,True,
E01000440,7.835309999999999,2.5936399999999997,10.428949999999999,0.3310194491347503,False,False,True,
E01000441,92.25843,56.28747,148.54590000000002,0.6101065235989817,False,False,True,
E01000442,441.77267,272.05383,713.8265,0.615823133649259,False,False,True,
E01000443,124.49341,60.24232,184.73573,0.4838996698700759,False,False,True,
E01000444,223.76231,57.430629999999994,281.19294,0.25665908615262323,False,False,True,
E01000445,213.95183,128.58077,342.5326,0.6009799962916886,False,False,True,
E01000447,603.38176,761.57748,1364.9592400000001,0.7922788893390071,False,False,True,
E01000448,171.73566,196.46551,368.20117,0.8741262524908316,False,False,True,
E01000450,191.4417,136.46938,327.91107999999997,0.7128508574673125,False,False,True,
E01000451,626.97588,286.12809,913.1039699999999,0.4563621968998233,False,False,True,
E01000454,359.42728999999997,196.2329,555.66019,0.5459599353182114,False,False,True,
E01000455,122.65865,124.63417,247.29282,0.9841494511497128,False,False,True,
E01000456,43.26307,30.20256,73.46563,0.6981141190396335,False,False,True,
E01000457,1500.5992700000002,1400.18413,2900.7834000000003,0.9330833074442318,False,False,True,
E01000459,300.87608,302.88981,603.76589,0.9933516086262525,False,False,True,
E01000461,122.31993,104.53312,226.85305,0.8545878010231039,False,False,True,
E01000462,1819.40591,2246.40035,4065.80626,0.8099205958546081,False,False,True,
E01000463,126.26875,74.64917,200.91791999999998,0.5911927535514527,False,False,True,
E01000464,52.90317,19.80653,72.7097,0.37439212054778565,False,False,True,
E01000465,372.02603,232.13619,604.1622199999999,0.6239783544178347,False,False,True,
E01000466,735.61991,351.97398,1087.59389,0.4784726123032749,False,False,True,
