alpha,cluster_aligned_to_alpha5,direction,day_type,hour_bin,mean_share
100.0,2,boardings,Saturday,1080,0.08222001236221309
100.0,2,boardings,Saturday,1140,0.06878093369543857
100.0,2,boardings,Saturday,1200,0.05035914410479606
100.0,2,boardings,Saturday,1260,0.04424049663116816
100.0,2,boardings,Saturday,1320,0.039293684597549595
100.0,2,boardings,Saturday,1380,0.03326765074280626
100.0,2,boardings,Saturday,1440,0.01012171583909407
100.0,2,boardings,Saturday,1500,0.004548263623714104
100.0,2,boardings,Saturday,1560,0.0032554252065119405
100.0,2,boardings,Saturday,1620,0.004193063255241567
100.0,2,boardings,Saturday,1680,0.006847526798542735
100.0,2,boardings,Saturday,1740,0.010841011348724807
100.0,2,boardings,Sunday,1080,0.05475097411492317
100.0,2,boardings,Sunday,1140,0.04785753101575166
100.0,2,boardings,Sunday,1200,0.03663604245148433
100.0,2,boardings,Sunday,1260,0.03030262150171305
100.0,2,boardings,Sunday,1320,0.026511152710958025
100.0,2,boardings,Sunday,1380,0.0186006493005467
100.0,2,boardings,Sunday,1440,0.011315112244573796
100.0,2,boardings,Sunday,1500,0.005977475406438802
100.0,2,boardings,Sunday,1560,0.0043552251488000425
100.0,2,boardings,Sunday,1620,0.004618349553752403
100.0,2,boardings,Sunday,1680,0.007599619431074766
100.0,2,boardings,Sunday,1740,0.02069932152385485
100.0,2,alightings,Weekday,1080,0.09650316514655202
100.0,2,alightings,Weekday,1140,0.07154970838533824
100.0,2,alightings,Weekday,1200,0.0491535565821723
100.0,2,alightings,Weekday,1260,0.03720337454858138
100.0,2,alightings,Weekday,1320,0.031118014722285765
100.0,2,alightings,Weekday,1380,0.02277765514636489
100.0,2,alightings,Weekday,1440,0.011543802306980586
100.0,2,alightings,Weekday,1500,0.006224977153674292
100.0,2,alightings,Weekday,1560,0.004654767607866519
100.0,2,alightings,Weekday,1620,0.0051826655414702475
100.0,2,alightings,Weekday,1680,0.008060788018049868
100.0,2,alightings,Weekday,1740,0.026888906753808655
100.0,2,alightings,Saturday,1080,0.0824245398901859
100.0,2,alightings,Saturday,1140,0.07020585401099583
100.0,2,alightings,Saturday,1200,0.05278704216446044
100.0,2,alightings,Saturday,1260,0.04017173217029256
100.0,2,alightings,Saturday,1320,0.03502863788542716
100.0,2,alightings,Saturday,1380,0.029083285298005173
100.0,2,alightings,Saturday,1440,0.010774146120413651
100.0,2,alightings,Saturday,1500,0.005406255017153236
100.0,2,alightings,Saturday,1560,0.003562542250195756
100.0,2,alightings,Saturday,1620,0.004774479301956904
100.0,2,alightings,Saturday,1680,0.007893290918299604
100.0,2,alightings,Saturday,1740,0.013402670879928639
100.0,2,alightings,Sunday,1080,0.05448809306735043
100.0,2,alightings,Sunday,1140,0.047756237427893464
100.0,2,alightings,Sunday,1200,0.0375499433424467
100.0,2,alightings,Sunday,1260,0.02907690395260652
100.0,2,alightings,Sunday,1320,0.02456564725520978
100.0,2,alightings,Sunday,1380,0.017631409752183393
100.0,2,alightings,Sunday,1440,0.011543802306980586
100.0,2,alightings,Sunday,1500,0.006224977153674292
100.0,2,alightings,Sunday,1560,0.004654767607866519
100.0,2,alightings,Sunday,1620,0.0051826655414702475
100.0,2,alightings,Sunday,1680,0.008060788018049868
100.0,2,alightings,Sunday,1740,0.026888906753808655
200.0,0,boardings,Weekday,1080,0.0977746161851239
200.0,0,boardings,Weekday,1140,0.07130891397871729
200.0,0,boardings,Weekday,1200,0.04827493007255583
200.0,0,boardings,Weekday,1260,0.03461117349282135
200.0,0,boardings,Weekday,1320,0.02647349614986714
200.0,0,boardings,Weekday,1380,0.017385137700794064
200.0,0,boardings,Weekday,1440,0.008060744797117672
200.0,0,boardings,Weekday,1500,0.0037065072803601612
200.0,0,boardings,Weekday,1560,0.003096331052383749
200.0,0,boardings,Weekday,1620,0.005244761823450525
200.0,0,boardings,Weekday,1680,0.012505322479278162
200.0,0,boardings,Weekday,1740,0.0430981753646093
200.0,0,boardings,Saturday,1080,0.08563476176404004
200.0,0,boardings,Saturday,1140,0.07150865115520874
200.0,0,boardings,Saturday,1200,0.050955053182189174
200.0,0,boardings,Saturday,1260,0.037516304389327605
200.0,0,boardings,Saturday,1320,0.031031571850670066
200.0,0,boardings,Saturday,1380,0.023617906130758575
200.0,0,boardings,Saturday,1440,0.006700631243848242
200.0,0,boardings,Saturday,1500,0.00288611482586431
200.0,0,boardings,Saturday,1560,0.002733007542435409
200.0,0,boardings,Saturday,1620,0.005476239306429495
200.0,0,boardings,Saturday,1680,0.01068107319628197
200.0,0,boardings,Saturday,1740,0.01570196573292633
200.0,0,boardings,Sunday,1080,0.05791588043044924
200.0,0,boardings,Sunday,1140,0.050277524237747714
200.0,0,boardings,Sunday,1200,0.037983520247046765
200.0,0,boardings,Sunday,1260,0.027774316913112336
200.0,0,boardings,Sunday,1320,0.020973882166862252
200.0,0,boardings,Sunday,1380,0.01337964251052294
200.0,0,boardings,Sunday,1440,0.008060744797117672
200.0,0,boardings,Sunday,1500,0.0037065072803601612
200.0,0,boardings,Sunday,1560,0.003096331052383749
200.0,0,boardings,Sunday,1620,0.005244761823450525
200.0,0,boardings,Sunday,1680,0.012505322479278162
200.0,0,boardings,Sunday,1740,0.0430981753646093
200.0,0,alightings,Weekday,1080,0.11060313752368053
200.0,0,alightings,Weekday,1140,0.08170535113703223
200.0,0,alightings,Weekday,1200,0.056557353697303865
200.0,0,alightings,Weekday,1260,0.04286867187741022
200.0,0,alightings,Weekday,1320,0.03548250601817307
200.0,0,alightings,Weekday,1380,0.027282233335827858
200.0,0,alightings,Weekday,1440,0.013858550232091888
200.0,0,alightings,Weekday,1500,0.005333712409875948
200.0,0,alightings,Weekday,1560,0.003151300566530113
200.0,0,alightings,Weekday,1620,0.0027900722392074175
200.0,0,alightings,Weekday,1680,0.0036090255274586138
200.0,0,alightings,Weekday,1740,0.010589723403211355
200.0,0,alightings,Saturday,1080,0.08082528603204026
200.0,0,alightings,Saturday,1140,0.06886746733538007
200.0,0,alightings,Saturday,1200,0.05453804694985815
200.0,0,alightings,Saturday,1260,0.042698240708238515
200.0,0,alightings,Saturday,1320,0.03679164017001829
200.0,0,alightings,Saturday,1380,0.031962280806488164
200.0,0,alightings,Saturday,1440,0.010415650517549108
200.0,0,alightings,Saturday,1500,0.003895839759808668
200.0,0,alightings,Saturday,1560,0.002295693965467749
200.0,0,alightings,Saturday,1620,0.002165713798099228
200.0,0,alightings,Saturday,1680,0.0033218009908785656
200.0,0,alightings,Saturday,1740,0.005662907321728709
200.0,0,alightings,Sunday,1080,0.05672606038266504
200.0,0,alightings,Sunday,1140,0.04922752791718562
200.0,0,alightings,Sunday,1200,0.04015522897552211
200.0,0,alightings,Sunday,1260,0.0319529790726114
200.0,0,alightings,Sunday,1320,0.025785010323988333
200.0,0,alightings,Sunday,1380,0.019548602626293612
200.0,0,alightings,Sunday,1440,0.013858550232091888
200.0,0,alightings,Sunday,1500,0.005333712409875948
200.0,0,alightings,Sunday,1560,0.003151300566530113
200.0,0,alightings,Sunday,1620,0.0027900722392074175
200.0,0,alightings,Sunday,1680,0.0036090255274586138
200.0,0,alightings,Sunday,1740,0.010589723403211355
200.0,1,boardings,Weekday,1080,0.11171331915948725
200.0,1,boardings,Weekday,1140,0.07891068745181039
200.0,1,boardings,Weekday,1200,0.05381711232431004
200.0,1,boardings,Weekday,1260,0.03857341519854624
200.0,1,boardings,Weekday,1320,0.030848699467616952
200.0,1,boardings,Weekday,1380,0.020381351937455137
200.0,1,boardings,Weekday,1440,0.00892179470196824
200.0,1,boardings,Weekday,1500,0.003416869997053765
200.0,1,boardings,Weekday,1560,0.0023187113381320126
200.0,1,boardings,Weekday,1620,0.0027645517844477304
200.0,1,boardings,Weekday,1680,0.00552034549829694
200.0,1,boardings,Weekday,1740,0.024188367833650463
200.0,1,boardings,Saturday,1080,0.09369500015874953
200.0,1,boardings,Saturday,1140,0.07649213851557134
200.0,1,boardings,Saturday,1200,0.05499421131118526
200.0,1,boardings,Saturday,1260,0.040489581792336915
200.0,1,boardings,Saturday,1320,0.03561168749203505
200.0,1,boardings,Saturday,1380,0.02836118536095031
200.0,1,boardings,Saturday,1440,0.006845875917724259
200.0,1,boardings,Saturday,1500,0.0024309235096531506
200.0,1,boardings,Saturday,1560,0.001756855504931657
200.0,1,boardings,Saturday,1620,0.0025750580277313444
200.0,1,boardings,Saturday,1680,0.004714661692268588
200.0,1,boardings,Saturday,1740,0.00797192396975471
200.0,1,boardings,Sunday,1080,0.06015090320431849
200.0,1,boardings,Sunday,1140,0.0507696425039893
200.0,1,boardings,Sunday,1200,0.03925924120495091
200.0,1,boardings,Sunday,1260,0.028605009391653047
200.0,1,boardings,Sunday,1320,0.02232004131151188
200.0,1,boardings,Sunday,1380,0.014450191284359879
200.0,1,boardings,Sunday,1440,0.00892179470196824
200.0,1,boardings,Sunday,1500,0.003416869997053765
200.0,1,boardings,Sunday,1560,0.0023187113381320126
200.0,1,boardings,Sunday,1620,0.0027645517844477304
200.0,1,boardings,Sunday,1680,0.00552034549829694
200.0,1,boardings,Sunday,1740,0.024188367833650463
200.0,1,alightings,Weekday,1080,0.11529453189665205
200.0,1,alightings,Weekday,1140,0.08429898315363223
200.0,1,alightings,Weekday,1200,0.05594217949794091
200.0,1,alightings,Weekday,1260,0.041381588598452125
200.0,1,alightings,Weekday,1320,0.034135791436621675
200.0,1,alightings,Weekday,1380,0.024869609978751143
200.0,1,alightings,Weekday,1440,0.01181883054797027
200.0,1,alightings,Weekday,1500,0.003944590656961418
200.0,1,alightings,Weekday,1560,0.0023118808758717953
200.0,1,alightings,Weekday,1620,0.0021765474298289776
200.0,1,alightings,Weekday,1680,0.003325756834253751
200.0,1,alightings,Weekday,1740,0.012607333912898918
200.0,1,alightings,Saturday,1080,0.08892649815448943
200.0,1,alightings,Saturday,1140,0.07442829745089756
200.0,1,alightings,Saturday,1200,0.05575217872607788
200.0,1,alightings,Saturday,1260,0.04234359915425616
200.0,1,alightings,Saturday,1320,0.036946612957594535
200.0,1,alightings,Saturday,1380,0.03153217532939931
200.0,1,alightings,Saturday,1440,0.008493188445296118
200.0,1,alightings,Saturday,1500,0.00284034548803048
200.0,1,alightings,Saturday,1560,0.0016543191266227251
200.0,1,alightings,Saturday,1620,0.0017297240176222168
200.0,1,alightings,Saturday,1680,0.003096589536060797
200.0,1,alightings,Saturday,1740,0.00541277686801869
200.0,1,alightings,Sunday,1080,0.05883597186266663
200.0,1,alightings,Sunday,1140,0.05022290297354846
200.0,1,alightings,Sunday,1200,0.03888456698337075
200.0,1,alightings,Sunday,1260,0.029991419549278375
200.0,1,alightings,Sunday,1320,0.02381992319215911
200.0,1,alightings,Sunday,1380,0.016796345106990407
200.0,1,alightings,Sunday,1440,0.01181883054797027
200.0,1,alightings,Sunday,1500,0.003944590656961418
200.0,1,alightings,Sunday,1560,0.0023118808758717953
200.0,1,alightings,Sunday,1620,0.0021765474298289776
200.0,1,alightings,Sunday,1680,0.003325756834253751
200.0,1,alightings,Sunday,1740,0.012607333912898918
200.0,2,boardings,Weekday,1080,0.09674182029846458
200.0,2,boardings,Weekday,1140,0.0700887603751078
200.0,2,boardings,Weekday,1200,0.04999176147699951
200.0,2,boardings,Weekday,1260,0.040956962396292505
200.0,2,boardings,Weekday,1320,0.035594350963097765
200.0,2,boardings,Weekday,1380,0.024837271525966546
200.0,2,boardings,Weekday,1440,0.01171493672394656
200.0,2,boardings,Weekday,1500,0.00620071579350513
200.0,2,boardings,Weekday,1560,0.004470219289407261
200.0,2,boardings,Weekday,1620,0.004676553535252907
200.0,2,boardings,Weekday,1680,0.007600423611895794
200.0,2,boardings,Weekday,1740,0.020266281122045402
200.0,2,boardings,Saturday,1080,0.080972274255995
200.0,2,boardings,Saturday,1140,0.06821291708445662
200.0,2,boardings,Saturday,1200,0.05065657509721798
200.0,2,boardings,Saturday,1260,0.0434423052068645
200.0,2,boardings,Saturday,1320,0.03953834661765536
200.0,2,boardings,Saturday,1380,0.03313269946177697
200.0,2,boardings,Saturday,1440,0.01061031807660597
200.0,2,boardings,Saturday,1500,0.004667953838931866
200.0,2,boardings,Saturday,1560,0.0033898622510512596
200.0,2,boardings,Saturday,1620,0.004136863523660285
200.0,2,boardings,Saturday,1680,0.006969470897049362
200.0,2,boardings,Saturday,1740,0.010731947501050975
200.0,2,boardings,Sunday,1080,0.0545669784256484
200.0,2,boardings,Sunday,1140,0.047633501708625584
200.0,2,boardings,Sunday,1200,0.037072680467515697
200.0,2,boardings,Sunday,1260,0.030691052229332015
200.0,2,boardings,Sunday,1320,0.02661063250327722
200.0,2,boardings,Sunday,1380,0.018894433665250034
200.0,2,boardings,Sunday,1440,0.01171493672394656
200.0,2,boardings,Sunday,1500,0.00620071579350513
200.0,2,boardings,Sunday,1560,0.004470219289407261
200.0,2,boardings,Sunday,1620,0.004676553535252907
200.0,2,boardings,Sunday,1680,0.007600423611895794
200.0,2,boardings,Sunday,1740,0.020266281122045402
200.0,2,alightings,Weekday,1080,0.09629629602591427
200.0,2,alightings,Weekday,1140,0.07152212004185976
200.0,2,alightings,Weekday,1200,0.04928046324573151
200.0,2,alightings,Weekday,1260,0.03721513357339969
200.0,2,alightings,Weekday,1320,0.0312617854770464
200.0,2,alightings,Weekday,1380,0.02273430068063035
200.0,2,alightings,Weekday,1440,0.011574668720339415
200.0,2,alightings,Weekday,1500,0.006352725111363896
200.0,2,alightings,Weekday,1560,0.004854317661904633
200.0,2,alightings,Weekday,1620,0.005254312912247541
200.0,2,alightings,Weekday,1680,0.008134959558546394
200.0,2,alightings,Weekday,1740,0.025931660272620977
200.0,2,alightings,Saturday,1080,0.08227292428990116
200.0,2,alightings,Saturday,1140,0.07002830857440788
200.0,2,alightings,Saturday,1200,0.052798151448746604
200.0,2,alightings,Saturday,1260,0.04020812063361998
200.0,2,alightings,Saturday,1320,0.035140586243964565
200.0,2,alightings,Saturday,1380,0.029212073478443994
200.0,2,alightings,Saturday,1440,0.011003113776294579
200.0,2,alightings,Saturday,1500,0.005686759533962626
200.0,2,alightings,Saturday,1560,0.0037046787303561006
200.0,2,alightings,Saturday,1620,0.004774719601474007
200.0,2,alightings,Saturday,1680,0.007907063364787376
200.0,2,alightings,Saturday,1740,0.013046970734761621
200.0,2,alightings,Sunday,1080,0.05468418199814159
200.0,2,alightings,Sunday,1140,0.047995858499241977
200.0,2,alightings,Sunday,1200,0.03769642360964647
200.0,2,alightings,Sunday,1260,0.029274225737726985
200.0,2,alightings,Sunday,1320,0.024480832610775993
200.0,2,alightings,Sunday,1380,0.017569619615118815
200.0,2,alightings,Sunday,1440,0.011574668720339415
200.0,2,alightings,Sunday,1500,0.006352725111363896
200.0,2,alightings,Sunday,1560,0.004854317661904633
200.0,2,alightings,Sunday,1620,0.005254312912247541
200.0,2,alightings,Sunday,1680,0.008134959558546394
200.0,2,alightings,Sunday,1740,0.025931660272620977
