K,replicate,base_cluster,matched_jaccard
5,16,4,0.7494033412887828
5,17,0,0.027522935779816515
5,17,1,0.7476190476190476
5,17,2,0.534965034965035
5,17,3,0.40425531914893614
5,17,4,0.8004024144869215
5,18,0,0.4067796610169492
5,18,1,0.691699604743083
5,18,2,0.008695652173913044
5,18,3,0.9534883720930233
5,18,4,0.8495645288994458
5,19,0,0.6720430107526881
5,19,1,0.7914691943127962
5,19,2,0.6428571428571429
5,19,3,0.6153846153846154
5,19,4,0.9330578512396694
5,20,0,0.004651162790697674
5,20,1,0.8028169014084507
5,20,2,0.8465909090909091
5,20,3,0.20833333333333334
5,20,4,0.8633266533066132
6,1,0,0.8024691358024691
6,1,1,0.7407407407407407
6,1,2,0.47717842323651455
6,1,3,0.028089887640449437
6,1,4,0.8788732394366198
6,1,5,0.6666666666666666
6,2,0,0.015151515151515152
6,2,1,0.4606741573033708
6,2,2,0.24834437086092714
6,2,3,0.6432432432432432
6,2,4,0.728701406120761
6,2,5,0.6551724137931034
6,3,0,0.9
6,3,1,0.8780487804878049
6,3,2,0.37454545454545457
6,3,3,0.6705202312138728
6,3,4,0.8924821503569929
6,3,5,0.8115183246073299
6,4,0,0.023310023310023312
6,4,1,0.5466666666666666
6,4,2,0.17363344051446947
6,4,3,0.2803738317757009
6,4,4,0.6965012205044752
6,4,5,0.4444444444444444
6,5,0,0.75
6,5,1,0.22666666666666666
6,5,2,0.4
6,5,3,0.06304728546409807
6,5,4,0.7168576104746317
6,5,5,0.5847953216374269
6,6,0,0.02158273381294964
6,6,1,0.3490566037735849
6,6,2,0.5130890052356021
6,6,3,0.4280155642023346
6,6,4,0.8290774299835255
6,6,5,0.7853658536585366
6,7,0,0.7375
6,7,1,0.29850746268656714
6,7,2,0.388646288209607
6,7,3,0.05331179321486268
6,7,4,0.7113654946852003
6,7,5,0.622093023255814
6,8,0,0.810126582278481
6,8,1,0.9285714285714286
6,8,2,0.5384615384615384
6,8,3,0.5429864253393665
6,8,4,0.9007986548970156
6,8,5,0.7783251231527094
6,9,0,0.6632653061224489
6,9,1,0.4606741573033708
6,9,2,0.36462093862815886
6,9,3,0.46116504854368934
6,9,4,0.8492693110647181
6,9,5,0.788659793814433
6,10,0,0.6966292134831461
6,10,1,0.7017543859649122
6,10,2,0.4089068825910931
6,10,3,0.034934497816593885
6,10,4,0.8485452371462734
6,10,5,0.6198830409356725
6,11,0,0.7191011235955056
6,11,1,0.6724137931034483
6,11,2,0.7588652482269503
6,11,3,0.6216216216216216
6,11,4,0.9331358442657639
