logical_hub_code,logical_hub_source,logical_hub_name,n_stops,n_lsoa,has_unmatched_stop,hub_boardings,hub_alightings,cross_lsoa,both_directions_positive,hub_total_activity
490G00015118,stop_area,Albert Road Romford,2,2,False,117.80954,185.94690999999997,True,True,303.75645
490G00013675,stop_area,Tilling Road,1,1,False,298.40189,5.313219999999999,False,True,303.71511
490G00020188,stop_area,Ocean Estate,1,1,False,244.60946,58.99814,False,True,303.6076
490G00011772,stop_area,Rosebank Road,1,1,False,138.18197,165.38472000000002,False,True,303.56669
490G00007153,stop_area,Gedge Court,1,1,False,195.32898,108.07748,False,True,303.40646
490G00011764,stop_area,Royal Hospital Road,1,1,False,138.12703,165.25489,False,True,303.38192
490G00010058,stop_area,Motspur Park,2,1,False,112.97844,190.39988,False,True,303.37832000000003
490G00017366,stop_area,The Grange,2,1,False,124.07368,179.29687,False,True,303.37055
490G00012631,stop_area,Stayton Road,2,2,False,114.42135999999999,188.89174,True,True,303.31309999999996
490G00015379,stop_area,Larcom Street Newington,2,2,False,133.98199,169.27181000000002,True,True,303.2538
490G00010750,stop_area,Park Avenue (BR1),2,1,False,127.31536,175.69744,False,True,303.01279999999997
490G00004655,stop_area,Bush Road (SE8),1,1,False,132.67283,170.21061,False,True,302.88344
490G00005990,stop_area,Dawlish Avenue,2,1,False,157.88228,144.98522,False,True,302.8675
490G00007664,stop_area,Hale End Road,2,2,False,123.43272999999999,179.42723,True,True,302.85996
490G00008511,stop_area,Isleworth Library,1,1,False,103.86771999999999,198.89917,False,True,302.76689
490G00006494,stop_area,Elmbrook Gardens,2,1,False,76.75144,225.95239,False,True,302.70383000000004
490G00009985,stop_area,Monnery Road,2,1,False,131.8255,170.85156,False,True,302.67706
490G00004162,stop_area,Bostall Gardens,2,2,False,142.84208,159.6631,True,True,302.50518
490G00005458,stop_area,Colbrook Avenue,1,1,False,0.49261999999999995,301.97399,False,True,302.46661
490G00008804,stop_area,Kingsmeadow,2,2,False,134.89794,167.53994,True,True,302.43788
940GZZLUUPB,parent_stop_area,Upminster Bridge,2,1,False,136.06959,166.23696,False,True,302.30655
490G00010006,stop_area,Montrose Avenue / Unitas Youth Zone,2,1,False,136.26735,165.8654,False,True,302.13275
490G00011706,stop_area,Rosewood Avenue,2,1,False,104.40861,197.5444,False,True,301.95301
490G00010474,stop_area,Oakbury Road,2,1,False,131.95377,169.94721,False,True,301.90098
490G00006582,stop_area,Enfield Island Village,1,1,False,83.93709,217.9424,False,True,301.87949
490G00013679,stop_area,Times Square,1,1,False,203.10487,98.7135,False,True,301.81837
490G00019725,stop_area,Hook Lane / St Leonards Close,1,1,False,179.16945,122.63937,False,True,301.80882
490G00004735,stop_area,Canal Side Walk,2,1,False,84.44147,217.34171,False,True,301.78318
490G00011135,stop_area,Portnall Road,1,1,False,226.32509,75.31186,False,True,301.63694999999996
490G00004645,stop_area,Merton Mansions,2,1,False,90.19216,211.43858,False,True,301.63074
490G00003958,stop_area,Beulah Road (CR7),2,1,False,120.92962,180.32657,False,True,301.25619
490G00013287,stop_area,Brownhill Road /Catford Centre,1,1,False,152.67656,148.55304,False,True,301.2296
490G00013340,stop_area,Cedar Heights / Petersham Gate,2,1,False,204.9042,96.31945999999999,False,True,301.22366
490G00005531,stop_area,Compass Hill,2,1,False,221.54566,79.61058,False,True,301.15624
490G00004895,stop_area,Caverswall Street,1,1,False,113.62163,187.42624,False,True,301.04787
490G00003846,stop_area,Bellevue Road,2,1,False,111.81291999999999,188.94373000000002,False,True,300.75665000000004
490G00013063,stop_area,Sutton Bus Garage,4,1,False,72.21718999999999,228.51095,False,True,300.72814
490G00003642,stop_area,Barnet Way / Apex Corner,1,1,False,193.45159,107.15681,False,True,300.6084
490G00017362,stop_area,Staple Street,2,1,False,138.88829,161.58123,False,True,300.46952
490G00014368,stop_area,Sandhurst Road / Verdant Lane,2,1,False,115.53765999999999,184.44803000000002,False,True,299.98569
910GRNHAME,parent_stop_area,Rainham Station,2,1,False,4.95228,295.02283,False,True,299.97511
490G00007733,stop_area,Holly Road,2,1,False,142.22879,157.30481,False,True,299.5336
490G00008671,stop_area,Gascoyne Road,1,1,False,30.54307,268.98389,False,True,299.52696
490G00009070,stop_area,Lees Road (UB8),2,2,False,108.55788,190.91709999999998,True,True,299.47497999999996
490G000558,stop_area,Hackbridge Corner / Hackbridge Station,2,1,False,99.16083,200.27031,False,True,299.43114
490G00014654,stop_area,Upper Wickham Lane/ Wickham St,2,1,False,106.83874,192.49581,False,True,299.33455000000004
490G00006045,stop_area,Stratford Park,2,1,False,105.36758999999999,193.84462,False,True,299.21220999999997
490G00007465,stop_area,Green Lane (IG3),2,1,False,120.34494000000001,178.68242,False,True,299.02736000000004
490G00018814,stop_area,Palace Gates Road,2,1,False,117.88964999999999,181.05513000000002,False,True,298.94478000000004
490G00011547,stop_area,Richards Avenue,2,1,False,134.19459,164.68511,False,True,298.8797
490G00010295,stop_area,Norbiton Church,1,1,False,221.63524999999998,77.21809999999999,False,True,298.85335
490G00009834,stop_area,Merton Park Baptist Church,2,2,False,111.20205,187.3802,True,True,298.58225
490G00008410,stop_area,Howden Road (SE25),2,1,False,164.51988,133.64789000000002,False,True,298.16777
490G00004746,stop_area,Canning Crescent,1,1,False,187.13377,111.01293,False,True,298.1467
490G00006593,stop_area,Englefield Road,1,1,False,79.03447,219.05238,False,True,298.08685
490G00006613,stop_area,Eric Road,1,1,False,102.3656,195.67562,False,True,298.04122
490G00006227,stop_area,Tudor Drive,2,1,False,90.94741,206.97748,False,True,297.92489
490G00008322,stop_area,Holy Trinity School,2,1,False,131.27876999999998,166.6068,False,True,297.88557
490G00009654,stop_area,Anchor Close,1,1,False,6.692819999999999,290.85722,False,True,297.55003999999997
490G00008424,stop_area,Hunters Grove (HA3),2,1,False,107.99876,189.44559,False,True,297.44435
490G00012722,stop_area,Paisley Road,1,1,False,23.67319,273.71412,False,True,297.38730999999996
490G00018996,stop_area,Univ of Greenwich / Southwood Site,1,1,False,93.58274,203.71548,False,True,297.29822
490G00009321,stop_area,Long Lane,2,1,False,96.33295,200.73827,False,True,297.07122
490G00008847,stop_area,Kirby Estate,2,2,False,128.4987,168.4248,True,True,296.9235
490G00004721,stop_area,Camden Road / Hillmarton Road,1,1,False,65.11394,231.11522,False,True,296.22916
490G000105,stop_area,Bishops Bridge Road / Westbourne Terrace,1,1,False,192.26078,103.87589999999999,False,True,296.13668
490G00005278,stop_area,Churchley Road,2,2,False,92.70483999999999,203.23555,True,True,295.94039
490G00008859,stop_area,Kitto Road,2,2,False,96.96106,198.88298,True,True,295.84404
490G00009279,stop_area,Plaistow Green,2,2,False,100.48354,195.19884,True,True,295.68237999999997
490G00005488,stop_area,Allandale Avenue,2,2,False,122.29882,173.02325000000002,True,True,295.32207000000005
490G00003320,stop_area,Hamlet Road,3,1,False,138.94263,156.36149,False,True,295.30412
490G00010602,stop_area,Onslow Gardens (N10),2,2,False,96.89614,198.35252,True,True,295.24866
490G00014338,stop_area,Welbeck Road,2,1,False,96.80232,198.29628,False,True,295.0986
490G00019071,stop_area,Stratheden Parade,1,1,False,92.40508,202.37876,False,True,294.78384
490G00003355,stop_area,Arbroath Road,2,1,False,100.01006000000001,194.74518999999998,False,True,294.75525
490G00014844,stop_area,Woodfield Way,2,1,False,107.08276000000001,187.38601,False,True,294.46877
490G00010048,stop_area,Mortlake Road Kew,2,1,False,178.59356,115.80353,False,True,294.39709
490G00008153,stop_area,Highfield Road (RM5),2,1,False,78.57676,215.72292,False,True,294.29967999999997
490G00003543,stop_area,Badric Court,2,1,False,135.01830999999999,159.27227,False,True,294.29058
490G00010140,stop_area,Myddelton Park Oakleigh Park,2,1,False,124.81181000000001,169.25407,False,True,294.06588
490G00012084,stop_area,Ruskin Avenue Plashet,1,1,False,146.09587,147.84274,False,True,293.93861
490G00004884,stop_area,Cavendish Avenue (KT3),1,1,False,131.92789,161.94681,False,True,293.87469999999996
490G00008412,stop_area,Harlington Road East,1,1,False,234.57661,59.23873,False,True,293.81534
490G00005586,stop_area,Copper Beech Close,2,1,False,37.7188,255.87347,False,True,293.59227
490G00007367,stop_area,Grange Way,2,1,False,126.94399,166.64134,False,True,293.58533
490G00010253,stop_area,New Road West Heath,2,1,False,135.63048,157.72887,False,True,293.35935
490G00003639,stop_area,Barnet High Street,2,1,False,149.95333,143.33531,False,True,293.28864
490G00004383,stop_area,Broadway Theatre,2,1,False,179.32945,113.77498,False,True,293.10443
490G00011029,stop_area,Pitshanger Library,1,1,False,231.45967,61.63314,False,True,293.09281
490G00010634,stop_area,Orpington / Perry Hall Road,1,1,False,100.43556,192.58551,False,True,293.02107
490G00012542,stop_area,St James The Less Church,1,1,False,183.22626,109.79008,False,True,293.01634
490G00005198,stop_area,Chislehurst / Gordon Arms,3,1,False,112.02483000000001,180.92219,False,True,292.94702
490G00009233,stop_area,Lloyd Park / William Morris Gallery,2,2,False,156.02031,136.83139,True,True,292.8517
490G00010666,stop_area,Oval Road North,2,1,False,103.11304000000001,189.52361000000002,False,True,292.63665000000003
490G00019901,stop_area,Holland Road / Upper Addison Gardens,2,1,False,117.15704,175.4606,False,True,292.61764
490G00014757,stop_area,St Andrews Church,2,2,False,86.84878,205.41054000000003,True,True,292.25932
490G00011943,stop_area,Scarsdale Villas,1,1,False,230.34234,61.901759999999996,False,True,292.2441
490G00015429,stop_area,Springbank Road / Hither Green,1,1,False,29.72086,262.42249,False,True,292.14335
490G00013134,stop_area,Sydney Road,2,1,False,93.52793,198.5847,False,True,292.11262999999997
490G00007370,stop_area,Grantley Road,2,1,False,84.09671,207.95112,False,True,292.04783
490G00011581,stop_area,Ridley Road Market,2,1,False,164.68752999999998,127.19132,False,True,291.87885
490G00003084,stop_area,Acton Park,2,1,False,164.73808,127.0466,False,True,291.78468
490G00009209,stop_area,Listria Park,2,1,False,140.68761,151.03679,False,True,291.7244
910GWANDCMN,parent_stop_area,Wandsworth Common,2,2,False,147.54498,144.13187,True,True,291.67685
490G00004562,stop_area,Buck Lane,2,1,False,97.30828,194.35045,False,True,291.65873
490G00005566,stop_area,Conyers Road,2,1,False,106.65616,184.81107,False,True,291.46723
490G00018974,stop_area,Croydon Road / Elmers End Road,1,1,False,56.68553,234.6293,False,True,291.31483000000003
490G00005422,stop_area,Clifton Gardens (UB10),2,2,False,100.05251,191.19009,True,True,291.2426
490G00013416,stop_area,The Highlands,2,1,False,112.16917000000001,178.98509,False,True,291.15426
490G00012223,stop_area,Solway Road,1,1,False,71.57004,219.5709,False,True,291.14094
490G00005259,stop_area,Chelmsford Road,1,1,False,45.31844,245.67098,False,True,290.98942
490G00006308,stop_area,Earlsthorpe Road,2,1,False,138.88625000000002,152.00969,False,True,290.89594
490G00007131,stop_area,Garth Road,2,1,False,84.96933,205.76705,False,True,290.73638
490G00008825,stop_area,George Road,2,1,False,108.51306,182.1727,False,True,290.68575999999996
490G00005256,stop_area,Mayo Road,1,1,False,147.81473,142.69284,False,True,290.50757
490G00004813,stop_area,Caroline Gardens,2,1,False,125.62324,164.87185,False,True,290.49509
490G00004402,stop_area,Brockwell Lido,2,1,False,195.35464000000002,95.0437,False,True,290.39834
490G00012857,stop_area,Stoneleigh Place,2,1,False,140.22278,150.12462,False,True,290.3474
490G00010100,stop_area,Mount Vernon Hospital,3,1,False,126.18332,164.09267,False,True,290.27599
490G00018381,stop_area,Manford Way Hainault,1,1,False,31.10147,259.04597,False,True,290.14744
490G00004689,stop_area,St John's School,1,1,False,198.42298,91.70063999999999,False,True,290.12361999999996
490G00004673,stop_area,Cains Lane,2,1,False,117.19179,172.83757,False,True,290.02936
490G00008216,stop_area,Kenilworth Road (HA8),1,1,False,108.31684,181.70332,False,True,290.02016
490G00012227,stop_area,Somerset Road (UB1),1,1,False,199.69423,90.13248,False,True,289.82671
490G00004634,stop_area,St John's Avenue,1,1,False,5.0312399999999995,284.74404,False,True,289.77528
490G00005692,stop_area,Neville Close,1,1,False,172.08633,117.65852,False,True,289.74485
490G00004928,stop_area,Central Parade New Addington,2,1,False,155.73216,133.77388,False,True,289.50604
490G00005613,stop_area,Allenby Road,2,1,False,119.58986999999999,169.90531,False,True,289.49518
490G00007974,stop_area,Hazelwood Road,1,1,False,145.74638,143.64613,False,True,289.39251
490G00013655,stop_area,Robson Road / Norwood Road,2,2,False,146.16553,143.20411000000001,True,True,289.36964
490G00007192,stop_area,Gipsy Lane,1,1,False,216.7436,72.53133,False,True,289.27493
490G000869,stop_area,Hatherley Crescent / Sidcup Station,1,1,False,154.59505,134.51594,False,True,289.11099
490G00019077,stop_area,Blackfen Road / Penhill Road,2,1,False,126.82534000000001,162.23806,False,True,289.0634
490G00011726,stop_area,Rothschild Street,1,1,False,208.55638,80.45729,False,True,289.01367
490G00012153,stop_area,Sidney Street,1,1,False,161.43892,127.56856,False,True,289.00748
490G00009011,stop_area,Lavington Street,2,1,False,191.81833,96.98289,False,True,288.80122
490G00012221,stop_area,Solomon's Passage,2,1,False,117.27386,171.52533,False,True,288.79919
490G00010049,stop_area,Mortlake Road,2,2,False,100.334,188.44215,True,True,288.77615000000003
490G00006271,stop_area,Durham Road (HA1),2,1,False,67.59215,221.12641,False,True,288.71856
490G00013145,stop_area,Talbot Road St Margarets,2,1,False,101.02607,187.68714999999997,False,True,288.71322
490G00000353,stop_area,Hackbridge Corner,1,1,False,114.88235,173.8219,False,True,288.70425
490G00004762,stop_area,Canonsleigh Road,2,1,False,95.57178,192.99993999999998,False,True,288.57171999999997
490G00008529,stop_area,Jack Dash House,2,1,False,121.67032,166.77816,False,True,288.44848
490G00013222,stop_area,Thames View Estate/Renwick Road,1,1,False,42.315889999999996,246.04731,False,True,288.3632
490G00006262,stop_area,Dunstan Road Child's Hill,2,1,False,143.13896,145.12041,False,True,288.25937
490G00013513,stop_area,Stewart Street,2,1,False,121.65181999999999,166.44317999999998,False,True,288.09499999999997
490G00016821,stop_area,Gloucester Road / The Avenue,2,1,False,80.63745,207.39872,False,True,288.03616999999997
490G00005334,stop_area,Northcote Road (SW11),2,2,False,139.30712,148.54228999999998,True,True,287.84941
490G00007613,stop_area,Gwynne Place,2,1,False,137.01529,150.79348,False,True,287.80877
490G00012980,stop_area,Sudbury Court Sports Club,2,1,False,114.77252999999999,172.90154,False,True,287.67407000000003
490G000524,stop_area,Friary Road (W3),2,1,False,107.5277,180.13123000000002,False,True,287.65893
490G00006806,stop_area,Fernhead Road,1,1,False,110.33451,176.97241,False,True,287.30692
490G00006028,stop_area,Denbigh Road (TW3),1,1,False,100.31029,186.95741,False,True,287.2677
490G00008740,stop_area,King Edward Road (E17),1,1,False,133.7245,153.54002,False,True,287.26452
490G00011109,stop_area,Poplar Court,2,1,False,130.38332,156.74397,False,True,287.12729
490G00008444,stop_area,Hutton Walk,2,1,False,80.75697,206.17191,False,True,286.92888
490G00010432,stop_area,Northwood Place,2,1,False,111.62503,175.15225,False,True,286.77728
490G00012665,stop_area,St Elphege's School,2,2,False,98.65597,187.58121,True,True,286.23717999999997
490G00010898,stop_area,Pembroke Road (W8),2,2,False,138.52096,147.59719,True,True,286.11815
490G00012145,stop_area,Siddons Road,2,1,False,126.23289,159.73104999999998,False,True,285.96394
490G00010990,stop_area,Picketts Lock Centre,1,1,False,79.57303,206.36866,False,True,285.94169
490G00010299,stop_area,Norbury Crescent / London Road,1,1,False,144.47668,141.33962,False,True,285.81629999999996
490G00008946,stop_area,Langland Gardens (CR0),2,2,False,140.00464,145.71521,True,True,285.71985
490G00003100,stop_area,Brownswood Road / Green Lanes,1,1,False,78.8468,206.82587,False,True,285.67267000000004
490G00005503,stop_area,Collingwood Road / Oldfields Road,2,1,False,111.58435,174.05912,False,True,285.64347
490G00007175,stop_area,Gilbert Road,2,1,False,120.7068,164.90602,False,True,285.61282
490G000805,stop_area,Treve Avenue Whitmore Road,2,2,False,100.84543,184.76313,True,True,285.60856
490G00007695,stop_area,Hamilton Avenue,1,1,False,232.91993,52.652319999999996,False,True,285.57225
490G00004829,stop_area,Carterhatch Lane (EN1),2,1,False,116.45289,168.71384999999998,False,True,285.16674
490G00007566,stop_area,Grove Park,2,1,False,135.22135,149.71166,False,True,284.93300999999997
490G00011245,stop_area,Shernhall Street Upper walthamstow,2,1,False,86.04747,198.44927,False,True,284.49674000000005
490G000609,stop_area,St Georges Rd/Imperial War Mus,2,1,False,130.56106,153.9142,False,True,284.47526
490G000823,stop_area,Westbourne Park Bus Garage,1,1,False,0.0,284.47059,False,False,284.47059
490G00013783,stop_area,Trelawney Road,2,1,False,126.35629,157.90563,False,True,284.26192000000003
490G00005591,stop_area,Coppice Path,2,1,False,77.71015,206.54598,False,True,284.25613
490G000002,stop_area,Starlight Way,1,1,False,253.21598,31.02904,False,True,284.24502
490G00006953,stop_area,Finchley Road (NW6),1,1,False,31.617469999999997,252.6051,False,True,284.22257
490G00009421,stop_area,Lower Marsh Lane,3,2,False,101.28746,182.76051,True,True,284.04797
490G00005317,stop_area,Churston Drive,2,2,False,80.52681,203.46186,True,True,283.98867
490G00010032,stop_area,Morgans Lane,1,1,False,30.67149,253.12483,False,True,283.79632
490G00013291,stop_area,The Chase Beddington,2,1,False,109.28182,174.44539,False,True,283.72721
490G000727,stop_area,Roebourne Way,2,1,False,124.94366,158.66576,False,True,283.60942
490G00003172,stop_area,All Hallows Church,1,1,False,143.92014,139.55572999999998,False,True,283.47587
490G00005759,stop_area,Cressingham Road,1,1,False,134.29684,149.0273,False,True,283.32414
490G00011609,stop_area,Robinhood Lane,2,2,False,110.41704,172.8986,True,True,283.31564
490G00009652,stop_area,Mariner Gardens,2,1,False,93.36479,189.92498999999998,False,True,283.28977999999995
490G00010981,stop_area,Pevensey Road (E7),1,1,False,68.34668,214.75978,False,True,283.10646
490G00019158,stop_area,Oxford Gardens,2,1,False,91.42259,191.66297,False,True,283.08556
490G00014789,stop_area,Leigham Court Road / Streatham Common,2,2,False,93.15743,189.84374,True,True,283.00117
490G00013459,stop_area,Titmuss Avenue,2,1,False,103.41422,179.50625,False,True,282.92047
490G00011742,stop_area,Rowden Road,1,1,False,46.63456,236.20767,False,True,282.84223000000003
490G00004444,stop_area,Cambridge Road (NW6),1,1,False,111.19497,171.59393,False,True,282.7889
490G00007965,stop_area,Hayward Gardens,2,2,False,104.19368,178.2918,True,True,282.48548
490G00006766,stop_area,Brushfield Street,2,1,False,180.43193,101.93222,False,True,282.36415
910GWEALING,parent_stop_area,West Ealing Station,2,1,False,125.63526999999999,156.50889,False,True,282.14416
490G000379,stop_area,Addington Park,2,1,False,81.21756,200.83216000000002,False,True,282.04972000000004
490G00009437,stop_area,Loxford Youth Centre,2,2,False,92.49851000000001,189.46897,True,True,281.96748
490G00011176,stop_area,Preston Hill,1,1,False,153.74344,128.1837,False,True,281.92714
490G00012852,stop_area,Stonefield Way,2,1,False,146.32917,135.57671,False,True,281.90588
490G00004289,stop_area,Brentford County Court,2,1,False,125.49189,156.23517,False,True,281.72706
490G00006259,stop_area,Dunraven School,2,2,False,87.09219999999999,194.58608999999998,True,True,281.67828999999995
490G00013104,stop_area,Swan Lane,2,1,False,137.59055,143.88551999999999,False,True,281.47607
490G00012175,stop_area,Sipson Close,2,1,False,113.12892000000001,168.26127,False,True,281.39019
490G00012847,stop_area,First Drive,1,1,False,99.89996000000001,181.39266,False,True,281.29262
490G00015136,stop_area,St Barnabas Church (E12),2,2,False,104.65441,176.43679,True,True,281.0912
490G00008021,stop_area,Sipson Road,1,1,False,121.18006,159.73911,False,True,280.91917
490G00015367,stop_area,Lady Somerset Road Gospel Oak,2,1,False,160.31661,120.45827,False,True,280.77488
490G00011486,stop_area,Red Lion Lane,2,2,False,123.50143,157.1569,True,True,280.65833
490G000099,stop_area,Stockwell Station / Clapham Road,1,1,False,280.65671,0.0,False,False,280.65671
490G00003222,stop_area,Adley Street,1,1,False,133.33698,147.27563,False,True,280.61261
490G00006501,stop_area,Elmcroft Drive,2,2,False,101.33004,179.23447,True,True,280.56451
490G00013656,stop_area,Thurlow Park Road,2,1,False,139.12215,141.31191,False,True,280.43406000000004
490G00010277,stop_area,Nightingale Road (N22),2,1,False,107.29222,173.05047000000002,False,True,280.34269
490G00019032,stop_area,Belmont Stn / Brighton Road,2,2,False,108.71146,171.54625,True,True,280.25771
490G00011666,stop_area,Romney Road,2,1,False,97.14237,182.97908999999999,False,True,280.12145999999996
490G00010291,stop_area,Noel Road,2,2,False,141.1626,138.93169999999998,True,True,280.0943
490G00010938,stop_area,Percy Road (TW12),2,1,False,55.04197,224.86922,False,True,279.91119000000003
490G00013837,stop_area,Tufnell Park Road / Odeon Cinema,1,1,False,136.89188,142.80536,False,True,279.69723999999997
490G00006942,stop_area,Gunter Grove (HA8),2,1,False,112.22225,166.89325,False,True,279.1155
490G00008875,stop_area,Knightsbridge Barracks,1,1,False,220.18630000000002,58.752669999999995,False,True,278.93897000000004
490G000538,stop_area,Goulds Green,1,1,False,41.46085,236.94659000000001,False,True,278.40744
490G00010782,stop_area,Parklands Primary School,2,1,False,104.10502,174.28549999999998,False,True,278.39052
490G00010917,stop_area,Pennine Drive Hendon Way,1,1,False,69.19184,209.05905,False,True,278.25089
490G00006218,stop_area,Dudley Road (HA2),2,1,False,97.13624999999999,180.92668,False,True,278.06293
490G00005445,stop_area,Collier Row Roundabout / Clockhouse Lane,1,1,False,60.25593,217.78369,False,True,278.03962
490G00006991,stop_area,Repository Road / Artillery Place,2,1,False,114.2854,163.59144,False,True,277.87684
490G00005154,stop_area,Selborne Road,2,1,False,114.78898,162.83539000000002,False,True,277.62437
490G00005289,stop_area,Church Road (SM6),2,1,False,133.28138,144.24063,False,True,277.52201
490G00005134,stop_area,Chester Road (N9),2,1,False,105.13189,172.34702,False,True,277.47891
490G00008500,stop_area,Irving Grove,1,1,False,168.80618,108.66145999999999,False,True,277.46764
490G00007654,stop_area,Hainault Road Chadwell Heath,1,1,False,59.5847,217.79171,False,True,277.37640999999996
490G00011149,stop_area,Poulton Avenue,2,1,False,129.9297,147.11826000000002,False,True,277.04796
490G00005927,stop_area,Rush Green Road,2,2,False,97.40906,179.52816,True,True,276.93722
490G00010105,stop_area,Movers Lane and River Road,2,2,False,94.75558000000001,182.13004,True,True,276.88562
490G00010667,stop_area,Oval Road South,2,2,False,146.49024,130.22895,True,True,276.71919
490G00004524,stop_area,Brunel Road,2,2,False,113.44916,163.02068,True,True,276.46984
490G00020225,stop_area,Longbridge Way,1,1,False,122.98647,153.34953,False,True,276.336
490G00010790,stop_area,Park Lawn,2,1,False,108.81303,167.41753999999997,False,True,276.23056999999994
490G00013989,stop_area,Valentines Way,2,1,False,89.87371,186.30572,False,True,276.17943
490G00011126,stop_area,Portland Place,1,1,False,108.44046,167.63689,False,True,276.07735
490G00005716,stop_area,Brockley Rise / Cranston Road,1,1,False,77.32864,198.68641,False,True,276.01505
490G00006336,stop_area,East Dulwich Sainsbury's,1,1,False,123.33891,152.48749,False,True,275.82640000000004
490G00003281,stop_area,Alton Road,2,1,False,144.22576,131.53253,False,True,275.75829
490G00013569,stop_area,Auriol Drive (UB6),2,1,False,187.73023,87.84818,False,True,275.57841
490G00013494,stop_area,The Parkway,2,1,False,105.30232999999998,170.27048,False,True,275.57281
490G00003368,stop_area,Ardley Close,2,1,False,126.4956,148.96267,False,True,275.45826999999997
910GBCKNHMH,parent_stop_area,Beckenham Hill Station,2,1,False,124.97402,150.28960999999998,False,True,275.26363
490G00012911,stop_area,Stratheden Road,2,1,False,151.18163,123.99824,False,True,275.17987
490G00009174,stop_area,Linden Grove,1,1,False,21.79836,253.36388,False,True,275.16224
490G00006054,stop_area,Derby Road,2,1,False,119.10228000000001,156.01245,False,True,275.11473
490G00014552,stop_area,Hermitage Street,1,1,False,140.36590999999999,134.64191,False,True,275.00782
490G00011061,stop_area,Plough Lane South Beddington,2,1,False,137.07545,137.61855,False,True,274.69399999999996
490G00012644,stop_area,St. Cedd's Church,2,1,False,116.221,158.173,False,True,274.394
490G00003065,stop_area,Highbury Grove School / Aberdeen Park,1,1,False,152.6047,121.54538,False,True,274.15008
490G00007777,stop_area,Harbour Exchange Square,2,2,False,116.77708,157.30152999999999,True,True,274.07860999999997
490G00006243,stop_area,Duncrievie Road,2,1,False,132.01544,142.01867,False,True,274.03411
490G00014227,stop_area,Wharncliffe Gardens,2,1,False,92.73316,181.08665,False,True,273.81980999999996
490G00009663,stop_area,Caledonian Rd / Market Rd Gardens,1,1,False,51.83456,221.86073,False,True,273.69529
490G00013314,stop_area,The Crescent Selhurst,1,1,False,132.52405,141.14626,False,True,273.67031
490G00005920,stop_area,Dacres Road,2,1,False,104.45197999999999,169.16235,False,True,273.61433
490G00008421,stop_area,Humber Road,1,1,False,211.61399,61.94331,False,True,273.5573
490G00003139,stop_area,Albany Road Chislehurst,1,1,False,42.5976,230.81767,False,True,273.41526999999996
490G00007388,stop_area,Beehive Lane Clayhall,1,1,False,94.18242,178.9459,False,True,273.12832
490G00019068,stop_area,Blackfen Road / Westwood Lane,1,1,False,79.66932,193.19481,False,True,272.86413
490G00005363,stop_area,Clare Road (E11),2,1,False,147.38474,125.30118999999999,False,True,272.68593
490G00006257,stop_area,Frimley Close,2,1,False,71.45796,201.12703,False,True,272.58499
490G00014873,stop_area,Wood Lane Osterley,2,2,False,102.33194,170.08080999999999,True,True,272.41274999999996
490G00003695,stop_area,Bavaria Road,1,1,False,38.05044,234.30016,False,True,272.3506
490G00007272,stop_area,Goldhawk Road (W6),1,1,False,135.12032,136.67793,False,True,271.79825
490G00013449,stop_area,The Lindens,2,1,False,99.30847,172.48104999999998,False,True,271.78952
490G000838,stop_area,Enfield War Memorial,2,1,False,161.87941,109.83149999999999,False,True,271.71091
490G00014998,stop_area,Halfway St /Old Farm Road West,2,1,False,161.71579,109.96643999999999,False,True,271.68223
490G00006645,stop_area,Essex Road /Newington Green Rd,1,1,False,123.86814,147.57813,False,True,271.44626999999997
490G00009077,stop_area,Streatham Comn N/Leigham Ct Rd,2,2,False,82.51943999999999,188.86927,True,True,271.38871
490G00012538,stop_area,St Andrew's Church / Wickham Rd,2,1,False,138.74284999999998,132.4812,False,True,271.22405
490G00012287,stop_area,South Esk Road,2,1,False,107.27651,163.90469000000002,False,True,271.1812
490G00015132,stop_area,Merlin Road (RM5),2,1,False,121.17267,149.79156999999998,False,True,270.96423999999996
490G00014076,stop_area,Victor Road,1,1,False,160.85261,110.07630999999999,False,True,270.92892
490G00011485,stop_area,Long Elmes / Aspri Medical Centre,1,1,False,173.45091,97.29187,False,True,270.74278
490G00013040,stop_area,Surrey Quays Leisure Park,2,1,False,112.93313,157.80386,False,True,270.73699
490G00005835,stop_area,Crowley Crescent,2,2,False,93.04568,177.65769999999998,True,True,270.70338
490G00014187,stop_area,Wandsworth Bridge,1,1,False,136.68528,134.0072,False,True,270.69248000000005
490G00014594,stop_area,White Hart Lane (RM7),2,2,False,113.10281,157.51165,True,True,270.61446
490G00007344,stop_area,Grange Avenue (SE25),2,1,False,66.8951,203.57074,False,True,270.46584
490G00013304,stop_area,The Colonnades Croydon Airport,2,1,False,127.7227,142.71651,False,True,270.43921
490G00009978,stop_area,Monks Orchard Road,2,1,False,119.44532999999998,150.91784,False,True,270.36316999999997
490G00013859,stop_area,Twelvetrees Crescent,2,2,False,89.42587,180.81492,True,True,270.24079
490G00015130,stop_area,Anerley Road / Worbeck Road,1,1,False,129.77266,140.12542,False,True,269.89808
490G00008857,stop_area,Kitchener Road,1,1,False,172.27193,97.57149,False,True,269.84342
490G00009538,stop_area,Mandeville Road (TW7),1,1,False,70.62709,199.19268,False,True,269.81977
490G00016734,stop_area,Northwick Park Hosp Social Club,1,1,False,55.65181,214.13284,False,True,269.78465
