logical_hub_code,logical_hub_source,logical_hub_name,n_stops,n_lsoa,has_unmatched_stop,hub_boardings,hub_alightings,cross_lsoa,both_directions_positive,hub_total_activity
490G00005870,stop_area,Anerley Hill / Crystal Palace,1,1,False,133.71295,444.69523,False,True,578.40818
490G00013731,stop_area,Tottenham High Rd/Lansdowne Rd,2,1,False,193.875,384.50260000000003,False,True,578.3776
490G00012455,stop_area,St Pancras Way,2,1,False,326.29768,251.96781000000001,False,True,578.26549
490G00013909,stop_area,Union Street Barnet,2,1,False,268.30121,309.40058,False,True,577.7017900000001
490G00003306,stop_area,Seven Sisters Road /Amhurst Pk,1,1,False,342.74593,234.91109,False,True,577.65702
490G00006659,stop_area,Redbridge Station,1,1,False,392.39965,185.19133,False,True,577.59098
490G00004793,stop_area,Carlton Avenue Kenton,1,1,False,375.40299,202.17489,False,True,577.57788
490G00013538,stop_area,The Roundhouse,1,1,False,382.48522,195.07648,False,True,577.5617
490G00007055,stop_area,Fulham Road (SW10),1,1,False,432.01473,145.50691,False,True,577.5216399999999
490G00003164,stop_area,Albert Square,2,2,False,354.40386,222.86153000000002,True,True,577.26539
490G00010259,stop_area,New Road (TW8),2,1,False,223.60457,353.64007000000004,False,True,577.24464
490G00008330,stop_area,Homesdale Road,2,2,False,199.06466999999998,377.62057,True,True,576.68524
490G00010944,stop_area,Perivale Lane,2,2,False,245.27875,331.38680999999997,True,True,576.6655599999999
490G00012461,stop_area,Alice Lane,2,1,False,220.19047,356.398,False,True,576.58847
490G00011247,stop_area,Prospect Vale,1,1,False,333.2208,242.80418,False,True,576.02498
