lsoa,boardings,alightings,total_activity,direction_ratio,exact_direction_zero,near_zero_ratio_lt_0_01,hub_split_supported,supporting_hubs,missing_direction,eligible_two_direction_clustering,exclusion_reason
E01000050,1128.75595,1399.69472,2528.45067,0.8064300978430496,False,False,False,,,True,
E01000052,442.62109000000004,764.76649,1207.38758,0.5787663238225829,False,False,False,,,True,
E01000053,328.17187,325.92299,654.09486,0.9931472493361482,False,False,False,,,True,
E01000056,28.52027,20.35541,48.87568,0.7137172965052575,False,False,False,,,True,
E01000057,148.52031,150.62525,299.14556,0.9860253178003024,False,False,False,,,True,
E01000058,136.87653,195.77280000000002,332.64933,0.699160097827686,False,False,False,,,True,
E01000060,2156.48855,2529.30578,4685.794330000001,0.8526009654712448,False,False,False,,,True,
E01000061,720.25815,874.05205,1594.3102,0.8240449181487532,False,False,False,,,True,
E01000062,21.37593,130.77706,152.15299000000002,0.16345320807793048,False,False,False,,,True,
E01000063,225.45502000000002,75.39097,300.84599000000003,0.3343947276046459,False,False,False,,,True,
E01000064,373.70453,472.94702,846.65155,0.7901615068850629,False,False,False,,,True,
E01000065,193.04521,316.91742999999997,509.96263999999996,0.6091340889644348,False,False,False,,,True,
E01000067,515.92615,299.576,815.50215,0.5806567470945212,False,False,False,,,True,
E01000068,176.10182,180.41655,356.51837,0.9760846219484853,False,False,False,,,True,
E01000069,16.43341,74.92798,91.36139,0.21932274165138307,False,False,False,,,True,
E01000070,925.40961,1118.9576399999999,2044.3672499999998,0.8270282778533066,False,False,False,,,True,
E01000071,146.37768,102.75161,249.12929,0.701962280041602,False,False,False,,,True,
E01000072,223.72885,365.17728999999997,588.9061399999999,0.6126581694058796,False,False,False,,,True,
E01000073,88.40006,90.08482,178.48487999999998,0.9812980699744974,False,False,False,,,True,
E01000074,112.02137,136.51215,248.53352,0.8205963351980026,False,False,False,,,True,
E01000075,1272.13834,1179.7675199999999,2451.90586,0.9273893277990505,False,False,False,,,True,
E01000076,36.953939999999996,47.16991,84.12385,0.783421889081408,False,False,False,,,True,
E01000077,884.62072,699.4763,1584.0970200000002,0.7907075701324292,False,False,False,,,True,
E01000078,411.58169,532.6506400000001,944.23233,0.7727047694901857,False,False,False,,,True,
E01000079,116.00551999999999,157.09548,273.101,0.738439578274308,False,False,False,,,True,
E01000080,89.86012,96.78161,186.64173,0.928483417459164,False,False,False,,,True,
E01000081,243.41174,96.02599,339.43773,0.39450024062109734,False,False,False,,,True,
E01000082,469.84999,1321.0939899999998,1790.9439799999998,0.3556522045793275,False,False,False,,,True,
E01000083,775.82867,2055.89907,2831.72774,0.37736710002986673,False,False,False,,,True,
E01000084,365.84486,449.8755,815.72036,0.8132135668646103,False,False,False,,,True,
E01000085,357.18583,322.12651,679.31234,0.9018457143162706,False,False,False,,,True,
E01000086,149.18012,52.61714,201.79726,0.35270879256565824,False,False,False,,,True,
E01000087,1590.77057,2635.84037,4226.61094,0.6035155194166785,False,False,False,,,True,
E01000088,148.52464,194.50522,343.02986,0.7636023341687179,False,False,False,,,True,
E01000090,323.67836,597.02689,920.70525,0.5421503878996137,False,False,False,,,True,
E01000091,408.49288,1535.09329,1943.58617,0.2661029675922823,False,False,False,,,True,
E01000093,731.17796,1103.22931,1834.40727,0.6627615432008419,False,False,False,,,True,
E01000094,853.0262299999999,1145.03003,1998.0562599999998,0.7449815355497708,False,False,False,,,True,
E01000095,1279.66351,1130.83612,2410.4996300000003,0.8836980277729416,False,False,False,,,True,
E01000096,327.52172,362.3241,689.84582,0.903946825507881,False,False,False,,,True,
E01000097,202.56664999999998,346.94032,549.5069699999999,0.5838659801778011,False,False,False,,,True,
E01000098,132.42029,211.21984,343.64013,0.6269311159406237,False,False,False,,,True,
E01000099,420.79345,556.44359,977.23704,0.7562194219902866,False,False,False,,,True,
E01000101,305.23526,46.62994,351.86519999999996,0.15276721306706179,False,False,False,,,True,
E01000102,197.01235,280.39199,477.40434000000005,0.7026318761816269,False,False,False,,,True,
E01000103,32.46996,41.77598999999999,74.24595,0.7772397494350225,False,False,False,,,True,
E01000104,412.03743,743.80635,1155.84378,0.5539579354223044,False,False,False,,,True,
E01000105,1957.61125,1645.9971699999999,3603.6084199999996,0.8408192229177268,False,False,False,,,True,
E01000106,100.77207,270.76752999999997,371.53959999999995,0.3721719144093829,False,False,False,,,True,
E01000108,59.65479,25.231659999999998,84.88645,0.4229611737800099,False,False,False,,,True,
E01000110,167.32073,282.63772,449.95844999999997,0.5919971686723201,False,False,False,,,True,
E01000111,535.4376500000001,580.46856,1115.90621,0.922423171377275,False,False,False,,,True,
E01000112,1244.5954299999999,1122.53265,2367.12808,0.9019257366227034,False,False,False,,,True,
E01000113,1035.43139,739.9252899999999,1775.3566799999999,0.7146058127521129,False,False,False,,,True,
E01000114,534.68609,1636.9064600000002,2171.5925500000003,0.32664425430882593,False,False,False,,,True,
E01000115,26.315819999999995,28.737859999999998,55.05367999999999,0.9157195420953403,False,False,False,,,True,
E01000116,7.40416,10.42255,17.82671,0.7103981271377926,False,False,False,,,True,
E01000117,96.48759,213.25933,309.74692,0.4524425261956886,False,False,False,,,True,
E01000118,344.98287,645.5728,990.55567,0.5343825979037531,False,False,False,,,True,
E01000120,199.07163000000003,185.7432,384.81483000000003,0.9330470645164255,False,False,False,,,True,
E01000121,52.27016,107.34919,159.61935,0.4869171346332469,False,False,False,,,True,
E01000123,43.91363,129.51245,173.42608,0.33906879222808306,False,False,False,,,True,
E01000124,183.86412,310.32446,494.18858,0.5924899377896283,False,False,False,,,True,
E01000126,251.72339,437.97027,689.69366,0.574749948209955,False,False,False,,,True,
E01000127,150.42646,257.51592,407.94237999999996,0.5841443123205742,False,False,False,,,True,
E01000128,56.12278,119.72915,175.85193,0.46874783626209654,False,False,False,,,True,
E01000129,3587.48146,3039.6371,6627.11856,0.8472899815348454,False,False,False,,,True,
E01000130,362.17578000000003,708.47134,1070.64712,0.511207383491335,False,False,False,,,True,
E01000131,149.99448,162.87974,312.87422000000004,0.9208909591825233,False,False,False,,,True,
E01000133,178.92697,498.00260000000003,676.92957,0.35928922861045304,False,False,False,,,True,
E01000134,152.72768,235.33862999999997,388.06630999999993,0.6489698695025122,False,False,False,,,True,
E01000135,167.77637000000001,183.21079,350.98716,0.9157559442869059,False,False,False,,,True,
E01000136,304.48402,292.87073999999996,597.3547599999999,0.9618591478134056,False,False,False,,,True,
E01000137,55.20688,110.23362999999999,165.44051,0.5008170374140813,False,False,False,,,True,
E01000138,217.39238,548.11512,765.5075,0.3966181046054704,False,False,False,,,True,
E01000139,1208.20588,1995.0980599999998,3203.30394,0.6055872160990423,False,False,False,,,True,
E01000140,792.93799,1587.56207,2380.50006,0.4994689687943981,False,False,False,,,True,
E01000141,4557.261930000001,5196.50583,9753.76776,0.8769858206817408,False,False,False,,,True,
E01000143,179.02572999999998,268.27553,447.30125999999996,0.6673203851279317,False,False,False,,,True,
E01000144,2882.81786,1029.36295,3912.18081,0.3570683268904127,False,False,False,,,True,
E01000145,192.87285,253.47424999999998,446.34709999999995,0.7609169373220357,False,False,False,,,True,
E01000146,7410.39631,6113.99026,13524.386569999999,0.8250557735690116,False,False,False,,,True,
E01000147,17.886359999999996,31.197609999999997,49.083969999999994,0.5733246873718851,False,False,False,,,True,
E01000150,189.51706,326.89519,516.41225,0.579748695598733,False,False,False,,,True,
E01000151,453.04894,746.69623,1199.7451700000001,0.6067379501835707,False,False,False,,,True,
E01000152,66.65679,124.88265,191.53944,0.5337554095785123,False,False,False,,,True,
E01000153,2.85895,12.56055,15.4195,0.2276134404942459,False,False,False,,,True,
E01000154,586.1168,797.10293,1383.21973,0.7353088013363595,False,False,False,,,True,
E01000156,714.70106,1635.68769,2350.38875,0.4369422502653914,False,False,False,,,True,
E01000158,77.06372,285.24066,362.30438,0.2701708795653467,False,False,False,,,True,
E01000159,34.59284,33.86906,68.4619,0.9790771731953779,False,False,False,,,True,
E01000160,349.39148,399.38993,748.78141,0.8748129428300809,False,False,False,,,True,
E01000161,580.96672,876.6688,1457.63552,0.6626980679590742,False,False,False,,,True,
E01000162,946.68376,1465.48747,2412.17123,0.6459855709308794,False,False,False,,,True,
E01000164,1116.24658,1920.42252,3036.6691,0.5812505156417349,False,False,False,,,True,
E01000166,26.151,3.1482099999999993,29.29921,0.12038583610569382,False,False,False,,,True,
E01000167,33.73466,65.92544,99.6601,0.5117092885538572,False,False,False,,,True,
E01000168,0.05513,7.7169,7.77203,0.007144060438777229,False,True,False,,,True,
E01000169,1.1018299999999999,27.04073,28.14256,0.04074705083775475,False,False,False,,,True,
E01000170,66.61775,253.71196,320.32971,0.26257236749895435,False,False,False,,,True,
E01000171,923.33321,1039.9406,1963.27381,0.8878711053304391,False,False,False,,,True,
E01000172,65.36012,106.04642,171.40654,0.6163349974473442,False,False,False,,,True,
E01000173,59.08671999999999,36.26285,95.34957,0.6137225082048894,False,False,False,,,True,
E01000174,424.71573,543.12005,967.83578,0.7819923606208241,False,False,False,,,True,
E01000175,33.632929999999995,74.70697,108.3399,0.4501980203453573,False,False,False,,,True,
E01000176,96.33295,200.73827,297.07122,0.47989329588224505,False,False,False,,,True,
E01000178,235.46994,224.9299,460.39984000000004,0.9552382779729761,False,False,False,,,True,
E01000180,37.60513,43.543679999999995,81.14881,0.8636185549774389,False,False,False,,,True,
E01000181,212.40227,209.89971,422.30197999999996,0.9882178283687835,False,False,False,,,True,
E01000182,1351.59,1143.69448,2495.2844800000003,0.846184479021005,False,False,False,,,True,
E01000183,176.12883,163.06536999999997,339.19419999999997,0.9258300869880302,False,False,False,,,True,
E01000184,244.21895999999998,694.80056,939.01952,0.3514950534870035,False,False,False,,,True,
E01000185,94.60419,47.47794,142.08213,0.5018587443114305,False,False,False,,,True,
E01000186,143.55047,255.57738,399.12784999999997,0.5616712637088618,False,False,False,,,True,
E01000187,68.84893,222.6323,291.48123,0.30924951141411194,False,False,False,,,True,
E01000188,89.74983999999999,684.8778199999999,774.6276599999999,0.1310450380770106,False,False,False,,,True,
E01000189,148.44911,62.61323,211.06234,0.42178245460683467,False,False,False,,,True,
E01000190,62.696509999999996,22.94178,85.63829,0.3659179753386592,False,False,False,,,True,
E01000191,206.86609,259.70963,466.57572000000005,0.7965283767105594,False,False,False,,,True,
E01000192,148.19019,159.92338,308.11357,0.9266324286042478,False,False,False,,,True,
E01000193,5772.65423,6695.56226,12468.216489999999,0.8621612354329747,False,False,False,,,True,
E01000194,3681.12521,1761.99,5443.11521,0.4786552750809582,False,False,False,,,True,
E01000195,120.58843999999999,0.0,120.58843999999999,0.0,True,False,False,,alightings,False,zero_alighting_direction
E01000196,1494.85104,1704.41836,3199.2694,0.8770446711217075,False,False,False,,,True,
E01000197,161.51583000000002,213.64636,375.16219,0.7559961704940821,False,False,False,,,True,
E01000198,131.55182,211.74074,343.29256,0.6212872402353935,False,False,False,,,True,
E01000199,32.43853,43.51864,75.95716999999999,0.7453939277514188,False,False,False,,,True,
E01000200,143.0165,231.76608,374.78258,0.6170726104527462,False,False,False,,,True,
E01000201,122.53644,298.02486,420.56129999999996,0.411161807105622,False,False,False,,,True,
E01000202,171.1415,223.22784,394.36933999999997,0.7666673655042311,False,False,False,,,True,
E01000203,772.7897,926.9323099999999,1699.72201,0.8337067244964199,False,False,False,,,True,
E01000204,69.04759,28.815129999999996,97.86272,0.417322747977156,False,False,False,,,True,
E01000205,83.42331,207.35231,290.77562,0.4023264076488948,False,False,False,,,True,
E01000206,200.34896,159.20809,359.55705,0.7946539378093103,False,False,False,,,True,
E01000207,29.133709999999997,39.24005,68.37375999999999,0.7424483404073134,False,False,False,,,True,
E01000208,2719.30156,1463.87923,4183.18079,0.5383291252184623,False,False,False,,,True,
E01000209,22.966169999999998,41.92801,64.89418,0.5477524452030993,False,False,False,,,True,
E01000210,519.54824,726.23388,1245.7821199999998,0.7154007191181991,False,False,False,,,True,
E01000211,1868.43419,2699.92488,4568.35907,0.6920319168287378,False,False,False,,,True,
E01000212,134.383,99.11564,233.49864000000002,0.7375608521911253,False,False,False,,,True,
E01000213,50.27668,57.678839999999994,107.95551999999999,0.8716659350292066,False,False,False,,,True,
E01000214,2774.30622,5150.35253,7924.6587500000005,0.5386633640784974,False,False,False,,,True,
E01000215,317.24164,424.27117,741.51281,0.7477332009148773,False,False,False,,,True,
E01000218,697.45025,745.13575,1442.586,0.9360042784150404,False,False,False,,,True,
E01000219,281.80913,382.4228,664.2319299999999,0.7369046249334505,False,False,False,,,True,
E01000221,952.06948,982.57866,1934.64814,0.9689498853964527,False,False,False,,,True,
E01000222,544.2914900000001,1065.2299,1609.52139,0.5109615210763423,False,False,False,,,True,
E01000223,1269.25136,1838.12277,3107.37413,0.6905150084180721,False,False,False,,,True,
E01000224,305.87696,163.44897,469.32592999999997,0.5343618231330663,False,False,False,,,True,
E01000225,22.4028,13.5999,36.0027,0.6070625100433874,False,False,False,,,True,
E01000226,56.025909999999996,287.63574,343.66165,0.19478076681291412,False,False,False,,,True,
E01000227,100.52902999999999,72.36737,172.89639999999997,0.7198653960950384,False,False,False,,,True,
E01000228,89.3551,118.60493,207.96003,0.7533843660630296,False,False,False,,,True,
E01000229,171.84809,347.2988,519.14689,0.49481337107988854,False,False,False,,,True,
E01000230,154.79792,151.8183,306.61622,0.9807515501500278,False,False,False,,,True,
E01000231,158.43833,308.99262,467.43095,0.5127576509756123,False,False,False,,,True,
E01000232,184.66419,262.94018,447.60437,0.7023049501221152,False,False,False,,,True,
E01000233,394.86746999999997,585.60043,980.4678999999999,0.6742950479049341,False,False,False,,,True,
E01000234,90.4339,170.22629,260.66019,0.5312569521429387,False,False,False,,,True,
E01000235,361.29046999999997,679.68863,1040.9791,0.5315529112205393,False,False,False,,,True,
E01000236,349.06551,403.45752,752.5230300000001,0.8651852864212323,False,False,False,,,True,
E01000237,778.99416,1073.97524,1852.9694,0.7253371688531665,False,False,False,,,True,
E01000238,34.57452,57.33006999999999,91.90458999999998,0.6030782798625574,False,False,False,,,True,
E01000239,569.36793,1316.34817,1885.7161,0.43253596804863564,False,False,False,,,True,
E01000240,239.17408,492.62217999999996,731.79626,0.4855122032873145,False,False,False,,,True,
E01000242,153.93285,224.33344,378.26629,0.6861787970620876,False,False,False,,,True,
E01000243,957.79632,1273.94768,2231.744,0.7518333248976128,False,False,False,,,True,
E01000244,1074.85722,1114.36665,2189.22387,0.9645453944624062,False,False,False,,,True,
E01000245,450.30526,589.82539,1040.13065,0.7634551981561866,False,False,False,,,True,
E01000246,407.69847,260.19559000000004,667.8940600000001,0.6382059515700416,False,False,False,,,True,
E01000247,27.85579,58.55674,86.41253,0.47570595630836005,False,False,False,,,True,
E01000248,1130.93977,833.41148,1964.35125,0.7369194205629536,False,False,False,,,True,
E01000249,26.405730000000002,20.316779999999998,46.72251,0.7694080034901515,False,False,False,,,True,
E01000250,2863.18087,2489.00586,5352.18673,0.8693149238594906,False,False,False,,,True,
E01000251,728.4138399999999,976.55324,1704.96708,0.7459028449897929,False,False,False,,,True,
E01000252,40.08119,52.35695,92.43814,0.7655371445433701,False,False,False,,,True,
E01000253,95.11399,87.87631999999999,182.99031,0.9239053056232841,False,False,False,,,True,
E01000255,251.41109,311.52693999999997,562.93803,0.8070284065962322,False,False,False,,,True,
E01000256,181.55159,355.02475000000004,536.5763400000001,0.5113772772179968,False,False,False,,,True,
E01000257,1069.7456300000001,1058.12303,2127.86866,0.9891351741254599,False,False,False,,,True,
E01000258,114.17688,190.02420999999998,304.20108999999997,0.6008543858700952,False,False,False,,,True,
E01000259,91.45687,134.28465999999997,225.74152999999995,0.681067144973968,False,False,False,,,True,
E01000260,272.9425,611.7823,884.7248,0.4461431787091585,False,False,False,,,True,
E01000261,212.86747,169.2518,382.11927000000003,0.7951041086738148,False,False,False,,,True,
E01000263,234.69831,333.75259,568.4509,0.7032104529885446,False,False,False,,,True,
E01000264,2546.9938300000003,2595.71195,5142.70578,0.98123130727198,False,False,False,,,True,
E01000265,297.571,550.22456,847.79556,0.5408173710021232,False,False,False,,,True,
E01000266,50.4556,52.35847,102.81406999999999,0.9636568830219828,False,False,False,,,True,
E01000267,34.756919999999994,37.509049999999995,72.26596999999998,0.9266275738788372,False,False,False,,,True,
E01000268,1033.4395299999999,1374.3024500000001,2407.74198,0.7519738686342295,False,False,False,,,True,
E01000269,76.93381,248.32341,325.25721999999996,0.3098129572238074,False,False,False,,,True,
E01000270,30.63264,77.93835999999999,108.57099999999998,0.39303675366020024,False,False,False,,,True,
E01000271,236.79864999999998,326.99387,563.79252,0.7241684683569144,False,False,False,,,True,
E01000272,9.37276,9.214220000000001,18.58698,0.9830850251153344,False,False,False,,,True,
E01000273,1593.27143,1339.90778,2933.1792100000002,0.8409789787042123,False,False,False,,,True,
E01000274,326.06219,677.74694,1003.80913,0.4810972514313381,False,False,False,,,True,
E01000275,13.10518,13.174639999999998,26.27982,0.9947277496766517,False,False,False,,,True,
E01000276,19.58757,18.96063,38.548199999999994,0.9679929669683375,False,False,False,,,True,
E01000277,41.75666,19.701439999999998,61.458099999999995,0.4718155139802848,False,False,False,,,True,
E01000278,170.98881,227.00041000000002,397.98922000000005,0.7532533091019527,False,False,False,,,True,
E01000279,75.76579,73.67859,149.44438,0.9724519469802929,False,False,False,,,True,
E01000280,42.33308,25.263819999999996,67.5969,0.5967867209284086,False,False,False,,,True,
E01000281,845.57721,1184.86061,2030.43782,0.7136512116813472,False,False,False,,,True,
E01000282,616.00082,339.95414,955.95496,0.5518728692601416,False,False,False,,,True,
E01000283,33.12244,36.26918,69.39161999999999,0.9132392847039827,False,False,False,,,True,
E01000284,255.38875,286.63966999999997,542.02842,0.8909748954148601,False,False,False,,,True,
E01000285,49.94531,294.54015,344.48546,0.16957046433228204,False,False,False,,,True,
E01000286,200.29135,41.80005,242.0914,0.20869623176437724,False,False,False,,,True,
E01000287,75.65498,304.24228000000005,379.8972600000001,0.24866688482613258,False,False,False,,,True,
E01000288,157.80644,329.57336,487.3798,0.4788203755303524,False,False,False,,,True,
E01000289,54.68423,100.1632,154.84743,0.5459513074662151,False,False,False,,,True,
E01000290,69.00354999999999,157.39523,226.39878,0.4384094105011949,False,False,False,,,True,
E01000292,93.91467,209.67224000000002,303.58691,0.4479117979566584,False,False,False,,,True,
E01000293,438.56906,457.5845,896.15356,0.9584438721154235,False,False,False,,,True,
E01000294,0.0,216.83585,216.83585,0.0,True,False,True,490G00003637,boardings,False,zero_boarding_direction
E01000296,2752.9485400000003,2007.01216,4759.9607000000005,0.7290409286037725,False,False,False,,,True,
E01000297,119.43302,184.28091,303.71393,0.6481030509345759,False,False,False,,,True,
E01000298,980.22052,698.3473299999999,1678.56785,0.7124390030112816,False,False,False,,,True,
E01000299,1004.20903,942.63289,1946.8419199999998,0.9386819495140369,False,False,False,,,True,
E01000301,157.93488,366.89752999999996,524.83241,0.4304604612628491,False,False,False,,,True,
E01000302,631.89002,889.17894,1521.06896,0.7106443839076981,False,False,False,,,True,
E01000303,0.21944,0.12264999999999981,0.3420899999999998,0.5589227123587305,False,False,False,,,True,
E01000304,5.30577,0.056139999999999995,5.36191,0.010580933587396361,False,False,False,,,True,
E01000305,824.34034,1289.46865,2113.80899,0.6392868411341369,False,False,False,,,True,
E01000307,6494.9562,5287.19801,11782.15421,0.8140467536948133,False,False,False,,,True,
E01000308,958.102,821.06499,1779.16699,0.8569703330125602,False,False,False,,,True,
E01000309,478.96635,905.77492,1384.74127,0.5287917996228025,False,False,False,,,True,
E01000310,2758.24067,2944.98911,5703.22978,0.9365877315587086,False,False,False,,,True,
E01000311,1098.81223,675.61248,1774.42471,0.614857080722518,False,False,False,,,True,
E01000312,772.12964,790.85853,1562.98817,0.9763182803376983,False,False,False,,,True,
E01000313,2506.03992,2833.65852,5339.69844,0.8843831754293386,False,False,False,,,True,
E01000314,785.1344300000001,708.90366,1494.03809,0.9029073658125015,False,False,False,,,True,
E01000315,60.53174,79.14299,139.67473,0.7648401962068908,False,False,False,,,True,
E01000316,1280.3741400000001,1423.85827,2704.23241,0.8992286430306018,False,False,False,,,True,
E01000318,239.03758,518.47875,757.5163299999999,0.46103640698871456,False,False,False,,,True,
E01000319,0.0,0.12762,0.12762,0.0,True,False,True,490G00012419,boardings,False,zero_boarding_direction
E01000321,804.09369,817.24025,1621.33394,0.9839134697538454,False,False,False,,,True,
E01000323,5725.328079999999,6286.159879999999,12011.487959999999,0.9107830836781071,False,False,False,,,True,
E01000324,237.22689,297.57448,534.80137,0.7972017291267719,False,False,False,,,True,
E01000325,80.30319,56.98805,137.29124000000002,0.7096610981456652,False,False,False,,,True,
E01000326,111.22654999999999,217.29811,328.52466,0.5118615619804516,False,False,False,,,True,
E01000327,109.85434,160.1959,270.05024,0.6857500098317123,False,False,False,,,True,
E01000328,11.320879999999999,22.85145,34.17233,0.49541188852348533,False,False,False,,,True,
E01000329,83.41532000000001,120.21135,203.62667,0.6939055255597746,False,False,False,,,True,
E01000330,194.36471999999998,245.74167999999997,440.10639999999995,0.7909310296893877,False,False,False,,,True,
E01000331,133.60774,156.72697,290.33471,0.8524872266719634,False,False,False,,,True,
E01000332,281.11125,572.37011,853.48136,0.49113544730698816,False,False,False,,,True,
E01000333,342.61646,592.56576,935.1822199999999,0.5781914567591622,False,False,False,,,True,
E01000334,42.110969999999995,89.1465,131.25747,0.47237939795729494,False,False,False,,,True,
E01000335,1575.78623,1156.16406,2731.9502899999998,0.7337061575922009,False,False,False,,,True,
E01000336,237.45136000000002,353.68658,591.1379400000001,0.6713609546621758,False,False,False,,,True,
E01000337,40.18774,37.89743,78.08517,0.9430097338143424,False,False,False,,,True,
E01000338,57.91639,161.78728,219.70367000000002,0.35797863713389577,False,False,False,,,True,
E01000340,166.19257,306.19309,472.38566,0.5427704785891805,False,False,False,,,True,
E01000342,16.06758,14.990599999999999,31.05818,0.9329718601058777,False,False,False,,,True,
E01000343,216.80961,368.12645,584.93606,0.5889541759360133,False,False,False,,,True,
E01000344,125.80339,245.04931,370.85269999999997,0.5133798989272812,False,False,False,,,True,
E01000345,55.177929999999996,79.66588999999999,134.84382,0.6926167522888403,False,False,False,,,True,
E01000347,351.18464,433.65473,784.8393699999999,0.8098254572249218,False,False,False,,,True,
E01000349,121.24462,189.47532999999999,310.71995,0.6398966028981188,False,False,False,,,True,
E01000350,147.83438,179.71927,327.55365,0.8225850238541477,False,False,False,,,True,
E01000352,257.46908,287.17066,544.6397400000001,0.896571676229041,False,False,False,,,True,
E01000353,56.26424,157.6951,213.95934,0.35679130169548706,False,False,False,,,True,
E01000354,79.40472,175.67406,255.07878,0.4520002554731188,False,False,False,,,True,
E01000356,929.10077,677.59284,1606.69361,0.7292996216115503,False,False,False,,,True,
E01000357,9.950959999999998,18.81363,28.76459,0.5289229138661704,False,False,False,,,True,
E01000358,73.29432,159.78002,233.07434,0.45872018291148037,False,False,False,,,True,
E01000359,74.11621,274.9337,349.04990999999995,0.26957848383082905,False,False,False,,,True,
E01000360,2386.5364,2302.45128,4688.98768,0.9647668814102313,False,False,False,,,True,
E01000361,2.29131,6.850899999999999,9.142209999999999,0.3344538673750895,False,False,False,,,True,
E01000362,6778.48201,5067.6542899999995,11846.136299999998,0.7476090196188334,False,False,False,,,True,
E01000363,49.487629999999996,47.29051,96.77814,0.9556026425189487,False,False,False,,,True,
E01000364,22.887639999999998,71.43158,94.31922,0.32041346418488853,False,False,False,,,True,
E01000365,23.04058,2018.63957,2041.6801500000001,0.011413914768350646,False,False,False,,,True,
E01000367,129.46309,299.66609,429.12918,0.43202449099262447,False,False,False,,,True,
E01000369,81.72758,104.78414000000001,186.51172000000003,0.7799613567473093,False,False,False,,,True,
E01000370,593.55291,672.6633200000001,1266.21623,0.8823922642310865,False,False,False,,,True,
E01000372,11.8848,36.98854,48.87334,0.3213103301725345,False,False,False,,,True,
E01000374,91.78179,188.22925,280.01104,0.48760641611226735,False,False,False,,,True,
E01000375,57.70517,115.13247,172.83764,0.5012067403748048,False,False,False,,,True,
E01000376,39.54895,20.413159999999998,59.962109999999996,0.5161492277291811,False,False,False,,,True,
E01000377,9.8142,22.098619999999997,31.912819999999996,0.4441091796682327,False,False,False,,,True,
E01000379,20.67425,24.294189999999997,44.96844,0.8509956495771213,False,False,False,,,True,
E01000380,29.667669999999998,47.67015,77.33782,0.6223531916723568,False,False,False,,,True,
E01000381,32.89247,28.271169999999998,61.16364,0.8595027980568195,False,False,False,,,True,
E01000382,28.20025,18.634479999999996,46.83472999999999,0.6607913050416219,False,False,False,,,True,
E01000383,94.64523,115.97690999999999,210.62214,0.8160695952323614,False,False,False,,,True,
E01000384,147.90261999999998,254.17127,402.07389,0.5819014084479335,False,False,False,,,True,
E01000385,91.47426,100.16281,191.63707,0.9132557283486756,False,False,False,,,True,
E01000386,742.76612,1020.97663,1763.74275,0.7275055061740248,False,False,False,,,True,
