MSOA11CD,od_origin_total,bus_boarding_total,std_residual
E02000351,578,1660.24874,2.2668832860235013
E02000352,588,428.40802,0.323154278127762
E02000353,1227,1970.18737,1.4065041666607885
E02000354,543,1069.39821,1.7350357883804577
E02000355,797,1336.67621,1.4890335625505333
E02000356,337,368.92804,0.9264738059286901
E02000357,871,502.94717,-0.025464462491745967
E02000358,1085,1620.10607,1.3094987136513305
E02000359,650,193.97049,-0.9433665010796528
E02000360,1360,562.77914,-0.5194648910240595
E02000361,4430,3949.84349,0.5099652808440399
E02000362,1308,1000.96981,0.3531938564270718
E02000363,1811,1030.66968,-0.08241330045023768
E02000364,1207,469.71772,-0.6003516494629412
E02000365,3141,5198.68875,1.4037971360565913
E02000366,1069,635.958,0.006515783871203045
E02000367,2155,2618.70466,0.9841102002319146
E02000368,1017,405.13343,-0.5585866427667189
E02000369,1014,1328.41886,1.1273794020435097
E02000370,1076,1635.27596,1.3349158525821314
E02000371,7236,5675.09176,0.304101617277005
E02000372,3119,2660.74944,0.4645062096658349
E02000373,854,91.11882,-2.406534819357141
E02000374,577,237.67504,-0.48206103400204425
E02000375,10833,7359.71589,0.08074257544893565
E02000376,1541,1869.79531,0.9983415600334867
E02000377,907,896.5861,0.7337828066707405
E02000378,924,254.53667,-1.075083293432084
E02000379,411,286.58082,0.2789437182589997
E02000380,354,124.91893,-0.6737890322330117
E02000381,596,412.02215,0.2481885334974758
E02000382,846,438.69886,-0.17619638358610357
E02000383,1246,627.90525,-0.236103475731209
E02000384,7846,6604.05648,0.4003317820045602
E02000385,501,176.71074,-0.6935184431196221
E02000386,497,584.01077,1.007877537127854
E02000387,753,630.54563,0.5079071323384495
E02000388,1053,399.19828,-0.6304468629890615
E02000389,515,1162.4314,1.930748349719382
E02000390,240,328.84882,1.260073639143221
E02000391,1449,1258.18441,0.5271530829233161
E02000392,1189,1197.97303,0.7475671678464667
E02000393,128,47.71178,-0.5355237331792004
E02000394,1257,361.77413,-1.0292412069779229
E02000395,1503,1349.71776,0.5730241766371559
E02000396,755,588.72922,0.4068697600694421
E02000397,412,1030.28282,2.086412679022373
E02000398,615,603.47801,0.7423400901112013
E02000400,1200,747.28268,0.06550728577170266
E02000401,790,236.01244,-0.9522176251807491
E02000402,658,571.7842899999999,0.5669750025016633
E02000403,1266,2979.66083,1.947045320832032
E02000404,523,567.37285,0.8923012221081046
E02000405,825,381.17841,-0.33819013640002743
E02000406,460,445.29875,0.7373312507565032
E02000407,1553,1306.06601,0.4784591690507506
E02000408,1983,2916.45272,1.2587390758195902
E02000409,793,719.29964,0.618554152629001
E02000410,847,232.16768,-1.0774907982461113
E02000411,2554,2380.98136,0.6001067843806556
E02000412,5410,6951.02134,1.0182276521657434
E02000413,581,195.85766,-0.7653409634671807
E02000414,670,250.2037,-0.6283822639788657
E02000415,1704,2580.24236,1.307432178811356
E02000416,677,424.438,0.10353982380861868
E02000417,1214,2698.11194,1.867815784258474
E02000418,402,435.10321,0.9018182105483186
E02000419,972,1595.10797,1.448646673657629
E02000420,2448,1660.97711,0.15184971773961858
E02000421,2850,6763.95745,1.9195678449809057
E02000422,515,449.09252,0.5839877654099571
E02000423,697,1521.22824,1.868734271704854
E02000424,603,653.37247,0.883674312156136
E02000425,434,668.12811,1.396818215716749
E02000426,711,1555.08973,1.8708007924422545
E02000427,840,343.73593,-0.5108135359099417
E02000428,636,491.92784,0.40385984893231164
E02000429,259,285.88535,0.9508462551825816
E02000430,1117,1277.10181,0.9297608638306942
E02000431,242,539.47076,1.9482289074499772
E02000432,312,289.35296,0.6957183812229362
E02000433,1394,1509.1594,0.8416278771243044
E02000434,1056,1434.16031,1.1764328013474448
E02000435,282,198.87107,0.3139675213308459
E02000436,214,70.12232,-0.7481884628548169
E02000437,943,825.81528,0.5602744328393565
E02000438,837,521.67374,0.08462312972776681
E02000439,962,350.91843,-0.6802975334530305
E02000440,1406,339.52949,-1.283193031645544
E02000441,552,200.92311,-0.6543283517105543
E02000442,830,287.09081,-0.7478230132132684
E02000443,798,840.5397,0.8299570154560727
E02000444,1189,560.0273,-0.3294306188191251
E02000445,2248,1614.12563,0.23628064335119134
E02000447,448,150.32981999999998,-0.7577175608561801
E02000448,1115,720.96441,0.1224168709124004
E02000449,968,92.28984,-2.572239513691661
E02000451,827,197.61083,-1.2699589232971322
E02000452,1648,1821.04152,0.8624730376096802
E02000453,807,466.79418,-0.019206085971288284
E02000454,298,99.89503,-0.736134144612098
E02000455,6525,7262.21717,0.8054643972555118
E02000456,292,156.71119,-0.07294042185289806
E02000457,808,692.48322,0.5372938973123239
E02000459,1173,646.28775,-0.10674959744042548
E02000460,805,419.38527,-0.16710680285657786
E02000461,1049,458.8257,-0.42790889980052765
E02000462,1827,2647.86835,1.2419177266675259
E02000463,880,137.22797,-1.8749702314420273
E02000464,479,187.40048,-0.5449381741893242
E02000465,1005,394.99391,-0.5770451769531674
E02000466,350,264.76905,0.40216028597529385
E02000467,1201,616.13862,-0.2089684917832672
E02000468,987,396.10689,-0.5465782222233034
E02000469,736,343.95876,-0.31624338201324476
E02000470,1892,1066.88724,-0.09763857357278433
E02000471,204,131.31718,0.20205741567466626
E02000472,582,204.46674,-0.7071590589231883
E02000473,679,160.80273,-1.2717429444405273
E02000474,595,387.50481,0.16386472400772112
E02000475,1019,475.36148,-0.3352815791240501
E02000476,9769,8812.27598,0.48780139290817415
E02000477,475,155.31453,-0.7974255096912871
E02000478,108,40.46623,-0.5167580961399805
E02000479,839,569.91379,0.20631934070640573
E02000480,2450,1647.44872,0.1390614402162698
E02000481,266,113.44975,-0.3913113179343295
E02000482,724,126.35159,-1.7052853489763886
E02000483,1622,959.17868,-0.022654411704405165
E02000484,701,179.51708,-1.163243703599868
E02000485,779,1014.88301,1.1322693982147176
E02000486,812,491.31648,0.04420055275550604
E02000487,160,41.25771,-1.0621704169974877
E02000488,248,103.58449,-0.41674945657427653
E02000489,1000,819.22473,0.4629151694459738
E02000490,528,267.71084,-0.1840086780932562
E02000491,1321,917.61886,0.21552935353153332
E02000492,433,139.11195,-0.8170942504358705
E02000493,1573,904.54398,-0.06075974779421068
E02000494,396,158.39637,-0.5034989461915776
E02000495,1853,687.10675,-0.6903561085412321
E02000496,620,185.70607,-0.9355768479065895
E02000497,608,153.85622999999998,-1.1721950790708935
E02000498,468,78.83833,-1.728483017151381
E02000499,726,107.89704,-1.9313328322045569
E02000500,1508,778.04061,-0.21227992906413504
E02000501,470,367.24254,0.43321839997656153
E02000502,668,208.06187,-0.8844192134363691
E02000503,437,98.13432,-1.3211770077150617
E02000504,496,85.17025,-1.7053189724512712
E02000506,523,385.1421,0.3440929177812063
E02000507,402,163.22895,-0.48314895218099946
E02000508,3542,3320.1899000000003,0.5918739767608042
E02000509,2233,998.32744,-0.4347240693182959
E02000510,1513,1154.21593,0.3415798007051367
E02000511,1076,422.58905,-0.5815608640027488
E02000512,507,375.22053,0.35267217678734314
E02000513,1075,466.69314,-0.43973458358458384
E02000514,1800,208.51952,-2.334139901395943
E02000515,1893,1667.36883,0.5343040328033278
E02000516,691,192.89065,-1.0408435267205682
E02000517,446,662.47562,1.3448659287966565
E02000518,728,265.89477,-0.6640812790953151
E02000519,2523,4538.89739,1.5326668651779893
E02000520,5127,3953.09086,0.29681103297174444
E02000521,1463,599.36586,-0.5373217940684093
E02000522,1089,725.84942,0.16656258950642455
E02000523,2835,5284.39428,1.577300683569749
E02000524,27128,9834.16699,-0.854883545581124
E02000525,3263,3631.34648,0.8392019059323106
E02000526,1379,1244.96806,0.5847786637836804
E02000528,2384,2403.7151,0.7145869971468838
E02000529,854,330.90031,-0.588843427814259
E02000530,2348,1219.65502,-0.22465225886790538
E02000531,2876,1404.94908,-0.32168868485128427
E02000532,1267,282.6866,-1.3895886623539222
E02000533,414,200.0347,-0.23942661418218134
E02000534,1209,305.30506,-1.2121149652622407
E02000535,1265,956.59977,0.33796290062599077
E02000536,1119,1074.93331,0.6829550986516418
E02000537,1259,226.163,-1.695414585829475
E02000538,2602,1496.02925,-0.08584710739495381
E02000539,2089,1149.10836,-0.1376883965422575
E02000540,3786,4248.21669,0.8436118950781236
E02000541,2543,836.63528,-0.8756549818092118
E02000542,3900,4644.89291,0.9266677771482109
E02000543,6937,5699.4341,0.3720691561980482
E02000544,527,129.92633999999998,-1.2008672437827894
E02000545,1642,448.79918,-1.1160131306472159
E02000546,954,421.71175,-0.408129478473952
E02000547,3192,893.6977599999999,-1.1155398190765928
E02000548,1365,577.9126,-0.4872798876955852
E02000549,3926,3442.56831,0.49222855117281933
E02000550,3110,110.83164,-4.026354575812211
E02000551,1606,863.95442,-0.15623302555627008
E02000552,1103,621.40082,-0.07216117245104703
E02000553,774,346.09048,-0.38126209543098966
E02000554,736,864.32869,0.9879857285184483
E02000555,522,395.45161,0.38426085815286
E02000556,1239,4323.63026,2.5064466094788016
E02000557,2311,4334.6798,1.5961018534133253
E02000558,1286,2989.99546,1.928977082922058
E02000559,697,390.37909,-0.057441634762668864
E02000560,1567,2073.72403,1.1205375981644288
E02000561,173,524.51554,2.3984330073580056
E02000562,562,667.20639,1.0164664665365142
E02000563,527,1656.13339,2.3986353279666757
E02000564,1603,1934.38248,0.9886439034784635
E02000565,337,1102.54425,2.476449044140242
E02000566,1625,1394.15038,0.50450250336659
E02000567,660,835.43643,1.0994907883562879
E02000568,1557,1332.37836,0.50295241967829
E02000569,871,2764.69107,2.3890015256151385
E02000570,394,343.99103,0.5988804967958101
E02000571,252,271.01242,0.9153908401542274
E02000572,581,1011.47586,1.5570866957670724
E02000573,3685,6473.45647,1.4804847937811396
E02000574,1874,1263.78968,0.1563583841897775
E02000575,5112,4239.14432,0.40015988699552274
E02000576,3953,3502.51887,0.5066528481905965
E02000577,1768,1058.72813,-0.009126083708632953
E02000578,430,543.72641,1.1186734678879482
E02000579,878,473.79247,-0.12170540369622843
E02000580,1069,950.46343,0.5756064838088458
E02000581,484,287.33594,0.043352053655037144
E02000582,813,1970.81097,2.010169665809075
E02000583,511,793.14036,1.4006267048044239
E02000584,1429,3361.98943,1.9406483043308664
E02000585,611,672.27079,0.9047463103451887
E02000586,1334,448.88346,-0.8112024467705367
E02000587,515,893.39549,1.5578080571891406
E02000588,2123,1531.50779,0.24571030207915856
E02000589,1109,101.51507,-2.6378095045194123
E02000590,1685,2094.83711,1.0284511454149667
E02000591,761,493.75423,0.1462462471422675
E02000592,977,1172.48501,1.004925451796208
E02000593,514,1105.82101,1.8628555008505558
E02000594,1096,3499.25621,2.386285042302067
E02000595,1122,2117.20288,1.63964075090006
E02000596,708,1110.56484,1.3999270278457436
E02000597,788,960.74218,1.0377723856257917
E02000598,654,291.15837,-0.3787947608275153
E02000599,668,457.89957,0.23051353587644557
E02000600,1177,958.04315,0.44579004994216703
E02000601,1053,169.6555,-1.839134899599537
E02000602,1892,719.89944,-0.6548740844000245
E02000603,1118,339.50351,-0.947315090862743
E02000604,2259,1071.58478,-0.3513750299673075
E02000605,910,142.70179000000002,-1.8690198863794403
E02000606,10447,6702.81059,0.0013966847620362289
E02000607,567,129.01674,-1.3178841836697799
E02000608,2936,1873.4851,0.055914533099538595
E02000609,673,986.13069,1.3058338592165084
E02000610,793,541.02681,0.21530726703436898
E02000611,763,287.54152,-0.62228444240011
E02000612,237,464.55846,1.7671410927663176
E02000613,559,487.68038,0.580589181717799
E02000614,1156,712.6102099999999,0.05298144043478903
E02000615,630,229.94717,-0.6574428985528564
E02000616,199,99.73599,-0.14843911883729602
E02000617,1130,301.34578,-1.1315137503642902
E02000619,867,632.22464,0.30511512008866476
E02000620,1759,905.01097,-0.22388682258403356
E02000621,4215,5311.8346200000005,1.0029772637911707
E02000622,1575,3008.15186,1.640373943813026
E02000623,763,573.08853,0.3533081207497737
E02000624,986,1223.60236,1.0519532932735212
E02000625,1822,1557.01127,0.493304449123118
E02000626,775,58.29733,-2.8890135842178863
E02000627,976,842.41386,0.538053832126976
E02000628,7717,15610.55994,1.644488054058503
E02000629,1231,652.73631,-0.16343496558049014
E02000630,1443,841.53914,-0.03656622490921577
E02000631,2507,2694.36452,0.8026261805218969
E02000632,815,530.93602,0.14856217672007396
E02000633,2921,2664.78216,0.5628386575591326
E02000634,1135,4592.89318,2.7206123534011777
E02000635,2191,1618.65312,0.2779109823281659
E02000636,508,260.56588,-0.16568669002998906
E02000637,645,933.47543,1.2903433365755386
E02000638,728,1322.84599,1.6069661222110683
E02000639,762,2560.00281,2.4758543330723426
E02000640,416,149.59963,-0.6561093209606507
E02000641,727,531.90581,0.31855317311396353
E02000642,1768,1325.5102,0.30929891108167523
E02000643,1025,1198.29383,0.9654862744837561
E02000644,680,157.08158,-1.3068938127338063
E02000645,2405,2111.93559,0.5182870847213988
E02000646,1888,2918.1107500000003,1.3315282834379054
