MSOA11CD,rail_entry_total,rail_exit_total,bus_alighting_total,bus_boarding_total,origin_total,destination_total
E02000726,26425.191462892533,30854.59214677509,8426.60808,11605.33787,38030.52933289253,39281.20022677509
E02000727,0.0,0.0,989.25689,1124.31751,1124.31751,989.25689
E02000729,0.0,0.0,545.91556,294.26084,294.26084,545.91556
E02000730,3339.2723878,7333.714767780001,1577.31321,1578.15279,4917.4251778,8911.02797778
E02000731,3062.2283894,7562.4823890200005,3706.68432,3425.93622,6488.164609400001,11269.16670902
E02000732,0.0,0.0,113.84327,185.97178,185.97178,113.84327
E02000733,477.76078120807455,675.4199347593127,705.03658,560.77239,1038.5331712080745,1380.4565147593125
E02000734,1107.0205407,3241.9677263500002,1858.99354,1576.21628,2683.2368207,5100.96126635
E02000735,0.0,0.0,374.95481,628.4094,628.4094,374.95481
E02000736,0.0,0.0,862.90831,548.37903,548.37903,862.90831
E02000737,0.0,0.0,1426.84477,737.61776,737.61776,1426.84477
E02000738,0.0,0.0,1485.39235,939.62488,939.62488,1485.39235
E02000739,0.0,0.0,969.2599299999999,512.00482,512.00482,969.2599299999999
E02000740,0.0,0.0,434.34183,268.74386,268.74386,434.34183
E02000741,0.0,0.0,3084.81476,2299.52869,2299.52869,3084.81476
E02000742,0.0,0.0,1174.76392,539.48544,539.48544,1174.76392
E02000743,0.0,0.0,2625.05168,2095.79298,2095.79298,2625.05168
E02000744,0.0,0.0,357.37869,190.97732,190.97732,357.37869
E02000745,0.0,0.0,739.56706,389.61786,389.61786,739.56706
E02000746,1914.7644959525494,3136.392216438,2285.64932,2589.10142,4503.86591595255,5422.041536438001
E02000747,5067.582516073915,10600.679851324001,2936.41508,3643.9891199999997,8711.571636073915,13537.094931324002
E02000748,560.5333991445884,1011.6438499720119,435.10211999999996,226.60175,787.1351491445885,1446.7459699720118
E02000749,5652.186065902724,6762.266891343963,994.1806799999999,1353.70176,7005.887825902724,7756.447571343962
E02000750,3211.934472206871,5804.2586019684695,1132.5930700000001,786.35439,3998.288862206871,6936.851671968469
E02000751,854.58534264,3479.325004079104,482.60862000000003,337.85650999999996,1192.44185264,3961.933624079104
E02000752,0.0,0.0,895.68957,482.13511,482.13511,895.68957
E02000753,0.0,0.0,484.13034999999996,587.38812,587.38812,484.13034999999996
E02000754,0.0,0.0,168.43033,265.53931,265.53931,168.43033
E02000755,0.0,0.0,331.62027,206.51914,206.51914,331.62027
E02000756,957.9577854771577,3272.7143983367414,1261.96874,1198.02443,2155.9822154771578,4534.683138336742
E02000757,795.759542331321,3101.6681080134804,538.36416,638.45483,1434.214372331321,3640.0322680134805
E02000758,0.0,0.0,498.89077,267.61716,267.61716,498.89077
E02000759,0.0,0.0,954.92033,827.69773,827.69773,954.92033
E02000760,0.0,0.0,756.5799000000001,429.23765,429.23765,756.5799000000001
E02000762,0.0,0.0,386.31467999999995,212.48485,212.48485,386.31467999999995
E02000763,992.9043839698397,3517.433716385542,764.3916300000001,757.57445,1750.4788339698398,4281.825346385542
E02000764,364.58129018119826,1217.3749517530573,347.62622,406.50535,771.0866401811983,1565.0011717530574
E02000765,1082.8315958642002,3827.8240471004187,836.1396599999999,1276.6196,2359.4511958642,4663.963707100419
E02000767,0.0,0.0,235.23484,143.21582,143.21582,235.23484
E02000768,388.37120471045637,1421.178272338,379.04992,355.39848,743.7696847104564,1800.2281923379999
E02000769,0.0,0.0,947.21315,765.04889,765.04889,947.21315
E02000770,0.0,0.0,324.73868,198.1294,198.1294,324.73868
E02000772,1097.5566325460002,3230.1185435660004,1297.31657,1043.85092,2141.4075525460003,4527.435113566
E02000773,0.0,0.0,705.7482699999999,608.86912,608.86912,705.7482699999999
E02000774,0.0,0.0,461.58639,364.22306000000003,364.22306000000003,461.58639
E02000776,0.0,0.0,398.41325,552.85191,552.85191,398.41325
E02000777,0.0,0.0,542.86325,227.56274999999997,227.56274999999997,542.86325
E02000779,0.0,0.0,1495.9440299999999,2940.27708,2940.27708,1495.9440299999999
E02000780,0.0,0.0,4016.19611,4933.77657,4933.77657,4016.19611
E02000781,0.0,0.0,1860.48557,947.11596,947.11596,1860.48557
E02000782,2988.4905713192225,7583.156837529,5306.84642,3510.08919,6498.579761319223,12890.003257528999
E02000783,0.0,0.0,770.78698,490.50511,490.50511,770.78698
E02000784,0.0,0.0,825.65787,1005.82281,1005.82281,825.65787
E02000785,651.735663774713,1733.476407126868,360.69903999999997,417.15559,1068.891253774713,2094.1754471268678
E02000786,0.0,0.0,1572.87983,1043.65823,1043.65823,1572.87983
E02000787,0.0,0.0,732.72998,401.12651999999997,401.12651999999997,732.72998
E02000788,0.0,0.0,764.82091,600.25715,600.25715,764.82091
E02000789,0.0,0.0,309.27779,288.77666999999997,288.77666999999997,309.27779
E02000790,0.0,0.0,395.55890999999997,269.98561,269.98561,395.55890999999997
E02000791,3406.62579937234,10369.585456886482,3433.48548,5548.32047,8954.94626937234,13803.070936886481
E02000792,0.0,0.0,693.62762,740.34091,740.34091,693.62762
E02000793,0.0,0.0,514.13631,340.34443,340.34443,514.13631
E02000794,0.0,0.0,253.60495,243.32556,243.32556,253.60495
E02000795,0.0,0.0,767.04656,408.77287,408.77287,767.04656
E02000796,0.0,0.0,697.45032,463.51221999999996,463.51221999999996,697.45032
E02000797,0.0,0.0,1664.51373,2564.40239,2564.40239,1664.51373
E02000798,0.0,0.0,763.35707,500.41341,500.41341,763.35707
E02000799,0.0,0.0,969.3450899999999,628.0548699999999,628.0548699999999,969.3450899999999
E02000800,0.0,0.0,147.30872,61.58418,61.58418,147.30872
E02000801,0.0,0.0,719.17854,480.68597,480.68597,719.17854
E02000802,0.0,0.0,550.7368,457.22625,457.22625,550.7368
E02000803,0.0,0.0,655.84141,350.37745,350.37745,655.84141
E02000804,0.0,0.0,1010.9858800000001,1020.03719,1020.03719,1010.9858800000001
E02000805,0.0,0.0,530.28577,492.33571,492.33571,530.28577
E02000806,0.0,0.0,560.22167,509.76291,509.76291,560.22167
E02000807,0.0,0.0,278.77724,154.20811,154.20811,278.77724
E02000808,31483.15510939085,27137.229401161465,2186.53154,3552.76301,35035.91811939085,29323.760941161465
E02000809,0.0,0.0,3902.82889,5464.342900000001,5464.342900000001,3902.82889
E02000810,2664.9534122,4382.187799040001,1695.59302,1255.71698,3920.6703921999997,6077.780819040001
E02000812,0.0,0.0,4439.90819,2180.27444,2180.27444,4439.90819
E02000813,4789.077192389001,10660.910822187881,2654.9175,2442.50947,7231.586662389001,13315.828322187881
E02000814,0.0,0.0,1028.01369,949.64447,949.64447,1028.01369
E02000815,0.0,0.0,3167.93487,2467.18177,2467.18177,3167.93487
E02000816,0.0,0.0,1130.08099,746.91309,746.91309,1130.08099
E02000817,0.0,0.0,345.99205,283.44109,283.44109,345.99205
E02000818,0.0,0.0,3600.91494,3084.50267,3084.50267,3600.91494
E02000819,0.0,0.0,227.79391999999999,162.92545,162.92545,227.79391999999999
E02000820,0.0,0.0,1254.33706,1130.82816,1130.82816,1254.33706
E02000821,0.0,0.0,4633.11409,3518.55096,3518.55096,4633.11409
E02000823,0.0,0.0,1978.9268499999998,1449.82687,1449.82687,1978.9268499999998
E02000824,0.0,0.0,1464.7603000000001,888.83286,888.83286,1464.7603000000001
E02000825,0.0,0.0,1831.39137,975.5244,975.5244,1831.39137
E02000826,0.0,0.0,1562.11518,1163.76735,1163.76735,1562.11518
E02000827,0.0,0.0,8580.0881,7163.59964,7163.59964,8580.0881
E02000828,0.0,0.0,6715.689,6050.4542,6050.4542,6715.689
E02000829,748.9671803654601,3444.791032894,2696.95409,1843.87832,2592.84550036546,6141.745122894001
E02000830,1974.2774247712,3557.6996081946404,266.27963,233.18793,2207.4653547712,3823.9792381946404
E02000831,2303.1437323803,6733.0744716074405,2374.33815,3008.62349,5311.7672223803,9107.41262160744
E02000832,0.0,0.0,1204.74988,758.38377,758.38377,1204.74988
E02000833,0.0,0.0,2005.79844,1569.97066,1569.97066,2005.79844
E02000834,0.0,0.0,2037.5443,1149.01258,1149.01258,2037.5443
E02000835,0.0,0.0,899.9892199999999,436.5806,436.5806,899.9892199999999
E02000836,0.0,0.0,1120.7326699999999,702.45595,702.45595,1120.7326699999999
E02000837,0.0,0.0,933.13553,833.91472,833.91472,933.13553
E02000838,0.0,0.0,1808.35578,1098.79982,1098.79982,1808.35578
E02000839,0.0,0.0,1116.96028,641.8715100000001,641.8715100000001,1116.96028
E02000840,0.0,0.0,360.375,178.25522999999998,178.25522999999998,360.375
E02000841,0.0,0.0,1628.88268,1263.17547,1263.17547,1628.88268
E02000842,0.0,0.0,1277.01317,502.99246,502.99246,1277.01317
E02000843,0.0,0.0,635.72184,349.01643,349.01643,635.72184
E02000844,0.0,0.0,603.25828,315.89663,315.89663,603.25828
E02000845,0.0,0.0,186.7728,188.22906,188.22906,186.7728
E02000846,0.0,0.0,692.79146,445.00407,445.00407,692.79146
E02000847,0.0,0.0,505.73663,287.89912,287.89912,505.73663
E02000848,0.0,0.0,1235.2878,807.05508,807.05508,1235.2878
E02000849,0.0,0.0,455.79317,341.44827,341.44827,455.79317
E02000850,0.0,0.0,500.95686,367.1422,367.1422,500.95686
E02000851,0.0,0.0,2981.23357,3197.27902,3197.27902,2981.23357
E02000852,0.0,0.0,346.07002,199.19394,199.19394,346.07002
E02000853,0.0,0.0,293.98025,142.10193,142.10193,293.98025
E02000854,0.0,0.0,801.15423,731.59032,731.59032,801.15423
E02000855,0.0,0.0,565.16518,523.66442,523.66442,565.16518
E02000856,0.0,0.0,1099.59529,1108.18446,1108.18446,1099.59529
E02000857,0.0,0.0,885.91165,908.20451,908.20451,885.91165
E02000858,0.0,0.0,845.90897,494.22696,494.22696,845.90897
E02000859,0.0,0.0,420.32876,261.16912,261.16912,420.32876
E02000860,0.0,0.0,614.70066,260.20684,260.20684,614.70066
E02000861,0.0,0.0,113.42425999999999,101.05622,101.05622,113.42425999999999
E02000863,0.0,0.0,82.11944,33.407779999999995,33.407779999999995,82.11944
E02000864,0.0,0.0,757.57003,500.56233,500.56233,757.57003
E02000865,746.1325635000001,746.0087755687621,945.22683,771.11611,1517.2486735000002,1691.235605568762
E02000866,0.0,0.0,3160.7633,2479.71501,2479.71501,3160.7633
E02000867,0.0,0.0,1584.33737,1271.67092,1271.67092,1584.33737
E02000868,0.0,0.0,1080.37084,646.82457,646.82457,1080.37084
E02000870,0.0,0.0,848.68376,668.50634,668.50634,848.68376
E02000871,1660.9598346757075,4016.3328277800006,425.93032999999997,281.62224,1942.5820746757074,4442.26315778
E02000872,5476.48431022,1972.6323394503202,485.44295999999997,608.68766,6085.171970220001,2458.07529945032
E02000873,0.0,0.0,601.8479199999999,746.35093,746.35093,601.8479199999999
E02000874,6939.225242580472,9400.047459096308,1206.11174,1220.78649,8160.011732580471,10606.159199096308
E02000875,2623.930377444758,4090.335896564048,634.32256,311.36352,2935.293897444758,4724.658456564048
E02000876,9283.86877626,7662.82232046,1990.6627799999999,2012.1539,11296.02267626,9653.48510046
E02000877,4026.20275875,6572.036390740001,1249.53096,1277.7328499999999,5303.93560875,7821.567350740001
E02000878,0.0,0.0,2437.3727400000002,3215.40841,3215.40841,2437.3727400000002
E02000879,0.0,0.0,624.04382,589.02424,589.02424,624.04382
E02000880,0.0,0.0,702.54031,521.86285,521.86285,702.54031
E02000881,2122.9173511551235,1155.10633198,515.92462,329.13787,2452.0552211551235,1671.03095198
E02000882,0.0,0.0,105.08539999999999,99.34285999999999,99.34285999999999,105.08539999999999
E02000883,0.0,0.0,585.0666,575.96676,575.96676,585.0666
E02000884,6403.95764242,5088.0691170512,1121.88399,898.24103,7302.198672420001,6209.9531070512
E02000885,0.0,0.0,186.55684,138.72794,138.72794,186.55684
E02000886,0.0,0.0,605.67985,447.95685000000003,447.95685000000003,605.67985
E02000887,0.0,0.0,1435.2480799999998,978.46584,978.46584,1435.2480799999998
E02000888,5560.118872776319,8481.430880763659,592.49076,322.99317,5883.112042776319,9073.92164076366
E02000889,0.0,0.0,141.56897,178.41946,178.41946,141.56897
E02000890,6522.083551701652,6929.191106382366,527.88508,638.41232,7160.4958717016525,7457.076186382366
E02000891,3555.295668287168,5479.143699355712,2220.55965,1621.67572,5176.971388287168,7699.703349355712
E02000893,1004.1500297183719,2300.5491570926,545.50529,308.9714,1313.121429718372,2846.0544470926
E02000894,0.0,0.0,1244.17312,433.95736,433.95736,1244.17312
E02000895,0.0,0.0,370.71453,239.32592,239.32592,370.71453
E02000896,392.3037297,2265.1319143,1117.15013,1006.07703,1398.3807597,3382.2820443
E02000897,0.0,0.0,367.63959,218.09927,218.09927,367.63959
E02000898,0.0,0.0,417.93918,242.24705,242.24705,417.93918
E02000899,0.0,0.0,1452.4792499999999,933.40989,933.40989,1452.4792499999999
E02000900,0.0,0.0,949.96572,535.80565,535.80565,949.96572
E02000901,493.16783854892407,2169.8518953148,449.1663,595.17679,1088.344628548924,2619.0181953148
E02000902,0.0,0.0,1612.73643,1156.50207,1156.50207,1612.73643
E02000903,0.0,0.0,1654.6624,714.29507,714.29507,1654.6624
E02000904,0.0,0.0,809.37033,522.35481,522.35481,809.37033
E02000905,0.0,0.0,898.26322,581.98952,581.98952,898.26322
E02000906,0.0,0.0,408.96137,311.22277,311.22277,408.96137
E02000907,438.8021209245965,1641.6038157632333,855.99005,806.5965,1245.3986209245966,2497.593865763233
E02000908,2310.5837557140003,7272.688162994401,1947.20901,2982.80634,5293.390095714,9219.8971729944
E02000909,0.0,0.0,271.70544,232.48561999999998,232.48561999999998,271.70544
E02000910,522.9894317890053,523.088080936079,1850.49967,2519.47593,3042.4653617890053,2373.587750936079
E02000911,3457.40011430698,10713.285104184117,5450.32426,5513.00737,8970.40748430698,16163.609364184118
E02000912,0.0,0.0,461.28243,306.68866,306.68866,461.28243
E02000913,0.0,0.0,1541.09982,1663.8789,1663.8789,1541.09982
E02000914,0.0,0.0,2739.75126,1910.18216,1910.18216,2739.75126
E02000915,0.0,0.0,419.13021,227.50605999999996,227.50605999999996,419.13021
E02000916,0.0,0.0,2529.23019,1596.00944,1596.00944,2529.23019
E02000917,594.75960003,1097.4106944012,1188.27575,726.60262,1321.3622200300001,2285.6864444012
E02000918,2264.018955225914,5790.323539980914,1919.0066,2139.64282,4403.6617752259135,7709.330139980913
E02000919,0.0,0.0,416.37578,314.68725,314.68725,416.37578
E02000920,2348.6564785,6580.8598782300005,3908.5358,4112.00853,6460.6650085,10489.395678230001
E02000921,0.0,0.0,1305.1797,851.54682,851.54682,1305.1797
E02000922,0.0,0.0,499.05503,392.91805999999997,392.91805999999997,499.05503
E02000923,0.0,0.0,1045.18704,927.2349,927.2349,1045.18704
E02000924,4331.713925512992,4795.346457736954,2991.94913,2663.2378,6994.951725512992,7787.295587736954
E02000925,0.0,0.0,629.3860000000001,479.1117,479.1117,629.3860000000001
E02000926,0.0,0.0,1328.48187,692.06505,692.06505,1328.48187
E02000927,0.0,0.0,1118.79284,683.73818,683.73818,1118.79284
E02000928,0.0,0.0,584.8507099999999,471.59892,471.59892,584.8507099999999
E02000929,0.0,0.0,1035.20494,888.02877,888.02877,1035.20494
E02000930,0.0,0.0,1975.28794,2436.91592,2436.91592,1975.28794
E02000931,0.0,0.0,226.41219999999998,127.98877,127.98877,226.41219999999998
E02000932,0.0,0.0,4439.10561,5028.37413,5028.37413,4439.10561
E02000933,0.0,0.0,1075.192,919.84783,919.84783,1075.192
E02000934,8334.559548707997,16189.700307136745,8667.5932,7535.42823,15869.987778707997,24857.293507136746
E02000935,0.0,0.0,988.47853,551.3310299999999,551.3310299999999,988.47853
E02000936,1444.0401325728117,4694.004866853367,1104.03311,737.9811100000001,2182.021242572812,5798.037976853368
E02000937,0.0,0.0,440.11415,444.96711,444.96711,440.11415
E02000938,0.0,0.0,1841.96903,1423.67667,1423.67667,1841.96903
E02000939,0.0,0.0,100.16526,66.80934,66.80934,100.16526
E02000940,0.0,0.0,1171.21402,1278.31991,1278.31991,1171.21402
E02000941,0.0,0.0,544.50244,348.74658,348.74658,544.50244
E02000942,1030.5738565105205,4087.68808496,721.51436,741.03212,1771.6059765105206,4809.20244496
E02000943,0.0,0.0,607.3288200000001,809.93388,809.93388,607.3288200000001
E02000944,0.0,0.0,703.23595,232.26049,232.26049,703.23595
E02000945,0.0,0.0,3023.17563,1658.93954,1658.93954,3023.17563
E02000946,0.0,0.0,829.83559,905.77149,905.77149,829.83559
E02000947,0.0,0.0,229.98572,159.19162,159.19162,229.98572
E02000948,0.0,0.0,394.68791,195.5489,195.5489,394.68791
E02000949,3104.395096992715,7239.774992461984,824.26584,1086.86677,4191.261866992715,8064.040832461984
E02000950,0.0,0.0,435.96048,203.79989,203.79989,435.96048
E02000951,1557.787028384,5582.36068166,1453.51883,1732.36663,3290.1536583839998,7035.87951166
E02000952,0.0,0.0,54.23363,79.13768999999999,79.13768999999999,54.23363
E02000953,0.0,0.0,663.46664,489.71874,489.71874,663.46664
E02000954,0.0,0.0,76.44921,118.6186,118.6186,76.44921
E02000955,0.0,0.0,157.85442,415.12128,415.12128,157.85442
E02000956,0.0,0.0,2843.70223,2903.0069,2903.0069,2843.70223
E02000957,3732.5333272000003,8586.25874744,4499.73947,5818.86645,9551.3997772,13085.998217440001
E02000958,0.0,0.0,818.51112,380.60238999999996,380.60238999999996,818.51112
E02000959,0.0,0.0,1502.18353,739.45895,739.45895,1502.18353
E02000960,2152.501371292,2746.6226691340003,517.95704,459.61458999999996,2612.115961292,3264.579709134
E02000961,0.0,0.0,500.56584,386.16779,386.16779,500.56584
E02000962,0.0,0.0,1339.60579,1354.09927,1354.09927,1339.60579
E02000963,0.0,0.0,428.53735,272.38236,272.38236,428.53735
E02000964,0.0,0.0,1676.1656600000001,1380.70473,1380.70473,1676.1656600000001
E02000965,0.0,0.0,197.33594,125.04688,125.04688,197.33594
E02000966,1905.289301342,4016.761836416766,477.46622,479.40953,2384.698831342,4494.228056416766
E02000967,12935.424883629972,5930.532385787141,2880.39761,3266.86359,16202.288473629971,8810.92999578714
E02000968,776.307163357,2227.111918494441,1907.98695,1896.31922,2672.626383357,4135.0988684944405
E02000969,1252.46425662,2110.5868679200003,2057.48919,1517.0585,2769.52275662,4168.07605792
E02000970,31730.27517738882,10458.230815165472,1416.57915,3154.8635,34885.13867738882,11874.809965165472
E02000971,11151.36312708501,10211.594386538203,4304.5574400000005,4988.34219,16139.705317085009,14516.151826538204
E02000972,92813.11776137048,33000.43033603282,7379.73402,13243.8129,106056.93066137048,40380.16435603282
E02000973,854.186559534,1230.14893092,999.65503,932.58491,1786.771469534,2229.80396092
E02000974,25744.305974181163,28691.309821090646,3540.9885600000002,3103.91625,28848.22222418116,32232.298381090648
E02000975,931.3181555427681,1598.6157431424867,1359.85554,1343.20021,2274.518365542768,2958.4712831424868
E02000976,3279.812817798,5577.483842926001,1387.23123,1105.49153,4385.304347798,6964.715072926001
E02000977,101946.17177037445,36721.1336914005,15467.34345,26054.39182,128000.56359037446,52188.4771414005
E02000978,10162.92215314,3337.47894154,5095.33819,7767.60318,17930.52533314,8432.81713154
E02000979,28462.015366970973,10931.900182853311,3232.36789,4511.57175,32973.58711697097,14164.26807285331
E02000980,0.0,0.0,449.9273,433.78784,433.78784,449.9273
E02000981,0.0,0.0,573.91505,374.5396,374.5396,573.91505
E02000982,26006.84080496639,31074.14152380176,8341.75884,6480.84921,32487.69001496639,39415.90036380176
E02000983,3046.397281776301,3312.1091447,674.44732,467.90767999999997,3514.304961776301,3986.5564647
E02006782,0.0,0.0,546.79687,243.71929,243.71929,546.79687
E02006783,0.0,0.0,688.47064,372.20553,372.20553,688.47064
E02006784,0.0,0.0,1802.82815,1109.67834,1109.67834,1802.82815
E02006785,0.0,0.0,581.5888,419.94047,419.94047,581.5888
E02006786,0.0,0.0,1874.18281,880.5064199999999,880.5064199999999,1874.18281
E02006787,0.0,0.0,376.50106999999997,367.05255,367.05255,376.50106999999997
E02006788,0.0,0.0,75.42974,42.93199,42.93199,75.42974
E02006789,0.0,0.0,158.83545,74.72319,74.72319,158.83545
E02006791,1003.9662449441118,1792.233098766512,409.34519,164.36627,1168.3325149441118,2201.578288766512
E02006792,1667.945939260177,1831.4017808348322,1829.47129,2471.01944,4138.965379260177,3660.873070834832
E02006793,0.0,0.0,1649.43415,1233.20928,1233.20928,1649.43415
E02006794,459.600269889,1006.6921361748001,1762.63715,1517.81116,1977.411429889,2769.3292861748
E02006795,0.0,0.0,290.96515999999997,229.08438999999998,229.08438999999998,290.96515999999997
E02006796,369.984625609,1242.48398199,660.10566,688.38579,1058.370415609,1902.58964199
E02006798,2869.9630474297214,6729.6184834411215,4333.56382,4095.21337,6965.176417429721,11063.18230344112
E02006799,0.0,0.0,1013.62456,645.3208099999999,645.3208099999999,1013.62456
E02006800,2101.3832503395497,6524.500123303937,1161.07172,1283.59664,3384.9798903395495,7685.5718433039365
E02006801,34193.54619958992,51386.23412136817,8803.70953,9431.00434,43624.550539589916,60189.94365136817
E02006802,10843.384083502531,11436.573372204155,12477.108619999999,13360.00142,24203.385503502534,23913.681992204154
E02006836,0.0,0.0,226.70918,114.226,114.226,226.70918
E02006853,0.0,0.0,251.75971,136.00651,136.00651,251.75971
E02006854,48263.06903747535,30201.329127100522,1585.25487,2877.45859,51140.52762747535,31786.583997100523
E02006882,0.0,0.0,1178.38407,1054.43063,1054.43063,1178.38407
E02006918,535.6773873636974,1582.4814471500001,993.68698,641.0488,1176.7261873636976,2576.16842715
E02006921,0.0,0.0,928.20357,630.95092,630.95092,928.20357
E02006924,0.0,0.0,2441.91234,1892.20603,1892.20603,2441.91234
E02006925,448.6952089484087,1630.5254572952097,940.7551,560.4903,1009.1855089484088,2571.2805572952097
E02006927,0.0,0.0,1154.05534,846.32831,846.32831,1154.05534
E02006928,3545.072622066313,5086.340969760099,644.93012,570.36968,4115.4423020663135,5731.271089760099
E02006929,14084.187479600001,14347.323492200001,6985.97898,9692.51915,23776.7066296,21333.3024722
E02006930,0.0,0.0,2024.9566,1551.92192,1551.92192,2024.9566
E02006931,929.8412307766137,1706.0463521417125,1613.73488,2107.31216,3037.1533907766134,3319.7812321417123
