stoparea_unit_code,lsoa,unit_easting,unit_northing,activity,dist_m,nearest_rail_nlc,nearest_rail_cluster,dist_centre_m
AREA::490G000154,E01004099,527670.0,164630.0,0.85511,4447.5369577278725,647,4,15927.413380709373
AREA::490G00015402,E01000290,523063.0,195699.0,55.366389999999996,2025.1733847444864,602,4,16829.61571159603
AREA::490G00015403,E01000781,542587.0,171972.0,331.34369,5962.886558631713,940,3,15109.238564533953
AREA::490G00015405,E01004129,526148.0,166686.0,368.68247,1975.1370690540186,647,4,14235.660188414164
AREA::490G00015406,E01004123,526125.0,166506.0,1152.5391,2145.2252377668074,647,4,14415.12767893507
AREA::490G00015407,E01004123,526016.0,166456.0,2068.90982,2174.114316302562,647,4,14493.100047953854
AREA::490G00015408,E01033786,551031.0,187989.0,421.77346,599.6784555076161,6886,4,22332.83844476559
AREA::490G00015409,E01001327,511425.0,183388.0,111.81625,2072.1672422740376,710,0,18850.382754734717
AREA::490G00015411,E01000790,546161.0,165880.0,56.39263,12161.75336865536,5378,0,21687.76452288248
AREA::490G00015414,E01001247,520116.0,182456.0,41.857169999999996,869.8148281723338,653,4,10132.73650106426
AREA::490G00015416,E01001544,532902.0,197139.0,75.80058,536.1960928615575,6959,0,17001.646626135953
AREA::490G00015417,E01001536,532612.0,197249.0,21.241909999999997,714.16822247983,6959,0,17063.86556440246
AREA::490G00015419,E01000799,535549.0,170069.0,3249.89899,775.1451476981586,5378,0,11694.12540551879
AREA::490G00015421,E01035713,526876.0,178426.0,875.20964,396.443848706212,708,2,3714.1606050358137
AREA::490G00015424,E01000998,531818.0,168699.0,242.76946,2313.360710692909,5376,0,11817.43542398265
AREA::490G00015427,E01001652,540837.0,177057.0,57.239819999999995,2679.100781978909,879,2,11302.821992759153
AREA::490G00015428,E01003958,533915.0,173996.0,427.4476,1807.87530681737,5362,0,7471.973367190223
AREA::490G00015429,E01003295,539103.0,174194.0,292.14335,1976.5573044507714,940,3,10978.421106880534
AREA::490G00015431,E01001244,521062.0,180122.0,192.08119,459.5097931491776,1404,2,8975.737574149547
AREA::490G00015433,E01001615,542583.0,174457.0,421.55529,4538.400134163767,573,3,13877.001729480327
AREA::490G00015434,E01001745,534002.0,185667.0,218.0181,510.16565936958165,6967,4,6609.6005930767105
AREA::490G00015435,E01003470,522423.0,168216.0,117.00192,3269.695689746743,647,4,14349.722854466563
AREA::490G00015436,E01001133,536120.0,165788.0,15.439659999999998,3203.690805583138,5376,0,15811.231609207425
AREA::490G00015437,E01001652,540989.0,177102.0,50.180859999999996,2816.3185189179153,879,2,11435.2029278015
AREA::490G00015438,E01001074,530455.0,160350.0,507.43874,6002.180942165939,5411,0,20035.42367907402
AREA::490G00015440,E01002444,506526.0,174438.0,697.25761,1555.9661386134928,781,1,24247.583652809615
AREA::490G00015442,E01001507,535251.0,196132.0,2991.89531,440.5462518283409,6947,2,16592.501017025734
AREA::490G00015443,E01000323,526344.0,191998.0,8279.06387,859.9810983432362,771,0,12188.961768747984
AREA::490G00015448,E01000742,534525.0,170388.0,31.74008,417.11029716371183,5378,0,10955.78066593157
AREA::490G00015450,E01004572,523593.0,173811.0,352.86899999999997,1238.0523278731944,705,0,9200.618511817562
AREA::490G00015451,E01001110,532484.0,166551.0,171.85076,548.2714314096622,5411,0,14045.333744699696
AREA::490G00015453,E01004105,527105.0,163269.0,14.0895,5523.104670831254,647,4,17360.863601791243
AREA::490G00015455,E01001930,522233.0,179305.0,1101.24965,637.2058861301123,713,4,7874.857268547793
AREA::490G00015456,E01002906,523690.0,181732.0,16.07058,671.7807093332217,627,4,6486.2575496198115
AREA::490G00015457,E01003320,538425.0,173668.0,216.78804,2251.122115252247,940,3,10745.848035404186
AREA::490G00015459,E01000196,524950.0,190503.0,75.38596,367.3412982597332,578,4,11327.044627792371
AREA::490G00015462,E01002587,511362.0,176294.0,1297.35285,851.2868053615412,613,3,19114.056424526952
AREA::490G00015466,E01000770,537350.0,168296.0,15.06318,3177.9880821047773,5397,0,14126.96290785815
AREA::490G00015467,E01001079,539005.0,162317.0,256.14829,7717.0701766351385,5376,0,20168.95974015517
AREA::490G00015472,E01002029,530943.0,190381.0,974.69636,86.13487493895433,770,4,10041.229058237841
AREA::490G00015473,E01004757,525934.0,181652.0,112.80382,128.99902023384217,690,4,4292.486575401255
AREA::490G00015477,E01001661,541692.0,174630.0,133.6833,3811.698280002957,940,3,12999.344791180823
AREA::490G00015478,E01001328,511602.0,183109.0,710.6242,2144.370477237325,657,4,18632.78315228297
AREA::490G00015479,E01001330,511824.0,183014.0,664.87167,2051.836508410753,657,4,18399.369255493515
AREA::490G00015480,E01003919,531971.0,177074.0,498.43321,939.2054627320629,668,4,3832.5211023554716
AREA::490G00015483,E01001315,514001.0,185188.0,252.15184,1030.2686572166738,657,4,16738.110347348054
AREA::490G00015484,E01002527,505606.0,179086.0,51.44338,1132.8027189232907,3174,4,24462.301792758586
AREA::490G00015485,E01004621,526785.0,174219.0,129.41839,1380.0190014794794,5595,2,6966.078164936136
AREA::490G00015491,E01001164,533453.0,170500.0,514.97487,636.258595226815,5356,0,10455.798486964064
AREA::490G000155,E01000616,518816.0,185666.0,141.78828,859.5500199549878,751,2,12400.594703480958
AREA::490G00015508,E01004290,535328.0,182021.0,1143.31279,314.8888707839152,715,4,5542.204976360943
AREA::490G00015514,E01001094,529616.0,161941.0,43.971669999999996,4881.988382052952,5411,0,18444.73702713053
AREA::490G00015515,E01000676,540185.0,169828.0,250.35646,5139.883613035996,5437,0,14642.698180321822
AREA::490G00015516,E01001744,533941.0,184584.0,52.57987,411.58383107211586,1443,3,5738.454321505052
AREA::490G00015519,E01000237,522708.0,189007.0,190.35798,463.47160772090814,601,4,11317.16183501853
AREA::490G00015521,E01003830,513483.0,170898.0,3.37473,5074.071622032017,611,4,19075.19043155271
AREA::490G00015523,E01003755,544505.0,188135.0,493.09993000000003,484.58942158062115,650,4,16417.50154560675
AREA::490G00015524,E01002306,550555.0,192051.0,265.8099,3621.0041770205125,6877,0,23607.209513197446
AREA::490G00015538,E01003042,528582.0,175705.0,312.1893,980.4335775563789,5372,2,4896.251627520792
AREA::490G00015539,E01000975,533355.0,166297.0,154.22422,1201.8833398046584,5411,0,14470.248684801516
AREA::490G00015544,E01002738,531965.0,184952.0,79.15601,389.6315333900798,603,3,4962.136838097072
AREA::490G00015549,E01002386,555990.0,186407.0,46.99071,487.1009696937459,736,0,26646.324549550918
AREA::490G00015551,E01001328,511622.0,183233.0,93.22228,2049.085863219692,657,4,18631.576637525875
AREA::490G00015552,E01000643,522423.0,184188.0,144.70571999999999,984.0391630024003,558,4,8510.027614526289
AREA::490G00015575,E01001925,525175.0,176408.0,553.82233,305.4053539175047,672,4,6276.512566704539
AREA::490G00015577,E01001700,543933.0,177994.0,1345.41908,882.7495555239669,573,3,14102.480987400762
AREA::490G00015579,E01001358,519932.0,179102.0,82.06602,257.85364065686565,1452,0,10182.644302930354
AREA::490G00015582,E01000786,547351.0,165570.0,6.59489,13381.033779196583,5378,0,22786.930684056595
AREA::490G00015584,E01002412,506420.0,182050.0,46.419779999999996,1976.3648448603815,3174,4,23672.90765833382
AREA::490G00015585,E01002514,505576.0,184296.0,4404.28755,159.38397277240827,740,4,24769.355845479713
AREA::490G00015588,E01001899,522789.0,178759.0,207.84292,220.85697918971758,682,4,7424.345695076436
AREA::490G00015589,E01001388,516732.0,180120.0,45.644549999999995,626.2467564786264,3188,4,13304.560308405535
AREA::490G00015590,E01001358,519829.0,179161.0,4.228829999999999,330.2128101694421,1452,0,10277.666320716975
AREA::490G00015591,E01001358,519727.0,179392.0,117.60969,319.7749667490811,500,4,10354.34063569477
AREA::490G000156,E01032780,538500.0,180600.0,175.89974,108.2450922675019,882,3,8468.832091853044
AREA::490G00015607,E01000443,547333.0,173281.0,33.98544,5778.695748657775,5131,4,18699.342261159883
AREA::490G00015608,E01000349,548008.0,174166.0,35.110009999999996,4937.528182760622,5131,4,19018.17291434695
AREA::490G00015616,E01004000,535351.0,176161.0,15.95365,698.650842696121,5424,4,6788.143266019067
AREA::490G00015617,E01001458,533008.0,192610.0,547.72396,929.3960404477738,6972,0,12585.432729946158
AREA::490G00015670,E01004430,538040.0,185934.0,85.18149,356.8440762454589,632,4,9743.297439778795
AREA::490G00015681,E01000807,544641.0,167410.0,2.75329,10183.48242116728,5437,0,19534.873687843494
AREA::490G00015683,E01004226,537021.0,183303.0,159.48458,571.218930111594,528,4,7573.391116270174
AREA::490G00015684,E01004226,536811.0,183126.0,41.81031,479.50150397904923,528,4,7311.822891728163
AREA::490G00015685,E01004228,536710.0,183088.0,23.1105,517.9384574621168,528,4,7203.945099735283
AREA::490G00015686,E01000666,541504.0,164177.0,8.23303,8466.73556402417,5376,0,19852.720619602744
AREA::490G00015698,E01033926,536296.0,195930.0,9.11239,1504.0026595721165,6947,2,16762.578709733178
AREA::490G00015699,E01002752,531945.0,185887.0,327.35,678.4071277848352,510,4,5828.203582580142
AREA::490G000157,E01035702,538940.0,180900.0,73.94968,210.44107119202383,883,4,8921.109628291762
AREA::490G00015701,E01000502,522310.0,186064.0,79.12667,927.7924847325505,558,4,9589.403787514633
AREA::490G00015704,E01000226,520204.0,191729.0,28.25631,686.8653923266587,568,4,15013.527367011391
AREA::490G00015707,E01002770,528956.0,187258.0,101.74744,673.9283513987623,508,4,6960.977876706692
AREA::490G00015708,E01001984,529442.0,187667.0,125.91575,949.0084900668818,508,4,7310.010943904256
AREA::490G00015709,E01002754,529270.0,187504.0,65.34757,788.3242723771951,508,4,7163.8554563865955
AREA::490G00015711,E01004017,535201.0,174166.0,64.10643,684.5728595262889,5418,0,8082.333450186276
AREA::490G00015712,E01004016,535847.0,174763.0,19.333139999999997,626.1541343790681,5418,0,8084.113618696858
AREA::490G00015713,E01004018,534600.0,174231.0,76.97431999999999,1288.360974261484,5418,0,7659.690333166218
AREA::490G00015714,E01003949,534525.0,173597.0,37.730689999999996,1079.4306948572473,5362,0,8135.830443169278
AREA::490G00015718,E01002370,551693.0,182620.0,78.80882,2786.875510962951,555,0,21774.420818933395
AREA::490G00015719,E01003677,541657.0,189360.0,229.48932,1017.597341384449,684,4,14687.292807049229
AREA::490G00015728,E01002594,511035.0,174054.0,4.07034,1935.9089672372236,779,3,20024.807864246788
AREA::490G00015730,E01002593,510827.0,173651.0,3108.20332,2101.0995634259434,779,3,20351.947056731453
AREA::490G00015753,E01000479,519849.0,186864.0,19.72409,714.3755722731066,752,3,12073.25614736969
AREA::490G00015769,E01033463,518926.0,188451.0,21.69646,505.66943898115164,624,0,13729.98776401494
AREA::490G00015783,E01004448,536100.0,188047.0,1.5171899999999994,748.7269195107118,6973,0,9775.679618318105
AREA::490G00015787,E01002339,551302.0,190227.0,33.51528,1754.3708986414474,6886,4,23436.542833788433
AREA::490G00015788,E01002309,553135.0,191190.0,15.480469999999999,1743.8613046914024,6879,0,25504.718818289293
AREA::490G00015789,E01002253,556525.0,188513.0,7.783559999999999,1687.6738544732125,736,0,27711.053841382505
AREA::490G000158,E01000650,543190.0,168700.0,3.35789,8349.593636153173,5437,0,17593.353773513452
AREA::490G00015800,E01001195,519861.0,181398.0,27.39878,498.69623119604205,753,4,10223.70862260853
AREA::490G00015829,E01004050,533032.0,176067.0,245.97877,256.7041098229633,5421,0,5253.436970212929
AREA::490G00015830,E01004045,533465.0,175651.0,67.3006,814.8288163780169,5421,0,5843.343306703791
AREA::490G00015831,E01000913,528086.0,186926.0,9.90533,1293.8226053130695,508,4,6828.742856485372
AREA::490G00015833,E01004137,526145.0,164022.0,119.87536,4604.95694346392,647,4,16814.910109780547
AREA::490G00015834,E01001560,532618.0,192201.0,106.63803,1320.312841715932,6972,0,12099.15104459813
AREA::490G00015835,E01001560,532799.0,192199.0,171.5857,1142.7725057945697,6972,0,12137.147482007458
AREA::490G00015836,E01032574,533197.0,192110.0,107.97032,788.1243556698397,6972,0,12148.0043628573
AREA::490G00015837,E01032574,533396.0,192103.0,473.35339,614.7015536014204,6972,0,12194.602412543018
AREA::490G00015838,E01032574,533706.0,192114.0,197.98782,377.7737418085063,6972,0,12294.18045255559
AREA::490G00015839,E01032574,533702.0,192347.0,62.83607,230.9328906847182,6972,0,12515.565508597683
AREA::490G00015847,E01004052,533372.0,175505.0,462.8321,832.3322653844436,5421,0,5909.113300656876
AREA::490G00015851,E01001747,533553.0,185225.0,2877.50888,213.84106247397855,1429,2,5987.294631133497
AREA::490G00015852,E01002051,533619.0,188375.0,874.6864,227.71253808255707,7404,2,8761.065060824512
AREA::490G00015854,E01000572,517244.0,187591.0,33.71586,538.7284791640778,709,0,14682.24097336643
AREA::490G00015884,E01001322,513381.0,184333.0,155.74649,254.0759454271588,657,4,17115.51088924897
AREA::490G00015886,E01001285,515300.0,181651.0,160.50426,1140.1619402523486,3191,4,14788.632661608714
AREA::490G00015887,E01001206,515910.0,181568.0,54.03362,1127.0922766127005,3188,4,14173.790777346758
AREA::490G00015888,E01001206,515939.0,181321.0,55.90162,938.3650675510038,3188,4,14126.30967379662
AREA::490G00015889,E01001206,515901.0,181258.0,75.18647,894.0415258812087,3191,4,14160.184250213695
AREA::490G00015890,E01001206,515915.0,181536.0,169.95413,1100.4362771192161,3188,4,14166.163418512439
AREA::490G00015891,E01001348,515698.0,183071.0,124.4466,722.7772405719467,673,4,14586.191963634648
AREA::490G00015894,E01000729,546454.0,169501.0,33.23146,9600.693493469907,5131,4,19697.482072589886
AREA::490G00015896,E01000685,546960.0,164211.0,40.40695,13493.364163337676,5376,0,23408.510759977875
AREA::490G00015897,E01000687,545916.0,163776.0,3.08572,12649.410636248844,5376,0,22977.466113564395
AREA::490G00015899,E01000686,545581.0,163940.0,62.45847,12278.057220550489,5376,0,22627.763698607072
AREA::490G00015900,E01000813,544506.0,167018.0,0.8036999999999997,10206.341754027248,5378,0,19697.932708789518
AREA::490G00015902,E01000664,543297.0,167232.0,35.18898,8999.901610573306,5378,0,18676.278269505412
AREA::490G00015961,E01000721,547857.0,168056.0,11.121699999999999,11015.279337760283,5131,4,21669.447477958453
AREA::490G00015962,E01000730,546858.0,168572.0,3.9093499999999994,10499.263302198337,5131,4,20554.79158249969
AREA::490G00015965,E01004477,528315.0,174670.0,117.80632,624.5060610836898,549,4,5964.099429083992
AREA::490G00015G,E01000009,544446.0,184347.0,29254.88652,94.02390753446687,514,4,14947.738959454704
AREA::490G000160,E01000973,525506.0,184545.0,1188.04601,138.10294386089961,758,4,6151.5591519548925
AREA::490G00016015,E01000020,547424.0,186702.0,58.21901,954.0953830723635,6874,0,18503.16570211703
AREA::490G00016059,E01004131,524059.0,165865.0,62.641799999999996,3176.1355509097857,647,4,15697.607492863362
AREA::490G00016060,E01004131,524042.0,165879.0,70.33296,3172.7657345213784,647,4,15691.146165911527
AREA::490G00016065,E01000774,536443.0,168473.0,20.93439,2325.7388610933945,5397,0,13523.155881671999
AREA::490G00016069,E01003440,526437.0,168356.0,10.143389999999998,805.8004082575196,647,4,12551.4554534524
AREA::490G00016072,E01002317,553155.0,188068.0,82.92589,796.0408280986597,7473,0,24365.356759136524
AREA::490G00016077,E01002321,553180.0,187346.0,29.0644,941.8035888655342,7473,0,24171.233750059182
AREA::490G00016091,E01000612,517278.0,184779.0,10.10717,418.1608877405732,721,4,13492.884791622584
AREA::490G00016092,E01000633,518026.0,184890.0,161.36228,250.0033951830625,751,2,12826.657592685633
AREA::490G00016093,E01000633,517957.0,184861.0,34.03013,317.8628908869356,751,2,12881.161787664962
AREA::490G00016094,E01000612,517219.0,184793.0,7.07475,357.5691427346436,721,4,13553.227254052814
AREA::490G000161,E01000973,525500.0,184486.0,98.99583,190.67228771650468,758,4,6116.2227722672105
AREA::490G00016100,E01000751,543745.0,164861.0,11.19063,10237.52841808568,5376,0,20708.981650481997
AREA::490G00016116,E01002011,527989.0,188500.0,10.143259999999998,632.2879344830103,604,4,8372.585383261254
AREA::490G00016149,E01003411,529064.0,169615.0,16.98781,2397.4544245791694,552,4,10809.609428651898
AREA::490G00016153,E01001031,529839.0,160146.0,28.04218,6395.765322656859,5411,0,20235.939563064523
AREA::490G00016161,E01004734,530009.0,180643.0,1061.00536,183.71713061259126,631,1,263.1900454044567
AREA::490G00016162,E01003412,528606.0,169438.0,129.45562,2042.2229647455765,552,4,11035.779673407766
AREA::490G00016169,E01000985,535190.0,166119.0,1.3262399999999996,2412.9728091667057,5376,0,15165.38756511023
AREA::490G00016170,E01033327,538128.0,175390.0,3919.06009,505.99187520925204,940,3,9509.096539629829
AREA::490G00016174,E01000652,543087.0,168203.0,4.8204199999999995,8441.148296029174,5437,0,17851.736414141902
AREA::490G00016194,E01000396,544854.0,175685.0,20.455979999999997,3362.6479810477313,573,3,15546.215488021515
AREA::490G00016199,E01000462,546217.0,172781.0,386.33703,6380.31090325716,5131,4,17878.744055441926
AREA::490G000162,E01002506,509823.0,179834.0,14122.45668,407.72079907701544,3186,4,20218.40077750958
AREA::490G00016207,E01000396,545174.0,175785.0,17.895809999999997,3392.9969217656317,573,3,15822.225380773718
AREA::490G00016220,E01002077,534016.0,190204.0,16.92636,238.92519749913362,6958,4,10599.417578338915
AREA::490G00016225,E01002075,534664.0,190483.0,72.18443,943.6123409536355,6958,4,11112.484150719856
AREA::490G00016230,E01003412,528916.0,169563.0,65.88897,2275.307567502519,552,4,10875.61713191486
AREA::490G00016231,E01003386,528397.0,169299.0,122.76076,1931.927662500385,552,4,11202.25392499206
AREA::490G00016233,E01000207,525733.0,188459.0,14.48321,1089.1653129164895,584,4,9151.64930490674
AREA::490G00016252,E01003464,524289.0,172181.0,97.17789,996.6967273222193,768,0,10012.243754523759
AREA::490G00016253,E01002079,534275.0,190226.0,17.39135,495.68866236782134,6958,4,10719.613146004851
AREA::490G00016256,E01003464,524364.0,171696.0,52.83656,1003.2106415179394,768,0,10371.987514454499
AREA::490G00016257,E01003461,524204.0,171332.0,27.69793,880.9126379656149,767,0,10764.446153890129
AREA::490G00016263,E01035718,526510.0,179442.0,50.94173,679.4994430760287,583,4,3646.9572248656823
AREA::490G00016264,E01003605,541189.0,183073.0,531.9029,723.4298576211139,739,4,11475.229365899402
AREA::490G00016265,E01003499,540321.0,182242.0,699.37,1101.9509590235073,676,4,10453.979625004058
AREA::490G00016269,E01003106,531173.0,178426.0,117.6129,444.1814278498244,616,4,2262.5971802333706
AREA::490G00016270,E01003105,530991.0,178475.0,108.8952,632.6186180051833,616,4,2132.764637741352
AREA::490G00016271,E01003112,530781.0,178600.0,219.2477,768.4014551823668,777,4,1931.3130248615837
AREA::490G00016272,E01002433,510680.0,188588.0,56.255379999999995,1075.907216282436,564,0,21022.1826887695
AREA::490G00016275,E01004588,527532.0,175529.0,76.04712,309.00287664968073,5595,2,5459.112382063589
AREA::490G00016288,E01033702,535103.0,186830.0,121.89072999999999,457.78706840626245,6926,0,8202.704553987056
AREA::490G00016289,E01033702,535190.0,187089.0,182.09542,710.0176054155277,6926,0,8460.590995905664
AREA::490G00016290,E01001828,534893.0,187042.0,222.40164,538.7030722021177,6926,0,8244.925833505114
AREA::490G00016291,E01001822,534635.0,187008.0,138.12962,507.72925856208053,6926,0,8067.609931076242
AREA::490G00016292,E01001728,534545.0,187010.0,117.88243,540.178674144028,6926,0,8018.27674753123
AREA::490G00016293,E01001727,534265.0,186989.0,106.53061,614.9967479588815,6934,2,7846.4657649160745
AREA::490G00016295,E01001806,532773.0,186330.0,206.74568,1059.7556322096145,6934,2,6549.253545252313
AREA::490G00016296,E01001737,532574.0,186108.0,151.2385,1083.5543364317268,1441,4,6264.992338383185
AREA::490G00016297,E01002743,532350.0,186062.0,97.6425,1024.0790985075323,1441,4,6134.950448047645
AREA::490G00016298,E01002743,532340.0,185793.0,111.36296,756.1514398584453,1441,4,5882.803753313551
AREA::490G00016299,E01002781,532376.0,185555.0,32.53382,516.4271487828656,1441,4,5679.369683336347
AREA::490G00016300,E01002781,532345.0,185225.0,229.25321,193.13207915827965,1441,4,5367.034283475372
AREA::490G00016302,E01002471,510399.0,187031.0,10.70797,332.79332905855455,693,0,20730.550523321854
AREA::490G00016304,E01034581,526585.0,169917.0,25.88858,494.7960896511654,552,4,11017.753718430995
AREA::490G00016307,E01000417,547751.0,178064.0,500.29129,1072.8865529754323,5131,4,17867.864393933596
AREA::490G00016308,E01000417,547678.0,178711.0,32.389689999999995,477.78609811873287,5131,4,17722.856316068242
AREA::490G00016309,E01004753,529096.0,178163.0,777.69435,599.1505853505338,776,4,2408.1877003257036
AREA::490G00016310,E01002861,527683.0,178565.0,74.51584,417.4802293924418,702,2,2970.6997492173455
AREA::490G00016312,E01002862,527247.0,178744.0,134.81657,338.14717679878686,708,2,3232.2032733106375
AREA::490G00016314,E01004328,539237.0,186342.0,391.97979,515.8846770354785,7403,2,10964.886228319927
AREA::490G00016323,E01003431,530322.0,168315.0,648.1068,2882.303169775865,5411,0,12069.436606569505
AREA::490G00016326,E01033570,519534.0,176934.0,215.61516,393.80290821437484,621,0,11051.32611952068
AREA::490G00016327,E01003846,519430.0,176673.0,12.804599999999999,241.20789397965072,621,0,11233.61384417321
AREA::490G00016328,E01033571,519677.0,176428.0,12.987079999999999,568.8499689005082,621,0,11085.741202102816
AREA::490G00016329,E01033570,519790.0,175915.0,11.22158,1009.9110123759014,621,0,11175.181967198565
AREA::490G00016330,E01033943,534794.0,190405.0,15.66381,984.2289143446927,729,3,11096.764213048775
AREA::490G00016331,E01033943,534509.0,189791.0,33.84843,321.2232800282496,729,3,10419.871640284251
AREA::490G00016334,E01002075,534995.0,190602.0,14.448519999999998,1241.1538297214192,729,3,11361.353880590112
AREA::490G00016349,E01004241,537047.0,182000.0,57.70522,654.4020171118057,867,4,7197.453021729284
AREA::490G00016350,E01004241,537249.0,181831.0,220.98128,594.8285467258612,867,4,7359.261172155802
AREA::490G00016351,E01035672,537444.0,181967.0,216.664,369.09619342388237,867,4,7577.829240620298
AREA::490G00016352,E01003500,538484.0,182360.0,197.65782,464.1894621856491,530,4,8678.648569909948
AREA::490G00016354,E01003497,538930.0,182150.0,28.63976,212.16149509277125,889,3,9070.180648697136
AREA::490G00016356,E01003497,539399.0,181671.0,29.41124,295.18630369879304,884,4,9453.429271962636
AREA::490G00016357,E01001776,533546.0,183477.0,45.34981,376.73365923421284,1023,2,4681.811615176331
AREA::490G00016358,E01033704,534873.0,184526.0,42.156169999999996,296.82023179022013,6966,2,6371.573275102469
AREA::490G00016359,E01001816,534369.0,184485.0,27.39515,470.69230926370574,6966,2,5969.509276314093
AREA::490G00016360,E01001815,534416.0,184153.0,114.30013,370.3663726636099,6966,2,5781.860254278029
AREA::490G00016361,E01033712,534666.0,183707.0,101.18909000000001,460.25753660315,6962,2,5702.429306883164
AREA::490G00016363,E01001775,534458.0,183601.0,212.644,504.4412750757019,6962,2,5471.761690717168
AREA::490G00016364,E01001775,534231.0,183560.0,89.80808,678.7613719121028,6962,2,5265.059353891464
AREA::490G00016365,E01001774,533822.0,183548.0,152.04706,461.82464204500826,1022,4,4937.492582272909
AREA::490G00016367,E01001781,533008.0,183225.0,72.86055999999999,575.0289123165895,1023,2,4114.974118995161
AREA::490G00016368,E01001781,532879.0,183163.0,91.30867,693.2779024316295,1023,2,3979.1392285266925
AREA::490G00016369,E01033709,532755.0,183086.0,47.7581,667.2558310066332,665,2,3836.778075416925
AREA::490G00016370,E01035648,532485.0,183086.0,86.15091,723.3489628197284,665,2,3650.263826081616
AREA::490G00016371,E01035649,532451.0,182860.0,55.87388,541.2014290565359,665,2,3462.2723751894505
AREA::490G00016372,E01035649,532389.0,183054.0,25.26559,737.8537570633155,665,2,3562.4365257503187
AREA::490G00016373,E01001783,532585.0,183250.0,44.94178,850.3396622597563,665,2,3839.1095321701882
AREA::490G00016374,E01001781,532666.0,183369.0,46.08581,942.4098100083636,1023,2,3981.90507169621
AREA::490G00016378,E01033712,534542.0,183665.0,13.296169999999998,489.6335364331165,6962,2,5577.339867714715
AREA::490G00016379,E01002633,511159.0,177356.0,28.95771,1563.067454840853,613,3,19115.863830860482
AREA::490G00016380,E01002635,511205.0,177188.0,30.08858,1409.8246622834563,613,3,19097.81374922271
AREA::490G00016381,E01002635,511373.0,177045.0,27.82997,1189.9271301985932,613,3,18956.840902428863
AREA::490G00016382,E01002635,511547.0,177137.0,26.934549999999998,1149.0049331411324,613,3,18769.4620327808
AREA::490G00016383,E01002635,511613.0,177224.0,23.30545,1186.7951880516948,613,3,18689.566340608333
AREA::490G00016384,E01002636,512127.0,177268.0,17.16965,1074.057451527921,613,3,18175.57201300691
AREA::490G00016385,E01002619,512060.0,177113.0,12.00348,927.8560801022177,613,3,18268.675376173283
AREA::490G00016386,E01002619,512043.0,176936.0,59.87014,757.1575542663844,613,3,18317.86303038649
AREA::490G00016387,E01002619,512262.0,176859.0,23.112049999999996,664.2382682310998,613,3,18117.62865277904
AREA::490G00016388,E01002618,512598.0,177051.0,34.55085,938.9622255355364,613,3,17751.14069574122
AREA::490G00016389,E01002618,512905.0,177001.0,49.58228,1064.2446508123235,613,3,17459.296692593318
AREA::490G00016390,E01002630,514217.0,176593.0,13.15125,391.87403786623184,612,4,16264.268597142633
AREA::490G00016391,E01002639,514625.0,176526.0,8.18504,491.5360088065209,612,4,15883.900843306723
AREA::490G00016392,E01002677,514867.0,176530.0,34.36544,664.4694474083662,667,4,15648.261564787317
AREA::490G00016393,E01002674,514999.0,176712.0,49.1032,614.2281258125362,667,4,15476.20063193806
AREA::490G00016394,E01002674,514898.0,177062.0,45.60976,379.32964126097085,667,4,15495.620574859207
AREA::490G00016395,E01002680,514966.0,177261.0,34.264739999999996,474.9980441424751,667,4,15387.62567779708
AREA::490G00016396,E01002680,515115.0,177329.0,1.4157399999999998,638.4366967360029,667,4,15227.976392154014
AREA::490G00016397,E01002678,515185.0,177445.0,6.68486,750.3877883729048,667,4,15136.475712661782
AREA::490G00016398,E01002678,515273.0,177769.0,17.73789,1009.160901015878,667,4,14990.319042635483
AREA::490G00016399,E01002678,515419.0,177547.0,6.8015,1005.1666570968134,667,4,14887.235505626959
AREA::490G00016400,E01002678,515545.0,177386.0,32.70691,1064.7452944902766,667,4,14795.308242818059
AREA::490G00016401,E01002675,515658.0,177054.0,15.285749999999998,1138.532915263845,667,4,14755.958288095017
AREA::490G00016402,E01002681,515988.0,176504.0,15.31136,1582.931992581867,667,4,14571.247201252198
AREA::490G00016403,E01002681,516053.0,176441.0,5.74019,1667.1440245339336,667,4,14525.562329906543
AREA::490G00016405,E01002675,515817.0,176732.0,2.11795,1347.072404490269,667,4,14677.816254470554
AREA::490G00016406,E01002678,515370.0,177672.0,1.5930599999999997,1026.085972196863,667,4,14912.128520100678
AREA::490G00016407,E01003822,514110.0,170506.0,265.72374,5492.203994346113,611,4,18737.379779467567
AREA::490G00016411,E01004069,533022.0,174275.0,107.84788,1827.6315274146482,5421,0,6797.895262505888
AREA::490G00016413,E01004069,533144.0,173661.0,84.62141,2361.087064256632,5362,0,7404.761981319859
AREA::490G00016415,E01004075,533152.0,173957.0,74.77168999999999,2161.9475016752835,5421,0,7140.707247885184
AREA::490G00016419,E01001848,536343.0,184542.0,163.0031,638.1535865291364,6979,4,7557.605573195786
AREA::490G00016420,E01001841,536122.0,184255.0,190.96868,736.6966811381737,6979,4,7216.066795699719
AREA::490G00016421,E01001836,535912.0,184041.0,49.80601,897.8117842844346,6979,4,6924.339968545739
AREA::490G00016423,E01001837,535427.0,183860.0,123.13479,758.1241652922033,6966,2,6417.77921091089
AREA::490G00016424,E01001837,535054.0,183742.0,98.55698,498.738408386601,6962,2,6041.2516087314225
AREA::490G00016425,E01004734,529840.0,180955.0,3761.62329,191.71703335881767,631,1,605.8976811310636
