unit,k5,k6,Station,mode_label,lon,lat,best_matched_k6_for_k5,follows_best_match
504,3,4,Stratford International DLR,DLR,-0.008202,51.54505,4,True
505,0,2,Alperton,LU,-0.299949349972513,51.540730963558445,1,False
506,0,1,Amersham,LU,-0.6077052134228341,51.674145407023566,1,True
507,1,0,Angel,LU,-0.1047264384023203,51.53148758749647,3,False
508,4,5,Archway,LU,-0.1350520245238837,51.56453819250787,5,True
509,4,5,Arnos Grove,LU,-0.1330451742909319,51.61645247794506,5,True
510,4,5,Arsenal,LU,-0.1072853032769284,51.55861585603557,5,True
511,2,0,Baker Street,LU,-0.1570581597729946,51.5230020037108,0,True
512,4,5,Balham LU,LU,-0.1526912294756308,51.44362737290878,5,True
513,1,0,Bank and Monument,"DLR,LU",-0.088908087271181,51.513425435909184,3,False
5131,4,5,Abbey Wood,EZL,0.1210766666666666,51.49129,5,True
514,4,5,Barking,"LO,LU",0.080182080144555,51.539885097485445,5,True
515,0,1,Barkingside,LU,0.0886252042343672,51.58570377518845,1,True
5150,4,5,New Cross,LO,-0.03219,51.47651,5,True
516,4,5,Barons Court,LU,-0.2146840501234848,51.49029837209941,5,True
517,2,5,Bayswater,LU,-0.1879225224209527,51.51232394663448,0,False
518,0,2,Becontree,LU,0.1273417848283317,51.54034470776378,1,False
519,4,5,Belsize Park,LU,-0.1646209868164118,51.55032570077621,5,True
520,4,5,Bethnal Green LU,"LO,LU",-0.0546903019258305,51.527237667207054,5,True
521,2,0,Blackfriars LU,LU,-0.103629638137254,51.51162476747557,0,True
522,4,5,Blackhorse Road,"LO,LU",-0.041793873795219,51.586840594392974,5,True
523,3,4,King George V,DLR,0.06243,51.501915,4,True
524,1,0,Bond Street,"EZL,LU",-0.1496811425789451,51.51437958002913,3,False
525,2,0,Borough,LU,-0.0933129512735988,51.5011913652754,0,True
526,4,5,Boston Manor,LU,-0.3255952087308763,51.495219674970095,5,True
527,4,5,Bounds Green,LU,-0.124341977871115,51.60706378685743,5,True
528,4,5,Bow Road,LU,-0.0252032121690731,51.526902665586434,5,True
529,4,5,Brent Cross,LU,-0.2137847584215133,51.57666898367216,5,True
530,4,5,Bromley-by-Bow,LU,-0.0114614594625467,51.52476012571751,5,True
5301,2,0,Clapham High Street,LO,-0.13199,51.46508,0,True
531,0,1,Buckhurst Hill,LU,0.0468240751565627,51.625982897027,1,True
532,0,2,Burnt Oak,LU,-0.263993694832954,51.602834176714175,1,False
533,2,2,London City Airport,DLR,0.04921,51.503256666666665,0,False
534,4,5,Caledonian Road,LU,-0.1184734764123798,51.54852353192346,5,True
5345,4,5,New Cross Gate,LO,-0.04041,51.47509,5,True
535,3,4,Camden Town,LU,-0.1426229702612466,51.53923059833878,4,True
5356,0,1,Crystal Palace,LO,-0.07307,51.41803,1,True
536,1,0,Cannon Street LU,LU,-0.0904119205678546,51.511473069259,3,False
5362,0,1,Forest Hill,LO,-0.0532875,51.439505,1,True
537,4,1,Canons Park,LU,-0.2946941062058866,51.60770907048488,5,False
5372,2,2,Wandsworth Road,LO,-0.13841,51.47043,0,False
5376,0,1,Norwood Junction,LO,-0.0738933333333333,51.397596666666665,1,True
5378,0,1,Penge West,LO,-0.06112,51.41767,1,True
538,4,5,Pontoon Dock,DLR,0.03338,51.50248,5,True
539,0,1,Chalfont & Latimer,LU,-0.5607234520464773,51.66803142622906,1,True
5397,0,1,Anerley,LO,-0.065865,51.412155,1,True
540,1,3,Chalk Farm,LU,-0.1526421476691667,51.54385835909765,3,True
5404,4,1,Brockley,LO,-0.03788,51.4644,5,False
541,1,0,Chancery Lane,LU,-0.1115693026029435,51.51824890350831,3,False
5411,0,2,West Croydon NR,"LO,TRM",-0.102305,51.378595,1,False
5418,0,1,Honor Oak Park,LO,-0.04587,51.44993,1,True
542,1,3,Embankment,LU,-0.1221695343079573,51.50745185655674,3,True
5421,0,2,Denmark Hill,LO,-0.08985,51.46817,1,False
5423,2,0,Peckham Rye,LO,-0.0694,51.47011,0,True
5424,4,5,Queens Road Peckham,LO,-0.05739,51.47382,5,True
543,0,1,Chesham,LU,-0.6109804023947352,51.70522161796168,1,True
5437,0,1,Sydenham,LO,-0.0543299999999999,51.42733333333333,1,True
544,0,1,Chigwell,LU,0.0755949749891976,51.61765286220907,1,True
545,0,2,Chiswick Park,LU,-0.2685715255005448,51.49466748590177,1,False
546,0,1,Chorleywood,LU,-0.5185530310182181,51.65429398451199,1,True
547,3,4,Clapham Common,LU,-0.1371925356673191,51.46221051259463,4,True
548,3,4,Clapham North,LU,-0.1293589507032176,51.46572960060881,4,True
549,4,5,Clapham South,LU,-0.1472124126324337,51.45323695245536,5,True
550,4,5,Cockfosters,LU,-0.1491631467827761,51.65152862765704,5,True
551,4,5,Colindale,LU,-0.2499380568695295,51.59544539419721,5,True
552,4,5,Colliers Wood,LU,-0.1780579960869715,51.41815971696416,5,True
553,1,3,Covent Garden,LU,-0.1243670278686055,51.513144508444505,3,True
554,0,1,Croxley,LU,-0.4417680549234005,51.6470771785801,1,True
555,0,2,Dagenham East,LU,0.1659760468145935,51.54416043622838,1,False
556,0,2,Dagenham Heathway,LU,0.1475191734684776,51.54161732780605,1,False
557,0,1,Debden,LU,0.0837668965623632,51.6453918793904,1,True
558,4,5,Dollis Hill,LU,-0.2390407657243789,51.55196194099086,5,True
559,3,4,West Silvertown,DLR,0.02275,51.50285,4,True
5595,2,5,Clapham Junction,LO,-0.1699499999999999,51.46443333333334,0,False
560,4,5,Ealing Broadway,"EZL,LU",-0.301005548648285,51.51500454109758,5,True
561,4,5,Ealing Common,LU,-0.2881437733169945,51.50954325566993,5,True
562,4,5,Earl's Court,LU,-0.1931754026297784,51.49198454803539,5,True
563,4,5,East Acton,LU,-0.2471625219934364,51.51659745054098,5,True
564,0,1,Eastcote,LU,-0.3973680168635398,51.576511969832765,1,True
565,4,5,East Finchley,LU,-0.1650441219039346,51.58715402026014,5,True
566,4,2,East Ham,LU,0.052826568311649,51.53940709913807,5,False
567,4,5,East Putney,LU,-0.2110636822805433,51.459149587092405,5,True
568,4,5,Edgware,LU,-0.2747777712374005,51.61360827412279,5,True
569,2,5,Edgware Road (DIS),LU,-0.1677731663889066,51.51987245129845,0,False
570,4,5,Elephant & Castle LU,LU,-0.1011862761028003,51.49583746787788,5,True
571,0,1,Elm Park,LU,0.1986662037147443,51.54971988694184,1,True
572,0,1,Epping,LU,0.1139996191841897,51.69356092525262,1,True
573,3,4,Woolwich Arsenal,DLR,0.0687233333333333,51.49034666666666,4,True
574,2,2,Euston LU,"LO,LU",-0.1345986091511734,51.52808458451346,0,False
575,2,0,Euston Square,LU,-0.1358768735158491,51.525633154752434,0,True
576,0,1,Fairlop,LU,0.091053095971659,51.595558107334746,1,True
577,2,0,Farringdon,"EZL,LU",-0.1051919886781835,51.52047027577585,0,True
578,4,5,Finchley Central,LU,-0.1925548488048729,51.60093175153773,5,True
579,4,5,Finchley Road,LU,-0.1810915387963695,51.54723083836693,5,True
580,4,5,Finsbury Park LU,LU,-0.106679347654079,51.56457021452156,5,True
581,4,2,Fulham Broadway,LU,-0.1947664399933353,51.48076777565934,5,False
582,4,5,Gants Hill,LU,0.0661941322556114,51.57653500920319,5,True
583,4,5,Gloucester Road,LU,-0.183734689874311,51.49448863919927,5,True
584,4,5,Golders Green,LU,-0.1940222522452373,51.57228620318889,5,True
585,4,5,Goldhawk Road,LU,-0.2266448641540456,51.50199179519617,5,True
586,1,0,Goodge Street,LU,-0.1343429023656584,51.520601842773736,3,False
587,0,1,Grange Hill,LU,0.0923218422133414,51.61319815416051,1,True
588,2,0,Great Portland Street,LU,-0.1442909711973862,51.52384645620309,0,True
589,4,2,Greenford,LU,-0.3465040750206399,51.54259127112355,5,False
590,1,0,Green Park,LU,-0.1425418901108901,51.50686769929983,3,False
591,2,2,Gunnersbury,"LO,LU",-0.2751361823945699,51.49174191093943,0,False
592,0,1,Hainault,LU,0.0935081961587912,51.6036401975141,1,True
593,2,0,Hammersmith (DIS),LU,-0.2230418838988803,51.49199951963806,0,True
594,4,5,Hampstead,LU,-0.1785230935437581,51.5565898798849,5,True
595,4,5,Hanger Lane,LU,-0.2926845249496959,51.53018552933825,5,True
596,4,5,Harlesden,"LO,LU",-0.2585901442236528,51.5366984829526,5,True
597,4,2,Harrow & Wealdstone,"LO,LU",-0.3348864548890388,51.59204382510434,5,False
598,4,5,Harrow-on-the-Hill,LU,-0.3367522322346986,51.57941460314498,5,True
599,2,2,Wood Lane,LU,-0.223589832503072,51.51014064093162,0,False
601,4,5,Hendon Central,LU,-0.2263467398232382,51.58317142482077,5,True
602,4,5,High Barnet,LU,-0.1941662468819022,51.65052191222786,5,True
603,3,0,Highbury & Islington,"LO,LU",-0.1037367147978817,51.5474243924603,4,False
604,4,5,Highgate,LU,-0.1464678822653945,51.57784395375154,5,True
605,2,2,High Street Kensington,LU,-0.1922060959253196,51.50044509893274,0,False
606,0,1,Hillingdon,LU,-0.4493839489109262,51.55394931648672,1,True
607,1,0,Holborn,LU,-0.1204164211277831,51.5175781351181,3,False
608,4,5,Holland Park,LU,-0.2056604531683881,51.5071535735316,5,True
609,4,5,Holloway Road,LU,-0.1132635134211874,51.55275576448648,5,True
610,0,1,Hornchurch,LU,0.219106840074,51.55404895710733,1,True
611,4,5,Hounslow Central,LU,-0.3662939172379908,51.47131979963469,5,True
612,4,5,Hounslow East,LU,-0.3563344605692854,51.47326292270873,5,True
613,3,4,Hounslow West,LU,-0.3857939831542604,51.47361867347103,4,True
614,2,0,Hyde Park Corner,LU,-0.1541496692283758,51.5027515504957,0,True
615,0,1,Ickenham,LU,-0.4420401367813711,51.56196897211082,1,True
616,4,5,Kennington,LU,-0.1059654128623501,51.48834003191997,5,True
617,4,5,Kensal Green,"LO,LU",-0.2244787816465951,51.53057177755812,5,True
618,2,2,Kensington (Olympia),"LO,LU",-0.2101299631004321,51.49773548808454,0,False
619,3,3,Kentish Town,LU,-0.1407479399821426,51.55029387744979,4,False
620,2,2,Kenton,"LO,LU",-0.3167281554174249,51.58161162102015,0,False
621,0,1,Kew Gardens,"LO,LU",-0.285040916474055,51.47699774458654,1,True
622,4,5,Kilburn,LU,-0.2047148916011985,51.546953022454446,5,True
623,4,5,Kilburn Park,LU,-0.1940203229099902,51.534947545387965,5,True
624,0,2,Kingsbury,LU,-0.2786447440288867,51.584641087244194,1,False
625,2,0,King's Cross St. Pancras,LU,-0.1247761302179285,51.52978514307589,0,True
626,2,0,Knightsbridge,LU,-0.1614661160661897,51.50124118729131,0,True
627,4,5,Ladbroke Grove,LU,-0.2109018577576743,51.51732053919889,5,True
628,4,5,Lambeth North,LU,-0.1122327661467621,51.498842228801465,5,True
629,4,5,Lancaster Gate,LU,-0.175445101856735,51.51168719578341,5,True
630,2,2,Latimer Road,LU,-0.2178539357732128,51.513458663999614,0,False
631,1,3,Leicester Square,LU,-0.128332134429999,51.51140465728606,3,True
632,4,5,Leyton,LU,-0.005487155382425,51.55660356521063,5,True
633,4,5,Leytonstone,LU,0.0081832198740443,51.568320494028455,5,True
634,2,0,Liverpool Street LU,"EZL,LO,LU",-0.0832133092355498,51.51735237101746,0,True
635,2,0,London Bridge LU,LU,-0.0896485172357084,51.50506500549169,0,True
636,0,1,Loughton,LU,0.055338101699993,51.64131224348847,1,True
637,4,5,Maida Vale,LU,-0.1858293287116454,51.529729085515065,5,True
638,4,5,Manor House,LU,-0.0960648306959596,51.57075126410129,5,True
639,1,0,Mansion House,LU,-0.094105792133622,51.51181640319618,3,False
640,2,0,Marble Arch,LU,-0.1573589906802929,51.51359976087709,0,True
641,4,5,Marylebone LU,LU,-0.1642402663188004,51.52215890700219,5,True
642,4,5,Mile End,LU,-0.0337680632945871,51.52523491887216,5,True
643,0,1,Mill Hill East,LU,-0.2100614199314407,51.608233232687525,1,True
645,1,0,Moorgate,LU,-0.0893115351555198,51.51836305552553,3,False
646,0,1,Moor Park,LU,-0.4322869639728746,51.62986629669337,1,True
647,4,5,Morden,LU,-0.1947548535043926,51.40253820130652,5,True
648,3,4,Mornington Crescent,LU,-0.1387497986411517,51.534704942339104,4,True
649,4,5,Neasden,LU,-0.2511708953836603,51.55442640049901,5,True
650,4,5,Newbury Park,LU,0.089920829906462,51.57570573751538,5,True
653,4,5,North Acton,LU,-0.2597600781194744,51.5236117661968,5,True
654,4,5,North Ealing,LU,-0.2888251159580139,51.51748228438488,5,True
655,4,5,Northfields,LU,-0.312994928337679,51.49965470504596,5,True
656,0,1,North Harrow,LU,-0.3626047009909967,51.58494710527484,1,True
6562,4,5,Woolwich EL,EZL,0.07041,51.49186,5,True
657,4,2,Northolt,LU,-0.3686504240723905,51.54825926059,5,False
659,4,5,North Wembley,"LO,LU",-0.3038826458342014,51.562393713680144,5,True
660,0,2,Northwick Park,LU,-0.3180663388463142,51.57847500401296,1,False
661,4,1,Northwood,LU,-0.4239354593141582,51.611014101617926,5,False
662,0,1,Northwood Hills,LU,-0.4087463545441836,51.60019223372048,1,True
663,2,5,Notting Hill Gate,LU,-0.1960899733626558,51.509156012573975,0,False
664,4,5,Oakwood,LU,-0.1312689387217082,51.64733362819432,5,True
665,2,0,Old Street,LU,-0.0876372025918255,51.52508527631206,0,True
667,4,5,Osterley,LU,-0.3522207467968353,51.4812434687809,5,True
668,4,5,Oval,LU,-0.1124062491167189,51.48183745351276,5,True
669,1,0,Oxford Circus,LU,-0.1416304596960839,51.515319726422334,3,False
670,2,5,Paddington TfL,"EZL,LU",-0.1759896922641174,51.51656148278404,0,False
671,4,5,Park Royal,LU,-0.2839675301559994,51.52647996490144,5,True
672,4,1,Parsons Green,LU,-0.2017635248636348,51.47498535708651,5,False
673,4,2,Perivale,LU,-0.323425169229821,51.5367509216631,5,False
674,1,3,Piccadilly Circus,LU,-0.1336873864316472,51.51006061519836,3,True
675,0,1,Pinner,LU,-0.3811619189424988,51.59282556787736,1,True
676,4,5,Plaistow,LU,0.0169887206450607,51.53123134107084,5,True
677,0,1,Preston Road,LU,-0.295129262413792,51.5720140756016,1,True
678,4,5,Putney Bridge,LU,-0.2087270375114135,51.46825546825846,5,True
679,0,2,Queensbury,LU,-0.2862217775472735,51.59419745209295,1,False
680,4,5,Queen's Park,"LO,LU",-0.2057416029735368,51.53397821009533,5,True
681,4,5,Queensway,LU,-0.1871382982400704,51.51025217607452,5,True
682,4,5,Ravenscourt Park,LU,-0.2357753569718746,51.49416773582848,5,True
683,0,2,Rayners Lane,LU,-0.3714462140203309,51.57519536192319,1,False
684,4,5,Redbridge,LU,0.0454102741389324,51.576249813818855,5,True
685,2,0,Regent's Park,LU,-0.1463131245528823,51.52327838474291,0,True
686,0,1,Richmond,"LO,LU",-0.3016691259076597,51.463118722979786,1,True
6867,2,5,Hackney Downs,LO,-0.060755,51.548425,0,False
687,0,1,Rickmansworth,LU,-0.4737058106627786,51.64028836634988,1,True
6874,0,2,Chadwell Heath,EZL,0.1297,51.56807,1,False
6876,4,5,Forest Gate,EZL,0.024635,51.549605,5,True
6877,0,1,Gidea Park,EZL,0.2055199999999999,51.58182,1,True
6878,0,2,Goodmayes,EZL,0.11034,51.56568,1,False
6879,0,1,Harold Wood,EZL,0.233175,51.59326,1,True
688,0,1,Roding Valley,LU,0.0437096502446484,51.61707861416649,1,True
6881,4,2,Ilford,EZL,0.0687433333333333,51.558816666666665,5,False
6883,4,5,Manor Park,EZL,0.04638,51.55262,5,True
6886,4,5,Romford,"EZL,LO",0.1831499999999999,51.574815,5,True
6893,4,2,Seven Kings,EZL,0.097205,51.56387,5,False
690,4,5,Royal Oak,LU,-0.1877862733299185,51.51904813011949,5,True
691,0,1,Ruislip,LU,-0.4217906669062553,51.57129177940531,1,True
6913,0,1,Bush Hill Park,LO,-0.06931,51.641495000000006,1,True
6914,0,1,Chingford,LO,0.0101,51.63349,1,True
6919,0,1,Highams Park,LO,-0.0005366666666666,51.6082,1,True
692,0,1,Ruislip Gardens,LU,-0.4107169346271762,51.56077549009729,1,True
6926,0,1,Clapton,LO,-0.05721,51.56145,1,True
693,0,1,Ruislip Manor,LU,-0.411812431756392,51.5734761421505,1,True
6934,2,2,Stoke Newington,LO,-0.07311,51.56532,0,False
694,2,0,Russell Square,LU,-0.1242697810208252,51.52305918332612,0,True
6941,0,2,Edmonton Green,LO,-0.06087,51.62492,1,False
6947,2,2,Southbury,LO,-0.05263,51.64887,0,False
695,2,0,St. James's Park,LU,-0.1336270216533475,51.49956127784573,0,True
6952,0,2,Turkey Street,LO,-0.04707,51.6726,1,False
6954,0,1,Wood Street,LO,-0.00261,51.58645,1,True
6956,0,2,White Hart Lane,LO,-0.071,51.60533,1,False
6958,4,5,Bruce Grove,LO,-0.06995,51.59415,5,True
6959,0,2,Enfield Town,LO,-0.08008,51.652515,1,False
696,4,5,St. John's Wood,LU,-0.1741475741935914,51.53520496988703,5,True
6962,2,0,Cambridge Heath,LO,-0.05723,51.53238,0,True
6966,2,0,London Fields,LO,-0.057985,51.541025000000005,0,True
6967,4,5,Rectory Road,LO,-0.06857,51.55857,5,True
6968,2,2,Stamford Hill,LO,-0.07673,51.57444,0,False
697,2,0,St. Paul's,LU,-0.097517753107933,51.51495287569836,0,True
6970,4,5,Maryland,EZL,0.00566,51.54627,5,True
6972,0,2,Silver Street,LO,-0.06719,51.61474,1,False
6973,0,1,St James Street,LO,-0.03316,51.58106,1,True
6977,2,0,Hackney Central,LO,-0.0562175,51.547205,0,True
6978,3,0,Hackney Wick,LO,-0.025245,51.543365,4,False
6979,4,5,Homerton,LO,-0.04235,51.54697,5,True
698,4,5,Seven Sisters,"LO,LU",-0.0725100279127818,51.58339794718637,5,True
700,2,2,Shepherd's Bush LU,"LO,LU",-0.2188348749838903,51.50435277171325,0,False
702,2,0,Sloane Square,LU,-0.1563353394945677,51.49233693461083,0,True
703,4,5,Snaresbrook,LU,0.0213934263382834,51.58067707711797,5,True
704,4,5,South Ealing,LU,-0.3075052577072797,51.50089966685759,5,True
705,0,1,Southfields,LU,-0.2066534771013345,51.44507985784133,1,True
706,4,5,Southgate,LU,-0.1277625393853033,51.63225854371172,5,True
707,4,2,South Harrow,LU,-0.3520927569079474,51.564549549948175,5,False
708,2,0,South Kensington,LU,-0.1731650469113846,51.49408858708188,0,True
709,0,1,South Kenton,"LO,LU",-0.3083734923397721,51.570212909100526,1,True
710,0,1,South Ruislip,LU,-0.3988661306887068,51.55686021118094,1,True
711,4,5,South Wimbledon,LU,-0.1933065202931911,51.41498929257676,5,True
712,4,5,South Woodford,LU,0.0273625184698253,51.591892453017074,5,True
713,4,5,Stamford Brook,LU,-0.2460012251835393,51.4949181050598,5,True
714,4,5,Stanmore,LU,-0.3032624771028668,51.61971092780402,5,True
715,4,5,Stepney Green,LU,-0.0465909032388702,51.52186169216427,5,True
716,4,5,Stockwell,LU,-0.1230421883655021,51.47182845729258,5,True
717,4,5,Stonebridge Park,"LO,LU",-0.2764667949099679,51.54419264973252,5,True
718,1,3,Charing Cross LU,LU,-0.1273836832203838,51.50737795073341,3,True
719,4,5,Stratford,"DLR,EZL,LO,LU",-0.0038044932283004,51.54145647497037,5,True
720,0,2,Sudbury Hill,LU,-0.3366239412564384,51.55696518658866,1,False
721,4,2,Sudbury Town,LU,-0.3157464873310852,51.550805806993615,5,False
723,4,5,Swiss Cottage,LU,-0.1748398347754522,51.54370542648981,5,True
724,1,0,Temple,LU,-0.1142517165435635,51.51098440371512,3,False
725,0,1,Theydon Bois,LU,0.1033276639997498,51.671832474283256,1,True
726,4,5,Tooting Bec,LU,-0.159233625335043,51.43589927439103,5,True
727,4,5,Tooting Broadway,LU,-0.1683898368141734,51.42767600459317,5,True
728,1,3,Tottenham Court Road,"EZL,LU",-0.1305038755407188,51.51645724635473,3,True
729,3,4,Tottenham Hale LU,LU,-0.0601646506537094,51.588048703622064,4,True
730,0,1,Totteridge & Whetstone,LU,-0.1792054604098072,51.63058779485697,1,True
731,2,0,Tower Hill,LU,-0.0765262714194326,51.50994511580925,0,True
733,3,4,Tufnell Park,LU,-0.1384656557230477,51.55684430975304,4,True
734,4,5,Turnham Green,LU,-0.2545503301237331,51.4949578319235,5,True
735,4,5,Turnpike Lane,LU,-0.1029721135418456,51.59025232853629,5,True
736,0,1,Upminster,"LO,LU",0.2511155158113154,51.55908765486934,1,True
737,0,1,Upminster Bridge,LU,0.2358266798019925,51.5584960541412,1,True
738,0,2,Upney,LU,0.1015536636074823,51.53835457119145,1,False
739,4,2,Upton Park,LU,0.0352101576549693,51.53538004104193,5,False
740,4,2,Uxbridge,LU,-0.4776347848292753,51.54646222722115,5,False
7401,2,0,Harringay Green Lanes,LO,-0.098795,51.5771,0,True
7402,0,2,Leyton Midland Road,LO,-0.008125,51.569775,1,False
7403,2,2,Leytonstone High Road,LO,0.00857,51.56333,0,False
7404,2,2,South Tottenham,LO,-0.07272,51.58044,0,False
7406,2,0,Crouch Hill,LO,-0.11714,51.57116,0,True
7407,2,2,Walthamstow Queen's Road,LO,-0.02411,51.58148,0,False
7408,2,2,Wanstead Park,LO,0.02523,51.55191,0,False
741,2,0,Victoria LU,LU,-0.1430892898009483,51.49640097859263,0,True
742,4,5,Walthamstow Central,"LO,LU",-0.0215170203946605,51.58311960662003,5,True
743,4,5,Wanstead,LU,0.0286206777652704,51.57560161289604,5,True
745,2,0,Warren Street,LU,-0.1383417771400554,51.52452712399776,0,True
746,4,5,Warwick Avenue,LU,-0.183606755586787,51.52319886210523,5,True
7467,2,2,Woodgrange Park,LO,0.044,51.5494,0,False
747,2,5,Waterloo LU,LU,-0.1144266340815464,51.50342525720376,0,False
7473,0,1,Emerson Park,LO,0.2197,51.56904,1,True
748,0,1,Watford,LU,-0.4174120635262017,51.65748010048808,1,True
749,3,4,Stratford High Street,DLR,-0.0004,51.538015,4,True
750,3,4,Abbey Road,DLR,0.003765,51.532395,4,True
751,2,2,Wembley Central,"LO,LU",-0.2968265595489338,51.55228164027704,0,False
752,3,4,Wembley Park,LU,-0.2800500615096861,51.56376083873252,4,True
753,4,5,West Acton,LU,-0.2809538703054756,51.517980197246935,5,True
754,4,5,Westbourne Park,LU,-0.2011529326328899,51.52092006250626,5,True
755,2,0,West Brompton,"LO,LU",-0.1955717597038599,51.487279564113926,0,True
756,0,1,West Finchley,LU,-0.1883426849145049,51.60948689407505,1,True
757,4,5,West Ham,"DLR,LU",0.0042827258459676,51.5282792316888,5,True
758,4,5,West Hampstead LU,"LO,LU",-0.1901696027556685,51.546801915703966,5,True
759,0,1,West Harrow,LU,-0.3532902802999658,51.57956661616709,1,True
760,4,5,West Kensington,LU,-0.2054570002997324,51.490790555082114,5,True
761,2,0,Westminster,LU,-0.1256586526219809,51.5009642958388,0,True
762,0,1,West Ruislip,LU,-0.4376470760460559,51.56962926058854,1,True
763,2,5,Whitechapel,"EZL,LO,LU",-0.0607687139474135,51.51953209733413,0,False
764,2,0,White City,LU,-0.2244621452540354,51.5122152625013,0,True
765,4,5,Willesden Green,LU,-0.2227167285540804,51.54937241454188,5,True
766,4,2,Willesden Junction,"LO,LU",-0.2445731603163596,51.53240375197415,5,False
767,0,1,Wimbledon,"LU,TRM",-0.2065150560922177,51.42143496760067,1,True
768,0,1,Wimbledon Park,LU,-0.1990863401084273,51.43405524828911,1,True
769,4,1,Woodford,LU,0.03401185348011,51.60686112070409,5,False
770,4,5,Wood Green,LU,-0.1098590191239897,51.5974714659873,5,True
771,0,1,Woodside Park,LU,-0.1855114363532535,51.61808637995582,1,True
773,2,0,Hammersmith (H&C),LU,-0.2249293587788519,51.49378399419851,0,True
774,2,5,Edgware Road (Bak),LU,-0.1702481178612425,51.52046920147198,0,False
775,2,5,Shepherd's Bush Market,LU,-0.2262959221921962,51.50609054189476,0,False
776,4,5,Pimlico,LU,-0.1337087125034068,51.489081972458365,5,True
777,4,5,Vauxhall LU,LU,-0.1242521229828271,51.48569743810505,5,True
778,3,4,Brixton LU,LU,-0.1148949328839154,51.46266709356466,4,True
779,3,4,Hatton Cross,LU,-0.4234642103862575,51.46662784627763,4,True
780,1,3,Heathrow Terminals 123 LU,"EZL,LU",-0.4524258114844233,51.47130365988795,3,True
781,1,3,Heathrow Terminal 4 LU,"EZL,LU",-0.4457139637605832,51.45854050640025,3,True
783,1,3,Heathrow Terminal 5 LU,"EZL,LU",-0.4880396396312293,51.4725252187983,3,True
784,2,0,Southwark,LU,-0.1053973366341109,51.50428757953954,0,True
787,4,5,Bermondsey,LU,-0.064359176466293,51.49770238120657,5,True
788,4,5,Canada Water,"LO,LU",-0.0499871649569907,51.49792096344705,5,True
789,1,3,North Greenwich,LU,0.0042875767123523,51.50053431205634,3,True
831,4,5,Nine Elms,LU,-0.1294852953806878,51.48013931574214,5,True
832,2,0,Battersea Power Station,LU,-0.1434008238398742,51.47947593806482,0,True
850,3,4,All Saints,DLR,-0.01301,51.511165000000005,4,True
851,3,4,Bow Church,DLR,-0.02094,51.52781,4,True
852,2,0,Canary Wharf LU,"DLR,EZL,LU",-0.0177536397113479,51.50343011540573,0,True
853,3,4,Langdon Park,DLR,-0.01426,51.51512,4,True
854,4,5,Crossharbour,DLR,-0.01431,51.4957,5,True
855,2,0,Heron Quays,DLR,-0.02134,51.50317,0,True
