NLC,Station,mode_label,total_entry,total_exit,total_activity
778,Brixton LU,LU,153666.86891765604,150482.18084165922,304149.04975931527
779,Hatton Cross,LU,22729.72763895004,24171.537934942,46901.265573892044
780,Heathrow Terminals 123 LU,"EZL,LU",135445.1865354265,123547.3141832107,258992.5007186372
781,Heathrow Terminal 4 LU,"EZL,LU",39726.737864684816,39258.12381785244,78984.86168253726
783,Heathrow Terminal 5 LU,"EZL,LU",90237.8423687782,88079.449284863,178317.2916536412
784,Southwark,LU,58919.71004668625,60761.60321650632,119681.31326319257
787,Bermondsey,LU,52294.274080766445,51634.07958144835,103928.3536622148
788,Canada Water,"LO,LU",73962.96253378197,73661.47658116218,147624.43911494414
789,North Greenwich,LU,166134.3900370536,175695.69905716841,341830.08909422206
831,Nine Elms,LU,29580.312105681867,27513.99627023945,57094.30837592132
832,Battersea Power Station,LU,68539.88357070803,63574.620399680134,132114.50397038815
850,All Saints,DLR,12472.20800798454,11974.856587274662,24447.064595259202
851,Bow Church,DLR,26216.434080164752,18653.866088112823,44870.30016827758
852,Canary Wharf LU,"DLR,EZL,LU",415387.59392236907,427486.41645408317,842874.0103764522
853,Langdon Park,DLR,29298.95125282352,27681.660975781666,56980.61222860518
854,Crossharbour,DLR,21927.67536479904,22285.044851542152,44212.72021634119
855,Heron Quays,DLR,35849.012278860086,38096.01909848664,73945.03137734672
856,Island Gardens,DLR,17076.826054210742,14878.14695436523,31954.973008575973
857,Mudchute,DLR,12045.682445649405,10995.931479269435,23041.61392491884
858,Poplar,DLR,10776.595315472965,11581.479526768602,22358.074842241567
859,Pudding Mill Lane,DLR,20077.10374053771,19814.688723543284,39891.792464080994
861,South Quay,DLR,28127.776069482083,28913.23282860997,57041.008898092055
862,Limehouse DLR,DLR,34750.60412544221,48486.53451363941,83237.13863908162
864,Tower Gateway,DLR,16501.945251124853,19275.7281726145,35777.673423739354
865,Westferry,DLR,31359.306578195392,30478.981287707193,61838.28786590259
866,West India Quay,DLR,20560.26704964814,20523.841183544708,41084.10823319285
867,Devons Road,DLR,17385.502913145487,16553.48562494197,33938.98853808746
8779,Woodside,TRM,0.0,0.0,0.0
879,Cutty Sark,DLR,41545.777902231865,45606.24693427373,87152.02483650559
882,Blackwall,DLR,9813.18690227183,9940.15916402543,19753.346066297257
883,East India,DLR,27862.672790405315,28520.959757591652,56383.63254799697
884,Canning Town,"DLR,LU",91408.02880634306,90858.12890082225,182266.15770716532
886,Royal Victoria,DLR,20999.257490279007,16979.17317746456,37978.43066774357
887,Custom House DLR,"DLR,EZL",102786.93221021435,88608.74468240826,191395.6768926226
888,Prince Regent,DLR,11042.631217348817,11371.497269112047,22414.128486460864
889,Star Lane,DLR,11459.42768466615,11395.373163969407,22854.800848635557
890,Royal Albert,DLR,10642.867125051805,10831.12522439489,21473.992349446693
891,Beckton Park,DLR,3858.4427207902822,3615.563966683144,7474.006687473426
893,Cyprus,DLR,13376.474142021321,14047.83751359875,27424.31165562007
894,Gallions Reach,DLR,13819.570140039687,13857.93795970923,27677.508099748917
895,Beckton,DLR,14138.72749885877,14112.164328771662,28250.891827630432
897,Deptford Bridge,DLR,21362.173123937497,20277.78537998952,41639.95850392702
898,Elverson Road,DLR,9898.753328222685,8598.860338368619,18497.613666591304
928,Greenwich,DLR,30647.054010537548,29293.15610627092,59940.21011680846
940,Lewisham DLR,DLR,48017.27833310494,44755.45793072599,92772.73626383094
9440,Addiscombe,TRM,0.0,0.0,0.0
9441,Addington Village,TRM,0.0,0.0,0.0
9442,Ampere Way,TRM,0.0,0.0,0.0
9443,Arena,TRM,0.0,0.0,0.0
9444,Avenue Road,TRM,0.0,0.0,0.0
9445,Beckenham Junction Trams,TRM,0.0,0.0,0.0
9446,Beckenham Road,TRM,0.0,0.0,0.0
9449,Beddington Lane,TRM,0.0,0.0,0.0
9450,Belgrave Walk,TRM,0.0,0.0,0.0
9454,Birkbeck Trams,TRM,0.0,0.0,0.0
9459,Blackhorse Lane,TRM,0.0,0.0,0.0
9460,Church Street,TRM,0.0,0.0,0.0
9464,Coombe Lane,TRM,0.0,0.0,0.0
9468,Dundonald Road,TRM,0.0,0.0,0.0
9470,East Croydon Trams,TRM,0.0,0.0,0.0
9471,Elmers End,TRM,0.0,0.0,0.0
9472,Fieldway,TRM,0.0,0.0,0.0
9473,George Street,TRM,0.0,0.0,0.0
9474,Gravel Hill,TRM,0.0,0.0,0.0
9475,Harrington Road,TRM,0.0,0.0,0.0
9476,King Henry's Drive,TRM,0.0,0.0,0.0
9477,Lebanon Road,TRM,0.0,0.0,0.0
9478,Lloyd Park,TRM,0.0,0.0,0.0
9479,Merton Park,TRM,0.0,0.0,0.0
9480,Mitcham,TRM,0.0,0.0,0.0
9481,Mitcham Junction,TRM,0.0,0.0,0.0
9482,Morden Road,TRM,0.0,0.0,0.0
9484,New Addington,TRM,0.0,0.0,0.0
9485,Phipps Bridge,TRM,0.0,0.0,0.0
9486,Reeves Corner,TRM,0.0,0.0,0.0
9487,Sandilands,TRM,0.0,0.0,0.0
9488,Centrale,TRM,0.0,0.0,0.0
9491,Therapia Lane,TRM,0.0,0.0,0.0
9497,Waddon Marsh,TRM,0.0,0.0,0.0
9498,Wandle Park,TRM,0.0,0.0,0.0
9499,Wellesley Road,TRM,0.0,0.0,0.0
9586,Imperial Wharf,LO,23954.522254441566,24803.388064003513,48757.91031844508
