NLC,total_activity,log_total_activity,direction_balance,post_2300_share,midnight_share_common_window,night_tube_extension_share,post_0100_share,common_window_persistence,weekend_common_ratio,volume_band,cluster,Station,mode_label,tot_entry,tot_exit
752,71749.07237869807,11.180944142383701,-0.28752724221633774,0.1666091642345353,0.04594472890067543,0.05875190901993449,0.03204360267331144,0.07585005209613324,1.0542749661768214,high,3,Wembley Park,LU,25559.62973303529,46189.44264566276
753,3817.479571953747,8.247607604557352,-0.5440975379907584,0.1553109924335259,0.04135301643909779,0.08497524554384994,0.04049273920845197,0.06264195931818096,0.8793405024883391,low,4,West Acton,LU,870.1991677618489,2947.280404191896
754,14694.904236253453,9.595324110560002,-0.19719881707539905,0.1170420341229767,0.03471830974930118,0.007604022798061999,0.004983556706057348,0.05252920424218603,0.8451690611269579,medium,4,Westbourne Park,LU,5898.543251914004,8796.360984339453
755,20549.472051278703,9.930639190525698,-0.03869938762976952,0.10502293153173278,0.022162441519648336,0.002328250817129972,0.0013526498528214214,0.035034456597700325,1.0001266973766996,high,2,West Brompton,"LO,LU",9877.11003338958,10672.362017889129
756,5222.770000047716,8.560974642431075,-0.5975682324473074,0.158318894299531,0.04144428206968176,0.06646989384291088,0.031537794861829366,0.0635361031006998,0.6485158178964605,low,0,West Finchley,LU,1050.9042813201884,4171.865718727529
757,20194.542278977915,9.913217179777527,-0.4320873373731528,0.14454657193076792,0.04160865232019233,0.049940003157308135,0.02648298762365277,0.06388792102877616,0.6798887593225247,high,4,West Ham,"DLR,LU",5734.368138092398,14460.174140885529
758,50523.84696081636,10.830220513287845,-0.16769894396404594,0.11946052994817113,0.030128241093362942,0.031174290405687304,0.014974175752655782,0.04405357201162147,0.860291947092443,high,4,West Hampstead LU,"LO,LU",21025.5255902432,29498.32137057318
759,4766.05465032462,8.469483919440478,-0.590229364513011,0.12659040312761874,0.0421120618696031,0.018467743725388504,0.009917548614029732,0.06348333848510489,0.7512823182018573,low,0,West Harrow,LU,976.494621414619,3789.56002891
760,16951.5474645,9.738173394406607,-0.2716116696976612,0.14375788113406193,0.04142393203425437,0.00789189059539763,0.004530956056138765,0.06731675895483508,0.8733606965172909,medium,4,West Kensington,LU,6173.654676853999,10777.892787646004
761,58783.672284395565,10.981636424469523,0.43885885838004013,0.08401935090480281,0.019137301848888937,0.025033859354010684,0.011903496759070454,0.027080728344477126,0.9076772228958011,high,2,Westminster,LU,42290.70379725596,16492.968487139668
762,5187.5105889645765,8.554201957896016,-0.5156732555409625,0.12050797925089765,0.04452879982865719,0.018401748172066055,0.010316591101005471,0.06384107931627714,0.8750183476438839,low,0,West Ruislip,LU,1256.225057699999,3931.2855312645775
763,74604.43339132277,11.219968617203454,0.03961887935772421,0.12605058522509396,0.036232271818511914,0.016592059433556124,0.008274810808518149,0.05603719351486532,0.7896496805326427,high,2,Whitechapel,"EZL,LO,LU",38780.08871870247,35824.3446726203
764,28168.68094537509,10.246001534763506,0.2034564221912287,0.11958595163389364,0.028717863216206774,0.06179280612278217,0.028036949188118908,0.040893159887856405,0.6958325594277348,high,2,White City,LU,16949.88999418366,11218.790951191424
765,24539.743481983885,10.108090014545326,-0.49209156164484996,0.1572386304729189,0.04373497443891378,0.06866530364104914,0.032499335296561634,0.06835286540825489,0.7921328146919604,high,4,Willesden Green,LU,6231.971394785204,18307.772087198675
766,17779.0635825298,9.785833085131793,-0.26836025455730456,0.10323766527959227,0.027414576896840966,0.0049684645838071455,0.0030004981752030685,0.03957543178768498,0.7746503722903099,medium,4,Willesden Junction,"LO,LU",6503.934776865799,11275.128805664006
767,72663.46569854481,11.193607764092274,-0.42292629152687994,0.15222161296201855,0.06475385663587556,0.02306905537900788,0.01812812941787526,0.09524795526108891,0.9117863639934081,high,0,Wimbledon,"LU,TRM",20966.087810584297,51697.37788796051
768,7042.957961664663,8.859925501634725,-0.43150000484443357,0.13633911448395247,0.04901877259985513,0.012948897947499248,0.008182363304967662,0.07183360871056617,0.6496578491245577,low,0,Wimbledon Park,LU,2001.9607835436088,5040.997178121053
769,16991.560627547427,9.740530917114821,-0.5901580620907313,0.16193001370625562,0.05104309360084239,0.055790456387637674,0.02773332217827693,0.07807311702855989,0.7280244382539314,medium,4,Woodford,LU,3481.9270678484327,13509.633559698996
770,36556.58039349051,10.506643841580669,-0.39119321539513824,0.1726763138180874,0.04854717647709003,0.06192526064350641,0.03179821857367979,0.07695982397457264,0.8327423475523362,high,4,Wood Green,LU,11127.947082755049,25428.63331073545
771,11351.904927479907,9.337228930909431,-0.4593536375909332,0.12663859381992262,0.03684155774038108,0.043093576899416806,0.02188018402129854,0.05277735162339308,0.7566740215477078,medium,0,Woodside Park,LU,3068.6830527277866,8283.221874752124
773,35555.30533490611,10.478872784761585,-0.12179055256058884,0.09621879068802382,0.022262294625576294,0.006566038243919561,0.004436478888155272,0.032307112726502316,0.7608839764865838,high,2,Hammersmith (H&C),LU,15612.502525853732,19942.80280905239
774,14095.21291377879,9.553661452614866,-0.5460657737379887,0.12381672618036957,0.0262815130282471,0.0016179354460462109,0.0008863427473868312,0.04416677785623909,1.0485205500782886,medium,2,Edgware Road (Bak),LU,3199.149784007244,10896.06312977155
775,14090.518480402172,9.553328369164172,-0.15948202402870992,0.12580820583484834,0.033655905071376696,0.009768973952713,0.006744101078780085,0.052535923096117446,0.8738064648337711,medium,2,Shepherd's Bush Market,LU,5921.667036766846,8168.851443635326
776,25640.6138981253,10.15197185359835,-0.10126588397317177,0.1317579947885844,0.03141247395585797,0.055377379446152765,0.024952402992701905,0.04814644508470835,0.7631741941162086,high,4,Pimlico,LU,11522.047233058416,14118.566665066886
777,91147.16058433088,11.42024159980808,-0.13114439453563306,0.14686358604291289,0.03646309788899585,0.0565354105431149,0.028372609654225115,0.0555014468860929,0.9932485405928774,high,4,Vauxhall LU,LU,39596.86069792831,51550.29988640256
778,108923.27134341258,11.598408161437563,-0.30531238898516105,0.20687499040658114,0.051417421582193916,0.09317654256676318,0.0519599911821367,0.08787952155321896,1.021861279475202,high,3,Brixton LU,LU,37833.82357673819,71089.44776667438
779,13613.95332668804,9.518923977021782,-0.4968615796606044,0.19206583906249913,0.04350081984695588,0.10573865781419106,0.05584926656637882,0.07861503390505356,1.0232625627745415,medium,3,Hatton Cross,LU,3424.8514856820407,10189.101841006008
780,57528.452476651124,10.960052312632337,0.25148490436460136,0.06748744832658195,0.008047373402407314,0.030684483164230898,0.013368263470171112,0.01186320828789107,1.0904427034345074,high,1,Heathrow Terminals 123 LU,"EZL,LU",35997.994922992635,21530.45755365852
781,21850.72084684481,9.992034954715212,0.04359839636056543,0.03375428794658329,0.004495050838063908,0.0007595419493017996,0.0009468180544253024,0.005765191765731311,1.268304275512153,high,1,Heathrow Terminal 4 LU,"EZL,LU",11401.688617544813,10449.032229300004
783,38883.861839361205,10.568360298065285,0.3597397511096856,0.09062234260620163,0.011417625025299574,0.02506603805526305,0.010760494910992971,0.018074701709825444,1.1268206975554487,high,1,Heathrow Terminal 5 LU,"EZL,LU",26435.966309818185,12447.895529542997
784,30962.127359151928,10.340552335494708,0.0921329613113132,0.106504333244627,0.021540414358808664,0.034053274797877814,0.014826005338014099,0.03246015465733939,0.6696701087630812,high,2,Southwark,LU,16907.379920624317,14054.747438527607
787,31920.31614851979,10.371029283436751,-0.20805276770853234,0.16007011406422822,0.040538268234590814,0.06082247210578166,0.030762077335043037,0.0646671582615039,0.9043103510091857,high,4,Bermondsey,LU,12639.603013844438,19280.713134675345
788,45061.05642615911,10.715795850453956,-0.31434571262293537,0.1634026415747023,0.0430352101503527,0.07568648986276193,0.038402971143212686,0.0690587138979325,0.9436510400951228,high,4,Canada Water,"LO,LU",15448.153266167918,29612.903159991198
789,130959.76297984402,11.78265303808061,0.023788767283785376,0.21790800293397106,0.04484608326344085,0.05093854916252472,0.029838566607862826,0.08026776692914832,1.222234977134641,high,1,North Greenwich,LU,67037.5671524556,63922.1958273884
831,17140.893705462157,9.749280670614855,-0.318294150466972,0.11754611631889993,0.0314923429118441,0.006474555036898925,0.003340440582991539,0.050158841160075546,0.8318326746424316,medium,4,Nine Elms,LU,5842.523752618704,11298.36995284345
832,39181.235827682605,10.5759787554059,0.05254896248245358,0.0993644840610477,0.025564657090323985,0.005055428406881323,0.0028433665599735423,0.037925158912468324,1.0378741100890445,high,2,Battersea Power Station,LU,20620.084559603834,18561.15126807878
850,6761.185625083665,8.819101434101297,-0.18293920494645802,0.20069298998825735,0.09171694591002019,0.024411206897442,0.017448984103458715,0.15409106809893938,0.8840031862552676,low,3,All Saints,DLR,2762.1498511677187,3999.035773915947
851,12565.711321365901,9.438806638186021,0.06044740644989532,0.1496227686976549,0.06230675692969391,0.01066859543683609,0.006003483332506517,0.10474959131817858,0.8837922435766957,medium,3,Bow Church,DLR,6662.63799047028,5903.073330895621
852,242131.60092148534,12.39724079276787,0.1417028172737734,0.11874857970817945,0.0313319036827826,0.02806072637796393,0.01309899418893841,0.04636282063278716,0.7330844463232936,high,2,Canary Wharf LU,"DLR,EZL,LU",138221.1654615343,103910.43545995098
853,14900.74808421509,9.609233806140232,0.2439306700685286,0.16578152350699338,0.06791510093211953,0.011286680736435096,0.006849377959269151,0.11032873646135542,0.9006071462644909,medium,3,Langdon Park,DLR,9267.74877446001,5632.999309755083
854,12669.889513447695,9.447062477121376,-0.2753617561902992,0.15446771429935985,0.056696156830074944,0.007789596992497315,0.005497550368910439,0.09171490645753,0.8310741158472827,medium,4,Crossharbour,DLR,4590.543243143843,8079.346270303859
855,19977.922763178824,9.902433134992222,0.23001735050998062,0.14407116398267555,0.05239427664572461,0.005196388891881319,0.0028921545418687275,0.08059160686705875,0.7743934743624984,high,2,Heron Quays,DLR,12286.59581292912,7691.326950249702
856,8089.5522933402935,8.998452276367617,-0.2640210420566123,0.1426089502443821,0.05866545848547533,0.00845497407462915,0.005478295211815391,0.0915017978978754,0.8439997106957337,low,4,Island Gardens,DLR,2976.8701335405653,5112.682159799729
857,6566.234612393854,8.78984811151503,-0.36259194683795026,0.1598548977626459,0.06619855425170436,0.010926362361118597,0.006600922200642255,0.10679591332485953,0.8324364619808042,low,4,Mudchute,DLR,2092.6854104456165,4473.549201948237
858,5761.755327477945,8.659170994779355,0.07679924838783798,0.155755471899852,0.06550220340588749,0.015522000770622811,0.009600667942833464,0.10774375651780255,0.7624060636331372,low,3,Poplar,DLR,3102.126903011437,2659.628424466508
859,16324.280188999688,9.700470117182626,0.08237534780058293,0.10656267484854305,0.052411615916028845,0.006069509458834405,0.008447494429667217,0.0970306035886636,1.3443396941143013,medium,1,Pudding Mill Lane,DLR,8834.49922358135,7489.780965418338
861,14881.92474296954,9.607969844379712,-0.1260109949236301,0.14317260014341285,0.05193002159593378,0.005284948054495902,0.0031330347887836433,0.08185299382502544,0.6710046111875372,medium,2,South Quay,DLR,6503.319299864677,8378.605443104856
862,22226.205220089352,10.009072277961087,-0.4301552000292708,0.17874360766631767,0.0758801969286028,0.005109404561900996,0.003247645287000549,0.12340502099867841,0.9031093879615956,high,3,Limehouse DLR,DLR,6332.743733875096,15893.461486214252
864,9750.610945058263,9.185187775477905,0.2976145777698833,0.17675491490452314,0.07720072801019684,0.005438865020069645,0.003854783379033591,0.1265678942874757,0.8692015543041716,medium,3,Tower Gateway,DLR,6326.26745223509,3424.34349282317
865,18676.788362273415,9.835090308749564,-0.21336605694801106,0.1858488705255588,0.0764204087896273,0.0076140070325298025,0.00459275382415145,0.1306934125231989,0.8880618533739904,medium,3,Westferry,DLR,7345.897836481316,11330.890525792092
866,13223.87592048703,9.489854874488689,0.28477731079288504,0.16601527440850725,0.06081395229193469,0.005814406276054782,0.0033472251797385145,0.10009554483277072,1.1237661479317635,medium,3,West India Quay,DLR,8494.867871691058,4729.008048795975
867,9388.180251768594,9.147313268260291,-0.3497433802237571,0.17095885506525466,0.07280116653205454,0.02068891141746866,0.014418588203461126,0.11755702745960846,0.8482407072938795,medium,4,Devons Road,DLR,3052.3631781825616,6335.817073586037
879,20555.030090445387,9.930909611938905,0.09517166205690263,0.12562621840800406,0.04265546185312693,0.005606005133294766,0.0037384391029507205,0.06314262336462952,0.8207031601110992,high,2,Cutty Sark,DLR,11255.64323389136,9299.386856554034
882,5679.20901411132,8.644743309297192,-0.16133610795574208,0.1763917243620018,0.07233968586754835,0.00842276544562744,0.00572685188565173,0.11922862975977488,0.8108323673012561,low,3,Blackwall,DLR,2381.473767753715,3297.7352463576035
883,12908.621496080965,9.46572816474946,-0.2096544195126941,0.1412212246562823,0.04975102688734336,0.008037329382725542,0.004701625897799,0.07630465036417036,0.6528399699146201,medium,4,East India,DLR,5101.135974805515,7807.485521275447
884,58850.2953582345,10.982769123631133,-0.4287632306908947,0.2044308085624096,0.05280215327593837,0.1250972546431898,0.06535578498708959,0.08787027887920039,0.9343990201732418,high,4,Canning Town,"DLR,LU",16808.726296662255,42041.56906157225
886,10674.14370350297,9.275673299692679,-0.047333654529850645,0.12276002989966148,0.0369257631938512,0.007284388931570101,0.005155672009746316,0.05691109134446338,1.123457083680809,medium,4,Royal Victoria,DLR,5084.448736519689,5589.694966983282
887,47665.836285871075,10.771991179012451,-0.0768376341279374,0.1017458302170491,0.023594674139054625,0.000636648973407934,0.00041813330402091706,0.03578020103015069,0.8378438296047765,high,4,Custom House DLR,"DLR,EZL",22001.653098467585,25664.183187403487
888,5300.971455388287,8.575834003090286,-0.23229480979863357,0.1272965393391372,0.03425107070618508,0.008021818013997593,0.004694948198077715,0.05432455414399423,0.8096049318917681,low,4,Prince Regent,DLR,2034.7916497054396,3266.179805682846
889,5378.167243843046,8.590288853785257,-0.04511690349085162,0.26941923778711935,0.12505968904986395,0.025815725490445095,0.014818050609942275,0.23913792448203397,0.87460165415707,low,3,Star Lane,DLR,2567.760495672459,2810.406748170589
890,5553.006194970217,8.622274783273076,-0.3527581981528381,0.12240218586185046,0.03450177671227148,0.007964185026135197,0.004526348155447797,0.05368040964338494,0.9456738480319287,low,4,Royal Albert,DLR,1797.068867650488,3755.937327319729
891,1609.5520454983136,7.384332284609423,-0.3871016410515452,0.1183302714736459,0.03716518412167635,0.012660114173363756,0.0068466201081772,0.053603914325421845,0.8419702953364038,low,0,Beckton Park,DLR,493.2459036640228,1116.3061418342909
893,4640.854162449321,8.442869169376042,0.025492447368637854,0.09231474248924074,0.028690567458067678,0.008598443864443027,0.005152770830824905,0.04047556919115402,0.4788481207391241,low,2,Cyprus,DLR,2379.5804464655434,2261.2737159837784
894,8298.419667399296,9.023940871749755,-0.3471947162965203,0.13684094085858767,0.04535149103453555,0.014259440487172976,0.00900763442385251,0.07221825930563461,0.8025615465650386,medium,4,Gallions Reach,DLR,2708.626102633568,5589.793564765729
895,7387.356551516132,8.907660601052841,-0.33278109390978994,0.10421450312265333,0.03456384062574043,0.009279965380643402,0.0060308376709711,0.050276598302848405,0.5969244582234844,low,0,Beckton,DLR,2464.4919786004702,4922.864572915661
897,12504.289624921737,9.43390700377296,-0.1910093605804253,0.14046462818736327,0.047764352044535024,0.004610809476129894,0.0033124229331063463,0.07177019373545872,0.8541156088734871,medium,2,Deptford Bridge,DLR,5057.926629576495,7446.362995345237
898,5112.800985641734,8.539698239497838,-0.33173618127905224,0.15613911444333503,0.06111786213441713,0.01333688748301331,0.009535855814563699,0.09511719025864379,0.7973990884459138,low,4,Elverson Road,DLR,1708.3499555125863,3404.4510301291475
928,15782.293350555603,9.666707276715172,-0.29731424023574105,0.10686342026383817,0.03640332688817921,0.0052718985414832355,0.004998888424936941,0.05336355700911009,0.7314234693148892,medium,4,Greenwich,DLR,5544.99639692879,10237.296953626812
940,25724.6606289026,10.155244240796327,-0.22806806269893473,0.1974838983601561,0.09840766975548844,0.014645974084140728,0.01272962640368685,0.1565130559632703,0.7824429079509347,high,3,Lewisham DLR,DLR,9928.843557840608,15795.817071061983
1022,14249.315758208963,9.564534343922105,-0.17702555172851925,0.1278076222052834,0.030003654394843166,0.02824786227452599,0.01383032988272271,0.045703548425292,0.848153060725385,medium,4,Haggerston,LO,5863.411387179071,8385.9043710299
1023,16113.756692924953,9.687490695961495,0.02899044294299202,0.12371551767566688,0.02727084663373753,0.027610919204758808,0.013797644842832565,0.041562393436438666,0.8522117691328456,medium,2,Hoxton,LO,8290.450818464222,7823.305874460729
1024,34606.03848189571,10.451812364690138,0.29865274492454214,0.14016313390315582,0.031723611242011916,0.041514008142559844,0.021542989362247307,0.049398145904939995,0.9705316654691422,high,1,Shoreditch High Street,LO,22470.613432739086,12135.425049156614
1039,7131.286811770681,8.872387192948791,-0.21687879890649184,0.12328211681790249,0.025368083331000362,0.02114939864775406,0.01003649292148963,0.03979874889799492,0.8963535793083102,low,4,Rotherhithe,LO,2792.330946688078,4338.955865082608
1082,40721.21456349133,10.614529034900087,-0.072559685078779,0.16464247158285192,0.056078990497316676,0.01743481929427598,0.00891044969220339,0.09180248950311111,0.8900109373961984,high,4,Shadwell LO,"DLR,LO",18883.24802936951,21837.966534121835
1083,19957.45389117266,9.901408086503155,-0.32030156546598576,0.14873764204088263,0.03691957290732565,0.044375968558695085,0.021136502950538687,0.058366360794294865,0.8335081120327663,high,4,Surrey Quays,LO,6782.525083557416,13174.928807615244
1085,9919.66663519668,9.202375399149721,-0.16142106258912586,0.13775983107920092,0.030443106494169796,0.03169870230765569,0.015255049703034965,0.04835334745483613,0.9018335716705187,medium,4,Wapping,LO,4159.211753206668,5760.454881990014
1335,3835.1107865400004,8.252214316331857,-0.4912428102134958,0.0969835311734405,0.025150919540194605,0.0,0.0,0.03670969023433536,0.6265390790263864,low,0,Barking Riverside,LO,975.5700931399996,2859.540693400001
1398,2795.666298217535,7.936183379047318,-0.4402550015097312,0.11535498182776933,0.0345169331675977,0.002084845286066682,0.0014296792596911424,0.05210128339082192,0.8865723333479445,low,2,Hatch End,LO,782.430113937535,2013.23618428
1404,5540.5793861094,8.62003482685692,-0.16880899694993237,0.09633211874103112,0.019072823542673707,0.0,0.0,0.02741687283075642,0.7750099915565904,low,2,Acton Central,LO,2302.6398687094,3237.9395174
1409,8294.590337967784,9.023479368020833,0.009744308656235089,0.08765458929535462,0.01612731522714561,0.001232765930269829,0.0006999272060091812,0.022912258448475165,0.8622439876036968,low,2,Gospel Oak,LO,4187.707693198983,4106.882644768802
1413,9045.7145170258,9.110156933987433,0.3004920317533438,0.05286311475845973,0.00974149781692976,0.000652658596445478,0.00034688945701900377,0.012504296237370573,0.8122659988747456,medium,2,Hampstead Heath,LO,5881.939825453801,3163.774691571999
1415,2944.2363644293996,7.987944352433617,-0.1224652640482346,0.09859163593456663,0.013364143730332971,0.0,0.0,0.0199297505645072,0.9329148105994916,low,2,Kilburn High Road,LO,1291.834840319569,1652.4015241098307
1429,27342.537065493292,10.2162354751906,-0.09923326391362391,0.11984674941534718,0.022668587847114622,0.0,0.0,0.036256180404819004,1.0825525498820967,high,2,Dalston Kingsland,LO,12314.62393440258,15027.91313109071
1434,1896.5928035145078,7.548341416381854,-0.53068669453595,0.12262581038153271,0.03406546343165577,0.0024899741768197093,0.0018480990283591195,0.05061357272246067,0.7611222711268911,low,4,Headstone Lane,LO,445.0481188683616,1451.5446846461473
1437,9020.717680846687,9.10739002517621,-0.23375580167153756,0.07666981355680505,0.016007699876606066,0.002926041378682194,0.00168810229155939,0.022649798172509613,0.8356153518753111,medium,2,Brondesbury,LO,3456.0362938538774,5564.681386992812
1438,4205.316116493261,8.344342511900885,-0.14238668701226018,0.07771005735986611,0.016957903398378663,0.0035805105691524525,0.0019592081360450533,0.02332758660293943,0.8281430871564512,low,2,Brondesbury Park,LO,1803.2675434132611,2402.0485730799987
1439,8483.481346681936,9.045994049893396,0.012549226815215876,0.09808093862610973,0.018686500637498497,0.0011062111071337263,0.0006505103378530365,0.02773846256661911,0.867176971219208,medium,2,Caledonian Road & Barnsbury,LO,4294.971239142054,4188.510107539886
1440,17631.74385851111,9.777512899045462,0.1934999313968418,0.09690845888821004,0.01896822370896825,0.0016728192298964754,0.0009212545544451941,0.027947417427922536,0.9501812439340539,medium,2,Camden Road,LO,10521.742542769838,7110.001315741265
1441,11526.9840725646,9.35253275604799,-0.2858477672199836,0.11628054277395974,0.027903497115195918,0.01717501491218364,0.00894213774412801,0.04141025686980919,0.8940587061672433,medium,4,Canonbury,LO,4116.010706320849,7410.973366243752
1443,30748.78417619247,10.333638254549626,-0.12070024203538357,0.19620842805285393,0.04439153388820496,0.0895998168578576,0.04991481320522825,0.07451236532124787,1.1028887561306744,high,3,Dalston Junction,LO,13518.699241916136,17230.084934276336
1445,7386.995123979872,8.907611681327017,-0.009938589030058636,0.07263571596760034,0.014558361501406826,0.0011091586860649267,0.0005941249342229779,0.020128814316659457,0.8656357074919349,low,2,Finchley Road & Frognal,LO,3656.7894076377943,3730.205716342075
1448,11179.220135998212,9.321901436676084,-0.17697024818316034,0.06358501159747855,0.013800953744115938,0.0023965050199322773,0.0014754620451333706,0.0185567878204291,0.8325811315356281,medium,2,Kensal Rise,LO,4600.415387018212,6578.804748979996
1449,10770.26964507149,9.284637650395553,0.13750532077171565,0.09661462506397625,0.01525116815770345,0.0012313075403359481,0.000652456349009421,0.022484128654694534,0.7715854697817427,medium,2,Kentish Town West,LO,6125.619513707459,4644.650131364033
1451,2134.1915767604114,7.6663116531407995,0.05982034676108502,0.08597832554805451,0.010286873131809331,0.0,0.0,0.01562513192855368,0.8106059563245357,low,1,South Hampstead,LO,1130.929828468404,1003.2617482920084
1452,3246.864884642724,8.08575310086047,-0.16086238409478765,0.07582956633571139,0.016581357635533703,0.0,0.0,0.022386232077689347,0.7553009462141542,low,0,South Acton,LO,1362.283229232724,1884.58165541
1524,6468.477298474722,8.774850595742157,0.16223176744590953,0.05295525216519079,0.007077081954537177,0.0,0.0,0.00936163732310501,0.8520317360651681,low,2,Upper Holloway,LO,3758.9349016450096,2709.542396829711
3000,13057.448204672,9.477190575301492,-0.4166178236526768,0.08257385077202259,0.009938053574171515,0.0,0.0,0.01504996095944738,0.8276602142757352,medium,4,Acton Main Line,EZL,3808.741275592001,9248.70692908
3174,15917.433870161001,9.67523307956935,-0.516178365971744,0.09830429367765754,0.02898600580064317,0.009103684710822244,0.006176293536981135,0.04259121067964862,0.8010354091024187,medium,4,West Drayton,EZL,3850.599432298999,12066.834437862004
3186,36725.25042095919,10.51124704868462,-0.5293283168416713,0.10705689029040805,0.027099362148870734,0.006018059985488164,0.004489090176773914,0.04069404570540987,0.7964045533681869,high,4,Hayes & Harlington,EZL,8642.767715021986,28082.482705937207
3187,32270.13532724683,10.381928466554395,-0.46710173294928203,0.0981039142619215,0.02282223652084476,0.007025924976722521,0.0049082838561291635,0.03309719276506723,0.7610310611861484,high,0,Southall,EZL,8598.349596690996,23671.785730555835
3188,12161.075263852,9.406077804104584,-0.36986046641037706,0.06910775667922286,0.008894818717348943,0.0,0.0,0.013004683980441767,0.8809348362219797,medium,4,West Ealing,EZL,3831.587147356,8329.488116496
3191,8982.560265344217,9.103151548798305,-0.4788366255498717,0.08248564079499071,0.011697301564174107,0.0,0.0,0.01712151616850311,0.9505766721485613,medium,4,Hanwell,EZL,2340.690709544215,6641.869555800004
5131,55432.083659886455,10.922931872471855,-0.6373855629743059,0.11984897872603013,0.035213056387278896,0.0031003131441080384,0.0017575045352122628,0.053725721111256945,0.6853556661696056,high,4,Abbey Wood,EZL,10050.23690474546,45381.84675514101
5150,17203.457531574863,9.752923788038192,-0.4901637957605881,0.13086793160109586,0.030229601618737015,0.0008380150658356558,0.00037348344837119583,0.046250188916306834,0.7684053166755711,medium,4,New Cross,LO,4385.472743846027,12817.98478772884
5301,6695.503285024164,8.809340771385433,-0.14356726607393283,0.11151584613798719,0.028144294694484037,0.0014642164605932692,0.0010755366595555965,0.0411985396223629,1.0751687954876703,low,2,Clapham High Street,LO,2867.124091702104,3828.37919332206
5345,24782.55247365713,10.117935505426848,-0.17471139307738404,0.15059411975464781,0.04006100009957778,0.060331084020320426,0.03031823630711065,0.06324213716546813,0.9334783732541286,high,4,New Cross Gate,LO,10226.379103485568,14556.173370171562
5356,15895.057505241886,9.673826401817076,-0.603360044808606,0.11533455963045844,0.032766707622177475,0.0040355353030046845,0.0017210114038894578,0.04763733569652131,0.625014526222177,medium,0,Crystal Palace,LO,3152.3074483218884,12742.750056920004
5362,21062.261941505072,9.955285661704744,-0.6402775705441667,0.1365087283677384,0.04864257021361041,0.004900587281220343,0.008924658570000419,0.07263927095909384,0.6393326390274403,high,0,Forest Hill,LO,3788.2840177166686,17273.9779237884
5372,3083.6167488912547,8.034182698116973,-0.17361573175536493,0.09985805799814376,0.02231515397015455,0.0009036141188242742,0.0006300638663922468,0.03290885964189434,0.5642109898189615,low,2,Wandsworth Road,LO,1274.1261852896996,1809.4905636015544
5376,17545.009101094478,9.772581801387298,-0.5928920259642475,0.09841029066872038,0.025589951644755592,0.002949907983372348,0.0014660872509336914,0.036780732614507816,0.6553592615738045,medium,0,Norwood Junction,LO,3571.356554792708,13973.652546301775
5378,6046.0293599687575,8.707322415556408,-0.605380609929376,0.1685417178157179,0.058585660269365125,0.01912569868212285,0.020659731441292573,0.0955164011789699,0.7818510684550805,low,0,Penge West,LO,1192.9402091899783,4853.089150778779
5397,5116.56043015352,8.540433125995968,-0.4624952095300698,0.13946345235352428,0.06173528998696929,0.026489478670015085,0.02582096751229146,0.09141686910720143,0.8166403043916919,low,0,Anerley,LO,1375.0878709682015,3741.47255918532
5404,18590.61394889314,9.830465895069292,-0.41438317183031625,0.1548590764858816,0.055088894021924774,0.00201597886585638,0.0037760351387523456,0.0882250638158717,0.9151742237538883,medium,4,Brockley,LO,5443.48818723894,13147.125761654206
5411,17415.880985732,9.765195186484117,-0.2179527433182249,0.07019744052669957,0.018839144741789684,0.00301401344328497,0.005863683018209819,0.026140695208493984,0.724890911356818,medium,0,West Croydon NR,"LO,TRM",6810.020973794001,10605.860011937988
5418,10484.136324895413,9.257713945149009,-0.5503771444821539,0.13370069673265106,0.03886134447082453,0.005392807741281151,0.004538885865455465,0.05889486012231342,0.6720613224408295,medium,0,Honor Oak Park,LO,2356.9536560189244,8127.1826688764895
5421,20779.493713242566,9.941770023429811,-0.2612184436695988,0.06596379066896299,0.016178624118860258,0.0011823678434882449,0.0005936868137942514,0.0209231550013386,0.4984428357816637,high,0,Denmark Hill,LO,7675.75335261356,13103.740360629
5423,37044.12587066675,10.519892066622464,-0.3282443809436336,0.10159167392832892,0.027323914937726894,0.001872474224896954,0.0011577117660538307,0.03922587328425336,0.7737412127639061,high,2,Peckham Rye,LO,12442.29985332585,24601.82601734091
5424,17838.59258761715,9.789175568856257,-0.5133302784080255,0.09972251005440855,0.025076126359527894,0.0026497413982970513,0.0013766866521480682,0.036996108271978724,0.7911659331847734,medium,4,Queens Road Peckham,LO,4340.751444104149,13497.841143513007
5437,18243.48558373712,9.811618153555942,-0.6190865473082363,0.13872399929358067,0.04798046851689142,0.0036299102114376704,0.008136832190498131,0.07354800333102457,0.6249759259821055,medium,0,Sydenham,LO,3474.594541416861,14768.89104232026
5595,104137.68731775388,11.55347882166101,-0.22934034915113297,0.10784861800835258,0.026146903683915784,0.011196863125447157,0.007272600217820814,0.038608404167958334,0.8702184997421499,high,2,Clapham Junction,LO,40127.35687425434,64010.33044349958
6562,57441.05656831515,10.958532006847099,-0.4873240985980365,0.122463459901436,0.0319762297868839,0.0,0.0,0.050360537761538905,0.7917672028915649,high,4,Woolwich EL,EZL,14724.322726821076,42716.73384149408
6867,10691.858790684055,9.277331394897839,-0.2028611278914681,0.14164351670736317,0.040204587666165234,0.01082153860505076,0.00620171823885576,0.06351913528054072,0.7618591211956502,medium,2,Hackney Downs,LO,4261.448128574789,6430.410662109264
