NLC,lsoa21cd,lnc_grp,piece_area_m2,covered_area_m2,area_share
527,E01001970,4,215484.89222541626,1837281.078025578,0.11728466308322605
527,E01001971,5,30506.965224995904,1837281.078025578,0.016604408323728025
527,E01001972,1,69376.89823597431,1837281.078025578,0.037760633942047525
527,E01001973,4,346951.58140600054,1837281.078025578,0.18883968574849186
527,E01001974,4,171207.14136863835,1837281.078025578,0.09318505666679208
527,E01001975,3,86799.09328322546,1837281.078025578,0.047243230402450744
528,E01004222,2,10447.83841123971,577113.1952672271,0.018103620740125222
528,E01004226,2,109337.37868926153,577113.1952672271,0.18945569012441976
528,E01004228,2,19025.8094696528,577113.1952672271,0.03296720578506798
528,E01004229,2,81292.84609777817,577113.1952672271,0.14086118072579545
528,E01004231,2,70477.6456270805,577113.1952672271,0.12212100885069256
528,E01004240,2,171.5811357864814,577113.1952672271,0.000297309327171132
528,E01004241,2,3992.7186098241746,577113.1952672271,0.006918432367458488
528,E01004267,1,163217.4761920072,577113.1952672271,0.2828170929559682
528,E01004268,3,18749.46332476693,577113.1952672271,0.03248836359751774
528,E01032765,2,19280.126953384417,577113.1952672271,0.03340787753857703
528,E01032784,1,30461.91531946564,577113.1952672271,0.052783259106318856
528,E01035659,3,8055.766051552337,577113.1952672271,0.01395872788495537
528,E01035674,4,42602.62938542729,577113.1952672271,0.0738202309959323
529,E01000135,5,1325.6252977860242,1793474.5471181353,0.0007391380602061625
529,E01000145,4,126223.43228899331,1793474.5471181353,0.07037927161654836
529,E01000215,5,258383.67556064695,1793474.5471181353,0.1440687719688209
529,E01000216,6,8947.77273707053,1793474.5471181353,0.004989071493347012
529,E01000217,6,3098.104254886166,1793474.5471181353,0.0017274314039551829
529,E01000218,4,167078.69826783633,1793474.5471181353,0.09315922466605875
529,E01000219,5,190127.83978441652,1793474.5471181353,0.10601089382055941
529,E01000220,4,91240.9326720406,1793474.5471181353,0.05087383750087344
529,E01000221,5,421906.687918322,1793474.5471181353,0.2352454282645201
529,E01000222,4,120100.46136165883,1793474.5471181353,0.06696524439370696
529,E01000225,5,1870.8874126296387,1793474.5471181353,0.0010431636265125117
529,E01000236,5,61849.604138602925,1793474.5471181353,0.034485911293241744
529,E01000307,3,95021.7586636026,1793474.5471181353,0.05298193878262135
529,E01000310,5,65217.31249034024,1793474.5471181353,0.036363667717021916
529,E01000311,5,181081.7542693026,1793474.5471181353,0.10096700539200618
530,E01003497,4,91407.64273555878,783554.2121903561,0.11665771342104951
530,E01003500,4,110219.37424698431,783554.2121903561,0.14066592015232215
530,E01004235,3,4521.4026722417,783554.2121903561,0.005770376320998289
530,E01004236,3,93939.2525957424,783554.2121903561,0.1198886447603205
530,E01004239,3,1094.3617360079122,783554.2121903561,0.0013966637138593402
530,E01004248,3,83153.3734408151,783554.2121903561,0.1061233187788848
530,E01004249,2,26.027935177202824,783554.2121903561,3.321778477132303e-05
530,E01033579,4,1883.8773529413363,783554.2121903561,0.002404271872491279
530,E01033586,4,149401.84077831666,783554.2121903561,0.19067198983038725
530,E01035665,3,143225.32515874386,783554.2121903561,0.18278929897954374
530,E01035666,3,37133.777349508215,783554.2121903561,0.047391459036004724
530,E01035667,3,67547.95618831868,783554.2121903561,0.08620712534936718
532,E01000126,2,22131.19627184242,1853481.6077304245,0.011940337675614658
532,E01000127,5,181505.82772909122,1853481.6077304245,0.09792696456877382
532,E01000128,4,210004.21118256185,1853481.6077304245,0.11330256006139201
532,E01000129,3,185264.51883139712,1853481.6077304245,0.09995487306628968
532,E01000130,4,151767.59655884074,1853481.6077304245,0.08188244001227458
532,E01000131,4,139090.252546901,1853481.6077304245,0.07504269368888751
532,E01000132,5,79440.52087377387,1853481.6077304245,0.042860161407831956
532,E01000133,4,435.3660483982401,1853481.6077304245,0.0002348909460889352
532,E01000134,5,133384.02241718685,1853481.6077304245,0.07196403884499003
