lsoa21cd,cluster,lnc_grp,total_activity,log_total_activity,direction_balance,post_midnight_share,deep_night_share,post_midnight_persistence,weekend_ratio,volume_band,tot_boardings,tot_alightings,imd_score,imd_decile,income_score,employment_score,population_2022,n_source_lsoa11,imd_decile_int,distance_to_centre_km
E01000552,1,2,853.05306,6.749993323006051,-0.2904619555552616,0.1037568753343432,0.0407918471097214,0.1595904134091105,0.8957216804988316,medium,302.6368,550.4162599999999,27.7,3,0.37,0.162,1426,1,3,5.5193408741293135
E01000553,1,4,2952.17496,7.990636128210963,-0.1246677940795216,0.1224409579031183,0.0816397040370534,0.2203440771984197,0.8897962536326518,high,1292.06691,1660.1080499999998,36.359,2,0.386,0.189,2022,1,2,8.612790488547827
E01000554,1,5,470.72,6.156385589221769,-0.2929501614547926,0.0647417148198504,0.0368284542828008,0.0908363708528205,0.840068216167989,medium,166.41125,304.30875,27.089,3,0.365,0.146,1985,1,3,8.943988745279924
E01000555,1,5,343.17345,5.8411457454159486,-0.1066779204510138,0.1003839603559074,0.0740821878848727,0.15310567213171,0.817045771341937,low,153.28220999999996,189.89124000000004,21.465,5,0.239,0.118,1581,1,5,8.652347533040112
E01000556,1,2,6267.6559,8.743317240630482,-0.226275185273014,0.0904697735560115,0.0307162411388921,0.1575220354648161,0.858271175723832,high,2424.7204500000003,3842.93545,42.36,2,0.403,0.195,2021,1,2,8.15909715111612
E01000557,1,2,936.39582,6.843105626336355,-0.0467045015215894,0.0809575912032584,0.0451531596969324,0.1250563103821003,0.9155009718234536,medium,446.3309599999999,490.0648600000001,31.391,3,0.391,0.163,1874,1,3,8.255402177547008
E01000558,1,4,1430.28224,7.266325992813041,-0.5833941278610856,0.099515253716637,0.0180402505732015,0.1723635774355374,0.8199087268506008,high,297.9319899999999,1132.35025,29.401,3,0.311,0.176,1348,1,3,7.740446555935141
E01000559,1,3,1718.41584,7.449739884213903,0.0905598379493522,0.0770697097391746,0.0480198378525188,0.1295337526440106,0.797477048028331,high,937.01765,781.39819,24.332,4,0.263,0.128,1344,1,4,8.184236433027829
E01000561,1,5,844.37288,6.739777808129133,-0.4364581913147187,0.0579943898719248,0.0150745841102807,0.0954401457443235,0.8763879486094613,medium,237.91971,606.4531699999999,25.415,4,0.388,0.14,1800,1,4,7.264977708566378
E01000562,2,5,78.67271,4.377927118126934,0.0622720381692711,0.1132494355412442,0.0731262466997768,0.1685368199732713,0.4920308632401358,low,41.78591,36.8868,11.955,7,0.152,0.072,1472,1,7,15.268870295636436
E01000563,1,5,494.48347,6.2055339929713975,-0.0735623579085464,0.1529429285067911,0.1031886263053444,0.2572161164312523,0.7956990785686304,medium,229.05405000000005,265.42941999999994,8.929,8,0.118,0.055,1551,1,8,14.933083170042114
E01000564,1,5,1732.23104,7.457742598775317,-0.1699646370498013,0.0814110801293573,0.0528459760194575,0.1275864744447791,0.794450051817427,high,718.9065100000001,1013.32453,26.063,4,0.313,0.105,1649,1,4,14.158172884483113
E01000565,1,5,1981.69019,7.59220988333382,-0.2802030977405202,0.1220525242646531,0.0699141019616189,0.1902616485090524,0.8120701503960157,high,713.2072299999999,1268.4829599999996,26.28,4,0.315,0.146,1555,1,4,14.722262074373065
E01000567,2,5,105.07673,4.664162700170572,0.027518842659074,0.1208402659656424,0.0936218704179317,0.1966232368946489,0.4888878411195146,low,53.98416,51.09257,22.461,4,0.319,0.101,1468,1,4,14.992429769491592
E01000568,1,2,5135.3825,8.54410431689579,0.1023846149726919,0.0756807170644056,0.0494517866974855,0.1083119987087819,0.6722927337198177,high,2830.5833299999995,2304.79917,12.431,7,0.088,0.045,2269,1,7,15.413299506288018
E01000571,1,4,1490.76398,7.307714577901768,-0.2196404155136616,0.0526376750798607,0.0250878277861261,0.0779945295534982,0.8288732045337529,high,581.66598,909.0979999999998,22.538,4,0.263,0.129,1793,1,4,13.05453582611659
E01000572,2,7,79.81179,4.392122870723953,-0.1936948162671203,0.1688558795636584,0.1002029900594887,0.3135420621803319,0.9045827333647528,low,32.17633,47.63546000000001,16.825,6,0.237,0.081,1464,1,6,14.642499116319556
E01000573,2,5,10.22015,2.417711268989144,-0.464821944883392,0.0214850075585974,0.0108550265896293,0.0270974015716937,0.5833797985494372,low,2.7347999999999995,7.485350000000001,18.877,5,0.294,0.079,1710,1,5,13.996446503922348
E01000574,2,7,291.29634,5.677768150656665,-0.1501799850969635,0.1026959693348704,0.0870913791776443,0.1514549849008063,0.805144340562272,low,123.77473,167.52161000000004,18.011,5,0.239,0.075,1662,1,5,14.171997161127187
E01000575,1,5,1551.6681,7.34773008491873,-0.0321444128418957,0.0689359277283589,0.0452197734811974,0.1045067490618633,0.769109769692859,high,750.8953200000001,800.7727800000001,21.804,4,0.267,0.087,2133,1,4,13.570575551414626
E01000576,1,5,669.11856,6.507454651954164,-0.2825502553687944,0.0503091709188278,0.0249141198534382,0.0732029745944395,0.776996505084809,medium,240.0294700000001,429.08909,21.008,5,0.284,0.1,1840,1,5,13.218063732150302
E01000577,1,5,703.97656,6.558164554032584,0.1021428043001886,0.1044593729086661,0.0795501060433035,0.1646366348541793,0.7242025246192021,medium,387.94135,316.03521,34.702,2,0.486,0.17,2478,1,2,13.695719272788466
E01000578,1,5,1776.7242,7.483089285931555,0.1510515475615179,0.1001411417709062,0.0488094550634251,0.1601166912259417,0.927117009727525,high,1022.55057,754.1736300000001,31.683,3,0.398,0.152,2321,1,3,12.747035397979777
E01000580,1,2,522.97258,6.261439354707597,-0.2728066546051037,0.1330950850233868,0.0431812505351619,0.2192163430233427,0.7720079369673642,medium,190.15109,332.8214900000001,17.965,5,0.254,0.114,2025,1,5,6.616923305135133
E01000581,1,5,2259.0632,7.7231480564771,0.0201747520830758,0.073462039486102,0.0480909343306552,0.1117754558109936,0.7401717083058086,high,1152.3196200000002,1106.74358,20.307,5,0.189,0.098,1436,1,5,7.201734355017302
E01000583,1,2,2910.06276,7.976273503114729,-0.0926256174626282,0.1141269681757654,0.0494768745124933,0.18800086651547,0.7477698139193414,high,1320.2581999999998,1589.80456,21.111,5,0.217,0.126,1960,1,5,6.232659785870039
E01000584,2,4,31.09554,3.468717079672833,-0.3065860891947848,0.0949386953884705,0.0348210708030797,0.139603165858588,0.7908755633342078,low,10.781039999999996,20.314499999999995,16.768,6,0.168,0.093,1531,1,6,7.439031887576656
E01000586,1,1,8878.48403,9.09149872956834,-0.0834231843518899,0.1194977167740651,0.0721358069503674,0.2006401233422524,0.7921129308121609,high,4068.90631,4809.577720000001,27.75,3,0.312,0.129,2381,1,3,6.792870260442128
E01000587,2,5,194.10969,5.2735619132332285,-0.2305900854305625,0.1230768541230476,0.113490624811157,0.1998950924379704,0.6986850692176738,low,74.67495999999998,119.43473,17.864,5,0.235,0.084,1618,1,5,13.88232418763925
E01000589,1,6,670.9105,6.510125147129494,-0.1077292723843195,0.0746260641322501,0.0584218312278612,0.1027831744415953,0.8101966779681485,medium,299.3169,371.5935999999999,20.271,5,0.269,0.114,2681,1,5,14.09903134360665
E01000590,1,5,371.34537,5.919821837541948,-0.1179282509971781,0.0899305140117944,0.0644735654035487,0.1414934327599356,0.6115838448798105,medium,163.77662999999998,207.56874,16.427,6,0.203,0.099,1956,1,6,13.486951902935735
E01000591,1,5,2135.49387,7.6669213859014,0.1317131900734512,0.0929023551821293,0.0559568967528808,0.140339639589632,0.7373335730868357,high,1208.38329,927.1105799999996,24.333,4,0.265,0.116,2209,1,4,13.723336450980042
E01000592,1,4,1914.50946,7.557738902786823,0.1074712161516297,0.1277830614636921,0.0792707913806808,0.2113583158659232,0.8148612167237708,high,1060.1320599999997,854.3774000000001,21.79,4,0.272,0.13,1828,1,4,14.072509056564908
E01000594,1,5,3944.35866,8.280295144229832,0.1137202771514698,0.1222716648186349,0.0779138122292357,0.1973380600306307,0.6594500170391908,high,2196.45611,1747.9025499999998,22.942,4,0.252,0.092,1857,1,4,14.535536692277898
E01000595,1,2,982.88058,6.8915045278986975,-0.2540068295987698,0.1651750307244853,0.0963183136653284,0.2970477759300396,0.8514971595310772,medium,366.6111000000001,616.2694799999999,51.721,1,0.615,0.25,1806,1,1,10.051363956132713
E01000596,2,4,777.17368,6.656949738338807,0.1953154924134847,0.0603018491310719,0.053192447278966,0.0830433167420978,1.220116196323342,medium,464.4838700000001,312.68981,51.029,1,0.637,0.248,1798,1,1,10.428787881792351
E01000599,1,2,578.54522,6.362243692522292,-0.0640217198579568,0.1081959159562324,0.0522368847849092,0.1679595771542757,0.8915272738712818,medium,270.75287999999995,307.79234,44.83,2,0.587,0.236,1884,1,2,10.048310728605866
E01000601,1,4,3505.64161,8.1624140521608,-0.013784663515561,0.069966282149418,0.0407668626457226,0.1090372889146825,0.7207081862004993,high,1728.65876,1776.98285,71.307,1,0.825,0.403,1380,1,1,10.52481754556536
E01000602,1,3,946.14942,6.853456863210695,-0.2458538314170292,0.095115875038004,0.0729645746651728,0.1487245417771917,0.9246237960969184,medium,356.76748,589.38194,41.9,2,0.479,0.221,1442,1,2,10.768221816386951
E01000603,0,4,195.19092,5.279088266753512,-0.0343912513963252,0.1290298237233576,0.123099988462578,0.2209006040473249,0.8425846672449955,low,94.23903000000004,100.95189000000002,54.57,1,0.647,0.282,1428,1,1,10.398317080517913
E01000604,2,3,344.8084,5.845884864452132,-0.4187973958871071,0.0538295180743856,0.0353511109358124,0.0764069394337902,0.6595428149744985,low,100.20177000000002,244.60663,47.633,1,0.597,0.245,1710,1,1,10.778744198381526
E01000605,1,5,776.80753,6.656479102826752,-0.0356831891163568,0.17549187505945,0.148215916496072,0.314929151145555,0.8120770522278965,medium,374.54428,402.26325,49.815,1,0.577,0.258,1700,1,1,10.760977618899858
E01000606,2,5,386.45548,5.959600951870423,-0.307290506011197,0.1229132007650661,0.0948139744324494,0.2036701417444107,0.4976432255370739,medium,133.85069,252.60479,27.566,3,0.327,0.121,1860,1,3,15.28234234914247
E01000608,1,5,7678.85817,8.946356358523277,-0.1264328352609747,0.1698714680128022,0.104924696115334,0.3052454564372878,0.7836026938950277,high,3353.9991800000003,4324.85899,29.683,3,0.325,0.11,2332,1,3,14.251518071076033
E01000609,2,4,151.62149,5.027960934623423,-0.6097538680038035,0.0903937825700037,0.0383158086627429,0.1558183646304622,0.4888410495046974,low,29.584850000000007,122.03664,24.975,4,0.294,0.111,2089,1,4,14.713022392563389
E01000611,0,5,259.19577,5.561434309220667,1.0,0.1079499098307044,0.064693802680499,0.1833288702596604,0.6295199183106708,low,259.19577000000004,0.0,19.353,5,0.247,0.092,1920,1,5,14.196448111764365
E01000612,1,5,2498.09346,7.823683329095212,-0.4816389775905342,0.1117892162449358,0.0421622976427791,0.1786623349748017,0.7317183861053637,high,647.4571400000001,1850.6363200000003,29.138,3,0.395,0.116,1736,1,3,13.65053043511404
E01000615,2,4,635.42036,6.455859288409457,0.1508593775622802,0.0475868919277311,0.0215985524920857,0.0689656981313583,0.5390729267807053,medium,365.63974,269.78062,16.482,6,0.186,0.062,3939,1,6,11.60489747230183
E01000616,1,2,1628.87228,7.396256934902609,-0.0712977938331665,0.0923537602346575,0.0422235376244477,0.1489257962302803,0.925335434676428,high,756.36864,872.5036400000001,28.536,3,0.334,0.11,1966,1,3,12.583026135802658
E01000620,1,5,3657.83793,8.204900870515399,-0.1664325051164856,0.1238279056283939,0.0862979678271311,0.207457664415622,0.8174124879525969,high,1524.5274000000004,2133.31053,23.038,4,0.242,0.095,1909,1,4,11.612926252624778
E01000621,1,4,3640.54271,8.200162692272425,-0.0585701382967706,0.2820317413608917,0.1930660689872801,0.5974097766291254,0.8532123061902486,high,1713.6578100000002,1926.8849,30.642,3,0.305,0.096,1789,1,3,11.186835948090753
E01000622,2,5,9.88,2.3869262414277963,-0.8341902834008096,0.0,0.0,0.0,1.723842836435009,low,0.8190999999999999,9.060899999999998,36.271,2,0.418,0.174,1891,1,2,11.144160751472375
E01000623,1,6,1240.34372,7.123949717040781,-0.2727566033067027,0.137006820980236,0.0849001678341226,0.2230388554911736,0.7813553693757089,high,451.0158899999999,789.3278300000001,18.438,5,0.251,0.104,1841,1,5,11.990694631614653
E01000625,1,5,1908.71017,7.554706766070975,-0.1966019440238011,0.164175816174333,0.0921794113980123,0.2854961407544837,0.783734157297011,high,766.72702,1141.9831499999998,29.191,3,0.373,0.151,1673,1,3,11.637735249412081
E01000626,1,5,2397.31847,7.782523133274878,-0.2302531085909499,0.1123113150669547,0.0733465462350523,0.1882018294035483,0.8367525806519855,high,922.6642200000005,1474.6542499999996,45.27,1,0.522,0.244,1529,1,1,11.101263206615227
E01000627,1,4,1008.14011,6.916853870971097,-0.2660576117738238,0.1211575145046059,0.0849530230475603,0.2055016627979398,0.7910738264041076,medium,369.95838,638.1817299999999,46.043,1,0.518,0.22,2051,1,1,10.76181939027048
E01000628,1,5,2296.22747,7.739458226954515,-0.1434459583396587,0.1020535783416962,0.0568290997755549,0.1723997736847804,0.8215066236086953,high,983.4214599999998,1312.8060099999998,49.524,1,0.529,0.247,1819,1,1,10.524174363052238
E01000631,1,4,279.65859,5.637138948438069,0.3465899974679841,0.2161512364057903,0.1774834450820909,0.3657154227738423,0.6826320686473042,low,188.29273,91.36585999999998,20.624,5,0.269,0.078,2056,1,5,13.172490933699732
E01000633,1,3,19980.55296,9.902564774907782,0.0294947152453582,0.1495862845229284,0.0799963305920438,0.2555872416329316,0.8414329291637502,high,10284.936839999997,9695.61612,32.926,3,0.381,0.095,2542,1,3,12.857117515874995
E01000634,1,2,3668.57648,8.207831533844502,0.1379115585454552,0.1603349155201474,0.1142693909437046,0.2824600360598437,0.8576664324455624,high,2087.25779,1581.3186900000003,32.289,3,0.426,0.114,2549,1,3,13.246017705622608
E01000636,1,2,2875.68608,7.964394243938157,-0.0079012449091801,0.2611407292412112,0.1555208522621495,0.5109536794441041,0.911203566812811,high,1426.48229,1449.2037899999998,26.275,4,0.328,0.097,2866,1,4,12.293420511695999
E01000638,1,4,9690.77489,9.179032855294414,-0.2104867230075551,0.1751446091015328,0.1030335201605327,0.3161415660196421,0.8588754849665268,high,3825.49772,5865.27717,43.085,2,0.544,0.177,2120,1,2,9.148259153466709
E01000640,1,2,4891.12066,8.495381161261683,-0.1279348729049755,0.1576824563555134,0.0878867604954975,0.2859998295594451,0.8480274586667385,high,2132.6878799999995,2758.4327800000005,46.448,1,0.556,0.209,2239,1,1,8.813727780518947
E01000642,1,2,4055.21327,8.308005125249615,-0.1466243007238926,0.1284546891414172,0.0636580354255942,0.2152569564431694,0.8590867464306411,high,1730.3102299999998,2324.90304,35.599,2,0.421,0.176,2192,1,2,8.11691207120242
E01000643,1,5,2085.23544,7.6431164959223326,-0.150070641423589,0.0864968657927663,0.0499185406133323,0.1297828446412478,0.6953238706854898,high,886.1514099999997,1199.0840299999998,52.129,1,0.605,0.298,2197,1,1,8.487885208482513
E01000644,1,2,2593.17941,7.861025525938833,-0.1187123763257089,0.1080532912298574,0.063295485598507,0.1764898695917865,0.8699119401441565,high,1142.66846,1450.5109500000003,31.33,3,0.412,0.157,1869,1,3,8.502533252404262
E01000645,2,7,54.65979,4.019257983183692,-0.1437881484725792,0.0248562974720539,0.0141394615676349,0.0336857430393483,0.4688981780886363,low,23.40018,31.25961,2.21,10,0.02,0.025,1424,1,10,16.252844208851347
E01000646,1,5,327.79344,5.795429711644795,-0.2033716110975253,0.0310242328217428,0.0187541275993808,0.0431892852431802,0.6989251154235404,low,130.56477999999998,197.22866,6.445,9,0.096,0.059,1832,1,9,15.715461013434075
E01000648,2,5,193.5433,5.270654760389846,-0.2609179444599735,0.0691225167701491,0.0229756338762437,0.1034814113329247,0.8329184189876411,low,71.52219,122.02111,5.987,9,0.084,0.054,1914,1,9,16.476104768610373
E01000649,1,7,505.81485,6.228145749517309,0.0268820695952283,0.0580659899566017,0.0418938471260778,0.0786771406151668,0.7130449440821405,medium,259.7061,246.10875,5.557,9,0.083,0.062,2106,1,9,17.07774349539841
E01000650,2,7,151.10748999999998,5.02458744197128,-0.055987628409419,0.0458088477281966,0.0269823818792834,0.0608020994022261,0.8788953688385093,low,71.32367,79.78381999999998,6.518,9,0.114,0.08,1797,1,9,17.641731688882615
E01000651,2,5,194.10558,5.273540847937654,-0.3241047475296691,0.0421513384622945,0.0212210282671935,0.0588745687114625,0.8671180444674583,low,65.59751999999997,128.50806,8.832,8,0.109,0.075,1716,1,8,17.005055375784547
E01000652,2,7,31.74808,3.488844334408494,-0.1771634694129534,0.0143296854486948,0.0140184855273137,0.0167626377481013,0.3981262397720573,low,13.061739999999997,18.68634,2.636,10,0.058,0.044,1687,1,10,17.848306696229663
E01000653,2,7,131.55841999999998,4.887023453916314,-0.0754505868951603,0.0384569075852385,0.0269839057051612,0.0470138139487643,0.5617364037435939,low,60.81613,70.74229,5.109,10,0.087,0.059,1542,1,10,15.662351405595963
E01000654,2,7,15.828,2.8230441657282745,-0.2830224917867072,0.0205724033358605,0.0,0.0225308101667495,0.4814754872962546,low,5.674159999999999,10.153839999999995,10.226,8,0.131,0.066,1257,1,8,25.167529372696656
E01000655,2,7,18.15175,2.95239409526342,-0.4592774801327695,0.0,0.0,0.0,0.3662136702539885,low,4.90753,13.24422,10.665,8,0.118,0.072,1299,1,8,24.62129765476142
E01000656,2,7,157.68869,5.06694435845214,-0.1147817893597822,0.0270441716523867,0.0117852459805455,0.0380571247744782,0.7268445845981295,low,69.79445,87.89424,6.786,9,0.075,0.051,1515,1,9,23.041721634316225
E01000657,2,6,259.24756,5.561633331850743,-0.1002099306161261,0.0675522654870888,0.0500156684213344,0.101931545740058,0.8252153565509501,low,116.63419,142.61336999999995,15.869,6,0.185,0.109,1584,1,6,24.21138948141303
E01000658,2,7,38.56675,3.677989119095253,-0.2521407689266013,0.0717073645043982,0.0413138260288979,0.1019189592585085,0.5413252216343892,low,14.42125,24.1455,7.164,9,0.087,0.068,1341,1,9,23.28556051930608
E01000659,2,6,384.74391,5.955173703691558,-0.3936457629699713,0.0733629026122856,0.0474153833909937,0.110448234842971,0.6869093624954151,medium,116.64555,268.09836000000007,8.154,9,0.117,0.066,1392,1,9,24.250000260668095
E01000661,1,6,1141.87669,7.041303775210392,-0.3036542500924508,0.0758365861728905,0.0470719478475385,0.1120353980812476,0.67184637992341,medium,397.57049,744.3061999999999,31.033,3,0.36,0.208,2804,1,3,17.855406980060497
E01000662,1,7,461.98222,6.137688651621007,-0.0766902674306383,0.0856620412794241,0.0525633865303301,0.1299001867409923,0.7865737134296842,medium,213.27634,248.70588,13.771,7,0.188,0.111,1842,1,7,18.11050060051868
E01000663,2,7,145.49295999999998,4.986977372694954,-0.239791396092292,0.0587251781804425,0.0210970345231824,0.0818880965869528,0.6927001578867119,low,55.3025,90.19046,14.155,6,0.197,0.113,1758,1,6,18.695791829548075
E01000664,2,7,73.68664,4.3133012274151845,-0.3798780891624316,0.0,0.0,0.0,0.9261181380539112,low,22.84735,50.839289999999984,13.79,7,0.185,0.107,1634,1,7,18.74981451449438
