K,replicate,base_cluster,matched_jaccard
8,7,4,0.8001930501930502
8,7,5,0.010582010582010581
8,7,6,0.3151862464183381
8,7,7,0.1986970684039088
8,8,0,0.5144609991235758
8,8,1,0.23645320197044334
8,8,2,0.575
8,8,3,0.7329931972789115
8,8,4,0.6310517529215359
8,8,5,0.42948717948717946
8,8,6,0.3774193548387097
8,8,7,0.012145748987854251
8,9,0,0.38972809667673713
8,9,1,0.1608695652173913
8,9,2,0.2907488986784141
8,9,3,0.7344
8,9,4,0.36455463728191
8,9,5,0.3544973544973545
8,9,6,0.22093023255813954
8,9,7,0.0
8,10,0,0.0
8,10,1,0.25523012552301255
8,10,2,0.3299492385786802
8,10,3,0.7581360946745562
8,10,4,0.5530085959885387
8,10,5,0.22192513368983957
8,10,6,0.4651898734177215
8,10,7,0.22178988326848248
8,11,0,0.3357079252003562
8,11,1,0.1417004048582996
8,11,2,0.35135135135135137
8,11,3,0.7208271787296898
8,11,4,0.538961038961039
8,11,5,0.011049723756906077
8,11,6,0.24946695095948826
8,11,7,0.0949367088607595
8,12,0,0.4811320754716981
8,12,1,0.3076923076923077
8,12,2,0.35051546391752575
8,12,3,0.7841171935235158
8,12,4,0.8007590132827325
8,12,5,0.18226600985221675
8,12,6,0.27445652173913043
8,12,7,0.024464831804281346
8,13,0,0.0399529964747356
8,13,1,0.2898550724637681
8,13,2,0.3568075117370892
8,13,3,0.5569395017793595
8,13,4,0.7003424657534246
8,13,5,0.1527777777777778
8,13,6,0.25688073394495414
8,13,7,0.07239819004524888
8,14,0,0.4019396551724138
8,14,1,0.2927927927927928
8,14,2,0.42168674698795183
8,14,3,0.7804511278195488
8,14,4,0.6427350427350428
8,14,5,0.2581699346405229
8,14,6,0.4125874125874126
8,14,7,0.02909090909090909
8,15,0,0.35555555555555557
8,15,1,0.2968197879858657
8,15,2,0.4672131147540984
8,15,3,0.8108766233766234
8,15,4,0.6261008807045636
8,15,5,0.15306122448979592
8,15,6,0.19895287958115182
8,15,7,0.021834061135371178
8,16,0,0.3967914438502674
8,16,1,0.16336633663366337
8,16,2,0.5257142857142857
8,16,3,0.8052347959969207
8,16,4,0.679553264604811
8,16,5,0.2703862660944206
8,16,6,0.47790055248618785
8,16,7,0.01646090534979424
8,17,0,0.40524193548387094
8,17,1,0.14948453608247422
8,17,2,0.5154185022026432
8,17,3,0.7733870967741936
8,17,4,0.7734915924826904
8,17,5,0.19689119170984457
8,17,6,0.17898193760262726
8,17,7,0.17355371900826447
8,18,0,0.35700934579439253
8,18,1,0.18298969072164947
8,18,2,0.45248868778280543
8,18,3,0.7559931506849316
8,18,4,0.7795992714025501
8,18,5,0.00949367088607595
8,18,6,0.30434782608695654
8,18,7,0.21621621621621623
8,19,0,0.3361611876988335
8,19,1,0.3627450980392157
8,19,2,0.4788732394366197
8,19,3,0.7219887955182073
8,19,4,0.777148253068933
8,19,5,0.22270742358078602
8,19,6,0.3268608414239482
8,19,7,0.11851851851851852
8,20,0,0.44236453201970444
8,20,1,0.2134387351778656
8,20,2,0.3059360730593607
8,20,3,0.7621753246753247
8,20,4,0.8007626310772163
8,20,5,0.01015228426395939
8,20,6,0.38953488372093026
8,20,7,0.2645161290322581
