lsoa,cluster
E01003693,0
E01003694,0
E01003695,0
E01003696,2
E01003700,0
E01003701,0
E01003702,2
E01003704,0
E01003705,0
E01003706,2
E01003708,2
E01003709,2
E01003710,2
E01003711,0
E01003713,2
E01003714,2
E01003715,2
E01003719,0
E01003720,0
E01003721,1
E01003722,0
E01003723,2
E01003726,1
E01003729,0
E01003733,0
E01003734,0
E01003735,0
E01003738,0
E01003739,0
E01003740,0
E01003741,0
E01003743,2
E01003746,0
E01003750,0
E01003751,0
E01003754,0
E01003755,0
E01003756,0
E01003760,0
E01003761,0
E01003762,2
E01003763,0
E01003764,0
E01003765,0
E01003767,2
E01003769,0
E01003770,0
E01003771,0
E01003773,0
E01003778,0
E01003781,0
E01003783,0
E01003788,0
E01003789,2
E01003791,0
E01003792,0
E01003793,0
E01003798,0
E01003799,0
E01003800,0
E01003801,0
E01003804,0
E01003807,0
E01003808,0
E01003809,0
E01003812,0
E01003814,0
E01003815,0
E01003816,0
E01003817,0
E01003818,0
E01003821,0
E01003822,0
E01003823,0
E01003824,2
E01003827,0
E01003828,0
E01003829,0
E01003830,0
E01003833,0
E01003834,0
E01003836,0
E01003837,0
E01003838,0
E01003840,2
E01003841,2
E01003844,0
E01003845,0
E01003847,0
E01003848,1
E01003852,0
E01003854,0
E01003855,0
E01003856,0
E01003857,0
E01003859,0
E01003860,1
E01003861,0
E01003862,0
E01003867,0
E01003868,0
E01003870,0
E01003871,0
E01003872,0
E01003874,0
E01003875,0
E01003876,0
E01003878,0
E01003880,0
E01003881,0
E01003882,0
E01003885,0
E01003886,0
E01003887,1
E01003888,0
E01003890,1
E01003891,0
E01003893,0
E01003894,0
E01003895,0
E01003896,0
E01003897,0
E01003898,0
E01003899,0
E01003900,2
E01003903,0
E01003904,0
E01003905,0
E01003909,0
E01003911,2
E01003912,2
E01003916,2
E01003919,0
E01003920,2
E01003921,0
E01003922,0
E01003924,0
E01003926,2
E01003929,1
E01003930,0
E01003932,0
E01003933,1
E01003934,1
E01003936,1
E01003938,0
E01003939,1
E01003941,0
E01003942,0
E01003945,0
E01003946,2
E01003948,2
E01003949,0
E01003950,0
E01003951,0
E01003952,0
E01003953,0
E01003955,2
E01003957,2
E01003958,0
E01003960,0
E01003961,0
E01003966,0
E01003969,0
E01003975,0
E01003976,0
E01003977,2
E01003979,0
E01003981,0
E01003983,2
E01003984,2
E01003986,2
E01003989,0
E01003990,2
E01003993,0
E01003994,0
E01004000,0
E01004001,0
E01004004,2
E01004005,0
E01004008,0
E01004010,0
E01004012,2
E01004013,2
E01004014,2
E01004015,0
E01004016,0
E01004017,2
E01004018,0
E01004020,0
E01004021,0
E01004023,0
E01004024,0
E01004028,0
E01004031,0
E01004033,0
E01004034,2
E01004035,0
E01004036,2
E01004037,2
E01004038,2
E01004040,0
E01004042,0
E01004046,0
E01004047,2
E01004048,0
E01004049,2
E01004050,0
E01004051,0
E01004052,1
E01004053,0
E01004056,0
E01004057,0
E01004059,1
E01004060,1
E01004062,0
E01004063,0
E01004064,0
E01004067,0
E01004069,0
E01004070,0
E01004071,0
E01004072,0
E01004073,0
E01004074,0
E01004076,0
E01004077,0
E01004083,0
E01004086,0
E01004088,2
E01004090,0
E01004094,0
E01004096,0
E01004098,0
E01004099,0
E01004101,0
E01004103,0
E01004105,0
E01004107,0
E01004110,0
E01004111,0
E01004118,0
E01004120,0
E01004121,0
E01004123,0
E01004125,0
E01004127,0
E01004128,2
E01004129,0
E01004130,0
E01004131,0
E01004134,0
E01004135,0
E01004137,0
E01004138,0
E01004140,0
E01004144,0
E01004146,0
E01004148,0
E01004152,2
E01004153,2
E01004156,0
E01004160,0
E01004163,0
E01004164,0
E01004165,2
E01004167,0
E01004169,2
E01004170,0
E01004171,0
E01004177,0
E01004178,0
E01004181,0
E01004182,0
E01004183,2
E01004186,0
E01004190,0
E01004191,0
E01004196,0
E01004198,0
E01004200,0
E01004203,1
E01004204,2
E01004207,1
E01004208,1
E01004209,1
E01004211,0
E01004212,0
E01004216,2
E01004217,0
E01004218,1
E01004219,0
E01004221,0
E01004223,0
E01004228,0
E01004229,1
E01004230,0
E01004231,2
E01004232,1
E01004233,2
E01004234,0
E01004235,1
E01004239,1
E01004241,2
E01004245,1
E01004247,1
E01004249,0
E01004255,0
E01004257,1
E01004259,1
E01004267,1
E01004270,0
E01004272,0
E01004274,0
E01004276,0
E01004277,0
E01004280,2
E01004281,0
E01004287,1
E01004289,1
E01004290,1
E01004291,0
E01004293,1
E01004296,2
E01004301,0
E01004305,1
E01004307,1
E01004309,1
E01004310,1
E01004313,0
E01004321,1
E01004322,1
E01004326,1
E01004328,2
E01004330,2
E01004331,2
E01004332,2
E01004335,0
E01004336,0
E01004337,2
E01004341,2
E01004342,0
E01004343,0
E01004344,0
E01004345,2
E01004347,0
E01004348,0
E01004350,0
E01004352,0
E01004354,0
E01004356,2
E01004358,2
E01004359,0
E01004361,2
E01004362,0
E01004363,0
E01004364,0
E01004365,0
E01004366,0
E01004369,0
E01004370,0
E01004371,2
E01004374,0
E01004376,0
E01004377,0
E01004378,2
E01004379,0
E01004381,0
E01004384,0
E01004390,2
E01004391,0
E01004392,0
E01004393,1
E01004394,0
E01004396,2
E01004397,0
E01004398,2
E01004400,0
E01004401,0
E01004403,0
E01004404,0
E01004405,0
E01004406,0
E01004407,0
E01004408,0
E01004409,0
E01004410,0
E01004411,1
E01004413,0
E01004414,0
E01004415,0
E01004417,0
E01004418,0
E01004419,1
E01004420,0
E01004421,0
E01004422,0
E01004423,2
E01004424,0
E01004426,0
E01004427,2
E01004428,2
E01004429,0
E01004430,0
E01004432,0
E01004434,0
E01004435,2
E01004437,0
E01004438,0
E01004440,0
E01004444,0
E01004448,2
E01004451,2
E01004452,0
E01004453,0
E01004454,2
E01004455,0
E01004457,2
E01004458,0
E01004460,1
E01004462,1
E01004464,0
E01004467,0
E01004468,2
E01004469,2
E01004470,0
E01004474,0
E01004476,0
E01004481,0
E01004482,0
E01004483,0
E01004491,0
E01004492,0
E01004493,0
E01004494,0
E01004495,0
E01004496,0
E01004498,0
E01004499,0
E01004500,2
E01004502,0
E01004503,0
E01004506,0
E01004507,0
E01004508,0
E01004510,0
E01004513,1
E01004514,0
E01004517,0
E01004519,0
E01004522,0
E01004523,0
E01004525,0
E01004528,0
E01004529,1
E01004536,0
E01004537,0
E01004538,0
E01004540,0
E01004541,0
E01004545,0
E01004547,0
E01004548,0
E01004549,0
E01004551,0
E01004552,0
E01004554,0
E01004557,0
E01004558,0
E01004559,0
E01004560,0
E01004563,2
E01004564,0
E01004568,0
E01004569,0
E01004570,2
E01004571,2
E01004572,0
E01004573,0
E01004574,2
E01004575,0
E01004579,0
E01004582,0
E01004583,0
E01004585,0
E01004586,0
E01004588,0
E01004590,0
E01004591,0
E01004593,1
E01004594,0
E01004595,1
E01004597,1
E01004601,0
E01004605,0
E01004606,2
E01004608,0
E01004609,0
E01004612,0
E01004613,0
E01004614,0
E01004615,0
E01004616,0
E01004617,0
E01004619,0
E01004621,0
E01004622,0
E01004628,0
E01004629,0
E01004630,2
E01004631,0
E01004632,0
E01004635,0
E01004639,0
E01004640,0
E01004641,0
E01004642,0
E01004643,0
E01004644,0
E01004646,0
E01004647,0
E01004648,1
E01004649,2
E01004651,1
E01004652,0
E01004653,0
E01004654,1
E01004656,0
E01004657,0
E01004658,1
E01004660,1
E01004661,1
E01004662,1
E01004668,2
E01004675,0
E01004676,0
E01004679,2
E01004680,1
E01004681,0
E01004682,1
E01004683,1
E01004684,1
E01004686,1
E01004691,1
E01004694,1
E01004695,1
E01004698,1
E01004699,0
E01004702,1
E01004703,0
E01004705,0
E01004708,2
E01004710,0
E01004712,0
E01004713,1
E01004714,1
E01004715,1
E01004716,1
E01004720,1
E01004721,0
E01004723,0
E01004725,1
E01004726,0
E01004727,0
E01004728,0
E01004730,0
E01004731,1
E01004733,1
E01004734,1
E01004735,1
E01004736,1
E01004741,0
E01004742,1
E01004743,0
E01004744,0
E01004747,1
E01004749,0
E01004750,0
E01004753,0
E01004755,0
E01004760,1
E01004761,1
E01004763,1
E01004765,1
E01032512,0
E01032513,0
E01032563,2
E01032564,2
E01032566,2
E01032567,2
E01032568,0
E01032569,0
E01032570,0
E01032572,2
E01032573,1
E01032574,0
E01032579,0
E01032580,0
E01032581,1
E01032582,0
E01032583,0
E01032639,2
E01032640,0
E01032719,1
E01032739,1
E01032740,1
E01032741,0
E01032742,0
E01032744,0
E01032764,0
E01032767,1
E01032769,1
E01032771,1
E01032777,1
E01032780,0
E01032781,0
E01032783,0
E01032786,2
E01032788,0
E01032789,0
E01033081,2
E01033082,0
E01033083,0
E01033084,0
E01033098,0
E01033099,2
E01033100,0
E01033132,0
E01033133,0
E01033146,0
E01033148,0
E01033150,1
E01033151,0
E01033320,2
E01033322,2
E01033327,0
E01033341,0
E01033455,1
E01033456,2
E01033463,0
E01033486,1
E01033488,0
E01033490,0
E01033491,1
E01033569,0
E01033571,0
E01033579,1
E01033581,1
E01033582,2
E01033584,1
E01033589,0
E01033591,0
E01033593,1
E01033594,0
E01033598,0
E01033601,0
E01033604,0
E01033699,0
E01033700,0
E01033702,0
E01033703,0
E01033704,0
E01033705,0
E01033706,1
E01033708,1
E01033709,0
E01033711,1
E01033712,0
E01033713,0
E01033727,0
E01033729,0
E01033732,0
E01033735,0
E01033737,0
E01033738,0
E01033740,2
E01033741,2
E01033743,0
E01033744,0
E01033784,1
E01033785,1
E01033786,0
E01033788,0
E01033790,2
E01033791,0
E01033862,0
E01033865,1
E01033866,0
E01033867,1
E01033868,0
E01033869,1
E01033872,0
E01033873,0
E01033874,1
E01033875,0
E01033876,0
E01033879,0
E01033880,0
E01033883,2
E01033884,1
E01033885,0
E01033916,2
E01033918,0
E01033922,1
E01033924,0
E01033925,0
E01033926,0
E01033927,0
E01033929,0
E01033930,0
E01033931,0
E01033934,0
E01033936,0
E01033937,0
E01033938,1
E01033939,2
E01033940,0
E01033941,0
E01033942,0
E01033943,1
E01033944,0
E01034026,0
E01034027,2
E01034028,1
E01034029,1
E01034030,0
E01034032,0
E01034033,0
E01034034,0
E01034036,1
E01034037,0
E01034038,2
E01034039,2
E01034040,0
E01034042,0
E01034044,0
E01034046,2
E01034140,0
E01034143,0
E01034145,0
E01034146,0
E01034148,0
E01034149,0
E01034150,0
E01034152,0
E01034153,0
E01034155,0
E01034156,0
E01034173,0
E01034174,0
E01034175,0
E01034179,1
E01034180,0
E01034182,0
E01034185,0
E01034187,0
E01034188,0
E01034190,0
E01034192,0
E01034198,2
E01034199,0
E01034200,1
E01034202,2
E01034203,0
E01034204,1
E01034205,0
E01034206,0
E01034209,1
E01034212,1
E01034215,0
E01034219,0
E01034220,1
E01034221,1
E01034222,1
E01034223,1
E01034224,1
E01034225,1
E01034227,0
E01034229,0
E01034230,0
E01034383,0
E01034384,2
E01034385,0
E01034386,0
E01034388,0
E01034392,1
E01034394,0
E01034395,0
E01034470,2
E01034471,2
E01034473,0
E01034474,2
E01034475,0
E01034476,0
E01034477,2
E01034478,2
E01034479,0
E01034481,0
E01034482,2
E01034483,0
E01034484,0
E01034485,0
E01034578,2
E01034579,0
E01034580,0
E01034581,0
E01034589,0
E01034591,0
E01034594,0
E01034595,0
E01034597,0
E01034598,0
E01034602,0
E01034605,0
E01034607,0
E01034608,0
E01034609,0
E01034610,2
E01034612,0
E01034613,1
E01034615,1
E01034616,0
E01034617,2
E01035484,0
E01035485,0
E01035486,2
E01035487,0
E01035488,0
E01035489,0
E01035490,0
E01035493,0
E01035495,1
E01035496,0
E01035498,0
E01035638,0
E01035640,0
E01035641,1
E01035642,0
E01035643,0
E01035645,0
E01035649,0
E01035651,1
E01035652,0
E01035655,0
E01035658,0
E01035659,0
E01035660,0
E01035663,0
E01035665,1
E01035667,1
E01035669,0
E01035670,1
E01035671,1
E01035676,0
E01035678,1
E01035679,1
E01035681,0
E01035687,1
E01035690,0
E01035694,2
E01035695,2
E01035702,0
E01035703,0
E01035705,2
E01035706,1
E01035707,0
E01035708,0
E01035709,0
E01035710,1
E01035711,1
E01035712,1
E01035713,0
E01035715,0
E01035716,1
E01035717,0
E01035718,0
E01035720,0
E01035721,1
