NLC,cluster,max_posterior,entropy,tot_entry,tot_exit,total_activity,Station,Fare Zone,easting,northing,lon,lat,catchment_area_m2,station_in_lnwc_extent,lnwc_1_share,lnwc_2_share,lnwc_3_share,lnwc_4_share,lnwc_5_share,lnwc_6_share,lnwc_7_share,covered_area_m2,lnwc_coverage_ratio,analysis_eligible,dominant_lnwc,lnwc_entropy_normalized,exclusion_reason
550,0,1.0,1.9165333248035132e-19,1486.1034248744706,4476.264141884,5962.367566758471,Cockfosters,5,528140.5216,196370.205600001,-0.1491631467827761,51.65152862765704,3760349.898109784,True,0.0,0.0,0.0,0.0,0.3101523228323318,0.05133814455835608,0.6385095326093121,3760349.8981098025,1.0000000000000049,True,7,0.4121359382460765,
551,0,1.0,4.390544696161849e-37,5755.633014657403,20022.603049971,25778.2360646284,Colindale,4,521318.6301,189961.520300001,-0.2499380568695295,51.59544539419721,3596569.074060015,True,0.04373076530450877,0.19521384873835926,0.20864765990846806,0.34455103393560366,0.19494860505065126,0.012908087062409066,0.0,3596569.074060002,0.9999999999999963,True,4,0.7835757778414416,
552,0,1.0,5.5369852178147217e-42,6007.7387346847945,17295.926884897995,23303.66561958279,Colliers Wood,3,526787.9528,170368.2575,-0.1780579960869715,51.41815971696416,2699615.540413105,True,0.01843017746240543,0.41318495037886005,0.12035119178658082,0.1551863126186882,0.29284736775346554,0.0,0.0,2699615.5404131203,1.0000000000000058,True,2,0.68986074886515,
553,1,1.0,1.1698606657402964e-87,42015.40638092037,19892.087873565983,61907.49425448636,Covent Garden,1,530250.6062,181025.0034,-0.1243670278686055,51.513144508444505,284915.1217793823,True,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,284915.1217793912,1.0000000000000313,True,1,-1.1410835440311978e-16,
554,4,1.0,3.739890711410271e-61,441.76742743785314,2380.549865453999,2822.317292891852,Croxley,7,507909.4599,195402.8332,-0.4417680549234005,51.6470771785801,4191966.0322920294,False,,,,,,,,,,False,,,station point outside Greater London/LNWC extent
555,4,1.0,1.282381679702261e-18,2191.0869127885653,6879.916147624003,9071.003060412568,Dagenham East,5,550293.9749,185030.270500001,0.1659760468145935,51.54416043622838,3740622.4314718493,True,0.0,0.0,0.024000131677312013,0.03871050345529259,0.3448829850603832,0.3436677468902503,0.24873863291676196,3740622.431471795,0.9999999999999855,True,5,0.6658472732801168,
556,4,1.0,6.125962154189393e-16,3929.921278039253,12834.603447290006,16764.52472532926,Dagenham Heathway,5,549022.5413,184709.7413,0.1475191734684776,51.54161732780605,3074293.5006769435,True,0.0,0.0,0.15554083647438155,0.17270651668985415,0.6373826943091082,0.03436995252665612,0.0,3074293.500676885,0.9999999999999809,True,5,0.5116640570222921,
557,4,1.0,1.4494677006948829e-21,1462.3045949935004,4298.660505199999,5760.965100193499,Debden,6,544272.9229,196121.782099999,0.0837668965623632,51.6453918793904,4350555.410773883,False,,,,,,,,,,False,,,station point outside Greater London/LNWC extent
558,0,1.0,3.4972459082387395e-42,3378.6188977878883,8780.533651410402,12159.15254919829,Dollis Hill,3,522189.8506,185144.020099999,-0.2390407657243789,51.55196194099086,2291547.005529969,True,0.0,0.12117495030410881,0.04337572875104033,0.487953898801905,0.34749542214294593,0.0,0.0,2291547.0055299927,1.0000000000000104,True,4,0.5700553866105943,
560,0,1.0,1.6612647372264968e-32,21240.988564281724,47417.997442949214,68658.98600723094,Ealing Broadway,3,517989.3481,180932.526699999,-0.301005548648285,51.51500454109758,2436358.335260061,True,0.016618961243899704,0.12375576678790431,0.14447403857221872,0.37823529143488593,0.32331716871072474,0.013598773250366543,0.0,2436358.3352600452,0.9999999999999934,True,4,0.7181336978711681,
