lsoa,age_0_19_share,age_20_34_share,age_35_64_share,age_65plus_share
E01000269,0.21227436823104692,0.14945848375451262,0.44404332129963897,0.19422382671480146
E01000270,0.23027166882276842,0.1520051746442432,0.4346701164294955,0.18305304010349288
E01000271,0.21502748930971288,0.15455100794135615,0.4068417837507636,0.2235797189981674
E01000272,0.2082748948106592,0.11991584852734923,0.39901823281907434,0.27279102384291726
E01000273,0.18394248052726184,0.201318154583583,0.40623127621330135,0.2085080886758538
E01000274,0.26394628099173556,0.19369834710743802,0.4034090909090909,0.13894628099173553
E01000275,0.2018348623853211,0.18922018348623854,0.38188073394495414,0.22706422018348624
E01000276,0.2999349381912817,0.10865322055953155,0.4196486662329213,0.17176317501626545
E01000277,0.17597087378640777,0.2712378640776699,0.3725728155339806,0.18021844660194175
E01000278,0.28252032520325204,0.10975609756097561,0.42886178861788615,0.17886178861788618
E01000279,0.21318681318681318,0.12454212454212454,0.4014652014652015,0.2608058608058608
E01000280,0.2055306427503737,0.11061285500747384,0.42152466367713004,0.2623318385650224
E01000281,0.24427054220234767,0.24203465623253215,0.40301844605925097,0.1106763555058692
E01000282,0.23783185840707965,0.17311946902654868,0.42422566371681414,0.16482300884955753
E01000283,0.24671532846715327,0.12481751824817518,0.40875912408759124,0.2197080291970803
E01000284,0.20055401662049863,0.22160664819944598,0.4443213296398892,0.1335180055401662
E01000285,0.23727693324520818,0.16721744877726372,0.4064771976206213,0.1890284203569068
E01000286,0.24635993011065813,0.17064647641234712,0.42690739662201516,0.15608619685497963
E01000287,0.2592137592137592,0.16953316953316952,0.41584766584766586,0.1554054054054054
E01000288,0.23886378308586184,0.17495158166559072,0.4260813428018076,0.16010329244673982
E01000289,0.27893738140417457,0.20746363061353573,0.3991144845034788,0.11448450347881088
E01000290,0.21380160197165743,0.12630930375847196,0.42452248921749847,0.23536660505237214
E01000291,0.25833333333333336,0.1782051282051282,0.44358974358974357,0.11987179487179488
