lsoa,asian_share,black_share
E01000282,0.22197680839315295,0.02484815019326339
E01000283,0.23294629898403482,0.023947750362844702
E01000284,0.1853901494189264,0.04261206419479801
E01000285,0.19722955145118734,0.09102902374670185
E01000286,0.17424242424242425,0.087995337995338
E01000287,0.12162162162162163,0.08906633906633907
E01000288,0.1831715210355987,0.05954692556634304
E01000289,0.1408717624763108,0.18698673404927352
E01000290,0.18461538461538463,0.047384615384615386
E01000291,0.14919614147909968,0.15498392282958198
E01000292,0.1317326411421155,0.04153147306943543
E01000293,0.16544325239977414,0.044042913608131
E01000294,0.15380374862183022,0.04630650496141125
E01000295,0.2535559678416821,0.024737167594310452
E01000296,0.1684387241186346,0.048125349748181306
E01000297,0.2628250175685172,0.05832747716092762
E01000298,0.22456140350877193,0.03625730994152047
E01000299,0.2801801801801802,0.06531531531531531
E01000300,0.23952095808383234,0.03832335329341317
E01000301,0.30831099195710454,0.03150134048257373
E01000302,0.2301278488048916,0.054474708171206226
E01000303,0.27163781624500666,0.02929427430093209
E01000304,0.19383825417201542,0.057766367137355584
E01000305,0.29455445544554454,0.09405940594059406
E01000306,0.34295845997973656,0.0425531914893617
E01000307,0.31412977562158884,0.08793208004851426
E01000308,0.23908918406072105,0.12618595825426945
E01000309,0.2559610705596107,0.08029197080291971
E01000310,0.28167730173199634,0.061075660893345485
E01000311,0.06489841986455983,0.029909706546275394
E01000312,0.2597402597402597,0.09768492377188029
E01000313,0.32140978432404,0.10310362966859547
E01000314,0.265466297322253,0.06925207756232687
E01000315,0.21306650971159505,0.14714537963507945
E01000316,0.2515310586176728,0.0804899387576553
E01000317,0.2381554011370815,0.0410612760581175
E01000318,0.3094496365524403,0.04205607476635514
E01000319,0.18647686832740212,0.040569395017793594
E01000320,0.19276485788113695,0.050645994832041345
E01000321,0.186734693877551,0.02193877551020408
E01000322,0.16092572658772875,0.04843918191603875
E01000323,0.2578191039729501,0.05790363482671175
E01000324,0.20480611687602404,0.05133806663025669
E01000325,0.07112462006079028,0.03221884498480243
E01000326,0.0666183924692252,0.12454742939898625
E01000327,0.12676923076923077,0.02523076923076923
E01000328,0.07448107448107448,0.054945054945054944
E01000329,0.11490866234531526,0.07542722451384797
E01000330,0.08519637462235649,0.07492447129909366
E01000331,0.08061647895672792,0.1001778304682869
E01000332,0.13089993706733793,0.131529263687854
E01000333,0.07760416666666667,0.1484375
E01000334,0.1247016706443914,0.10859188544152745
E01000335,0.13142437591776798,0.28193832599118945
E01000336,0.11255627813906953,0.2651325662831416
E01000337,0.07546082949308756,0.21370967741935484
E01000338,0.13290113452188007,0.1847649918962723
E01000339,0.05798889574336829,0.02961135101789019
E01000340,0.07566204287515763,0.05233291298865069
E01000341,0.055807916937053864,0.03309539260220636
E01000342,0.04133858267716536,0.023622047244094488
E01000343,0.06316489361702128,0.02526595744680851
E01000344,0.0295411690760528,0.02702702702702703
E01000345,0.041044776119402986,0.027611940298507463
E01000346,0.05538074260541221,0.021397105097545627
E01000347,0.07363576594345825,0.04142011834319527
