lsoa,bres_total_jobs,bres_manufacturing_share,bres_manufacturing_per_km2,bres_wholesale_retail_share,bres_wholesale_retail_per_km2,bres_transport_storage_share,bres_transport_storage_per_km2,bres_accom_food_share,bres_accom_food_per_km2,bres_info_comms_share,bres_info_comms_per_km2,bres_professional_sci_share,bres_professional_sci_per_km2,bres_education_share,bres_education_per_km2,bres_health_social_share,bres_health_social_per_km2,bres_admin_support_share,bres_admin_support_per_km2
E01000037,300,0.0,0.0,0.03333333333333333,47.82159754324681,0.0,0.0,0.03333333333333333,47.82159754324681,0.016666666666666666,23.910798771623405,0.0,0.0,0.0,0.0,0.4166666666666667,597.7699692905851,0.0,0.0
E01000038,300,0.0,0.0,0.16666666666666666,248.79778353151127,0.03333333333333333,49.759556706302256,0.06666666666666667,99.51911341260451,0.0,0.0,0.15,223.91800517836015,0.5,746.3933505945338,0.0,0.0,0.1,149.27867011890677
E01000039,250,0.0,0.0,0.04,5.859147943870662,0.0,0.0,0.12,17.577443831611987,0.0,0.0,0.0,0.0,0.04,5.859147943870662,0.2,29.29573971935331,0.24,35.154887663223974
E01000040,500,0.0,0.0,0.06,159.5142651517353,0.02,53.171421717245096,0.05,132.92855429311274,0.02,53.171421717245096,0.0,0.0,0.8,2126.856868689804,0.0,0.0,0.01,26.585710858622548
E01000041,75,0.0,0.0,0.13333333333333333,66.60570362178274,0.13333333333333333,66.60570362178274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,33.30285181089137,0.0,0.0
E01000042,100,0.0,0.0,0.15,63.452416800172905,0.15,63.452416800172905,0.0,0.0,0.05,21.150805600057634,0.0,0.0,0.0,0.0,0.1,42.30161120011527,0.1,42.30161120011527
E01000043,350,0.05714285714285714,90.97838952898609,0.35714285714285715,568.614934556163,0.02857142857142857,45.48919476449304,0.02857142857142857,45.48919476449304,0.0,0.0,0.05714285714285714,90.97838952898609,0.0,0.0,0.05714285714285714,90.97838952898609,0.05714285714285714,90.97838952898609
E01000044,300,0.0,0.0,0.05,72.88751538238823,0.0,0.0,0.03333333333333333,48.59167692159215,0.03333333333333333,48.59167692159215,0.03333333333333333,48.59167692159215,0.5,728.8751538238823,0.11666666666666667,170.07086922557255,0.0,0.0
E01000045,300,0.03333333333333333,30.55432995746744,0.5833333333333334,534.7007742556802,0.016666666666666666,15.27716497873372,0.06666666666666667,61.10865991493488,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,30.55432995746744,0.016666666666666666,15.27716497873372
E01000046,100,0.0,0.0,0.1,83.79922030204466,0.0,0.0,0.0,0.0,0.0,0.0,0.05,41.89961015102233,0.1,83.79922030204466,0.1,83.79922030204466,0.05,41.89961015102233
E01000049,250,0.0,0.0,0.5,721.01649083742,0.0,0.0,0.08,115.3626385339872,0.04,57.6813192669936,0.0,0.0,0.04,57.6813192669936,0.0,0.0,0.08,115.3626385339872
