lsoa21cd,lnc_grp,cluster,max_posterior,entropy,total_activity,log_total_activity,direction_balance,post_midnight_share,deep_night_share,post_midnight_persistence,weekend_ratio,volume_band,tot_boardings,tot_alightings,distance_to_centre_km
E01000021,5,1,0.9999944375240468,7.286545583031158e-05,567.4993,6.343000081879366,-0.1216868461335547,0.0498868104330701,0.038449774299281,0.0753739299826993,0.6809121822260241,medium,249.22105,318.27825000000007,17.617999687174674
E01000024,5,1,1.0,5.0563976983285896e-20,1770.72874,7.479711038182785,-0.0622337896881936,0.1937046947123024,0.1619224184501574,0.3389269841993215,0.7938786045464784,high,830.26479,940.4639500000002,17.83508358659168
E01000027,7,1,1.0,4.7069522588186514e-17,1813.19829,7.503398935616184,-0.252216700469092,0.0793942067968749,0.055171891872896,0.1250851221304679,0.7498000848723412,high,677.9397000000001,1135.25859,20.76919447596808
E01000029,5,1,0.9999999923032306,1.5149182226322542e-07,775.30886,6.654550456459993,-0.4438502095797021,0.1418129156940113,0.1023390213804599,0.2348125917890647,0.6663642097537261,medium,215.59393,559.71493,19.847153710527262
E01000030,6,1,0.9999999089652688,1.5668920944050962e-06,700.17215,6.552753434631389,-0.4347153625004936,0.1105417574806424,0.0763815156029842,0.1838720533425293,0.6954224494241239,medium,197.89828,502.2738700000001,20.188025946282625
E01000031,5,1,0.9999999999844248,4.045940276771043e-10,326.12029,5.790327962580816,-0.1976459361053554,0.0777053767491743,0.057361349703203,0.1160921005668843,0.6139837837826759,low,130.83197,195.28832,20.38485872181116
E01000032,4,1,1.0,1.683618533254751e-15,597.81785,6.394957461720414,0.0432758406260368,0.0893533540358488,0.0460786341525265,0.1258540266574686,0.702130571049265,medium,311.8444599999999,285.97339,19.544468558787
E01000034,6,1,0.9992126453577976,0.0064141357804445,935.89282,6.842568889356425,-0.2030345953503522,0.13211560913567,0.1027658701345737,0.2039847100120775,0.5433045497679931,medium,372.9371,562.9557200000003,21.452211638347162
E01000035,5,1,0.999999999995964,1.1038213162048851e-10,1559.36796,7.352676944225077,-0.109745335539663,0.0764693151704874,0.0586127920699358,0.113170037640366,0.7352094295705613,high,694.1173,865.2506599999998,20.565084363389555
E01000036,5,1,0.979336543891238,0.1006100560142361,1377.68542,7.228885729942148,-0.0008640724382493,0.1067776488481673,0.0998842827268942,0.1661042031510294,0.6214403761033529,high,688.2474999999998,689.43792,20.755228891801828
E01000038,5,1,0.9999988873449234,1.6365777168577065e-05,276.38262,5.625397852709574,-0.142777574074665,0.0996569538272703,0.0729311416180945,0.1469343146647524,0.7075600283331321,low,118.46068999999996,157.92192999999995,21.673169371168616
E01000039,7,2,1.0,2.6379520552157883e-31,28.14198,3.372179746296732,0.3407983375725518,0.0300401748562112,0.0150479816985158,0.0341925108859985,0.810265163366558,low,18.86636,9.275619999999998,21.736697786952437
E01000040,5,1,0.9999999954831084,9.131049967320029e-08,917.44285,6.822679681706853,-0.2781823521759421,0.0728679612032509,0.0557642582314527,0.1134477682033751,0.8222119327469158,medium,331.11322000000007,586.32963,15.889024144776881
E01000041,5,1,0.99998038257065,0.0002322523609451,457.29978,6.127523511480051,-0.3572667364939471,0.0872633264769993,0.0609384942192624,0.1404178879697105,0.9215949737500636,medium,146.96089,310.33889000000005,17.215210067401742
E01000042,5,2,0.999944601436892,0.0005983559581356,333.32689,5.812119226924665,-0.3418556180690973,0.0519812547976552,0.0257610179604771,0.0833932067367012,0.808142765298247,low,109.68860999999998,223.6382800000001,16.50423952630859
E01000043,6,2,0.9999999999984084,4.4235362509507765e-11,232.72266,5.454135198761297,-0.0710885652475784,0.051056437735801,0.0242146596296209,0.0730083816543705,0.7356465513579638,low,108.08937,124.63329,15.996168528862157
E01000045,5,1,0.9999999994455492,1.2371246049043705e-08,1314.21196,7.181753117934535,-0.0601025880178414,0.0995240980762342,0.0797989846325854,0.1535091810620616,0.7299494053844902,high,617.61221,696.5997499999999,16.75738181462156
E01000049,5,2,1.0,3.737359964434354e-16,124.01941,4.82846900524761,0.4430452459014278,0.0973196050521446,0.0938051551769195,0.134411324587749,0.7632123555426991,low,89.48281,34.53660000000001,14.97169539084246
E01000050,4,1,1.0,1.673498209613896e-13,2528.45067,7.8357574316639855,-0.1071560435070698,0.0925635974539301,0.0702188546158189,0.1468758980395401,0.7407098875451809,high,1128.75595,1399.6947200000006,15.043827404418236
E01000052,4,1,1.0,1.934774256282137e-14,1207.38758,7.0970421714060725,-0.2668119213219006,0.1231901109998166,0.0865780398370505,0.2062223468574061,0.7099027015379029,high,442.62109,764.76649,15.47580526122663
E01000053,3,1,0.9968860605190224,0.0210823295410572,654.09486,6.484780049576688,0.0034381557439543,0.0551576571019072,0.0398131549298522,0.0798563086940716,0.7432706993177981,medium,328.1718699999999,325.9229900000001,18.931035839455102
E01000056,5,2,1.0,1.435283578329574e-18,48.87568,3.909533509202298,0.1670536348547989,0.1971143930887509,0.1879351857610983,0.4346433403577537,0.6243346102069528,low,28.52027,20.35541,18.497349585896732
E01000057,4,1,0.999207310405574,0.0064522415367132,299.14556,5.704267556984743,-0.0070365075784511,0.0762992103242314,0.0682763936058419,0.1075934551023498,0.8081980080110224,low,148.52031,150.62524999999997,17.93092093426009
E01000058,5,1,0.980537238592378,0.0959408488668043,332.64933,5.810090531255288,-0.1770521227263556,0.097398212105222,0.072494659766788,0.1512074493147759,0.7573483303748828,low,136.87653000000003,195.7728,18.539303190764496
E01000060,5,1,1.0,4.124947593847702e-23,4685.79433,8.452504116012609,-0.0795632935942367,0.1519094180985959,0.117605180934179,0.2427153351401129,0.7474201959847567,high,2156.48855,2529.3057800000006,20.416256678248438
E01000061,6,1,1.0,1.125175167605569e-18,1594.3102,7.374823479068246,-0.0964642263469179,0.1675627490810759,0.1330208512747393,0.2711409303060925,0.7564434774041242,high,720.2581499999999,874.0520500000001,20.642269791549364
E01000062,4,2,1.0,9.321207194984613e-23,152.15299,5.031437356431334,-0.7190205726486216,0.0939645024392882,0.0243473361910272,0.1499056338677951,0.4991187046580408,low,21.37593,130.77705999999998,19.945482210890127
E01000063,5,0,0.998883143379798,0.0087077719897823,300.84599000000003,5.709916920410114,0.4988068812218505,0.4058822256530658,0.3183486008904423,0.9418806861530828,0.9082569567463452,low,225.45502,75.39097,19.633612588241284
E01000064,3,1,0.9999989550027866,1.5436171957220137e-05,846.65155,6.742469643327201,-0.1172176322124491,0.0953948882512528,0.0730122917745795,0.1458375958558593,0.7260532323201897,medium,373.70453,472.94702,20.312939559134403
E01000065,5,1,0.9999999985067234,3.1839757545449915e-08,509.96264,6.236296475984937,-0.2429044998276736,0.1551366390290865,0.1445480790514379,0.2420581389492873,0.5486787941202236,medium,193.04521,316.9174300000001,19.42812086178714
E01000067,3,1,1.0,8.65407826149627e-17,815.50215,6.7050295455975,0.2652968480831105,0.1530666228163837,0.1387917861406006,0.2421049593651476,0.8589178083684654,medium,515.9261500000001,299.5759999999999,16.363983048363217
E01000068,5,1,0.9312691313565784,0.2503436576670264,356.51837,5.879186745429303,-0.0121024058311497,0.1203655228200443,0.0733462065362859,0.1930864791247572,0.9576064040777188,medium,176.10181999999998,180.41655,15.390554627793128
E01000069,6,2,1.0,1.2277812831545235e-20,91.36139,4.525709034178158,-0.6402548166134514,0.0513842882644408,0.0241274787960209,0.0861949051340843,1.108105991159776,low,16.43341,74.92798,16.210405427859946
E01000070,4,1,1.0,5.952786628680328e-19,2044.36725,7.623332636705641,-0.0946738067732204,0.1536786113160441,0.0942158753521413,0.2542269206600666,0.810849907422788,high,925.4096099999998,1118.9576399999996,15.777824155677656
E01000071,5,2,0.6308091144486198,0.6585236516884929,249.12929,5.521977944181101,0.1751141746520451,0.0960148443404627,0.0893542465440334,0.1343553768752093,0.7495261035990647,low,146.37768,102.75161,16.155449987988433
E01000072,5,1,0.9959101444167592,0.0265726010982715,588.90614,6.379963439498682,-0.2401884279895604,0.0847067242328293,0.0731441516300033,0.128346329163167,0.7268789479142503,medium,223.72885,365.17729,16.948383864022507
E01000073,5,2,0.999999819557916,2.9823211190833458e-06,178.48488,5.190090970397166,-0.0094392309309337,0.1409260549128867,0.105794171472676,0.2181527763358959,0.7219414371412939,low,88.40006,90.08482,17.24752593200004
E01000074,6,2,0.8449945848363071,0.431294119269329,248.53352,5.51959325486499,-0.0985411545291757,0.0944212273660309,0.0676780339328071,0.1414929717603619,0.6376794670463974,low,112.02137000000003,136.51215,17.69700164252242
E01000075,5,1,1.0,6.622928187939012e-15,2451.90586,7.805028666025112,0.0376730695525153,0.0904555732005143,0.0673804336027811,0.1387878406388785,0.7674974663034854,high,1272.13834,1179.7675199999996,18.04062955925185
E01000076,4,2,1.0,1.0666457168650018e-18,84.12385,4.444107254833635,-0.1214396392937318,0.0476209778796381,0.0250554390936696,0.0729447894875131,1.1973327350300773,low,36.95394,47.16991000000001,17.541670463385433
E01000077,6,1,1.0,2.431455467983347e-19,1584.09702,7.368400895794509,0.1168769448224831,0.1810190199082629,0.1439093989331537,0.2969773753560419,0.778172306826739,high,884.62072,699.4763,18.108487608023257
E01000078,4,1,0.9999999997833128,5.038954053686851e-09,944.23233,6.851430749128981,-0.1282194499737156,0.0628432517238633,0.0470557071478372,0.0906898291453732,0.7510705747384666,medium,411.58169000000015,532.65064,18.637400874024344
E01000079,5,2,0.9997632311123812,0.002213388404945,273.101,5.613496651605624,-0.1504570104100681,0.063322323975379,0.0471840088465439,0.0877511530240457,0.5987970650356732,low,116.00552000000002,157.09548,18.83613231876258
E01000080,5,2,0.99999040768997,0.0001204270784221,186.64173,5.234534453200317,-0.0370843647880889,0.1160874366091655,0.1112578628584293,0.1805234329376804,0.7912554506331826,low,89.86012,96.78161,18.451848267073878
E01000081,5,1,0.9999992217382968,1.1725448721496663e-05,339.43773,5.8302322307449135,0.4342055610612292,0.4011215252941975,0.3567397766889379,0.8424144832465937,0.8632294665802928,low,243.41173999999995,96.02599,19.012958858042246
E01000082,4,1,1.0,1.2209515469480732e-19,1790.94398,7.491056331885521,-0.4753046491158256,0.1875998209614574,0.1290677500699938,0.3321340400469419,0.7472104579646566,high,469.84999,1321.0939899999994,19.06712484658234
E01000083,4,1,1.0,4.244486740303947e-21,2831.72774,7.948995392141371,-0.4520457182087711,0.1247854428265056,0.0728172228873952,0.2019327398292023,0.7727664000009636,high,775.8286700000001,2055.89907,18.407388679355318
E01000084,3,1,1.0,1.0958868908569325e-18,815.72036,6.705296759648204,-0.1030140279936129,0.115846305466741,0.097543807782363,0.1850059858903314,0.7255566520569096,medium,365.84486,449.8755000000001,19.17278529949767
E01000085,3,1,0.998526374029654,0.0110806241077398,679.31234,6.522552016242803,0.0516100149159663,0.0713037687494385,0.0605386323469407,0.1033138145441658,0.785252299543826,medium,357.18582999999995,322.12650999999994,19.49828759568744
E01000086,5,2,1.0,1.4869812312878736e-13,201.79726,5.312206760777629,0.4785148222527897,0.1434257333325536,0.1086782347788072,0.2258253184096635,0.7637656192717229,low,149.18012,52.61713999999999,19.224225935298445
E01000087,5,1,0.9999999999998864,3.72163737385255e-12,4226.61094,8.349392322888491,-0.2472595218333486,0.1135641124328325,0.0871716595708239,0.1802828590804929,0.6774129982882845,high,1590.77057,2635.8403700000003,19.360560427794127
E01000088,5,1,0.9999545307114254,0.0005000917288369,343.02986,5.840728455931876,-0.1340424999736174,0.1224134831877318,0.0978324744090791,0.1978020114516686,0.7535029617367727,low,148.52464,194.50522,19.74884401717181
E01000090,6,1,0.9999999999994884,1.5364246190033767e-11,920.70525,6.826225486979925,-0.2968903783268315,0.1818425386408951,0.1541906489617605,0.3228536072801382,0.6316898844709409,medium,323.67835999999994,597.02689,19.54473355090098
E01000091,5,1,1.0,1.3138588236694672e-19,1943.58617,7.572804467347798,-0.579650353243664,0.152444951797532,0.0957517566612444,0.2636922625086773,0.7638890895747253,high,408.4928799999999,1535.0932899999996,16.43761991556656
E01000093,4,1,1.0,6.438664544688112e-19,1834.40727,7.515021681366498,-0.2028182923631784,0.1278990461044127,0.0955876717605899,0.2117845080096916,0.76788535834871,high,731.1779600000002,1103.2293100000002,16.079919720117438
E01000094,6,1,0.9999999999999432,2.138753725226555e-12,1998.05626,7.600430478176399,-0.1461439329040714,0.2190740615081579,0.1426807321231285,0.3970374911012395,0.7456899499679416,high,853.02623,1145.03003,16.889553107508945
E01000095,6,1,1.0,5.4054110931563135e-14,2410.4996300000003,7.788004086077541,0.0617413038142636,0.1397368436849749,0.1152744586814145,0.2270658374867057,0.6807607427348205,high,1279.66351,1130.8361200000002,18.262561337986668
E01000096,5,1,0.8294485879002428,0.4567594705649,689.84582,6.537916672966896,-0.0504495047893455,0.0753835400495722,0.065863093872193,0.1076924516987021,0.5913212941179411,medium,327.52172,362.32410000000016,17.08327008094153
E01000097,5,1,0.9999999999911892,2.3275824185981376e-10,549.50697,6.310839617299657,-0.2627331005464771,0.0949995411341188,0.0623962058206468,0.1405069925651451,0.7396316001480591,medium,202.56665,346.94032000000004,18.76721225168499
E01000098,5,1,0.999999994880227,1.028573645784454e-07,343.64013,5.842500771173152,-0.2293083464960859,0.0877265702349722,0.0628882604601505,0.1295671249267739,0.7124663752759133,low,132.42029,211.21983999999995,18.58304183799808
E01000099,5,1,1.0,1.6899806660952184e-16,977.23704,6.885752012855563,-0.1388098633674384,0.1554577075793197,0.1108155703963083,0.2498951320357619,0.7133383692665045,medium,420.79344999999984,556.4435899999999,19.048275381505366
E01000101,4,0,0.9999999921236622,1.5484423633531693e-07,351.8652,5.866086114314115,0.7349556591558359,0.1809787952886503,0.1400138462115605,0.2811450826848607,0.835012045890712,medium,305.23526000000004,46.62993999999999,19.622543071302196
E01000102,4,1,0.9999954912039368,6.0009722447415206e-05,477.40434,6.170456274501627,-0.174652036049777,0.0948291546742118,0.0788849762027718,0.1475553278089424,0.6979933217121844,medium,197.01235000000003,280.3919900000001,18.8370016556174
E01000103,6,2,1.0,2.427898872548956e-25,74.24595,4.320762081582598,-0.1253405741323264,0.0581284231665161,0.0366091349090421,0.0912662060005024,0.6096473594930466,low,32.46995999999999,41.77598999999999,20.392790984187755
E01000104,5,1,0.9999999998270824,4.059807998645287e-09,1155.84378,7.053450696469833,-0.2870361252452299,0.0624277876029232,0.0528570132548535,0.0947138386499061,0.813480453632919,medium,412.0374300000001,743.80635,20.726705365650925
E01000105,5,1,0.9997247320456965,0.0025318122190046,3603.60842,8.1899684224601,0.0864727916247903,0.1088615865760464,0.0858478291600839,0.1719502729883428,0.6224142359916454,high,1957.61125,1645.99717,19.752825196600643
E01000106,5,1,0.8511655584621244,0.4206819699025451,371.5396,5.920343340894075,-0.4575433143600306,0.0528261052119343,0.0342816216629398,0.0770026445421626,0.7597592112489695,medium,100.77207,270.76753,20.18095551754761
E01000108,6,2,1.0,4.495085595881322e-16,84.88645,4.453026074987748,0.4055197266465967,0.0511443227982793,0.0485542745632548,0.0685953272903371,0.9580625868063608,low,59.65478999999999,25.23166,20.732699734728396
E01000110,6,1,0.9999999903727144,1.8733436679294934e-07,449.95845,6.111375206655474,-0.2562836413006579,0.1746739504503137,0.0973337649287395,0.2957902661031614,0.7693919643454113,medium,167.32072999999997,282.63771999999994,20.218925761750324
E01000111,5,1,1.0,1.4745301606021034e-20,1115.90621,7.018317829563556,-0.0403536691493096,0.1121367628198788,0.0956145767841904,0.1708192365110064,0.7293514502674967,medium,535.43765,580.46856,19.986495178081974
E01000112,4,1,1.0,2.581522297845021e-20,2367.12808,7.769855082379039,0.0515657690985609,0.1083878401712847,0.0767875306519113,0.1737708956014086,0.7368735626629572,high,1244.59543,1122.53265,19.544610958096047
E01000113,4,1,0.9999999999999432,9.982024006091494e-13,1775.35668,7.482319736721134,0.1664488625463137,0.0919285470004821,0.073427250686324,0.1349116817470292,0.7964699345419332,high,1035.43139,739.92529,19.307664748685365
E01000114,5,1,1.0,1.4757041475503122e-20,2171.59255,7.683676456922612,-0.5075631568177926,0.1676058982611632,0.1246686538872128,0.283067008022229,0.7043850492331514,high,534.68609,1636.9064600000004,20.06799520531141
E01000115,4,2,1.0,1.2465585718597793e-14,55.05368,4.026309803027515,-0.0439941526161375,0.0044004324506554,0.0,0.0064743306393034,0.6500318352654527,low,26.31582,28.737860000000005,14.38026128266562
E01000116,5,2,1.0,8.777121895158952e-59,17.82671,2.935276606213945,-0.1693183991886332,0.0035884355554109,0.0,0.0047994105960662,0.7863506215742699,low,7.404159999999999,10.42255,14.154013635300696
E01000117,5,1,0.9993924977487444,0.0051065733238951,309.74692,5.738978818837277,-0.3769908026849791,0.0856509888782752,0.0281124990685944,0.1314057252990889,0.6409985426016072,low,96.48759,213.25933,14.137137854607795
E01000118,5,1,0.9999999779132625,4.114381823021615e-07,990.55567,6.899275093635292,-0.3034558673517057,0.0347939051219604,0.0136451291021331,0.0487472904047766,0.7280707102838653,medium,344.98287000000005,645.5727999999999,13.840451012530064
E01000120,5,1,0.9994101311501116,0.00497572975906,384.81483,5.955357539338859,0.0346359572472817,0.0218424274345144,0.0,0.0319831043712526,0.8125229716776099,medium,199.07163,185.7432,13.935573356621076
E01000121,6,2,1.0,4.2716822174676326e-17,159.61935,5.07903727993355,-0.3450648683884503,0.0699182774519505,0.0359788459231289,0.1041357250169145,0.6624565497141185,low,52.27015999999999,107.34919,13.409452724335447
E01000123,6,2,0.998435055036618,0.0116731150010229,173.42607999999998,5.1615010415791,-0.4935752454302144,0.0309478251483283,0.0081678603356542,0.0432970472890983,0.5979630846122403,low,43.91362999999999,129.51245,12.932845848206203
E01000124,5,1,0.9999998633558768,2.296425867031722e-06,494.18858,6.204938659715131,-0.2558949055439525,0.0903869733290882,0.0653738093259864,0.1389284242369181,0.7927144622829678,medium,183.86412,310.32446,12.506322725901324
E01000126,2,1,1.0,1.1643358423791208e-18,689.69366,6.537696396959126,-0.2700429057155608,0.1289870346205589,0.0921542761463111,0.2164283814244798,0.7333572758608714,medium,251.72339,437.97027,13.55481171990957
E01000127,5,1,0.9999999999885744,2.9957650135988207e-10,407.94238,6.013574265922656,-0.2625112399452099,0.1473890748982736,0.1151734713122965,0.2301792244417269,0.7905718509047365,medium,150.42646000000002,257.51592000000005,14.390164944608813
E01000128,4,2,0.9999996750368568,5.1797682670382005e-06,175.85193,5.175312828795221,-0.3617041336993003,0.0863691402192742,0.0667594606439633,0.1308856591847802,0.7200059775127304,low,56.122780000000006,119.72915,13.973591887790763
E01000129,3,1,1.0,5.126416132609472e-17,6627.11856,8.799076266135414,0.0826670528133723,0.1080466666647352,0.0710398924868487,0.1751446285666976,0.7932912342920666,high,3587.4814600000013,3039.6371,14.212746296532291
E01000130,4,1,1.0,5.0053210341867414e-18,1070.64712,6.976952108334936,-0.3234450955231636,0.1106571229556943,0.0630715935610978,0.1688153921573041,0.6339802816011122,medium,362.1757799999999,708.4713400000002,13.975694420187924
E01000131,4,1,0.9998444983236464,0.001519061088993,312.87422,5.748992332408951,-0.0411835145765604,0.1632977622764828,0.1273748281338104,0.2667875535143875,0.9181540304729257,low,149.99448,162.87973999999997,13.576558425400107
E01000133,4,1,0.9999999476906978,9.293321627328454e-07,676.92957,6.519043403488546,-0.4713572048566294,0.0816929743518221,0.0370004666807508,0.1297025460782049,0.8125756433443533,medium,178.92696999999993,498.0025999999999,14.163777575241916
E01000134,5,1,0.9998520872325426,0.001452327938152,388.06631,5.963749791816262,-0.2128784382236118,0.1072453055767711,0.0847392550000024,0.1578644994315771,0.6725522862917251,medium,152.72768,235.33863,14.764213969921533
E01000135,5,1,1.0,9.751489935822473e-14,350.98716,5.863594697660058,-0.0439743151857749,0.1228075123887722,0.0897765035051424,0.1847888813184153,0.8224565404537301,medium,167.77637,183.21079000000003,8.582129415712197
E01000136,6,1,1.0,4.218258978584944e-14,597.3547599999999,6.394183822198044,0.0194411776345432,0.0750817989631488,0.0459042462472384,0.1091737457248641,0.8542836829330556,medium,304.48402,292.87074,7.98742633379174
E01000137,5,2,0.9999999999973284,7.45584604936684e-11,165.44051,5.114637948277314,-0.332607473224061,0.0379571484638194,0.0200019934658083,0.0522289271563806,0.8800737616453792,low,55.20688,110.23363,8.168439785447687
E01000138,5,1,1.0,1.7815330612899694e-16,765.5075,6.641844482999811,-0.4320306985888447,0.1543426680992674,0.092332994777974,0.2643015363631721,0.7075180996592861,medium,217.39238,548.1151200000002,8.381324352195655
E01000139,5,1,1.0,3.402936920917493e-16,3203.30394,8.072250166360732,-0.2456501770481386,0.0816438792255223,0.0306424403798535,0.1286908720535052,0.7362497496667768,high,1208.20588,1995.09806,7.800791474732918
E01000140,3,1,1.0,6.837647890031957e-23,2380.50006,7.77548584543512,-0.333805528238466,0.0912139989612098,0.0455140463218471,0.1438222185518461,0.7320184237288078,high,792.93799,1587.56207,7.833245835206263
E01000141,2,1,1.0,1.1157212155906802e-18,9753.76776,9.185511445495496,-0.0655381505618297,0.0896167513424576,0.05220102451978,0.1442872694015817,0.8362756721739011,high,4557.26193,5196.50583,8.508120816042991
E01000143,3,1,0.7916257683308642,0.5117946676687661,447.30126,6.105465461775334,-0.1995295072497671,0.0519177611974533,0.0342640215232123,0.0822801632955942,0.7555693029355988,medium,179.02572999999998,268.27553000000006,8.024233989673192
E01000144,2,1,1.0,1.709236950608244e-22,3912.18081,8.272105828656295,0.4737651453282396,0.1012884090088872,0.0336749415219385,0.1779202730569248,0.8212819380575583,high,2882.817860000001,1029.3629500000002,8.967055239947676
E01000145,4,1,0.9999999993597726,1.4192973852363673e-08,446.3471,6.103334803352721,-0.1357719138311865,0.1089563929058797,0.0433513290441452,0.1861084308329941,0.7756375228207275,medium,192.87285,253.47425,9.124013342524181
E01000146,3,1,1.0,5.7000958560708454e-24,13524.38657,9.512323685191625,0.0958569206292659,0.0900580276743745,0.0407567542636427,0.1441963804834929,0.8291543137504128,high,7410.396309999999,6113.990259999999,8.561151715919717
E01000147,5,2,1.0,1.5467950186339484e-24,49.08397,3.913700996812831,-0.2711934262856081,0.0874713271970462,0.0267944911546478,0.1227415005290236,0.5473195226930748,low,17.88636,31.19761,12.523830567118955
E01000150,4,1,0.9999999969936652,6.199817303844095e-08,516.41225,6.248839945544326,-0.2660241502791616,0.2292953546318856,0.1515126529240931,0.4344256013019824,0.8085237556801862,medium,189.51706000000004,326.89519000000007,11.859094171473036
E01000151,3,1,1.0,9.642210596814655e-21,1199.74517,7.090697618050897,-0.2447580514118677,0.1206089123076028,0.0773702718886545,0.1890901166632764,0.7335358112078769,high,453.04894,746.6962300000001,13.27709718493691
E01000152,4,2,0.9999999965760936,7.016447689175316e-08,191.53944,5.260301015859042,-0.3039888808278858,0.0414069812462644,0.0390950292012966,0.0591928144692203,0.9173989373250908,low,66.65679,124.88264999999996,13.530405868513784
E01000153,3,2,1.0,1.7798551602512097e-35,15.4195,2.7984696528907365,-0.6291773403806867,0.4819870942637568,0.4813658030416031,1.0293586037731144,0.3282136753146722,low,2.85895,12.56055,13.683610065349429
E01000154,2,1,1.0,1.5603041544064662e-19,1383.21973,7.232891888026739,-0.1525326203957487,0.0852548567970469,0.0526830180480436,0.1259006018537355,0.6033491321443709,high,586.1167999999999,797.1029299999997,13.077052654163577
E01000156,5,1,1.0,3.46192814555565e-21,2350.38875,7.762761390038424,-0.3918443831898021,0.0942970689423185,0.0435983324035226,0.1483934596121574,0.7145639806057428,high,714.7010599999998,1635.68769,10.485549743892774
E01000158,5,2,0.9993329694519107,0.0055445854562726,362.30438,5.8952409953064215,-0.5745912870277748,0.0812177042960397,0.0343946435314969,0.137673513459291,0.6631196707579646,medium,77.06372,285.24065999999993,12.420897070924868
E01000159,5,2,1.0,1.0785241279312822e-23,68.4619,4.24077840081455,0.0105720115860062,0.0050416362969768,0.0047573906070383,0.0062080934357991,0.7416896522204698,low,34.59284000000001,33.86906,12.57124338305216
E01000160,4,1,0.9999998137365256,3.072621932833638e-06,748.78141,6.6197817107162455,-0.0667730920296218,0.0523079893236131,0.0386690689877036,0.075379848152733,0.8460468348202774,medium,349.39148000000006,399.38993,11.778296666233125
E01000161,3,1,1.0,3.495627254828802e-21,1457.63552,7.285256702372094,-0.2028642112124161,0.0900803926622205,0.05271456337727,0.1410611540187949,0.8014383007029917,high,580.9667200000001,876.6688,11.94396876030388
E01000162,4,1,1.0,5.428482314445825e-17,2412.17123,7.788697024566152,-0.2150774802168584,0.0913641814723078,0.0593989382752069,0.1363200332909149,0.7719389437136629,high,946.6837600000002,1465.487470000001,11.851312029877114
E01000164,5,1,1.0,2.6619953229870455e-18,3036.6691,8.018845756881136,-0.2648217219320999,0.0858329114621016,0.0477661230853239,0.1303668684902975,0.7376007280183845,high,1116.2465799999998,1920.42252,11.137268413836757
