lsoa,total_activity,tot_boardings_Weekday,tot_boardings_Saturday,tot_boardings_Sunday,tot_boardings,tv_boardings,tot_alightings_Weekday,tot_alightings_Saturday,tot_alightings_Sunday,tot_alightings,tv_alightings
E01000034,935.89282,181.40339,91.69987000000002,99.83384,372.9371,0.0037399679135044716,267.11992,177.4458,118.39000000000003,562.9557200000003,0.0013266013723653265
E01000035,1559.36796,281.65638,227.13019,185.33073,694.1173,0.0010548330399426527,349.55964,297.44403000000005,218.24698999999998,865.2506599999998,0.0006438604520542613
E01000036,1377.68542,330.92383,211.09823999999998,146.22543000000002,688.2474999999998,0.001177691717655745,283.32435,206.14371,199.96985999999998,689.43792,0.0011585810081275183
E01000038,119.95133,16.60912,16.79864,15.587049999999998,48.99481,0.02680829130403434,33.10430999999999,21.74967,16.10254,70.95652,0.010978026102989159
E01000040,917.44285,119.49015999999999,114.21587,97.40719,331.11322,0.00202741516271575,227.44471000000004,208.12689000000003,150.75803000000002,586.32963,0.0008708291545744352
E01000041,457.29978,48.75520000000001,46.460950000000004,51.74474,146.96089,0.008558071630666153,112.08519,109.20788,89.04582,310.33889000000005,0.0017759227666406879
E01000042,501.4594,80.91221999999999,56.944100000000006,58.425760000000004,196.28208000000004,0.0036352261472484275,114.56260999999999,94.51666,96.09805,305.1773200000001,0.0017671150803213473
E01000043,232.72266,48.07753999999999,34.975139999999996,25.036689999999997,108.08937000000003,0.008527954211396014,46.092859999999995,49.64234,28.89809,124.63328999999999,0.005556881791680409
E01000045,1363.51447,249.55237000000002,186.58536,197.91419000000005,634.0519199999999,0.0012163759695035994,306.92977,235.19457000000006,187.33821,729.46255,0.0007317572423690546
E01000049,172.56324999999998,41.00431999999999,35.0205,27.37642,103.40123999999997,0.010872084175529815,24.114529999999995,26.093500000000002,18.953979999999998,69.16201000000001,0.012482836396568232
E01000050,2528.45067,436.11298999999997,363.68646,328.95649999999995,1128.75595,0.0004831560324137907,582.8402300000001,460.69941,356.15508000000005,1399.6947200000006,0.00031157692217894956
E01000052,1066.69421,141.27966,100.0952,116.59816000000001,357.97301999999996,0.0029572850664561024,298.42224,227.16328,183.13567000000006,708.72119,0.0007407858655639294
E01000057,383.26941,72.20194,63.99681999999999,49.27549,185.47424999999998,0.00560012659687061,66.91422,77.69893,53.18201,197.79515999999998,0.003551958903290634
E01000058,332.64933,49.69471,46.27594,40.90588,136.87653000000003,0.008265961037562216,82.58738,62.74280999999999,50.442609999999995,195.77280000000002,0.003263970696815457
E01000060,4320.63502,712.5873099999999,596.6637400000002,520.8518,1830.1028499999993,0.000306327502100624,1001.4449,829.37021,659.7170600000001,2490.5321700000004,0.00012252657904173234
E01000061,1594.3102,287.85972,227.39307999999997,205.00535,720.2581499999999,0.0010942388711574916,346.59388999999993,303.15760000000006,224.30056000000005,874.0520500000001,0.000515108727588408
E01000062,262.85855,32.87253,20.93716,28.171,81.98069,0.019383208106348852,87.61336999999999,56.98498,36.27951,180.87786000000003,0.004297336021517656
E01000063,300.84599000000003,79.87123,59.60410999999999,85.97968,225.45502,0.008005529055328489,26.94379,24.099870000000006,24.347310000000004,75.39097,0.010468206555194284
E01000064,846.65155,140.12745,119.03101999999998,114.54606000000001,373.70453000000003,0.002641161889508681,205.14775000000003,155.04709,112.75218000000001,472.94701999999995,0.0012936591005568796
E01000065,387.33546,57.83064,31.640260000000005,45.6685,135.1394,0.011676148316942253,135.008,64.12795999999999,53.06009999999999,252.19606,0.0038955154795288706
E01000067,932.78253,143.6983,139.10646,108.60142,391.40617999999995,0.001735745846463742,194.10244000000006,192.75332999999998,154.52058000000002,541.3763500000001,0.0006871541290009008
E01000068,356.51837,56.45768999999999,60.84182,58.802310000000006,176.10181999999998,0.0040282421116790805,65.83814000000001,61.403400000000005,53.17501000000001,180.41654999999997,0.0025891857067072387
E01000070,2044.36725,342.60453,310.1652200000001,272.63986,925.4096099999998,0.0005647505689596265,437.1823999999999,369.5684299999999,312.2068099999999,1118.9576399999996,0.0002457475491613937
E01000071,172.35817,28.09899,29.8723,18.24633,76.21761999999998,0.014950293310308525,31.926839999999995,42.76137000000001,21.452339999999996,96.14054999999998,0.008196039615843162
E01000072,588.9061399999999,89.48438999999999,66.41752000000001,67.82694000000001,223.72885000000002,0.0050928997482150625,150.51734,132.91209,81.74786,365.17729,0.002040849988645002
E01000073,178.48488,34.50826,24.5199,29.371899999999997,88.40006,0.014116118802539459,38.525059999999996,27.052259999999997,24.5075,90.08482000000001,0.008364203765962645
E01000074,248.53352,47.2654,34.23588,30.520089999999996,112.02137000000003,0.009462732987472154,61.96287,44.335480000000004,30.213799999999996,136.51215,0.006288460287345626
E01000075,2451.90586,554.5709,401.92564999999996,315.64179,1272.13834,0.0003819631297269641,412.65227999999996,428.45023999999995,338.665,1179.7675199999996,0.000466867016675842
E01000077,248.14658,37.726820000000004,25.404339999999998,36.71997999999999,99.85113999999999,0.01354525493892497,66.06615,45.23568,36.99361000000001,148.29543999999999,0.005069920829087135
E01000078,944.23233,156.71475,141.99525,112.87168999999999,411.58169000000015,0.0017389419271341179,220.65497999999997,176.35353999999998,135.64212,532.65064,0.0010856472024757195
E01000079,190.02383,37.54578,20.643409999999996,21.532230000000002,79.72142000000001,0.014542600053209192,49.841,35.17583,25.28558,110.30240999999998,0.006436921142838651
E01000080,150.17558,25.67861,20.645049999999994,20.15254,66.47619999999998,0.01901466412332481,39.64782999999999,23.169549999999997,20.881999999999998,83.69938000000002,0.009492246590687451
E01000082,2130.38171,254.45979,226.22440999999998,232.57753000000002,713.2617299999998,0.0021116543087114593,588.0177199999999,448.85364,380.2486200000001,1417.1199799999997,0.00022079888232253613
E01000083,3707.97441,572.03349,492.61694,469.74222,1534.3926499999998,0.00041175292362930676,881.2973700000001,734.90157,557.38282,2173.58176,0.00013684720846079826
E01000084,492.38879,141.64124999999999,84.91184999999999,95.6072,322.16029999999995,0.0031417745734302156,68.68288,57.924060000000004,43.621550000000006,170.22849000000005,0.004720011361368518
E01000085,365.29094,51.80777,38.233219999999996,42.64006,132.68105,0.006633439253109313,90.37487,80.06177000000001,62.17325,232.60989000000004,0.003807945860462792
E01000086,460.19189,70.56071999999999,55.51519000000001,62.14277,188.21868,0.003865319485748305,113.7902,89.67035,68.51266,271.97320999999994,0.0024070208805678835
E01000087,4075.67162,683.6014600000001,531.0386400000002,443.65195,1658.29205,0.0003534214450535655,1051.10984,785.23306,581.03667,2417.3795700000005,0.00021155110949470444
E01000088,569.3558400000001,98.83998,64.38602,86.37728000000001,249.60328,0.005883611088610274,135.41876,110.70391000000001,73.62989,319.75255999999996,0.0020566480576041744
E01000090,694.37927,92.94356,58.2344,71.42176,222.59972,0.0048240627025335995,216.40956999999997,143.33534,112.03464,471.77955000000003,0.0015257629966616748
E01000091,1882.5985600000001,149.36992,129.62386999999998,129.11653,408.11031999999994,0.0026066374623813643,591.8907,475.4046000000001,407.19293999999996,1474.48824,0.00024698919855891234
E01000093,1785.10476,255.31246000000004,237.71913,221.70666000000006,714.7382500000001,0.0011359067655140969,445.87199999999996,368.89478999999994,255.59972000000002,1070.36651,0.00036216743274769634
E01000094,1899.96005,296.3147,242.36747000000003,222.40328,761.0854499999998,0.001131181397060782,461.27368,376.3875699999999,301.21335000000005,1138.8746,0.0003774063711275749
E01000095,2911.23072,634.8338800000001,528.8098600000001,357.81577999999996,1521.45952,0.0003906965030021543,579.65121,435.35516,374.76483,1389.7711999999997,0.0004890446338196201
E01000096,689.84582,153.89500999999998,91.56725999999999,82.05945,327.52171999999996,0.003350470907650779,162.1649,118.91325,81.24595,362.32410000000016,0.0016414195033635924
E01000097,163.92717,39.35601,25.397679999999998,17.2331,81.98678999999998,0.011394260297184511,33.04478999999999,27.593269999999997,21.302319999999995,81.94037999999999,0.00761215516429503
E01000098,1071.16598,145.32569,160.2721,115.23412000000002,420.8319100000001,0.0015327441397370023,274.89303,220.432,155.00904,650.3340700000001,0.0008274945934535016
E01000099,1255.98559,176.45907000000003,152.87828,147.94771,477.28506,0.001652043386725111,319.74482000000006,250.56534000000002,208.39036999999996,778.7005300000001,0.0005758319050656352
E01000101,876.97961,117.44439,110.51475,87.02752999999998,314.98667,0.0022689419706313596,223.29121999999998,192.87623,145.82548999999997,561.9929399999997,0.0008474413397528762
E01000103,74.24595,13.769849999999998,5.77276,12.92735,32.46995999999999,0.039952027774487156,19.6849,13.849680000000001,8.24141,41.77598999999999,0.02475301003252604
E01000104,1155.84378,159.34171,139.59497,113.10074999999999,412.0374300000001,0.0019227199730393494,280.65105,270.1507,193.0046,743.80635,0.0007166645105200811
E01000105,981.07857,198.38929999999996,167.92639,112.04440999999998,478.36010000000005,0.001517688287028218,190.24636,160.74277000000004,151.72934000000004,502.71846999999997,0.0011393754256835667
E01000106,470.59413,66.15426,56.181990000000006,49.07352,171.40976999999998,0.0055631267664147796,118.82171,113.18327000000001,67.17938000000001,299.18435999999997,0.002175841266278608
E01000108,84.88645,19.746579999999998,24.236520000000002,15.67169,59.65478999999999,0.01743290604828684,9.362749999999998,10.447959999999998,5.420949999999999,25.23166,0.03503743058630728
E01000110,449.95845,63.34850999999999,56.40785000000002,47.564370000000004,167.32072999999994,0.005879835001899784,113.88534000000001,95.77168999999999,72.98069000000001,282.63771999999994,0.00238941982798315
E01000111,956.5851700000001,161.54686999999996,135.77955,133.72589,431.0523099999999,0.0018003751760271626,231.92793000000003,170.53346000000002,123.07147,525.53286,0.0012885065985151598
E01000112,1749.22865,281.92633,246.93718000000004,210.09604,738.9595499999998,0.0006211616058192709,405.15812000000005,343.1966699999999,261.91431,1010.2691000000001,0.00028410129311378296
E01000113,2953.30215,745.45303,626.76137,431.0176900000001,1803.2320900000002,0.0002848132121249096,451.60711000000003,372.6461300000001,325.81681999999995,1150.0700599999998,0.0006958344889299305
E01000114,2011.63745,355.33356999999995,255.58857,240.39824,851.3203799999999,0.0008910857375710173,501.4120000000001,366.1589400000001,292.74613,1160.3170700000003,0.0003953775933038482
E01000117,93.97646,10.7298,9.67817,8.86654,29.274509999999996,0.04643339984627539,28.36698,22.35248,13.982490000000002,64.70195,0.01155273373174189
E01000118,1245.77555,165.43322999999998,154.46712,120.15681,440.05715999999995,0.001987056767549541,345.84414000000004,268.7292,191.14504999999997,805.7183900000001,0.0006404381974558439
E01000120,384.81483000000003,71.52888,77.16375,50.379000000000005,199.07162999999997,0.004208172395186708,75.06468000000001,63.15036,47.52816,185.7432,0.0029929920483042064
E01000121,159.61935,20.50789,13.859509999999998,17.90276,52.27015999999999,0.020188933633365966,48.14816,26.818029999999997,32.383,107.34919,0.00814525918004293
E01000123,183.53364,21.04143,18.57584,10.077830000000002,49.69509999999999,0.02190551960257902,61.42969999999998,42.3047,30.10414,133.83853999999997,0.005713690207608288
E01000124,347.31354,57.45921,51.43512,38.24862,147.14294999999998,0.005506158735837049,77.55532,68.11505000000001,54.50022,200.17059,0.002758783640784694
E01000126,689.69366,96.92872000000001,75.23002000000001,79.56465000000001,251.72338999999994,0.003767798877699687,182.67138999999997,149.28981000000005,106.00907000000001,437.97026999999997,0.001336324991483243
E01000127,407.94238,52.906530000000004,47.49177000000001,50.02816,150.42646000000002,0.006927402959875323,105.14061,92.32396999999999,60.05134000000001,257.51592000000005,0.002554953858554082
E01000128,175.85193,17.866509999999998,18.72121,19.535059999999998,56.122780000000006,0.025317697085326295,54.20360000000001,36.15160000000001,29.373950000000004,119.72914999999999,0.00766174838105126
E01000129,8335.30012,1614.07876,1412.2911,1175.09203,4201.4618900000005,6.260349076555043e-05,1605.84531,1436.3222899999998,1091.67063,4133.83823,8.019729818416156e-05
E01000130,1070.64712,156.17746,105.79058000000002,100.20774,362.1757799999999,0.0023881458671359303,315.89738,224.97035999999994,167.60360000000003,708.4713400000002,0.0007192879283346288
E01000131,673.35157,121.46348999999998,133.09434,85.66874999999999,340.2265799999999,0.0016351621222448229,124.50572000000001,130.92353,77.69574,333.12499,0.001845972916333774
E01000133,676.92957,60.83543999999999,57.768080000000005,60.32345,178.92696999999993,0.005576125754315143,197.02763,164.76899,136.20598,498.0025999999999,0.0010766890994428247
E01000134,198.29953,22.48918,17.02176,9.77904,49.289979999999986,0.02272279850337811,59.37771999999999,56.37724000000001,33.25459,149.00954999999993,0.004063710925437896
E01000135,351.19986,36.65192,31.003070000000005,24.783029999999993,92.43802000000001,0.008827221732081017,98.21048,97.13253000000003,63.418829999999986,258.7618400000001,0.001856406384115272
E01000136,672.60646,121.33725,123.37938000000001,92.15878000000001,336.87540999999993,0.0026198931110373723,126.35150999999996,127.55073000000002,81.82880999999998,335.73105,0.0013924386895823868
E01000138,806.34834,97.76012999999999,95.93835999999999,76.65854,270.35703,0.0027605894855525707,225.53478,177.17936,133.27717,535.9913099999999,0.0008357063363623636
E01000139,3278.256,424.84359,418.30510999999996,293.79592999999994,1136.9446299999995,0.000492114530604376,886.8838899999998,675.44676,578.98072,2141.31137,0.00018795297011306022
E01000140,2788.01492,416.91213,362.61881000000005,286.11158,1065.6425200000003,0.0005251718023714502,721.9946199999999,537.0541099999999,463.32367,1722.3724000000004,0.0002681637392988001
E01000141,13337.33686,2105.0034600000004,2056.1350199999997,1672.4532000000004,5833.591680000001,6.370035267344565e-05,2788.3748,2569.81223,2145.55815,7503.745179999999,4.053654637618429e-05
E01000143,892.29094,132.42492,113.86797999999997,89.15508999999999,335.44799000000006,0.0016580470110365369,211.57872999999995,179.96210000000002,165.30212,556.8429499999999,0.0009739175634876937
E01000144,1412.7100599999999,291.3480200000001,261.28758999999997,269.73278000000005,822.3683900000001,0.0006840116559890682,202.67354000000006,218.71891999999994,168.94921,590.34167,0.000907285801812606
E01000146,12464.71686,2802.8908300000003,2425.0683299999996,2150.43843,7378.397589999999,5.5733304330825057e-05,1864.50706,1752.87002,1468.9421899999998,5086.319270000001,4.8391887426812866e-05
E01000150,1173.64326,184.24045,142.68679000000003,146.86180000000002,473.7890400000001,0.0018094726786991484,277.46765,232.55062999999998,189.83593999999997,699.8542199999999,0.0006704698397906124
E01000151,1243.1433299999999,183.30081,160.6214,128.58954,472.51175,0.0015665216368677263,318.70339000000007,268.13972,183.78846999999996,770.6315800000003,0.0004860840217693363
E01000152,163.56078,17.16575,21.248410000000003,11.63877,50.05292999999999,0.02680679060513476,44.009510000000006,36.730959999999996,32.767379999999996,113.50785,0.006418067201410274
E01000154,1383.21973,273.46631,171.35881999999995,141.29167,586.1167999999999,0.0010313003541121061,353.36144999999993,246.96703,196.77445,797.1029299999997,0.0007056251025443587
E01000156,2350.38875,263.20662999999996,279.55960000000005,171.93483,714.7010599999998,0.0012440107267805106,704.3787699999999,512.97329,418.33563,1635.68769,0.00031308150547805546
E01000159,68.4619,12.482299999999999,15.590610000000002,6.5199300000000004,34.59284000000001,0.04316260501107731,15.08574,13.839400000000001,4.943919999999999,33.86906,0.03755665900160576
E01000160,748.78141,130.34418,124.97579999999998,94.07150000000001,349.39148,0.002389539447953511,147.79674,134.8316,116.76159,399.38992999999994,0.0012903420042958789
E01000161,1132.46133,155.80361,164.12727999999998,97.21127000000004,417.1421600000001,0.0015245385163242587,289.11006,252.93766000000002,173.27145000000002,715.31917,0.0005142715801390494
E01000162,2737.34542,418.70860999999996,383.99409,307.80562,1110.50832,0.0006359036421885589,644.61321,564.9876699999998,417.23622,1626.8371000000002,0.00016066568053001222
E01000164,3036.6691,418.68606,445.5978400000001,251.96267999999998,1116.2465799999998,0.0006618290540288344,808.1510899999998,669.92177,442.34966000000003,1920.4225199999996,0.0001957787134459853
E01000167,99.6601,11.4145,13.7524,8.56776,33.734660000000005,0.02236665672310055,25.37642,28.85743,11.69159,65.92544,0.019421617521326276
E01000170,479.61152,68.01537,62.1788,50.34734,180.54151000000002,0.004188395468828926,130.19702,92.28462000000002,76.58837000000001,299.07000999999997,0.002095342100636949
E01000171,1963.27381,416.17785999999995,311.53337,195.62197999999998,923.3332099999999,0.000679276727374414,434.76461,374.37786000000006,230.79813,1039.9406,0.00054208438029511
E01000172,138.08132,22.00105,16.853330000000003,12.346239999999998,51.200619999999994,0.022931557249691283,43.91430999999999,25.131600000000002,17.834789999999998,86.88069999999999,0.00968535498486623
E01000173,128.67479,30.21877,27.404400000000003,15.62305,73.24622000000001,0.013333029464825225,22.08877,19.02984,14.309959999999998,55.42857,0.013000724680854968
E01000174,808.55397,127.46606000000003,109.80312,73.52279000000001,310.79197,0.002039140250759908,199.17071,186.67588,111.91541000000001,497.76200000000006,0.0009602725819553739
E01000175,138.18180999999998,21.736,14.124880000000001,10.38412,46.245000000000005,0.025338574133763943,41.73292,26.40774,23.79615,91.93680999999998,0.007773148922206545
E01000176,297.07122,38.01884,32.06547,26.248639999999998,96.33294999999998,0.009202753758679426,76.94020999999998,70.53298000000001,53.26508,200.73827,0.0028896390884801644
E01000178,460.39984,87.98324000000001,89.84069999999998,57.646,235.46993999999995,0.002970037684637582,83.91571,84.15987999999999,56.854310000000005,224.9299000000001,0.0015529672976130212
E01000180,81.14881,14.819139999999997,12.96558,9.820409999999997,37.605129999999996,0.026789862106423902,15.92905,16.34759,11.267040000000001,43.543679999999995,0.022164514672666495
E01000181,422.30198,82.93432,76.32474,53.143209999999996,212.40227000000002,0.0025488298331884512,79.69142,72.94443,57.263859999999994,209.89971000000003,0.0023518381250721217
E01000182,1786.49415,381.25584,339.95903,241.622,962.83687,0.00036470051212654346,314.9905099999999,314.13044999999994,194.53632,823.6572799999998,0.0005347256932886446
E01000183,543.0269000000001,84.53994999999998,81.34820999999998,63.038019999999996,228.92617999999996,0.003272475885117498,133.72289,101.69664999999998,78.68118,314.10072,0.001738578796913331
E01000184,460.3043,52.27828999999999,54.831,38.469789999999996,145.57907999999998,0.0072703986581462935,126.79484000000001,109.75838999999999,78.17199000000001,314.72522,0.0016620552421921131
E01000185,544.66455,57.48433,62.00434,38.12576,157.61442999999997,0.005569086825748106,169.35443999999995,125.35048,92.3452,387.05011999999994,0.0015431874969095718
E01000186,665.03004,100.38457000000001,76.87129,67.7605,245.01635999999996,0.003346834933013497,185.53576,120.00833000000002,114.46959000000001,420.01367999999985,0.0016252819913336143
E01000187,97.47479,1.0998399999999997,0.27574,0.38305999999999996,1.75864,0.43541903808634724,50.153,21.696740000000002,23.866410000000002,95.71615,0.01367913198478721
E01000188,774.62766,38.560770000000005,26.60731,24.581759999999996,89.74984,0.011388414868926385,314.87046000000004,198.60904,171.39831999999996,684.87782,0.0009410325646235676
E01000189,108.61426999999999,34.19551,27.151100000000003,21.26503,82.61164000000001,0.010347923587797854,7.830949999999999,7.55495,10.61673,26.00263,0.04255717652477051
E01000191,466.57572,81.69649,53.17085000000001,71.99875,206.86608999999999,0.004621489625677188,119.08693,71.11501,69.50769,259.70963000000006,0.002337710421215892
E01000192,308.11357,59.92028,47.01216000000001,41.257749999999994,148.19019,0.00646488206883874,68.24878,48.259930000000004,43.41467000000001,159.92338,0.004620617331243689
E01000193,14042.692790000001,2775.3703799999994,2387.7646,1978.9639899999997,7142.098969999998,5.515947353321052e-05,2624.4404099999997,2339.76904,1936.3843700000002,6900.593819999999,5.877944265466901e-05
E01000194,3120.1911,492.42796999999996,415.6975300000001,345.44266999999996,1253.5681699999998,0.0003486554996810045,775.08721,643.36176,448.17395999999997,1866.62293,0.00024453719648716103
E01000196,3200.616,635.91647,462.97536999999994,396.66514,1495.5569799999994,0.000367251341343687,695.62222,533.56889,475.86791,1705.0590199999995,0.00025349837368298755
E01000197,373.81559,60.87024000000001,55.951789999999995,43.98786000000001,160.80989000000005,0.0036663736794736246,82.31420999999997,73.83113999999999,56.86034999999999,213.00569999999996,0.0018825988411437335
E01000198,343.29256,42.05799,51.0857,38.40813000000001,131.55182000000002,0.008716373673015945,79.49264000000001,74.11791,58.13019,211.74073999999996,0.002756559247881125
E01000199,75.95717,14.96087,11.036320000000002,6.441339999999999,32.43852999999999,0.04019411797034092,17.27648,11.55205,14.690109999999997,43.518640000000005,0.031220090386485228
E01000200,374.78258,55.667049999999996,53.31967999999999,34.02977,143.01649999999998,0.007633634138064099,89.34271999999999,83.33529999999999,59.08806,231.76608,0.00324614317855918
E01000201,550.2304,88.39894000000001,78.78607999999997,47.13698999999999,214.32201000000003,0.003882786224236978,158.24527,92.3332,85.32992,335.90839,0.0022065461321123083
E01000202,394.36934,64.33972999999999,60.42578000000002,46.37599,171.1415,0.0047849864205881465,99.08614000000001,67.41204999999998,56.72965,223.22784000000001,0.0030588188314629294
E01000203,1789.07856,368.03436,258.3839899999999,249.07340000000002,875.4917500000003,0.0005453335705957244,381.80897,282.83582000000007,248.94202,913.5868099999998,0.0004407216630333675
E01000205,290.77562,37.05505999999999,29.52482,16.84343,83.42331,0.017373150905880968,104.05166,59.11725,44.1834,207.35231000000005,0.003647269888521868
E01000206,273.74607,61.71009,52.25434,49.2199,163.18433000000002,0.009369308139750678,37.69598,38.677569999999996,34.18819,110.56174000000001,0.008822998597145009
E01000207,68.37376,13.44018,10.47087,5.222660000000001,29.13371,0.05482911331057664,17.17918,16.028290000000002,6.032579999999999,39.24005,0.028105880280649465
E01000208,4891.97112,1355.2903500000002,1012.07104,740.6932999999999,3108.05469,0.000212421355106775,664.22494,692.6496999999999,427.04178999999993,1783.9164300000004,0.0002825224119803147
E01000209,64.89417999999999,13.000269999999999,6.339359999999999,3.62654,22.966169999999998,0.06837936004688223,21.16463,13.52961,7.233769999999999,41.92801,0.027093195087118712
E01000210,1206.21446,234.19878,171.04126000000005,129.69273,534.9327699999999,0.0013428269758165136,280.71936999999997,225.58363000000003,164.97869,671.2816899999998,0.0007728637918238343
E01000211,4185.06838,645.10833,501.32017999999994,459.33617999999984,1605.76469,0.00034692758353271685,1094.5255899999997,756.7008800000001,728.07722,2579.3036899999997,0.00017854866535681435
E01000213,118.5148,29.94516,18.232599999999994,6.87216,55.04992,0.030658361940040846,24.912349999999996,19.6977,18.854829999999996,63.464879999999994,0.015297454379865193
E01000214,11681.54068,1915.4249800000002,1556.25946,1509.0114400000002,4980.695880000001,8.831785939901883e-05,2552.38713,2290.5154099999995,1857.9422599999998,6700.844800000003,4.365794829842753e-05
E01000215,963.33649,180.41679,121.22600999999999,131.80452,433.44732000000005,0.0017517011763734987,201.13597999999996,177.24611000000002,151.50708,529.8891700000001,0.0008636461331519288
E01000218,1829.69961,348.98861,232.01570000000004,263.73534,844.73965,0.0009234572676282088,376.4618900000001,313.26934,295.22873,984.9599600000003,0.00047533566711485366
E01000219,773.4444,146.10932999999994,112.66169,82.17027999999999,340.9413,0.001854561046591559,171.7566,149.51468999999997,111.23181000000001,432.5031000000001,0.0015915782385346833
E01000221,2097.4364,423.88576,381.81292999999994,223.47186000000002,1029.17055,0.0008448145236794689,439.88089999999994,361.51619000000005,266.86876,1068.2658499999998,0.00023633968785544406
E01000222,1186.48898,134.92227,120.21433,111.70578,366.84238,0.0018429671132988378,341.39870999999994,245.60497999999998,232.64291000000003,819.6465999999999,0.0006879915309999657
E01000223,5097.78309,820.71029,818.7202799999999,659.31823,2298.7488,0.00022430498661044486,1082.53465,943.2331899999999,773.2664499999998,2799.0342900000005,6.833221840784796e-05
E01000224,157.5044,27.09662,25.09561,24.30266,76.49488999999998,0.009319361687493668,30.78775,29.60068,20.62108,81.00951,0.008236621329108611
E01000226,533.4284299999999,65.04359,42.66884,51.75117999999999,159.46361,0.007864152112059122,157.21786,120.22363999999999,96.52332,373.96482,0.0017310995057066895
E01000227,337.31252,53.73973,51.49277,47.33408000000001,152.56658,0.007238401412849743,77.09927000000002,58.10278,49.543890000000005,184.74594,0.0034919064240210482
E01000228,191.21096,33.555839999999996,26.01126,19.821749999999998,79.38884999999999,0.014195798888487897,45.720349999999996,32.89606,33.2057,111.82211000000001,0.007197753276776587
E01000229,519.14689,65.13971,50.429449999999996,56.27893,171.84809,0.0075259625417358755,144.39798000000002,108.57450999999999,94.32631,347.2988,0.0018000027947733465
E01000230,91.17793,26.78435,26.728560000000005,21.49425,75.00715999999998,0.014176746140360626,7.8977699999999995,6.113910000000001,2.1590899999999995,16.170769999999997,0.07352019263176537
E01000231,887.19387,102.88953000000001,69.8352,66.53316000000001,239.25789000000003,0.003558616601228348,282.9987599999999,186.63024000000001,178.30698,647.9359799999997,0.0007978029292544316
E01000232,460.37946999999997,76.26259999999999,60.876760000000004,52.780850000000015,189.92020999999997,0.003991127262742669,109.12537,82.76588000000001,78.56801,270.45926,0.0021004476551205005
E01000233,959.59432,136.05158999999998,132.50414,119.68934999999999,388.24508000000003,0.001936824894927884,232.90933,206.07529,132.36462000000003,571.34924,0.0010930830201638137
