stopcode,lsoa
BP6382,E01001850
BP6381,E01001850
BP6383,E01001848
OC970,E01000809
OC881,E01001068
OC972,E01001026
OC973,E01001030
OC974,E01000657
HC433,E01000682
HC434,E01000682
HC435,E01000752
HC436,E01000752
HC429,E01000682
HC430,E01000682
HC431,E01000682
HC432,E01000682
BP6074,E01001826
HC476,E01001987
BP6069,E01000087
BP6070,E01000095
BP6071,E01000087
BP6072,E01000087
BP5183,E01001923
BP5180,E01001730
BP5179,E01001730
BP5181,E01001844
BP5188,E01002591
BP5187,E01002451
BP5189,E01035675
BP5190,E01003264
BP5192,E01035696
BP5191,E01035696
HC126,E01001226
HC129,E01003064
HC130,E01003068
HC842,E01000301
HC363,E01000254
HC364,E01000246
HC370,E01001422
HC366,E01001422
HC352,E01000288
HC353,E01000288
HC355,E01000288
HC349,E01000288
HC348,E01000288
HC354,E01000280
HC372,E01001422
HC357,E01000288
BP5996,E01002304
HC438,E01000735
HC439,E01000735
BP6121,E01033876
BP6294,E01001062
BP6539,E01034220
BP6538,E01034217
BP6540,E01000418
HC878,E01000972
HC404,E01001399
HC401,E01001399
HC386,E01001518
HC394,E01001406
HC395,E01001406
HC396,E01001406
BP6078,E01034206
BP6077,E01034206
BP6075,E01002385
BP6080,E01004109
BP6076,E01002385
HC481,E01001986
HC482,E01002059
HC477,E01001987
BP6178,E01002392
BP6111,E01000571
BP6143,E01034477
BP6142,E01034477
BP6177,E01034198
BP6171,E01001318
BP6170,E01001318
BP6174,E01001318
BP6168,E01001317
BP6176,E01001316
BP6172,E01001318
BP6173,E01001318
BP5381,E01002429
BP5383,E01002455
BP5389,E01002455
BP5384,E01002455
BP5385,E01002455
BP5386,E01002455
BP5387,E01002455
BP5388,E01002429
BP5382,E01002455
BP5390,E01000050
BP5391,E01034473
BP5392,E01034473
BP5398,E01000094
BP5397,E01000095
BP5400,E01000094
BP5396,E01000428
BP5395,E01000428
HC262,E01001989
HC263,E01001987
HC264,E01001984
BP6124,E01000622
HC633,E01002250
HC632,E01002248
BP6146,E01000790
BP6147,E01000790
BP6148,E01000794
BP6156,E01000692
HC611,E01000751
HC612,E01000749
BP6306,E01000344
BP6309,E01000343
BP6311,E01000342
BP6313,E01000390
BP6298,E01000390
HC406,E01001399
HC391,E01001514
HC390,E01001514
HC389,E01001515
HC398,E01001398
HC387,E01001511
HC388,E01001515
HC393,E01001406
HC392,E01001406
HC400,E01001399
HC397,E01001400
HC402,E01001399
HC399,E01001399
HC408,E01001480
HC403,E01001480
HC410,E01001429
HC405,E01001429
HC412,E01001429
HC407,E01001485
HC409,E01001486
BP6175,E01001316
BP6169,E01001317
BP6097,E01003389
BP6098,E01003390
BP6096,E01003389
BP6138,E01000094
HC698,E01000209
HC767,E01033784
HC770,E01002314
HC765,E01033784
HC762,E01033784
HC763,E01033785
HC766,E01033784
BP6414,E01001468
BP6416,E01000416
BP6417,E01000589
HC258,E01002002
HC259,E01002002
HC261,E01001988
HC260,E01002061
BP5591,E01034595
BP5592,E01002130
BP5593,E01000001
BP5594,E01000001
BP5598,E01002975
BP5597,E01002975
BP5596,E01002975
BP5590,E01002129
BP5599,E01004614
BP5602,E01004170
OC547,E01000748
OC544,E01000747
OC543,E01000747
OC542,E01000747
BP5867,E01003039
BP5868,E01003039
BP6303,E01000350
BP6310,E01000352
BP6308,E01000343
BP6295,E01000343
BP6300,E01000363
BP6312,E01000363
BP6302,E01000390
BP6296,E01000347
BP6304,E01000363
BP6314,E01001339
BP6315,E01001339
BP6316,E01004750
BP6281,E01004411
BP6282,E01004411
BP6287,E01004363
BP6289,E01004363
BP6290,E01004363
BP6454,E01001570
BP6530,E01003506
BP6122,E01002506
BP6123,E01002506
BP5971,E01001173
BP5972,E01002734
BP5970,E01001358
HC275,E01000663
HC278,E01000663
HC276,E01000664
HC272,E01000663
HC270,E01000663
BP5699,E01004130
BP5839,E01002948
BP5838,E01002948
BP5864,E01004352
BP5863,E01004352
BP5865,E01003439
BP5861,E01003039
BP5866,E01000327
BP5193,E01033700
BP5197,E01003486
BP5196,E01003486
BP5194,E01003486
BP5195,E01003486
BP5401,E01000465
BP5402,E01000465
BP5399,E01002134
BP6531,E01002629
BP6487,E01004617
BP6387,E01001275
BP6388,E01001275
BP6386,E01001275
32250,E01001402
BP6389,E01000587
BP6390,E01002211
BP5937,E01034221
HC277,E01000664
HC271,E01000809
HC480,E01001989
HC478,E01001989
HC479,E01001989
HC483,E01001986
HC484,E01002059
HC485,E01002059
HC486,E01002059
HC487,E01002059
HC489,E01002059
HC488,E01002061
HC490,E01002002
HC492,E01002002
HC493,E01002002
HC491,E01002061
HC494,E01000680
HC495,E01000680
HC496,E01000680
HC497,E01000680
HC498,E01000680
BP5404,E01003567
BP5405,E01004525
BP5409,E01004219
BP5408,E01004309
OC460,E01001563
HC131,E01001398
BP5411,E01000095
BP5410,E01000095
BP5415,E01000095
BP5414,E01000095
BP5416,E01003779
BP5417,E01003778
BP5424,E01004491
BP5620,E01034030
BP5621,E01001745
BP5617,E01033700
HC367,E01001422
HC614,E01000749
HC615,E01000749
HC626,E01000747
HC624,E01000749
HC622,E01000747
HC621,E01000747
BP5920,E01002475
OC899,E01004192
OC896,E01002979
OC890,E01002979
OC898,E01002978
OC897,E01002978
OC941,E01004099
OC940,E01004099
OC938,E01004100
OC937,E01004100
OC936,E01004101
OC933,E01004137
OC930,E01004137
OC935,E01004138
OC932,E01004139
OC934,E01004138
OC944,E01004097
OC943,E01004097
OC931,E01004150
OC929,E01004152
OC928,E01004150
HC499,E01000680
HC500,E01000680
BP6063,E01001995
BP6064,E01001996
BP6065,E01001996
BP6066,E01001997
BP6062,E01001995
BP6061,E01000164
HC690,E01000206
HC697,E01000209
HC696,E01000209
HC685,E01000206
HC682,E01000212
HC702,E01000212
HC683,E01000207
HC694,E01000207
HC689,E01000213
HC692,E01000213
HC684,E01000207
HC687,E01000213
HC691,E01000213
BP5622,E01001745
BP5623,E01001745
BP5619,E01001745
BP5609,E01001770
BP5613,E01001765
BP5612,E01001770
BP5615,E01001765
BP5611,E01001770
BP5616,E01001745
BP5614,E01001765
BP5873,E01000676
BP5874,E01000676
BP5872,E01003480
BP5843,E01034222
BP5842,E01034222
BP5877,E01035657
BP5876,E01035657
BP5878,E01035657
BP5879,E01032764
HC616,E01000749
HC618,E01000749
HC620,E01000749
HC627,E01000748
HC628,E01000747
HC623,E01000747
HC629,E01000748
HC630,E01000748
BP6157,E01032780
BP6158,E01032776
BP6160,E01032777
BP6159,E01032777
BP6161,E01035702
BP6162,E01035702
BP6112,E01000616
BP6291,E01004363
BP6317,E01033873
OC939,E01004100
HC414,E01001486
HC416,E01001486
HC411,E01001486
HC413,E01001426
HC418,E01001427
HC415,E01001431
HC417,E01001486
BP6055,E01001079
BP6054,E01001079
HC419,E01000726
HC454,E01000733
HC453,E01000733
HC451,E01000733
HC459,E01000722
HC457,E01000722
HC452,E01000733
HC441,E01000732
HC442,E01000732
HC458,E01000722
HC688,E01000213
HC700,E01000209
HC699,E01000209
HC693,E01000207
HC686,E01000213
HC701,E01000212
BP6137,E01000094
HC695,E01000209
BP6430,E01035652
BP6433,E01000316
BP6437,E01035721
BP6435,E01002593
BP6372,E01002084
BP6361,E01001976
BP6370,E01002086
BP6373,E01002084
BP6368,E01002086
BP5977,E01034392
BP5978,E01003082
BP5869,E01003452
BP5881,E01034175
BP5880,E01001658
BP5882,E01034175
BP5883,E01034219
OC564,E01000832
OC563,E01000832
OC559,E01000830
OC558,E01000830
OC557,E01000830
BP5198,E01003011
BP6292,E01000747
BP6328,E01004662
BP6325,E01004714
BP6326,E01004727
OC1000,E01001022
BP6331,E01035711
BP6333,E01000850
BP6334,E01002628
BP6332,E01000850
BP6329,E01002628
BP6336,E01000244
BP6335,E01000244
HC449,E01000731
HC450,E01000731
HC448,E01000732
HC447,E01000732
HC664,E01000206
HC665,E01000206
HC666,E01000206
HC668,E01000206
HC667,E01000206
HC669,E01000206
HC670,E01000206
HC671,E01000206
HC672,E01000206
HC674,E01000206
HC676,E01000208
HC673,E01000183
HC675,E01000183
HC677,E01000210
HC678,E01000210
HC679,E01000205
HC681,E01000205
HC680,E01000210
BP5975,E01033938
OC942,E01004099
BP5982,E01002460
HC283,E01002315
HC279,E01002309
HC281,E01002311
BP5976,E01001380
HC290,E01002248
HC296,E01000060
HC295,E01000064
HC280,E01002315
HC287,E01002353
HC282,E01002315
HC291,E01002248
HC285,E01002339
BP6060,E01000164
BP6059,E01000164
BP6067,E01001997
BP5182,E01000650
BP5426,E01004000
OC677,E01002462
OC599,E01001569
BP5432,E01001979
BP5429,E01001311
BP5430,E01001309
BP5428,E01001309
BP5431,E01001310
BP5427,E01001310
BP5434,E01000087
BP5267,E01002833
BP5268,E01002882
BP5266,E01002875
BP6552,E01000405
BP6551,E01000405
BP6550,E01000408
BP6549,E01000408
BP6553,E01000406
BP6547,E01000408
BP6548,E01000408
BP6558,E01034230
HC639,E01000212
HC640,E01000212
HC641,E01000212
HC642,E01000212
HC643,E01000212
HC659,E01000206
HC658,E01000206
HC660,E01000206
HC650,E01000214
HC651,E01000214
HC652,E01000214
BP6391,E01000005
BP6395,E01004474
BP6407,E01033942
BP6399,E01001021
BP6347,E01001021
BP6398,E01001021
BP6401,E01001021
BP6402,E01001021
BP6343,E01001027
BP6058,E01000164
HC524,E01000748
BP5441,E01002300
BP5442,E01004491
BP5443,E01032572
BP5626,E01004694
BP5633,E01034174
BP5638,E01001239
BP5584,E01004555
BP5585,E01004477
BP5643,E01001811
BP5644,E01002405
BP5645,E01004551
BP5649,E01001391
BP5653,E01003535
BP5892,E01034222
HC345,E01000167
BP6012,E01001425
BP6109,E01001080
BP5989,E01034394
BP6116,E01034143
BP6119,E01034143
BP6115,E01034143
BP6118,E01034143
BP4341,E01000828
BP4340,E01000094
BP4290,E01004564
BP4286,E01035499
BP3404,E01004733
BP3442,E01032739
13193,E01001084
13223,E01001137
13249,E01003074
13255,E01003074
13258,E01003169
13260,E01003164
13262,E01003166
13266,E01003166
FC72,E01003602
FL010,E01004383
FW36,E01003855
BP1673,E01004458
BP1715,E01003062
BP1958,E01003005
BP1960,E01002944
BP288,E01001579
BP2882,E01000828
BP2887,E01003735
BP2926,E01004572
BP2936,E01002153
BP2938,E01002195
BP4977,E01003727
BP4978,E01003727
BP4979,E01003724
BP4980,E01003724
BP4981,E01003724
BP4868,E01000686
OC600,E01002317
R0002,E01002734
BP4871,E01004397
OC604,E01000382
OC605,E01003239
OC607,E01001026
OC608,E01000484
BP4873,E01032741
9311,E01003793
9318,E01003791
935,E01001734
34254,E01002919
34280,E01001220
34291,E01003942
34296,E01004385
34299,E01004386
34306,E01004381
BP6117,E01034143
BP6016,E01002770
HC735,E01000451
HC733,E01001574
HC732,E01000450
HC731,E01001574
HC734,E01032567
BP6257,E01000352
BP6261,E01032740
BP6262,E01032740
BP6263,E01000574
BP6264,E01000573
BP6266,E01034478
BP6265,E01034478
BP6288,E01004363
BP6268,E01003619
15452,E01000024
15453,E01000083
15457,E01000075
15466,E01000058
15501,E01003764
15505,E01000068
1554,E01001063
15546,E01003774
15547,E01003774
15553,E01003778
13283,E01003170
13284,E01004069
13288,E01003051
13298,E01003922
1330,E01000312
13324,E01003069
BP5014,E01034579
BP5013,E01034579
BP5015,E01004615
BP4982,E01003724
BP4983,E01003724
BP4984,E01003723
BP4985,E01003720
OC682,E01001026
OC685,E01004400
OC686,E01004400
OC681,E01001026
OC687,E01002061
BP4987,E01000973
BP4990,E01002994
BP4986,E01000973
BP1965,E01004070
BP1968,E01003078
BP1977,E01004209
BP1981,E01001028
BP1984,E01002132
34313,E01003750
34337,E01002788
36886,E01004735
36887,E01004053
36899,E01004129
369,E01004737
36908,E01003407
36920,E01000874
36936,E01003118
36951,E01000676
36961,E01003916
36968,E01003961
36974,E01004186
36993,E01002542
BP4876,E01035721
BP4875,E01035721
OC609,E01002311
OC610,E01002339
OC611,E01002943
33819,E01000960
35812,E01001277
BP2529,E01001138
BP999,E01001683
C5,E01000580
C59,E01002437
C60,E01002437
C64,E01002433
C65,E01002433
C66,E01002433
C74,E01000601
C83,E01000608
C86,E01000601
CW13,E01002135
CW15,E01000612
BP1521,E01002766
BP1529,E01034613
BP1531,E01002405
BP1550,E01034150
BP5018,E01004617
BP5017,E01004617
BP5016,E01004617
BP5012,E01004617
BP5011,E01034579
OC706,E01001488
OC705,E01001488
OC707,E01001548
17803,E01000666
BP5042,E01001066
BP5045,E01034036
OC750,E01000228
BP5046,E01000374
BP5047,E01001344
BP5048,E01000748
BP5050,E01000956
BP1994,E01034205
BP1995,E01034205
BP2012,E01001078
BP2026,E01034225
BP2947,E01001473
BP2949,E01004035
BP2964,E01003048
BP2975,E01003057
BP2983,E01003051
BP299,E01001646
BP3007,E01000731
OC688,E01004356
OC689,E01004356
OC690,E01004450
OC691,E01004450
BP4991,E01004572
BP4992,E01000370
OC673,E01035705
OC614,E01003271
OC612,E01003269
OC619,E01001545
BP4879,E01001347
OC622,E01002948
BP4880,E01001831
6119,E01001246
6130,E01000525
6136,E01001247
6148,E01001932
6158,E01002692
6211,E01002646
6217,E01001928
6229,E01000418
6232,E01000337
9389,E01000642
9395,E01035721
BP157,E01003256
R0872,E01002968
BP4685,E01003976
BP4679,E01003941
BP4666,E01000643
BP4647,E01003623
BP4645,E01003623
BP4622,E01034206
BP4607,E01003412
BP5051,E01033788
BP5061,E01002368
BP5085,E01034036
BP4997,E01002965
BP4998,E01002965
BP4999,E01002965
BP5000,E01002965
BP5001,E01002990
BP5002,E01002990
BP4996,E01003231
BP5008,E01001898
BP2033,E01000710
BP2045,E01003240
BP2047,E01003348
BP2065,E01001334
BP208,E01033938
BP2088,E01002488
BP2090,E01002486
9401,E01000510
9423,E01002902
9488,E01002696
949,E01002718
9531,E01033581
9549,E01003734
34372,E01003933
34430,E01000186
34470,E01001787
34478,E01004468
34502,E01000888
34503,E01000886
BP4882,E01000643
BP4885,E01033788
BP4886,E01033788
BP4884,E01033788
BP4887,E01033788
OC623,E01003754
OC624,E01003756
BP4558,E01033743
12233,E01002724
12260,E01001550
15032,E01002109
15037,E01002118
15044,E01003847
15095,E01000226
15101,E01003141
1512,E01003767
15137,E01032783
12281,E01001502
12415,E01001808
12424,E01001107
12436,E01001019
12444,E01000788
12450,E01001097
1266,E01002827
15143,E01004217
BP5021,E01035486
BP5023,E01003867
BP5022,E01003867
BP5030,E01000925
BP5031,E01000905
BP5026,E01002766
BP5025,E01002765
BP5027,E01002765
BP5029,E01000925
BP2100,E01002559
BP302,E01001645
BP3048,E01034188
BP3066,E01004052
BP417,E01003347
BP418,E01003350
BP2123,E01001089
BP5007,E01001898
BP5005,E01001898
BP5004,E01001898
BP5003,E01001898
OC701,E01001449
OC702,E01001449
BP6086,E01000456
BP6085,E01000456
BP6084,E01000455
BP6083,E01000455
BP6082,E01000454
BP6081,E01000454
BP6092,E01000356
BP6091,E01000356
BP6090,E01000357
BP6088,E01000456
BP6089,E01000357
BP6100,E01001080
BP6018,E01002770
BP6101,E01001108
BP5987,E01034394
BP5990,E01034394
BP5991,E01034393
BP5992,E01034393
BP5993,E01034394
15192,E01004761
15193,E01004607
15211,E01003893
15241,E01003799
15247,E01003798
12692,E01004621
12707,E01004622
35839,E01000224
35841,E01000223
35844,E01000222
35851,E01001433
35859,E01001516
35868,E01001441
4662,E01001701
4690,E01000311
4695,E01000189
4705,E01000140
4717,E01002768
8561,E01032740
BP5033,E01000394
BP5038,E01034036
BP5039,E01001697
OC625,E01001569
OC626,E01002273
BP4890,E01001534
BP4891,E01001924
OC628,E01000060
OC629,E01000693
OC509,E01032739
OC630,E01004146
OC634,E01002441
13494,E01004310
BP2133,E01003414
BP2135,E01003414
BP322,E01001576
BP3226,E01004050
BP323,E01001576
BP3230,E01002011
BP3233,E01000729
BP3247,E01002754
BP3253,E01001747
BP641,E01001135
BP704,E01000652
BP707,E01000650
BP714,E01000650
BP716,E01002596
BP727,E01034224
BP729,E01003316
BP2343,E01004308
BP2353,E01004303
BP6104,E01001786
BP6197,E01034175
BP6189,E01000655
BP6185,E01000655
BP6211,E01034200
BP6203,E01000728
BP6204,E01000652
BP6208,E01003720
BP6215,E01000694
BP6214,E01000694
HC729,E01000450
HC730,E01000450
BP6150,E01000541
BP6152,E01000575
BP6455,E01001570
BP6456,E01001570
BP6500,E01003867
86,E01003984
8601,E01032739
877,E01004304
8770,E01001008
8771,E01001180
8778,E01001007
8781,E01001177
8793,E01003375
8797,E01003375
33824,E01004410
33850,E01033869
BP2566,E01004340
BP2569,E01033744
BP2570,E01033744
BP2573,E01033740
BP2575,E01033741
BP2576,E01033741
BP2596,E01001018
BP354,E01001698
BP3541,E01004076
OC635,E01001417
OC636,E01002268
34926,E01000403
29464,E01004118
2950,E01000521
29500,E01002615
29510,E01000070
29513,E01000071
29523,E01002325
2960,E01000638
29605,E01001700
29652,E01004691
29689,E01002805
29699,E01001529
2971,E01000554
BP2356,E01004277
BP2363,E01003603
BP331,E01001590
BP5009,E01002662
35399,E01002306
BP3711,E01001724
40245,E01000815
4126,E01000254
4282,E01000095
43003,E01003354
8001,E01004337
8002,E01004337
8023,E01003619
8029,E01003636
8096,E01003600
8101,E01003607
33440,E01004067
BP6496,E01000347
BP6497,E01000347
BP6458,E01001404
BP6457,E01001494
BP6446,E01001523
BP6445,E01001523
BP6450,E01001569
HC806,E01000275
HC802,E01000283
HC797,E01000288
HC799,E01000280
BP3551,E01002370
BP3572,E01000985
BP3576,E01001134
CW18,E01002408
CW27,E01001257
CW33,E01002540
CW35,E01033937
CW48,E01002548
BP4517,E01003212
BP4512,E01000643
BP4432,E01002284
BP4431,E01000094
29711,E01000118
29713,E01000175
29745,E01003227
29747,E01000072
29754,E01000073
29776,E01000007
29787,E01004569
BP4896,E01001644
OC641,E01004105
OC642,E01004107
BP4911,E01000633
BP4909,E01033884
33472,E01003000
33474,E01002994
33498,E01033151
33503,E01000235
33535,E01002132
35487,E01001712
35551,E01003550
35553,E01004038
BP3339,E01000686
LE165,E01003503
9808,E01000981
9826,E01002710
9831,E01002710
9843,E01002765
9873,E01001994
9877,E01000208
9883,E01000181
BP5995,E01000855
BP5969,E01033327
BP6000,E01004076
BP6001,E01004076
BP6105,E01001786
BP6102,E01003702
HC552,E01000426
HC551,E01000425
HC553,E01000425
HC554,E01000424
BP6106,E01003845
BP6107,E01002292
HC579,E01001475
HC580,E01001475
HC581,E01001416
BP4428,E01034476
BP4442,E01000795
BP4393,E01033599
12710,E01004619
12717,E01004549
12720,E01004549
12722,E01004481
12751,E01003031
12755,E01003162
1277,E01035710
12777,E01003162
12784,E01003163
12789,E01003115
15272,E01002468
15274,E01002470
15279,E01002906
15281,E01001247
29790,E01004569
29809,E01003541
29826,E01003549
29828,E01003545
29829,E01003545
29831,E01003544
2988,E01033913
2989,E01002123
2990,E01000194
29930,E01002701
29935,E01002864
29936,E01002913
BP016,E01001264
BP024,E01001262
BP025,E01001262
BP028,E01001219
BP046,E01034030
BP069,E01002955
BP073,E01032743
BP074,E01004048
BP1113,E01033327
BP1137,E01000548
BP1138,E01000549
35561,E01003384
35609,E01002042
35610,E01002046
35611,E01003244
35612,E01002053
35618,E01002042
4346,E01002245
435,E01003393
HC582,E01001416
HC583,E01001416
HC584,E01001416
HC585,E01001416
HC586,E01001416
HC587,E01001416
HC555,E01001508
HC557,E01001503
HC559,E01001484
HC561,E01001484
BP6151,E01000536
BP6219,E01000541
BP6220,E01003274
BP6224,E01002102
BP6225,E01002102
BP6226,E01002102
BP6227,E01002102
BP6228,E01002099
BP6223,E01002099
15289,E01001347
15306,E01001214
15311,E01001215
15320,E01004353
15321,E01004353
15330,E01003746
15342,E01003762
15351,E01001388
12807,E01003119
12827,E01003060
33911,E01001250
33925,E01000855
33938,E01002950
33952,E01034479
33955,E01000049
3599,E01003827
36002,E01000462
3617,E01002003
36506,E01002273
36510,E01001631
29954,E01001898
29977,E01004747
3002,E01003439
3004,E01003437
3008,E01003436
3015,E01001871
3019,E01003117
3032,E01001860
BP4917,E01002998
BP4916,E01003000
OC639,E01002052
R0001,E01002734
BP4920,E01004138
BP4919,E01004138
BP4918,E01004138
BP4924,E01003853
BP4923,E01003853
BP4922,E01000956
BP4921,E01001760
BP4929,E01002921
4359,E01003672
4363,E01003750
4380,E01004129
4390,E01001023
44005,E01000415
44006,E01001609
44009,E01001615
3379,E01001613
33802,E01000848
33807,E01000899
35831,E01003824
35832,E01003830
35842,E01000221
35845,E01000221
BP1147,E01000980
BP1255,E01000791
BP1274,E01004054
BP1287,E01002646
BP6229,E01001984
BP6230,E01032582
BP6233,E01002076
BP6231,E01002076
BP6232,E01002076
HC801,E01000283
HC800,E01000282
HC829,E01000288
HC803,E01000283
HC805,E01000275
HC807,E01000278
HC804,E01000275
HC796,E01000288
HC798,E01000288
BP6502,E01003869
BP6503,E01003866
BP6498,E01003866
36537,E01003342
36540,E01034174
36548,E01002269
36553,E01001582
36564,E01004366
36565,E01004362
