stopcode,lsoa
6014,E01001239
BP1159,E01001112
BP1162,E01000804
BP1164,E01000804
BP1174,E01002628
BP1185,E01002646
BP3379,E01001247
BP1565,E01001323
BP3403,E01035712
BP4004,E01000673
BP3303,E01000720
BP3241,E01000721
BP4024,E01000670
BP4126,E01000755
BP3816,E01000417
BP3982,E01000204
BP3979,E01000304
BP2076,E01000287
BP3472,E01000019
8416,E01000914
8428,E01000191
8443,E01033881
849,E01001942
33683,E01000005
33696,E01002085
33734,E01003820
33737,E01003816
3375,E01000385
33754,E01000412
33757,E01000412
33758,E01000412
33775,E01000963
33782,E01003209
33784,E01003209
35141,E01002854
35147,E01000386
3900,E01002859
BP4214,E01001132
BP4201,E01001348
BP4363,E01001605
BP4358,E01001586
1640,E01000930
16403,E01002228
16415,E01002218
16421,E01002207
16422,E01002204
16457,E01000231
16471,E01000205
16473,E01000208
16475,E01000208
16491,E01000242
16503,E01000197
16523,E01000315
16532,E01000211
16543,E01000499
16597,E01002114
16606,E01001094
33221,E01000807
33223,E01000813
33227,E01000813
35214,E01000307
35216,E01000221
3525,E01001569
35271,E01003506
35274,E01034208
35277,E01003303
35297,E01004219
35305,E01001572
35312,E01004750
35323,E01002292
40087,E01033790
40104,E01034386
40118,E01000665
40120,E01000665
40133,E01000747
40136,E01000747
R0563,E01001712
R0565,E01003374
R0567,E01003324
R0599,E01000666
R0643,E01002668
BP1190,E01001552
BP1202,E01001717
BP1219,E01003254
BP1220,E01004017
BP1225,E01002652
BP1226,E01033084
BP1251,E01001125
BP1273,E01004056
BP128,E01004040
BP1280,E01000479
BP1294,E01000709
BP1298,E01000382
BP1304,E01003638
BP134,E01002728
19601,E01003922
19611,E01000159
19616,E01000281
19623,E01000451
19630,E01000359
19640,E01003282
19643,E01003203
19652,E01001658
19653,E01001658
25125,E01000090
25139,E01002386
25153,E01002375
25155,E01001438
25163,E01001973
25196,E01032744
25198,E01001294
25213,E01002090
25222,E01002092
27525,E01001199
27563,E01000194
16612,E01001094
16617,E01004181
16623,E01004178
16636,E01001104
16641,E01001074
16656,E01000462
16658,E01000463
16661,E01000344
16671,E01001614
8745,E01000321
8782,E01001177
8784,E01003375
8792,E01003375
8795,E01003375
8811,E01003392
3383,E01003288
33845,E01002542
33855,E01001249
33864,E01001388
33882,E01003081
40147,E01000657
40167,E01000659
40191,E01000685
R0429,E01004605
R0430,E01003930
R0444,E01003244
R0445,E01003248
R0449,E01001877
R0465,E01003303
R0467,E01033880
R0485,E01000151
R0494,E01002629
R0500,E01002350
R0507,E01000747
R0512,E01000680
R0539,E01001122
R0546,E01001369
R0554,E01001615
R0556,E01003229
R0557,E01000809
BP1340,E01000918
BP1351,E01004219
BP1361,E01001387
BP1364,E01033084
BP1369,E01001010
BP1380,E01002410
BP1394,E01002179
BP1410,E01001119
BP3507,E01004736
BP3503,E01004736
BP3695,E01004765
BP4497,E01003159
11227,E01001920
11234,E01001909
11242,E01001886
4490,E01003437
4508,E01002915
4516,E01003002
4521,E01002948
4539,E01001399
4541,E01001511
4545,E01002592
4550,E01002155
4557,E01003776
8376,E01000938
BP4349,E01001419
33891,E01032739
3390,E01000565
33912,E01001665
3392,E01000568
35978,E01003821
36012,E01001165
3613,E01004118
36214,E01003055
36502,E01002362
36512,E01035710
36530,E01000469
BP3761,E01001164
BP3490,E01032582
BP4175,E01000399
6021,E01001877
6026,E01000528
6029,E01000508
604,E01003106
6052,E01000313
6060,E01033929
6062,E01033929
6064,E01000592
607,E01001813
6073,E01000143
6081,E01000140
6083,E01000136
6091,E01000211
BP3746,E01004436
BP3461,E01035658
FW37,E01033571
BP3811,E01033570
11264,E01001920
11307,E01002912
11325,E01002900
11326,E01002900
11345,E01032572
14287,E01004468
1431,E01004071
1434,E01004069
1436,E01004647
14442,E01001808
14462,E01000146
7827,E01004749
7849,E01035716
79,E01000921
7911,E01004417
7912,E01004452
7950,E01004462
7964,E01004365
7968,E01004420
BP4240,E01002734
BP4656,E01003535
BP4651,E01003535
BP199,E01001714
BP4609,E01000087
BP4618,E01003047
16037,E01002173
1604,E01000710
36783,E01004148
BP161,E01003093
BP4556,E01033740
BP3822,E01003822
BP1593,E01003830
BP3740,E01003497
BP3741,E01003497
BP3958,E01003419
BP3959,E01003420
BP4048,E01003257
BP3774,E01003105
BP3785,E01002860
BP3780,E01002862
BP3781,E01002823
BP3448,E01002594
C101,E01033084
BP4185,E01034602
BP1109,E01002444
BP3899,E01004397
37417,E01033743
7979,E01004369
7985,E01004430
33244,E01033790
33266,E01002008
3328,E01002444
33301,E01001196
33329,E01002765
33332,E01000932
33334,E01000210
33346,E01033708
33364,E01003740
35337,E01000268
R0644,E01002659
R0647,E01002655
R0649,E01002654
R0664,E01000659
R0672,E01001821
R0673,E01004110
R0683,E01004359
16040,E01002179
16043,E01002181
16048,E01002163
16095,E01002069
16128,E01034597
16132,E01002132
16138,E01002221
16139,E01002221
16140,E01001316
16142,E01001323
16143,E01001316
16144,E01001323
16149,E01001328
16151,E01001327
16155,E01002501
1616,E01004202
16163,E01034616
16167,E01002489
16173,E01003884
BP4306,E01002008
BP4353,E01002038
BP4351,E01001978
BP4252,E01002391
16684,E01000352
16693,E01000449
16696,E01000447
16710,E01004105
16730,E01002930
37430,E01035713
376,E01002002
37672,E01000918
3794,E01003010
3807,E01000268
384,E01003101
6910,E01001252
6917,E01003834
697,E01003525
70117,E01002106
70343,E01001507
70344,E01033926
70349,E01033926
70358,E01001544
718,E01004074
733,E01034030
734,E01034030
3243,E01002869
9249,E01035659
9291,E01033581
R0708,E01033584
R0725,E01003438
R0732,E01001412
R0775,E01000799
R0789,E01000193
BP1426,E01001148
BP2412,E01002393
BP2438,E01000394
BP2442,E01001006
BP2449,E01004217
BP2451,E01002444
BP833,E01001813
BP849,E01003866
BP859,E01003515
16176,E01003898
16177,E01003898
16182,E01003903
8390,E01033490
8406,E01001087
8409,E01003318
8411,E01001369
33707,E01001734
16765,E01001722
2261,E01001827
2266,E01001822
13493,E01004307
17564,E01003440
26970,E01002811
15170,E01002811
15169,E01002756
LE162,E01003497
LE164,E01003497
1528,E01001805
1527,E01001805
BP2555,E01002490
16740,E01002959
16746,E01002948
16750,E01033320
16775,E01001520
1678,E01002558
16780,E01001535
18250,E01002382
18255,E01002272
18267,E01002364
18274,E01001228
18285,E01002338
18289,E01002350
18299,E01000064
18309,E01000036
20225,E01002485
36545,E01002269
36552,E01001582
36559,E01000070
4749,E01003241
4750,E01004422
9293,E01033581
9300,E01033581
9307,E01003792
9309,E01003792
9328,E01001953
933,E01001734
9338,E01004564
9353,E01003042
34265,E01033327
34284,E01001665
34297,E01004386
BP850,E01001507
BP894,E01002439
R0882,E01000790
SL30,E01034143
SL34,E01034143
T244,E01002603
T256,E01002604
T2563,E01002617
T2568,E01002615
BP881,E01002442
BP882,E01000919
BP884,E01002442
R0884,E01003952
R0903,E01000745
T2573,E01002614
14496,E01035676
11356,E01004196
11391,E01000922
11399,E01000928
11427,E01000904
11431,E01000904
11439,E01000890
11457,E01002996
11461,E01002923
11469,E01002791
11476,E01002851
14592,E01002798
14613,E01002770
13614,E01004208
FC15,E01003679
13489,E01004307
13488,E01004307
13490,E01004307
13492,E01004307
13495,E01004310
2262,E01001827
26639,E01001696
29522,E01001734
29637,E01004208
14675,E01001988
18046,E01003712
18050,E01003679
18051,E01003707
18052,E01003679
18053,E01003710
8149,E01003503
8295,E01003013
35693,E01003631
4796,E01000946
4824,E01004321
4829,E01004293
4839,E01002002
485,E01003207
486,E01003304
4864,E01004609
4891,E01003507
4896,E01003559
490,E01003207
4911,E01000495
8827,E01004615
884,E01004289
8863,E01035490
8901,E01001943
8909,E01035484
8931,E01001629
8950,E01004536
T259,E01002607
W19,E01033098
15131,E01032781
15130,E01032782
15129,E01004277
15116,E01001170
15115,E01034150
15113,E01001011
15112,E01001013
15108,E01001178
BP2370,E01000979
BP2384,E01003878
BP328,E01001674
BP3336,E01000687
BP3340,E01000685
BP745,E01003276
BP750,E01001536
BP756,E01001580
14639,E01000947
14659,E01003160
1466,E01000129
14671,E01003013
11523,E01002886
11532,E01002883
11537,E01002830
35390,E01000448
35412,E01002279
35415,E01002279
35435,E01035676
35459,E01003427
35472,E01001432
40198,E01000791
40240,E01000763
40244,E01000685
4074,E01000751
418,E01004496
421,E01003061
4284,E01000040
35749,E01003500
35763,E01001746
210,E01002818
BP330,E01001590
BP335,E01001590
1533,E01004621
BP357,E01001588
13477,E01002704
BP315,E01001710
29704,E01000122
29707,E01000119
BP321,E01034173
BP349,E01001592
BP350,E01001592
R0703,E01002968
8389,E01002703
33968,E01001451
34904,E01035493
34839,E01035718
29918,E01002738
BP4345,E01002077
BP4336,E01004031
BP4333,E01000751
BP4289,E01004564
BP4296,E01003782
BP4281,E01003497
BP781,E01003523
BP796,E01000653
H371,E01002677
LE108,E01004296
1945,E01004749
BP3502,E01004226
BP3501,E01032784
BP3874,E01003948
BP3863,E01004069
BP3895,E01003881
33399,E01003705
BP4047,E01003326
BP4050,E01003257
BP3784,E01002858
BP3630,E01002678
3246,E01003026
4292,E01004452
43006,E01003220
43007,E01003220
80005,E01000248
80006,E01000289
8009,E01003615
803,E01002046
805,E01002003
BP4681,E01003939
BP4665,E01003419
BP4636,E01003535
29550,E01003750
BP4282,E01034205
20254,E01001439
20256,E01001436
20266,E01034040
20275,E01001454
20278,E01001456
25716,E01000420
25730,E01001183
25737,E01001000
25741,E01001155
25745,E01001625
25756,E01001076
25766,E01001614
25773,E01000410
25777,E01000409
25787,E01001678
25810,E01003905
34674,E01004630
34679,E01004601
34716,E01004736
3253,E01004755
3275,E01000621
3277,E01000620
3296,E01002379
33001,E01001900
33002,E01002478
3301,E01003791
33022,E01001317
33023,E01001317
33024,E01001317
33040,E01000422
33041,E01000416
33077,E01002963
33078,E01002929
34966,E01004508
34973,E01001136
34995,E01003640
35033,E01000747
35052,E01001943
3512,E01001444
BP4658,E01003542
BP4654,E01003536
BP4650,E01003535
BP4649,E01003535
BP4648,E01003535
BP4644,E01003623
W7,E01001121
1000,E01004733
LE182,E01002346
LE217,E01000094
LG57,E01004614
M10,E01000643
M19,E01002141
M29,E01000134
R0027,E01004438
R0035,E01004397
R0043,E01004350
R0049,E01033884
R0079,E01004002
R0090,E01004086
8415,E01002724
8417,E01000920
8509,E01002368
8547,E01000001
3472,E01002953
34720,E01000126
34733,E01034218
34017,E01004352
34022,E01004064
34063,E01003900
36582,E01000615
36642,E01000465
36643,E01002288
36645,E01000668
36666,E01001605
36674,E01000467
36680,E01001450
4919,E01000545
553,E01034039
5535,E01001516
573,E01003816
578,E01003816
590,E01034153
5974,E01001471
W23,E01004616
W33,E01003451
LE171,E01000009
LE176,E01002344
LE222,E01000020
LE255,E01002273
LG30,E01004632
LG34,E01004629
LG36,E01004537
LG41,E01004581
LG48,E01004573
LG54,E01004630
LG60,E01003432
LG66,E01003383
LG69,E01003383
M11,E01000489
M2,E01002135
M23,E01000486
M27,E01000194
R0113,E01003814
R0154,E01002985
R0189,E01002135
R0209,E01002692
R0219,E01003417
R0240,E01004547
R0245,E01003870
11545,E01002905
11552,E01002878
11553,E01002905
11568,E01001876
11634,E01000488
11635,E01000546
14770,E01000239
14774,E01000240
14776,E01000260
14852,E01000603
14853,E01000543
11670,E01004681
8553,E01032739
33709,E01003375
33731,E01003818
33744,E01000257
33753,E01000412
33767,E01003656
33771,E01000264
33777,E01003202
33809,E01004146
35813,E01001278
35850,E01001518
35865,E01001441
35866,E01001441
9024,E01001875
9038,E01004435
BP384,E01001729
BP3786,E01004753
BP3536,E01004734
BP4112,E01032739
BP3727,E01035667
BP3730,E01004241
15444,E01033591
BP3289,E01002805
BP3290,E01002514
BP3491,E01033708
BP3807,E01033570
BP4180,E01000399
R0021,E01004359
LE129,E01035679
LE134,E01002331
9818,E01001615
9836,E01002712
9864,E01002009
9869,E01002011
99,E01004761
9915,E01000271
9935,E01000318
9945,E01000162
9951,E01000161
996,E01004733
9973,E01001970
9980,E01002098
9996,E01002794
BP006,E01003263
11708,E01004676
11752,E01000661
11758,E01002112
11772,E01000192
11785,E01001389
118,E01035718
1182,E01001097
11994,E01000904
12010,E01000934
12019,E01000846
1202,E01003605
8078,E01003556
8089,E01003596
8097,E01003600
8110,E01003601
8116,E01003516
33401,E01003706
33439,E01004067
33441,E01004067
BP4331,E01033939
BP4292,E01003089
BP4283,E01034205
BP4285,E01002341
BP4542,E01003096
BP4508,E01003388
BP4513,E01003386
BP4495,E01002294
BP4474,E01002424
BP4458,E01000487
BP4454,E01000795
BP4455,E01000795
BP4425,E01001054
BP4421,E01000568
1620,E01000548
34756,E01000628
34793,E01004223
34798,E01004678
37262,E01001323
37263,E01001328
37292,E01002151
37294,E01034386
37306,E01004070
37310,E01034598
37351,E01000750
37363,E01001821
37366,E01001819
37367,E01001819
37382,E01002854
37391,E01000896
6589,E01034384
6595,E01000743
6607,E01035638
6631,E01004460
BP009,E01003264
BP060,E01000344
BP086,E01033584
BP3535,E01002593
BP3351,E01002412
BP4086,E01002472
BP4099,E01002533
BP4082,E01002533
BP4080,E01002539
BP3767,E01002534
BP3769,E01002433
BP410,E01002191
BP409,E01002191
BP3497,E01002179
BP4097,E01001923
BP3684,E01001848
BP3805,E01001737
BP3803,E01001806
BP3846,E01033704
BP4167,E01001840
BP3519,E01001560
33477,E01004731
33515,E01000093
33536,E01002132
35502,E01001701
35505,E01001701
3558,E01002226
3559,E01002226
35607,E01003249
35631,E01001337
3564,E01002616
4303,E01000056
431,E01004551
4323,E01003676
434,E01004529
4399,E01001027
BP4624,E01034206
BP4605,E01003412
BP4604,E01003411
BP4602,E01003411
BP4598,E01003387
16202,E01002623
16204,E01002619
16205,E01002620
1621,E01000550
16212,E01002628
16221,E01003843
16225,E01002607
16230,E01002608
16246,E01003865
16270,E01001336
16289,E01002536
16292,E01002537
16309,E01002508
16310,E01034610
16315,E01034612
16334,E01002622
16347,E01004217
16349,E01004216
16353,E01004276
16360,E01002458
6666,E01004391
6673,E01004457
6819,E01002508
908,E01002716
9086,E01003635
9127,E01003402
34102,E01035718
34105,E01000499
34114,E01000586
3413,E01002679
34133,E01002277
34137,E01002279
34143,E01004757
34163,E01002258
34172,E01002866
34173,E01002866
34178,E01001351
342,E01003357
36741,E01001955
36765,E01001916
BP3526,E01032574
BP3613,E01033926
BP3610,E01001437
35153,E01001338
35161,E01003945
3901,E01000444
3923,E01000665
3929,E01000384
3937,E01000426
40007,E01003342
40054,E01003303
40062,E01000433
7514,E01004358
7722,E01000827
7730,E01003164
7743,E01001122
780,E01035641
781,E01001744
7810,E01001247
7814,E01004749
BP4547,E01001777
BP4518,E01003212
BP4516,E01000417
BP4509,E01002643
BP4510,E01000643
BP4465,E01001403
BP4430,E01034476
BP4456,E01001135
BP4450,E01000794
R0255,E01000621
R0261,E01001877
R0264,E01033936
R0275,E01004528
R0310,E01000257
R0321,E01001522
R0389,E01032570
R0398,E01000790
R0463,E01034394
R0474,E01004425
16371,E01002512
16385,E01002549
16390,E01034609
35878,E01003873
35880,E01003877
35882,E01003877
35918,E01001693
35926,E01001693
35953,E01001730
35955,E01004086
461,E01004730
4610,E01003941
4627,E01003207
4639,E01001352
466,E01003153
468,E01003120
4682,E01001867
4683,E01000535
36768,E01004056
36774,E01004057
36798,E01002908
36829,E01003513
BP4100,E01002539
BP4075,E01002538
BP3770,E01002471
BP4067,E01002370
BP3888,E01002037
BP3834,E01001775
BP3699,E01001844
BP3853,E01035649
BP3843,E01033712
BP3831,E01033712
BP3515,E01001560
BP3489,E01001458
BP3521,E01032574
BP1564,E01001321
BP4012,E01000673
BP4009,E01000673
BP4016,E01000713
3315,E01034045
33153,E01002710
33170,E01001130
33171,E01001127
3319,E01000111
33193,E01003825
R0042,E01004350
R0078,E01000914
R0134,E01004185
R0142,E01003840
R0158,E01004675
R0166,E01004507
R0197,E01001932
R0217,E01004077
R0272,E01003852
R0292,E01002990
R0308,E01002310
R0341,E01001821
R0382,E01035695
R0479,E01004452
R0492,E01000526
R0499,E01003764
R0517,E01000827
R0524,E01033729
R0528,E01000690
R0535,E01000386
R0548,E01000457
R0550,E01001661
R0551,E01000823
R0555,E01000347
R0606,E01000666
R0608,E01000667
12028,E01000880
12034,E01000963
14870,E01000141
14873,E01034042
14886,E01003894
14888,E01000208
4716,E01002794
4729,E01003128
4730,E01003183
4734,E01003099
8624,E01001641
869,E01004244
BP3989,E01004422
BP1057,E01003951
BP3821,E01003870
BP3876,E01003383
BP4169,E01002444
BP4168,E01002444
BP3475,E01033708
BP3454,E01001773
BP4165,E01001846
BP3459,E01001505
BP3517,E01032574
BP4254,E01002444
BP4030,E01000762
BP4144,E01000754
BP4148,E01000755
BP4138,E01000810
BP4018,E01000713
6886,E01001248
314,E01002763
3141,E01002414
315,E01035652
3164,E01034042
3189,E01002583
3191,E01002887
3192,E01002887
3195,E01000264
3198,E01004528
R0386,E01033741
R0392,E01000749
R0395,E01000827
R0396,E01000693
R0397,E01000722
R0406,E01003290
R0414,E01003265
BP096,E01034473
BP1003,E01001684
BP1004,E01001678
BP1009,E01002672
BP1031,E01001171
BP1046,E01003951
BP1052,E01003170
BP107,E01004255
BP1107,E01002682
BP1116,E01033327
BP1141,E01004398
BP1146,E01000976
BP1153,E01001193
14912,E01004134
1493,E01004064
14976,E01032568
150,E01035716
15004,E01000099
15009,E01034185
15016,E01034598
15024,E01002231
15026,E01002184
12070,E01000356
12075,E01000389
12078,E01000352
1219,E01000881
12199,E01000253
12201,E01000253
12207,E01000686
12239,E01000790
8386,E01002707
8395,E01004742
BP4822,E01002443
BP4691,E01004572
BP4668,E01002368
25672,E01001092
25686,E01003172
25694,E01001958
25695,E01002911
27987,E01001637
28017,E01000461
2815,E01033456
2819,E01033456
2823,E01000521
2853,E01000640
28747,E01004684
28772,E01000685
19054,E01034578
19063,E01003478
19082,E01003460
6327,E01000329
6337,E01032567
6373,E01002670
6387,E01003885
6390,E01003885
6398,E01003815
9575,E01003782
961,E01002038
962,E01001978
9625,E01003714
9629,E01003767
97,E01004517
9790,E01004705
2886,E01003542
2888,E01003523
2889,E01003523
28900,E01000323
11146,E01002827
11195,E01002814
11207,E01001966
14123,E01000770
14160,E01004110
14166,E01004156
17596,E01000403
17604,E01004631
17620,E01003426
17637,E01034607
1764,E01003131
17645,E01002529
17648,E01002529
17649,E01002526
19183,E01002444
19184,E01002444
1919,E01001831
19214,E01002535
19215,E01000290
14694,E01000018
11510,E01001241
11531,E01002882
11564,E01035484
11569,E01001876
1157,E01032740
11583,E01001955
11617,E01000493
11637,E01000580
11638,E01000580
11643,E01000494
11650,E01000584
14696,E01002361
14709,E01001615
14723,E01001328
14779,E01000256
148,E01004734
14819,E01002583
14828,E01000472
14832,E01000472
15977,E01002489
15990,E01004360
15993,E01004413
15994,E01004413
15995,E01004415
15999,E01004450
16002,E01004453
16004,E01004453
16013,E01001499
16026,E01001992
16029,E01000208
1603,E01000710
35673,E01035713
35677,E01003263
35716,E01003600
35793,E01000477
35794,E01000477
35798,E01001276
4451,E01002589
446,E01004010
4477,E01002965
29006,E01002341
29020,E01001018
BP2237,E01000828
BP3180,E01001206
BP3183,E01001285
BP3197,E01034046
BP534,E01035681
BP536,E01035682
BP540,E01004272
BP547,E01004259
BP557,E01034205
BP575,E01001173
BP589,E01001118
BP590,E01001118
BP607,E01001247
BP608,E01033938
BP610,E01033938
19262,E01033927
19266,E01002251
19271,E01001099
19279,E01001415
19289,E01003719
19294,E01003737
19298,E01000045
19322,E01034475
23520,E01002922
2355,E01003089
34615,E01000963
34622,E01002307
3463,E01003451
37172,E01000636
37175,E01000882
37221,E01004737
37222,E01003855
37243,E01002189
6511,E01001168
6522,E01004178
185,E01002711
18501,E01002295
18505,E01033785
18548,E01004145
18558,E01004129
18561,E01004123
18571,E01004096
1858,E01035687
18594,E01004090
20527,E01002419
20530,E01002421
20534,E01002496
20545,E01002301
2058,E01004229
20583,E01002748
20618,E01001600
20651,E01035493
20655,E01001937
26072,E01003232
17327,E01000799
17328,E01001145
17330,E01001192
17348,E01000975
17349,E01001376
18863,E01035708
18868,E01001460
18870,E01001461
20171,E01000383
20192,E01004125
25595,E01001070
25598,E01002029
25617,E01002284
25631,E01003370
25635,E01004526
25638,E01003090
25640,E01003126
25654,E01003014
25655,E01004525
BP625,E01004105
15730,E01002995
15733,E01002941
15741,E01000221
10352,E01032739
10365,E01004730
1037,E01002575
10459,E01001849
1048,E01032582
1051,E01004727
1070,E01002910
10719,E01000374
10724,E01000326
1074,E01002728
10794,E01001047
13714,E01003303
13723,E01003958
13734,E01004015
13749,E01004021
1375,E01001068
6537,E01001166
6544,E01001118
655,E01033885
6551,E01001136
6559,E01001143
BP904,E01001021
BP923,E01002669
BP930,E01034040
BP934,E01000976
BP935,E01002263
BP948,E01002591
BP958,E01001513
BP962,E01003444
BP4017,E01000713
BP1161,E01000804
BP4036,E01000834
BP4033,E01000827
BP4034,E01000827
BP3000,E01000736
BP3237,E01000719
26079,E01003214
2609,E01003994
26090,E01003953
26093,E01004015
26119,E01003191
19637,E01003288
19644,E01003203
19646,E01003283
19647,E01003286
25130,E01001781
25140,E01002386
25160,E01001559
25179,E01004390
25181,E01000623
25193,E01002204
25209,E01002104
25241,E01002253
25244,E01001104
27529,E01001928
27558,E01002670
34305,E01004383
34330,E01001513
34338,E01002788
36880,E01000633
36881,E01002902
36895,E01004165
36921,E01000873
36929,E01034200
36940,E01003137
36942,E01003175
36948,E01033708
BP1962,E01000261
BP1966,E01004070
BP1970,E01003077
BP1976,E01004070
BP1985,E01002077
BP1989,E01004601
BP1999,E01001173
BP2000,E01001013
13753,E01004015
1376,E01003875
13773,E01004010
13774,E01003989
13802,E01004002
22266,E01002441
22298,E01002475
2242,E01004123
2275,E01001839
2287,E01000001
2300,E01001617
26603,E01001572
26607,E01001573
26616,E01001677
26646,E01001701
26657,E01001611
26668,E01001615
26692,E01001712
26711,E01001644
BP4027,E01000762
BP4133,E01000652
BP3487,E01000633
BP4058,E01000465
BP4179,E01000396
BP4176,E01000396
BP3971,E01000315
BP3880,E01000152
BP3976,E01000123
BP3975,E01000123
BP3974,E01000124
BP4057,E01034475
14173,E01004111
14174,E01004111
14176,E01004102
14188,E01004077
14203,E01003690
27602,E01000663
27609,E01001010
2761,E01000296
27613,E01002574
17854,E01001185
17892,E01001114
17896,E01001758
17916,E01004348
BP2631,E01000975
BP2652,E01033150
BP2654,E01001445
BP2668,E01002534
BP3622,E01002942
BP3623,E01002939
BP3624,E01002681
BP3655,E01002678
BP3662,E01002677
BP3665,E01002618
BP3671,E01002635
FC54,E01002319
FC64,E01003666
BP2014,E01001081
BP2015,E01001081
BP2018,E01001019
BP2020,E01001019
BP2945,E01001124
BP2948,E01001473
BP2953,E01004035
BP2977,E01003057
BP2978,E01003057
BP2993,E01002356
BP300,E01001587
BP2036,E01000710
15365,E01001354
15378,E01032573
15395,E01003638
15396,E01003648
1542,E01000174
15431,E01003763
15438,E01003788
15447,E01032580
26726,E01003984
26728,E01003984
17466,E01001172
17483,E01003281
29079,E01002136
29105,E01002296
29106,E01002296
29107,E01002296
29143,E01000093
29144,E01000093
29146,E01002253
29165,E01002253
29166,E01002253
2918,E01003792
29228,E01003762
29235,E01000103
29259,E01000019
2929,E01002068
29296,E01004713
29314,E01004570
14205,E01000499
14218,E01003859
14227,E01004311
1423,E01004270
14245,E01004427
14258,E01004423
14264,E01004365
14276,E01004362
25831,E01003431
25842,E01000238
25860,E01003114
25871,E01034152
25917,E01003251
25932,E01004028
25963,E01003117
1679,E01002590
16792,E01001470
16801,E01001536
24008,E01000434
FC67,E01003663
FL002,E01001740
FW10,E01003894
FW30,E01003867
FW35,E01003855
FW53,E01003861
14842,E01002679
14845,E01003356
14854,E01002478
11682,E01004652
11711,E01035715
11751,E01002887
11753,E01001023
11759,E01002112
11776,E01002019
11963,E01004647
11984,E01004730
11992,E01000139
12009,E01000934
13169,E01003152
13178,E01003149
13182,E01003144
13202,E01001158
13211,E01001139
13217,E01001142
13221,E01001159
13227,E01001137
13231,E01001137
13234,E01001139
13251,E01003074
13256,E01003169
15454,E01000077
15459,E01000075
1546,E01002758
18876,E01001536
18883,E01001468
18894,E01000730
18907,E01000506
18909,E01000511
29365,E01001576
29366,E01001579
29382,E01000605
29386,E01003958
29396,E01004681
BP710,E01000648
BP732,E01000661
BP2329,E01001065
BP2338,E01004303
BP2342,E01004321
BP2345,E01004211
BP2354,E01032769
BP2362,E01003603
BP2364,E01003603
15107,E01001183
15102,E01001087
24133,E01000383
2416,E01002955
2424,E01004361
2435,E01001719
2436,E01001737
2437,E01002741
26941,E01000507
26947,E01000512
26955,E01000533
26959,E01004121
2717,E01001243
2726,E01004452
17663,E01002176
17672,E01001605
17684,E01001155
17690,E01001147
17694,E01001157
177,E01004657
17710,E01000767
17726,E01004084
12021,E01000846
12024,E01000906
12026,E01000877
14875,E01004190
14917,E01003420
14918,E01004191
14927,E01000250
14953,E01000083
14975,E01034146
26139,E01000730
26160,E01000246
26168,E01000292
26178,E01002377
17039,E01033922
17049,E01000485
17059,E01000576
17083,E01002150
17087,E01002152
17104,E01001220
1711,E01000087
18911,E01001507
18927,E01000345
1893,E01003524
18931,E01000343
18933,E01000409
18943,E01000756
18948,E01000755
18961,E01000734
2100,E01035650
2105,E01001776
2116,E01032739
2137,E01033868
21599,E01000433
21601,E01000374
21602,E01033791
2172,E01004545
21819,E01000383
21881,E01000326
36959,E01004545
15100,E01003145
15099,E01000233
15097,E01000233
15093,E01000127
15092,E01000127
15090,E01000592
15089,E01000592
15088,E01000587
1577,E01003553
15770,E01002535
15790,E01001262
15800,E01001228
15805,E01001023
15806,E01001023
15808,E01001024
15823,E01001019
15827,E01002612
15839,E01002100
1584,E01004661
15864,E01001465
17731,E01000779
17740,E01003346
BP974,E01034220
BP1430,E01001158
BP1435,E01001162
BP1437,E01001156
BP1438,E01001156
BP1439,E01001156
BP1441,E01001156
BP1442,E01001162
BP1474,E01001020
BP1476,E01001018
BP148,E01002356
BP1484,E01001022
BP1487,E01001022
BP1499,E01001147
BP2462,E01033732
BP2468,E01001172
BP2487,E01002548
BP2503,E01003654
BP2528,E01001138
17110,E01001267
17112,E01001272
17118,E01002135
17131,E01002592
18660,E01003405
18665,E01003407
18679,E01003384
18693,E01002981
18736,E01004634
18746,E01001637
17919,E01004345
17921,E01004343
1795,E01002443
19669,E01000427
19700,E01000676
19707,E01000816
19709,E01003263
6114,E01000302
6117,E01000302
6181,E01002686
6205,E01002643
6214,E01001928
6243,E01000408
9378,E01003769
9390,E01003896
9391,E01003896
9393,E01004733
9399,E01000977
9420,E01002901
9431,E01002011
9437,E01004399
9478,E01004358
9504,E01034211
9509,E01034229
952,E01001751
9534,E01003611
15868,E01001513
10799,E01001038
10820,E01001033
10833,E01001560
10860,E01002005
1087,E01004476
10875,E01001394
10878,E01001501
10881,E01001498
10885,E01001563
17487,E01003269
17496,E01001661
17498,E01001653
175,E01004714
17542,E01003467
17546,E01003421
19104,E01003361
19105,E01003361
1914,E01001887
19140,E01001617
BP345,E01001645
BP3334,E01000444
11215,E01001966
11216,E01001964
11222,E01035718
11245,E01001882
11276,E01001924
11297,E01002840
11311,E01002913
11337,E01002573
14343,E01004572
14353,E01001349
14357,E01001349
14379,E01000447
14430,E01000837
14466,E01001840
1448,E01002911
1449,E01002845
16803,E01002666
1971,E01003339
19711,E01003270
19723,E01001671
19738,E01000649
25282,E01000782
25287,E01004525
25289,E01000781
25356,E01003008
25358,E01003009
25386,E01000039
25389,E01000034
25392,E01000035
25449,E01004408
27656,E01001703
2771,E01000146
2775,E01000141
27764,E01001081
BP1705,E01003062
BP1713,E01003946
BP1719,E01002559
9539,E01034473
954,E01002718
BP2057,E01003348
