lsoa,tier,total_activity
E01002499,2_below_reliable_threshold,305.63755
E01002501,3_reliable_core,499.14344
E01002502,0_no_recorded_activity,
E01002503,3_reliable_core,2240.8984
E01002505,3_reliable_core,3410.19679
E01002506,3_reliable_core,15217.65384
E01002507,0_no_recorded_activity,
E01002508,3_reliable_core,8210.34496
E01002509,2_below_reliable_threshold,174.9443
E01002511,2_below_reliable_threshold,391.18654
E01002512,2_below_reliable_threshold,186.0553
E01002513,3_reliable_core,1332.02106
E01002514,3_reliable_core,10024.01671
E01002516,2_below_reliable_threshold,296.8881
E01002518,2_below_reliable_threshold,83.64001
E01002519,3_reliable_core,701.06053
E01002520,1_matched_stop_no_activity,
E01002521,3_reliable_core,1996.37966
E01002523,2_below_reliable_threshold,176.50642
E01002525,3_reliable_core,457.05382
E01002526,3_reliable_core,2005.2912
E01002527,2_below_reliable_threshold,201.9294
E01002528,0_no_recorded_activity,
E01002529,3_reliable_core,2441.92601
E01002530,3_reliable_core,810.95285
E01002531,0_no_recorded_activity,
E01002533,2_below_reliable_threshold,69.8851
E01002534,2_below_reliable_threshold,53.36
E01002535,3_reliable_core,3236.35549
E01002536,2_below_reliable_threshold,69.0598
E01002537,3_reliable_core,620.88411
E01002538,2_below_reliable_threshold,223.07427
E01002539,2_below_reliable_threshold,163.50318
E01002540,2_below_reliable_threshold,206.53928
E01002541,2_below_reliable_threshold,410.2431
E01002542,3_reliable_core,1670.67354
E01002543,2_below_reliable_threshold,127.83954
E01002544,2_below_reliable_threshold,391.37127
E01002545,0_no_recorded_activity,
E01002546,2_below_reliable_threshold,264.80359
E01002547,3_reliable_core,668.29016
E01002548,2_below_reliable_threshold,378.55273
E01002549,3_reliable_core,782.50632
E01002550,0_no_recorded_activity,
E01002551,2_below_reliable_threshold,150.10163
E01002552,2_below_reliable_threshold,260.84588
E01002553,3_reliable_core,713.28371
E01002555,3_reliable_core,739.93987
E01002556,2_below_reliable_threshold,54.24433
E01002557,3_reliable_core,1668.79273
E01002558,3_reliable_core,1842.46928
E01002559,3_reliable_core,607.51471
E01002560,2_below_reliable_threshold,265.01734
E01002561,0_no_recorded_activity,
E01002562,2_below_reliable_threshold,363.75705
E01002563,3_reliable_core,1662.70159
E01002564,3_reliable_core,802.68706
E01002565,3_reliable_core,2974.31588
E01002567,0_no_recorded_activity,
E01002569,3_reliable_core,532.20068
E01002570,3_reliable_core,1536.62361
E01002571,2_below_reliable_threshold,255.61241
E01002572,3_reliable_core,582.50377
E01002573,3_reliable_core,2302.46738
E01002574,3_reliable_core,478.13727
E01002575,3_reliable_core,1050.52678
E01002576,3_reliable_core,602.05713
E01002577,2_below_reliable_threshold,105.47428
E01002578,3_reliable_core,884.0122
E01002579,2_below_reliable_threshold,159.45041
E01002580,0_no_recorded_activity,
E01002581,3_reliable_core,559.50296
E01002582,0_no_recorded_activity,
E01002583,3_reliable_core,4593.47801
E01002584,3_reliable_core,3646.86816
E01002585,3_reliable_core,1437.26465
E01002586,0_no_recorded_activity,
E01002587,3_reliable_core,1406.84381
E01002588,3_reliable_core,901.1887
E01002589,3_reliable_core,932.81859
E01002590,2_below_reliable_threshold,315.34301
E01002591,2_below_reliable_threshold,224.44158
E01002592,3_reliable_core,3561.32963
E01002593,3_reliable_core,8593.50278
E01002594,2_below_reliable_threshold,269.53667
E01002595,2_below_reliable_threshold,448.31518
E01002596,3_reliable_core,475.61701
E01002598,2_below_reliable_threshold,353.60599
E01002599,1_matched_stop_no_activity,
E01002600,0_no_recorded_activity,
E01002601,2_below_reliable_threshold,244.39327
E01002602,2_below_reliable_threshold,55.27549
E01002603,2_below_reliable_threshold,217.47975
E01002604,2_below_reliable_threshold,211.87719
E01002605,3_reliable_core,1327.86422
E01002606,3_reliable_core,868.24393
E01002607,3_reliable_core,2038.25383
E01002608,3_reliable_core,2036.37157
E01002609,2_below_reliable_threshold,343.7892
E01002610,2_below_reliable_threshold,171.9239
E01002611,3_reliable_core,579.79926
E01002612,3_reliable_core,8794.26456
E01002613,3_reliable_core,536.21233
E01002614,3_reliable_core,2224.63281
E01002615,3_reliable_core,986.07149
E01002616,3_reliable_core,943.69726
E01002617,2_below_reliable_threshold,88.48539
E01002618,2_below_reliable_threshold,403.74493
E01002619,3_reliable_core,1509.552
E01002620,3_reliable_core,1895.43667
E01002621,2_below_reliable_threshold,205.22433
E01002622,3_reliable_core,1252.82277
E01002623,3_reliable_core,1071.08793
E01002624,3_reliable_core,7704.56356
E01002625,0_no_recorded_activity,
E01002626,3_reliable_core,485.41164
E01002627,0_no_recorded_activity,
E01002628,3_reliable_core,2920.43712
E01002629,3_reliable_core,2905.11462
E01002630,2_below_reliable_threshold,187.85372
E01002631,3_reliable_core,911.53373
E01002632,2_below_reliable_threshold,384.72845
E01002633,3_reliable_core,1913.50991
E01002634,3_reliable_core,1178.36582
E01002635,3_reliable_core,698.5814799999999
E01002636,3_reliable_core,577.45829
E01002637,3_reliable_core,3378.62555
E01002638,3_reliable_core,687.96089
E01002639,2_below_reliable_threshold,9.85513
E01002640,3_reliable_core,694.58062
E01002641,0_no_recorded_activity,
E01002643,3_reliable_core,794.31354
E01002645,0_no_recorded_activity,
E01002646,3_reliable_core,880.64284
E01002647,3_reliable_core,1258.84344
E01002649,3_reliable_core,1308.66836
E01002650,3_reliable_core,1472.26241
E01002651,2_below_reliable_threshold,373.30925
E01002652,3_reliable_core,1404.2861
E01002653,2_below_reliable_threshold,215.8258
E01002654,3_reliable_core,450.17793
E01002655,2_below_reliable_threshold,159.45167999999998
E01002656,0_no_recorded_activity,
E01002657,3_reliable_core,557.36306
E01002658,0_no_recorded_activity,
E01002659,2_below_reliable_threshold,314.53587
E01002660,1_matched_stop_no_activity,
E01002661,3_reliable_core,5529.49837
E01002662,3_reliable_core,5784.17301
E01002663,3_reliable_core,1253.39503
E01002665,3_reliable_core,1346.79891
E01002666,3_reliable_core,720.62168
E01002667,3_reliable_core,717.97334
E01002668,3_reliable_core,1359.28036
E01002669,2_below_reliable_threshold,84.38457
E01002670,3_reliable_core,998.29963
E01002671,2_below_reliable_threshold,217.76062
E01002672,3_reliable_core,730.65412
E01002673,0_no_recorded_activity,
E01002674,2_below_reliable_threshold,322.76084
E01002675,2_below_reliable_threshold,35.51418
E01002676,2_below_reliable_threshold,227.9859
E01002677,3_reliable_core,3683.71405
E01002678,2_below_reliable_threshold,398.28693
E01002679,3_reliable_core,962.45438
E01002680,2_below_reliable_threshold,311.88786
E01002681,3_reliable_core,2899.18506
E01002682,3_reliable_core,1911.38762
E01002686,3_reliable_core,1153.89173
E01002687,2_below_reliable_threshold,6.881139999999999
E01002689,0_no_recorded_activity,
E01002690,2_below_reliable_threshold,118.96989
E01002691,2_below_reliable_threshold,83.64039
E01002692,3_reliable_core,3982.83128
E01002693,3_reliable_core,4179.90879
E01002694,2_below_reliable_threshold,130.62861
E01002695,3_reliable_core,1156.24989
E01002696,3_reliable_core,1831.46311
E01002697,3_reliable_core,1528.96153
E01002698,2_below_reliable_threshold,206.8519
E01002699,0_no_recorded_activity,
E01002700,2_below_reliable_threshold,111.18902
E01002701,3_reliable_core,2702.84333
E01002702,3_reliable_core,1036.31138
E01002703,2_below_reliable_threshold,82.10410999999999
E01002704,3_reliable_core,11556.99986
E01002706,3_reliable_core,1074.66315
E01002707,3_reliable_core,2768.20209
E01002708,2_below_reliable_threshold,262.01241
E01002709,2_below_reliable_threshold,106.26963
E01002710,3_reliable_core,2820.85401
E01002711,3_reliable_core,2085.96089
E01002712,3_reliable_core,1813.52348
E01002713,3_reliable_core,1630.40828
E01002714,3_reliable_core,1723.40618
E01002715,0_no_recorded_activity,
E01002716,3_reliable_core,3257.67773
E01002717,2_below_reliable_threshold,87.61816
E01002718,3_reliable_core,666.93217
E01002719,3_reliable_core,783.89221
E01002720,3_reliable_core,1765.42442
E01002721,3_reliable_core,688.79935
E01002722,0_no_recorded_activity,
E01002723,2_below_reliable_threshold,243.41308
E01002724,3_reliable_core,5766.78535
E01002725,1_matched_stop_no_activity,
E01002726,3_reliable_core,5163.03043
E01002727,3_reliable_core,4340.98041
E01002728,3_reliable_core,1663.11002
E01002729,1_matched_stop_no_activity,
E01002730,3_reliable_core,2686.44318
E01002732,3_reliable_core,1363.15819
E01002733,0_no_recorded_activity,
E01002734,3_reliable_core,22780.32382
E01002735,3_reliable_core,7643.06084
E01002736,0_no_recorded_activity,
E01002737,2_below_reliable_threshold,336.9975
E01002738,3_reliable_core,1717.63298
E01002739,0_no_recorded_activity,
E01002740,0_no_recorded_activity,
E01002741,3_reliable_core,1095.70594
E01002742,3_reliable_core,482.62481
E01002743,2_below_reliable_threshold,209.00546
E01002744,3_reliable_core,453.75594
E01002745,3_reliable_core,659.05678
E01002747,3_reliable_core,779.82616
E01002748,3_reliable_core,786.1014700000001
E01002749,3_reliable_core,1140.05486
E01002751,3_reliable_core,844.88059
E01002752,2_below_reliable_threshold,327.35
E01002753,0_no_recorded_activity,
E01002754,2_below_reliable_threshold,32.918949999999995
E01002755,0_no_recorded_activity,
E01002756,2_below_reliable_threshold,313.58885
E01002757,0_no_recorded_activity,
E01002758,3_reliable_core,2713.616
E01002759,2_below_reliable_threshold,199.72565
E01002760,0_no_recorded_activity,
E01002762,3_reliable_core,1301.08358
E01002763,3_reliable_core,4023.00847
E01002764,3_reliable_core,1565.65854
E01002765,3_reliable_core,3360.83625
E01002766,3_reliable_core,658.00517
E01002767,3_reliable_core,1185.10031
E01002768,3_reliable_core,1400.26252
E01002769,0_no_recorded_activity,
E01002770,3_reliable_core,17866.31697
E01002771,3_reliable_core,1071.66415
E01002772,3_reliable_core,1548.50308
E01002773,2_below_reliable_threshold,157.93549
E01002774,3_reliable_core,2848.68153
E01002775,2_below_reliable_threshold,342.07891
E01002776,3_reliable_core,2382.16451
E01002777,0_no_recorded_activity,
E01002778,2_below_reliable_threshold,231.15056
E01002779,3_reliable_core,3784.95722
E01002780,3_reliable_core,823.76616
E01002781,2_below_reliable_threshold,310.5744
E01002782,3_reliable_core,2373.27243
E01002783,3_reliable_core,1738.39774
E01002784,2_below_reliable_threshold,118.14219
E01002785,3_reliable_core,880.28999
E01002786,3_reliable_core,4792.88974
E01002787,3_reliable_core,1715.83344
E01002788,2_below_reliable_threshold,322.92887
E01002789,2_below_reliable_threshold,348.41544
E01002790,3_reliable_core,2494.71055
E01002791,3_reliable_core,4198.58079
E01002792,3_reliable_core,1286.72618
E01002793,3_reliable_core,3050.67249
E01002794,3_reliable_core,19684.59625
E01002795,3_reliable_core,8538.39174
E01002796,2_below_reliable_threshold,51.42188
E01002797,3_reliable_core,1786.42961
E01002798,3_reliable_core,982.96687
E01002799,3_reliable_core,996.50279
E01002800,0_no_recorded_activity,
E01002801,3_reliable_core,2950.18866
E01002802,0_no_recorded_activity,
E01002804,2_below_reliable_threshold,441.9441
E01002805,3_reliable_core,2102.3054
E01002806,0_no_recorded_activity,
E01002807,3_reliable_core,1461.43959
E01002808,2_below_reliable_threshold,188.89191
E01002809,0_no_recorded_activity,
E01002810,3_reliable_core,604.6197
E01002811,3_reliable_core,880.00113
E01002812,0_no_recorded_activity,
E01002813,0_no_recorded_activity,
E01002814,3_reliable_core,2613.58026
E01002815,3_reliable_core,543.20069
E01002816,1_matched_stop_no_activity,
E01002817,3_reliable_core,2449.21738
E01002818,3_reliable_core,2888.20021
E01002819,3_reliable_core,2551.3825
E01002821,3_reliable_core,9233.60873
E01002823,2_below_reliable_threshold,1.6922499999999996
E01002824,0_no_recorded_activity,
E01002825,3_reliable_core,1576.4254
E01002826,3_reliable_core,8811.46271
E01002827,3_reliable_core,5246.56477
E01002828,3_reliable_core,1749.49285
E01002829,2_below_reliable_threshold,185.91655
E01002830,3_reliable_core,505.42611
E01002831,3_reliable_core,1608.26454
E01002832,2_below_reliable_threshold,266.7859
E01002833,3_reliable_core,1699.94133
E01002834,0_no_recorded_activity,
E01002835,3_reliable_core,1828.78309
E01002836,2_below_reliable_threshold,69.08044
E01002837,2_below_reliable_threshold,153.67078999999998
E01002839,2_below_reliable_threshold,303.35876
E01002840,3_reliable_core,1776.8843
E01002841,0_no_recorded_activity,
E01002842,0_no_recorded_activity,
E01002843,2_below_reliable_threshold,110.69834
E01002844,3_reliable_core,1452.14376
E01002845,3_reliable_core,2223.29725
E01002846,3_reliable_core,1156.90304
E01002847,3_reliable_core,804.2782
E01002848,0_no_recorded_activity,
E01002849,3_reliable_core,2871.67804
E01002850,2_below_reliable_threshold,235.99448
E01002851,3_reliable_core,484.03843
E01002852,3_reliable_core,6208.18196
E01002853,0_no_recorded_activity,
E01002854,3_reliable_core,544.472
E01002855,0_no_recorded_activity,
E01002856,3_reliable_core,776.03385
E01002857,0_no_recorded_activity,
E01002858,2_below_reliable_threshold,151.49484
E01002859,3_reliable_core,3522.10273
E01002860,2_below_reliable_threshold,75.52928
E01002861,3_reliable_core,547.3841199999999
E01002862,2_below_reliable_threshold,59.28729
E01002863,2_below_reliable_threshold,198.61556
E01002864,3_reliable_core,513.58626
E01002865,3_reliable_core,1087.49698
E01002866,2_below_reliable_threshold,413.70413
E01002867,3_reliable_core,1080.86646
E01002868,3_reliable_core,658.37621
E01002869,3_reliable_core,1191.61798
E01002870,3_reliable_core,830.07649
E01002871,3_reliable_core,623.52977
E01002872,0_no_recorded_activity,
E01002873,3_reliable_core,599.30018
E01002874,3_reliable_core,498.62025
E01002875,2_below_reliable_threshold,11.27229
E01002876,0_no_recorded_activity,
E01002877,3_reliable_core,857.21066
E01002878,3_reliable_core,4213.73473
E01002879,0_no_recorded_activity,
E01002880,2_below_reliable_threshold,313.36758
E01002881,0_no_recorded_activity,
E01002882,2_below_reliable_threshold,187.17032
E01002883,3_reliable_core,1114.36671
E01002884,3_reliable_core,6390.72939
E01002885,3_reliable_core,581.99045
E01002886,3_reliable_core,2017.85518
E01002887,3_reliable_core,515.43356
E01002888,2_below_reliable_threshold,235.971
E01002889,3_reliable_core,1786.26024
E01002890,0_no_recorded_activity,
E01002891,2_below_reliable_threshold,237.21052
E01002892,2_below_reliable_threshold,245.72792
E01002893,2_below_reliable_threshold,58.20162
E01002894,3_reliable_core,1621.19057
E01002896,3_reliable_core,856.31933
E01002897,3_reliable_core,1184.91978
E01002898,2_below_reliable_threshold,205.71286
E01002899,3_reliable_core,1211.03793
E01002900,2_below_reliable_threshold,201.87564
E01002901,3_reliable_core,1855.41822
E01002902,3_reliable_core,7939.36681
E01002903,3_reliable_core,1041.2894
E01002904,0_no_recorded_activity,
E01002905,3_reliable_core,964.58021
E01002906,3_reliable_core,1313.75825
E01002907,0_no_recorded_activity,
E01002908,3_reliable_core,580.00293
E01002909,3_reliable_core,545.14836
E01002910,3_reliable_core,1457.24183
E01002911,3_reliable_core,3695.59689
E01002912,3_reliable_core,1768.25323
E01002913,3_reliable_core,2715.69274
E01002914,3_reliable_core,2729.82602
E01002915,2_below_reliable_threshold,187.64009
E01002916,3_reliable_core,1540.57842
E01002917,0_no_recorded_activity,
E01002918,2_below_reliable_threshold,90.57943
E01002919,3_reliable_core,3222.95185
E01002920,2_below_reliable_threshold,268.59141
E01002921,3_reliable_core,784.15428
E01002922,2_below_reliable_threshold,255.96437
E01002923,2_below_reliable_threshold,338.33522
E01002924,0_no_recorded_activity,
E01002925,2_below_reliable_threshold,225.58012
E01002926,2_below_reliable_threshold,423.98989
E01002927,1_matched_stop_no_activity,
E01002928,3_reliable_core,631.65996
E01002929,2_below_reliable_threshold,189.95943
E01002930,3_reliable_core,1981.78954
E01002931,3_reliable_core,1170.18518
E01002932,3_reliable_core,570.44057
E01002933,2_below_reliable_threshold,4.660769999999999
E01002934,0_no_recorded_activity,
E01002935,3_reliable_core,1301.32695
E01002937,0_no_recorded_activity,
E01002938,2_below_reliable_threshold,286.90572
E01002939,2_below_reliable_threshold,71.75704999999999
E01002940,3_reliable_core,722.01504
E01002941,3_reliable_core,1173.33848
E01002942,2_below_reliable_threshold,43.74488
E01002943,2_below_reliable_threshold,32.30601
E01002944,2_below_reliable_threshold,154.20531
E01002945,2_below_reliable_threshold,342.81204
E01002946,2_below_reliable_threshold,413.74875
E01002947,2_below_reliable_threshold,203.33309
E01002948,3_reliable_core,633.11649
E01002949,2_below_reliable_threshold,353.42177
E01002950,2_below_reliable_threshold,203.65455
E01002951,2_below_reliable_threshold,290.68576
E01002952,2_below_reliable_threshold,389.27528
E01002953,2_below_reliable_threshold,405.01987
E01002954,3_reliable_core,3648.63375
E01002955,3_reliable_core,804.69034
E01002956,3_reliable_core,797.71879
E01002957,3_reliable_core,538.0702
E01002958,0_no_recorded_activity,
E01002959,2_below_reliable_threshold,171.48252
E01002960,3_reliable_core,500.63783
E01002961,2_below_reliable_threshold,383.11261
E01002962,0_no_recorded_activity,
E01002963,2_below_reliable_threshold,101.63102
E01002964,3_reliable_core,3903.91212
E01002965,3_reliable_core,1872.84261
E01002966,2_below_reliable_threshold,355.35451
E01002967,3_reliable_core,492.66337
E01002968,3_reliable_core,26328.92659
E01002969,2_below_reliable_threshold,398.75728
E01002970,2_below_reliable_threshold,369.92409
E01002971,3_reliable_core,563.61999
E01002972,3_reliable_core,1635.07027
E01002973,3_reliable_core,1102.45786
E01002974,3_reliable_core,850.57086
E01002975,3_reliable_core,655.10632
E01002976,0_no_recorded_activity,
E01002977,2_below_reliable_threshold,146.6666
E01002978,3_reliable_core,2029.51931
E01002979,1_matched_stop_no_activity,
E01002980,0_no_recorded_activity,
E01002981,2_below_reliable_threshold,126.97144
E01002982,3_reliable_core,707.5978
E01002983,2_below_reliable_threshold,123.95522
E01002984,3_reliable_core,5030.55597
E01002985,3_reliable_core,1745.98777
E01002986,2_below_reliable_threshold,8.52107
E01002987,3_reliable_core,7326.63688
E01002988,2_below_reliable_threshold,225.19674
E01002989,0_no_recorded_activity,
E01002990,3_reliable_core,746.22358
E01002991,2_below_reliable_threshold,74.75358
E01002992,0_no_recorded_activity,
E01002993,3_reliable_core,820.42907
E01002994,3_reliable_core,605.66909
E01002995,3_reliable_core,672.13657
E01002996,3_reliable_core,1363.26691
E01002997,2_below_reliable_threshold,350.45802
E01002998,2_below_reliable_threshold,240.64876
E01002999,2_below_reliable_threshold,379.17882
E01003000,2_below_reliable_threshold,400.0523
E01003001,2_below_reliable_threshold,351.93221
E01003002,3_reliable_core,1150.4568
E01003003,0_no_recorded_activity,
E01003004,0_no_recorded_activity,
E01003005,2_below_reliable_threshold,263.02855
E01003006,3_reliable_core,1368.76393
E01003007,2_below_reliable_threshold,105.05556
E01003008,2_below_reliable_threshold,276.73284
E01003009,2_below_reliable_threshold,334.58791
E01003010,3_reliable_core,678.96795
E01003011,2_below_reliable_threshold,196.55627
E01003013,3_reliable_core,14853.96661
E01003014,3_reliable_core,3972.63748
E01003015,3_reliable_core,616.84744
E01003016,3_reliable_core,581.77022
E01003017,0_no_recorded_activity,
E01003018,3_reliable_core,2046.23914
E01003019,3_reliable_core,979.99477
E01003020,3_reliable_core,6405.36309
E01003021,0_no_recorded_activity,
E01003022,0_no_recorded_activity,
E01003023,3_reliable_core,1875.57224
E01003024,3_reliable_core,6164.65343
E01003025,3_reliable_core,2473.08264
E01003026,3_reliable_core,1030.57686
E01003027,0_no_recorded_activity,
E01003028,0_no_recorded_activity,
E01003029,3_reliable_core,897.21354
E01003030,3_reliable_core,568.91661
E01003031,2_below_reliable_threshold,241.97366
E01003032,3_reliable_core,13725.40871
E01003033,0_no_recorded_activity,
E01003034,3_reliable_core,1276.00684
E01003035,3_reliable_core,923.30197
E01003036,0_no_recorded_activity,
E01003037,3_reliable_core,4103.94098
E01003038,0_no_recorded_activity,
E01003039,3_reliable_core,4222.63383
E01003040,3_reliable_core,563.22986
E01003041,3_reliable_core,1534.7385
E01003042,3_reliable_core,1092.88976
E01003043,2_below_reliable_threshold,82.06331
E01003044,2_below_reliable_threshold,187.9938
E01003045,3_reliable_core,1944.19187
E01003046,2_below_reliable_threshold,241.37413
E01003047,3_reliable_core,41925.2266
E01003048,2_below_reliable_threshold,207.54054
E01003049,0_no_recorded_activity,
E01003050,3_reliable_core,1054.3949
E01003051,3_reliable_core,2811.79137
E01003052,2_below_reliable_threshold,191.99636
E01003053,2_below_reliable_threshold,352.49004
E01003054,0_no_recorded_activity,
E01003055,3_reliable_core,21075.94916
E01003056,0_no_recorded_activity,
E01003057,3_reliable_core,2345.79661
E01003058,3_reliable_core,818.7625400000001
E01003059,3_reliable_core,1121.25819
E01003060,3_reliable_core,1396.68733
E01003061,3_reliable_core,5832.10247
E01003062,2_below_reliable_threshold,249.21431
E01003063,0_no_recorded_activity,
E01003064,2_below_reliable_threshold,207.80293
E01003065,0_no_recorded_activity,
E01003066,2_below_reliable_threshold,254.93808
E01003067,3_reliable_core,468.26574
E01003068,2_below_reliable_threshold,326.95927
E01003069,3_reliable_core,1145.85001
E01003070,0_no_recorded_activity,
E01003071,3_reliable_core,724.14591
E01003072,3_reliable_core,754.12057
E01003073,0_no_recorded_activity,
E01003074,3_reliable_core,7359.32381
E01003075,0_no_recorded_activity,
E01003076,3_reliable_core,9022.64035
E01003077,3_reliable_core,1979.80519
E01003078,3_reliable_core,477.02271
E01003079,3_reliable_core,1281.0038
E01003080,2_below_reliable_threshold,15.912239999999995
E01003081,3_reliable_core,5989.96508
E01003082,3_reliable_core,521.04767
E01003083,3_reliable_core,708.17679
E01003084,0_no_recorded_activity,
E01003085,2_below_reliable_threshold,308.9567
E01003086,2_below_reliable_threshold,201.47966
E01003087,3_reliable_core,2500.34299
E01003088,0_no_recorded_activity,
E01003089,3_reliable_core,4063.1861
E01003090,3_reliable_core,2998.48109
E01003091,2_below_reliable_threshold,384.28985
E01003092,0_no_recorded_activity,
E01003093,3_reliable_core,1333.2245
E01003094,0_no_recorded_activity,
E01003095,0_no_recorded_activity,
E01003096,3_reliable_core,817.54901
E01003097,0_no_recorded_activity,316.82204
E01003098,0_no_recorded_activity,
E01003099,3_reliable_core,9116.44484
E01003100,3_reliable_core,2509.61452
E01003101,3_reliable_core,2480.23934
E01003102,3_reliable_core,1830.85716
E01003104,3_reliable_core,832.18963
E01003105,2_below_reliable_threshold,108.8952
E01003106,3_reliable_core,2646.49331
E01003107,2_below_reliable_threshold,232.29226
E01003108,2_below_reliable_threshold,386.70906
E01003110,3_reliable_core,1336.7677
E01003111,0_no_recorded_activity,
E01003112,2_below_reliable_threshold,353.49757
E01003113,0_no_recorded_activity,
E01003114,3_reliable_core,8575.74628
E01003115,3_reliable_core,939.33094
E01003116,0_no_recorded_activity,
E01003117,3_reliable_core,8274.88496
E01003118,3_reliable_core,3528.58472
E01003119,3_reliable_core,3387.39452
E01003120,3_reliable_core,12639.96742
E01003121,3_reliable_core,1131.08553
E01003122,3_reliable_core,903.18725
E01003123,0_no_recorded_activity,
E01003124,3_reliable_core,872.2849
E01003125,3_reliable_core,714.68006
E01003126,3_reliable_core,1919.85664
E01003127,3_reliable_core,2221.65217
E01003128,3_reliable_core,4170.07974
E01003129,0_no_recorded_activity,
E01003130,2_below_reliable_threshold,39.46257
E01003131,3_reliable_core,8105.02101
E01003132,2_below_reliable_threshold,15.92955
E01003133,2_below_reliable_threshold,42.21518
E01003134,2_below_reliable_threshold,136.27259
E01003135,0_no_recorded_activity,
E01003136,0_no_recorded_activity,
E01003137,3_reliable_core,11925.26368
E01003138,2_below_reliable_threshold,78.25636
E01003139,3_reliable_core,1246.14936
E01003140,0_no_recorded_activity,
E01003141,3_reliable_core,1499.3301
E01003142,0_no_recorded_activity,
E01003143,0_no_recorded_activity,
E01003144,3_reliable_core,1324.65284
E01003145,3_reliable_core,1597.69909
E01003146,3_reliable_core,1265.555
E01003147,3_reliable_core,1067.98409
E01003148,2_below_reliable_threshold,51.68249
E01003149,2_below_reliable_threshold,426.04182
E01003150,3_reliable_core,6467.17057
E01003151,2_below_reliable_threshold,369.02388
E01003152,2_below_reliable_threshold,257.42656
E01003153,3_reliable_core,5075.25882
E01003154,2_below_reliable_threshold,104.4702
E01003155,0_no_recorded_activity,
E01003156,2_below_reliable_threshold,235.65527
E01003157,0_no_recorded_activity,
E01003158,2_below_reliable_threshold,51.80058
E01003159,3_reliable_core,1589.39795
E01003160,3_reliable_core,528.62932
E01003161,2_below_reliable_threshold,92.98663
E01003162,3_reliable_core,3705.72456
E01003163,2_below_reliable_threshold,235.02923
E01003164,3_reliable_core,5987.78261
E01003165,2_below_reliable_threshold,305.37158
E01003166,3_reliable_core,5275.36052
E01003167,2_below_reliable_threshold,9.30554
E01003168,0_no_recorded_activity,
E01003169,3_reliable_core,2947.18159
E01003170,2_below_reliable_threshold,121.27276
E01003171,0_no_recorded_activity,
E01003172,3_reliable_core,1916.96391
E01003173,0_no_recorded_activity,
E01003174,3_reliable_core,516.54798
E01003175,2_below_reliable_threshold,105.00229
E01003176,3_reliable_core,4904.09495
E01003177,2_below_reliable_threshold,376.00345
E01003178,3_reliable_core,1698.01436
E01003179,3_reliable_core,1218.78689
E01003180,3_reliable_core,571.15407
E01003181,3_reliable_core,865.351
E01003182,2_below_reliable_threshold,87.71197
E01003183,3_reliable_core,4329.10099
E01003184,3_reliable_core,1046.94069
E01003185,3_reliable_core,541.72754
E01003186,3_reliable_core,2491.74776
E01003187,2_below_reliable_threshold,63.97869
E01003188,0_no_recorded_activity,
E01003189,2_below_reliable_threshold,26.01711
E01003190,3_reliable_core,2237.87801
E01003191,2_below_reliable_threshold,281.11599
E01003192,3_reliable_core,519.04581
E01003193,3_reliable_core,1464.49996
E01003194,3_reliable_core,666.46542
E01003195,2_below_reliable_threshold,233.54709
E01003196,2_below_reliable_threshold,82.10828
E01003197,0_no_recorded_activity,
E01003198,2_below_reliable_threshold,226.58746
E01003199,3_reliable_core,2601.40055
E01003200,3_reliable_core,1700.0901
E01003201,2_below_reliable_threshold,186.93837
E01003202,3_reliable_core,2038.44426
E01003203,3_reliable_core,1134.5948
E01003204,1_matched_stop_no_activity,
E01003205,2_below_reliable_threshold,139.11573
E01003206,0_no_recorded_activity,
E01003207,3_reliable_core,3381.66285
E01003209,3_reliable_core,736.16156
E01003210,3_reliable_core,2139.93857
E01003211,3_reliable_core,1017.59
E01003212,3_reliable_core,491.68143
E01003213,2_below_reliable_threshold,113.63074
E01003214,3_reliable_core,2041.47396
E01003215,3_reliable_core,2895.54822
E01003216,0_no_recorded_activity,
E01003217,2_below_reliable_threshold,435.61771
E01003218,2_below_reliable_threshold,90.3909
E01003219,2_below_reliable_threshold,71.50497
E01003220,3_reliable_core,837.93102
E01003221,3_reliable_core,2232.68483
E01003222,2_below_reliable_threshold,239.97197
E01003223,3_reliable_core,2217.98227
E01003224,3_reliable_core,1168.15414
E01003225,2_below_reliable_threshold,53.74453
E01003226,3_reliable_core,1755.34842
E01003227,3_reliable_core,567.64424
E01003228,2_below_reliable_threshold,108.98425
E01003229,3_reliable_core,1758.32279
E01003230,3_reliable_core,870.64355
E01003231,3_reliable_core,1668.80411
E01003232,3_reliable_core,783.43834
E01003233,2_below_reliable_threshold,225.08042
E01003235,2_below_reliable_threshold,212.16445
E01003236,3_reliable_core,2691.57863
E01003237,3_reliable_core,1234.29672
E01003238,3_reliable_core,642.38241
E01003239,2_below_reliable_threshold,260.38875
E01003240,3_reliable_core,1839.39818
E01003241,3_reliable_core,1105.96116
E01003243,3_reliable_core,2135.10994
E01003244,3_reliable_core,520.50514
E01003245,2_below_reliable_threshold,121.84899
E01003246,2_below_reliable_threshold,31.14855
E01003247,3_reliable_core,614.65206
E01003248,3_reliable_core,2853.96375
E01003249,3_reliable_core,494.48796
E01003251,3_reliable_core,1762.72866
E01003252,0_no_recorded_activity,
E01003253,3_reliable_core,2384.90636
E01003254,3_reliable_core,855.53641
E01003255,3_reliable_core,5555.37193
E01003256,3_reliable_core,974.66049
