lsoa,tier,total_activity
E01032570,2_below_reliable_threshold,369.06882
E01032572,3_reliable_core,994.22018
E01032573,3_reliable_core,2854.99398
E01032574,3_reliable_core,1645.88295
E01032575,3_reliable_core,543.81652
E01032576,0_no_recorded_activity,
E01032577,2_below_reliable_threshold,111.10314
E01032579,3_reliable_core,1729.326
E01032580,3_reliable_core,1400.24702
E01032581,3_reliable_core,455.4427
E01032582,3_reliable_core,29754.52333
E01032583,3_reliable_core,1732.91183
E01032584,3_reliable_core,1358.40923
E01032623,2_below_reliable_threshold,97.07399
E01032637,0_no_recorded_activity,
E01032638,0_no_recorded_activity,
E01032639,3_reliable_core,3564.7892
E01032640,3_reliable_core,1057.26476
E01032646,3_reliable_core,1044.1324
E01032719,3_reliable_core,810.62946
E01032739,3_reliable_core,69685.65898
E01032740,3_reliable_core,11892.39584
E01032741,3_reliable_core,9231.52506
E01032742,3_reliable_core,515.49217
E01032743,2_below_reliable_threshold,122.48287
E01032744,3_reliable_core,3447.0321400000003
E01032764,3_reliable_core,1649.32848
E01032765,2_below_reliable_threshold,204.51349
E01032767,3_reliable_core,5623.1470500000005
E01032768,0_no_recorded_activity,
E01032769,3_reliable_core,1884.65913
E01032770,0_no_recorded_activity,
E01032771,3_reliable_core,5071.88023
E01032772,0_no_recorded_activity,
E01032774,0_no_recorded_activity,
E01032775,0_no_recorded_activity,
E01032776,2_below_reliable_threshold,30.43042
E01032777,2_below_reliable_threshold,248.35453
E01032779,0_no_recorded_activity,
E01032780,3_reliable_core,1003.4156
E01032781,3_reliable_core,1566.34777
E01032782,2_below_reliable_threshold,343.41903
E01032783,3_reliable_core,2898.55425
E01032784,2_below_reliable_threshold,94.63612
E01032785,0_no_recorded_activity,
E01032786,3_reliable_core,694.36688
E01032787,0_no_recorded_activity,
E01032788,3_reliable_core,746.1322
E01032789,0_no_recorded_activity,
E01032790,2_below_reliable_threshold,269.15905
E01032803,0_no_recorded_activity,
E01032834,0_no_recorded_activity,
E01033000,0_no_recorded_activity,
E01033030,0_no_recorded_activity,
E01033081,3_reliable_core,1201.89746
E01033082,3_reliable_core,5874.84297
E01033083,3_reliable_core,2508.07352
E01033084,3_reliable_core,19120.07088
E01033086,0_no_recorded_activity,
E01033098,3_reliable_core,2838.35634
E01033099,2_below_reliable_threshold,294.29058
E01033100,3_reliable_core,3896.9946
E01033132,3_reliable_core,3528.36238
E01033133,3_reliable_core,644.03455
E01033135,0_no_recorded_activity,
E01033146,2_below_reliable_threshold,105.5818
E01033148,2_below_reliable_threshold,301.87949
E01033150,3_reliable_core,838.83866
E01033151,3_reliable_core,479.0769
E01033208,3_reliable_core,21567.97679
E01033320,3_reliable_core,486.73323
E01033322,3_reliable_core,550.79433
E01033324,2_below_reliable_threshold,140.26959
E01033325,2_below_reliable_threshold,53.40987
E01033327,3_reliable_core,16671.75065
E01033341,2_below_reliable_threshold,397.59121
E01033455,3_reliable_core,3183.94071
E01033456,3_reliable_core,1469.09136
E01033457,3_reliable_core,794.61756
E01033463,3_reliable_core,869.9005
E01033485,0_no_recorded_activity,
E01033486,3_reliable_core,967.91811
E01033487,0_no_recorded_activity,
E01033488,3_reliable_core,1653.33574
E01033489,2_below_reliable_threshold,233.50411
E01033490,3_reliable_core,3035.33146
E01033491,3_reliable_core,5751.36213
E01033493,0_no_recorded_activity,
E01033494,0_no_recorded_activity,
E01033569,3_reliable_core,969.90718
E01033570,2_below_reliable_threshold,278.1939
E01033571,2_below_reliable_threshold,246.03896
E01033579,3_reliable_core,1566.54197
E01033580,0_no_recorded_activity,
E01033581,3_reliable_core,1123.80503
E01033582,3_reliable_core,687.28113
E01033584,2_below_reliable_threshold,403.33898
E01033586,3_reliable_core,688.25416
E01033587,2_below_reliable_threshold,199.81782
E01033589,3_reliable_core,6594.9838500000005
E01033590,2_below_reliable_threshold,337.64404
E01033591,3_reliable_core,2195.71424
E01033592,0_no_recorded_activity,
E01033593,3_reliable_core,1935.19939
E01033594,3_reliable_core,5649.75815
E01033597,1_matched_stop_no_activity,
E01033598,3_reliable_core,1306.67519
E01033599,2_below_reliable_threshold,72.86918
E01033601,3_reliable_core,928.17531
E01033602,0_no_recorded_activity,
E01033603,0_no_recorded_activity,
E01033604,3_reliable_core,2938.0726
E01033605,0_no_recorded_activity,
E01033699,3_reliable_core,14517.62592
E01033700,3_reliable_core,9648.14152
E01033702,2_below_reliable_threshold,303.98615
E01033703,3_reliable_core,1970.69748
E01033704,3_reliable_core,2780.66647
E01033705,3_reliable_core,1142.19416
E01033706,3_reliable_core,7372.31438
E01033708,3_reliable_core,16878.26441
E01033709,3_reliable_core,1329.62039
E01033710,0_no_recorded_activity,
E01033711,3_reliable_core,5666.16119
E01033712,3_reliable_core,2690.27993
E01033713,2_below_reliable_threshold,267.9037
E01033727,3_reliable_core,1233.28915
E01033728,0_no_recorded_activity,
E01033729,3_reliable_core,643.35607
E01033732,3_reliable_core,3306.02715
E01033734,0_no_recorded_activity,
E01033735,3_reliable_core,14152.96928
E01033736,0_no_recorded_activity,
E01033737,3_reliable_core,1781.45519
E01033738,3_reliable_core,3291.2478
E01033739,0_no_recorded_activity,
E01033740,3_reliable_core,1222.99868
E01033741,3_reliable_core,2660.46502
E01033742,2_below_reliable_threshold,145.23532
E01033743,3_reliable_core,3353.53602
E01033744,3_reliable_core,733.04378
E01033745,3_reliable_core,594.15967
E01033746,2_below_reliable_threshold,392.43455
E01033784,3_reliable_core,512.01875
E01033785,3_reliable_core,1534.36489
E01033786,2_below_reliable_threshold,421.77346
E01033787,0_no_recorded_activity,
E01033788,3_reliable_core,3956.42515
E01033789,0_no_recorded_activity,
E01033790,3_reliable_core,881.97772
E01033791,3_reliable_core,1848.7842
E01033792,2_below_reliable_threshold,74.61646999999999
E01033862,3_reliable_core,815.01261
E01033863,0_no_recorded_activity,
E01033864,0_no_recorded_activity,
E01033865,3_reliable_core,1076.75801
E01033866,3_reliable_core,3043.41457
E01033867,2_below_reliable_threshold,288.80122
E01033868,3_reliable_core,1702.8505
E01033869,3_reliable_core,895.31947
E01033870,2_below_reliable_threshold,341.47013
E01033871,3_reliable_core,1011.53614
E01033872,3_reliable_core,1327.69646
E01033873,3_reliable_core,15437.15443
E01033874,3_reliable_core,8342.0527
E01033875,2_below_reliable_threshold,207.583
E01033876,3_reliable_core,2585.79512
E01033877,2_below_reliable_threshold,168.92447
E01033878,0_no_recorded_activity,
E01033879,3_reliable_core,1828.21413
E01033880,3_reliable_core,6092.62288
E01033881,3_reliable_core,546.71782
E01033882,0_no_recorded_activity,
E01033883,3_reliable_core,1674.4407
E01033884,3_reliable_core,17401.76873
E01033885,3_reliable_core,3066.44518
E01033911,2_below_reliable_threshold,277.18121
E01033912,2_below_reliable_threshold,52.61951
E01033913,3_reliable_core,809.17035
E01033914,0_no_recorded_activity,
E01033915,2_below_reliable_threshold,31.96664
E01033916,3_reliable_core,874.96994
E01033917,0_no_recorded_activity,
E01033918,3_reliable_core,1185.33516
E01033919,0_no_recorded_activity,
E01033920,0_no_recorded_activity,
E01033921,0_no_recorded_activity,
E01033922,3_reliable_core,1527.58706
E01033923,2_below_reliable_threshold,128.58365
E01033924,3_reliable_core,2712.86595
E01033925,3_reliable_core,830.85463
E01033926,3_reliable_core,987.44612
E01033927,3_reliable_core,7731.94223
E01033928,1_matched_stop_no_activity,
E01033929,3_reliable_core,1413.35679
E01033930,2_below_reliable_threshold,438.70581
E01033931,3_reliable_core,8495.92408
E01033932,0_no_recorded_activity,
E01033933,3_reliable_core,925.19574
E01033934,3_reliable_core,1007.24032
E01033935,0_no_recorded_activity,
E01033936,3_reliable_core,8902.69177
E01033937,3_reliable_core,842.0041699999999
E01033938,3_reliable_core,5692.42944
E01033939,2_below_reliable_threshold,281.47393
E01033940,2_below_reliable_threshold,142.55034
E01033941,3_reliable_core,3542.96131
E01033942,2_below_reliable_threshold,377.98571
E01033943,3_reliable_core,853.15795
E01033944,3_reliable_core,9060.44162
E01033945,0_no_recorded_activity,
E01033946,0_no_recorded_activity,
E01034026,3_reliable_core,2283.47507
E01034027,3_reliable_core,1430.07608
E01034028,2_below_reliable_threshold,22.61083
E01034029,3_reliable_core,1185.87347
E01034030,3_reliable_core,17927.24689
E01034031,0_no_recorded_activity,
E01034032,3_reliable_core,739.57383
E01034033,3_reliable_core,680.32348
E01034034,3_reliable_core,649.0417
E01034035,0_no_recorded_activity,
E01034036,3_reliable_core,10647.54344
E01034037,3_reliable_core,7678.94872
E01034038,3_reliable_core,2450.06706
E01034039,3_reliable_core,1079.36779
E01034040,3_reliable_core,8348.536470000001
E01034041,0_no_recorded_activity,
E01034042,3_reliable_core,1661.56129
E01034043,0_no_recorded_activity,
E01034044,3_reliable_core,2780.11169
E01034045,3_reliable_core,682.12472
E01034046,3_reliable_core,2674.82144
E01034139,0_no_recorded_activity,
E01034140,3_reliable_core,1992.52816
E01034141,2_below_reliable_threshold,46.03189
E01034142,2_below_reliable_threshold,103.78773
E01034143,3_reliable_core,26122.63791
E01034144,1_matched_stop_no_activity,
E01034145,3_reliable_core,1651.71984
E01034146,3_reliable_core,603.71722
E01034147,0_no_recorded_activity,
E01034148,3_reliable_core,2743.80782
E01034149,3_reliable_core,15769.2828
E01034150,3_reliable_core,14429.11087
E01034151,0_no_recorded_activity,
E01034152,3_reliable_core,4203.44372
E01034153,3_reliable_core,588.13539
E01034154,2_below_reliable_threshold,407.3466
E01034155,3_reliable_core,4909.01661
E01034156,3_reliable_core,5427.66723
E01034173,3_reliable_core,1815.90856
E01034174,3_reliable_core,1831.03012
E01034175,3_reliable_core,541.88356
E01034176,1_matched_stop_no_activity,
E01034177,2_below_reliable_threshold,50.72257
E01034178,0_no_recorded_activity,
E01034179,3_reliable_core,777.35135
E01034180,3_reliable_core,931.07113
E01034181,0_no_recorded_activity,
E01034182,3_reliable_core,539.93897
E01034183,0_no_recorded_activity,
E01034184,0_no_recorded_activity,
E01034185,3_reliable_core,5062.38762
E01034186,3_reliable_core,3338.74982
E01034187,3_reliable_core,25908.30459
E01034188,3_reliable_core,36693.63697
E01034189,0_no_recorded_activity,
E01034190,3_reliable_core,1546.68828
E01034191,0_no_recorded_activity,
E01034192,3_reliable_core,2497.42204
E01034193,0_no_recorded_activity,
E01034194,0_no_recorded_activity,
E01034195,0_no_recorded_activity,
E01034196,0_no_recorded_activity,
E01034198,3_reliable_core,2408.31505
E01034199,2_below_reliable_threshold,310.19684
E01034200,3_reliable_core,2429.15876
E01034201,0_no_recorded_activity,
E01034202,3_reliable_core,3601.64916
E01034203,3_reliable_core,7032.03263
E01034204,3_reliable_core,858.29043
E01034205,3_reliable_core,2267.23568
E01034206,3_reliable_core,2202.60069
E01034207,3_reliable_core,525.89187
E01034208,2_below_reliable_threshold,226.61541
E01034209,3_reliable_core,16264.13759
E01034210,0_no_recorded_activity,
E01034211,2_below_reliable_threshold,204.19482
E01034212,3_reliable_core,1162.72975
E01034213,0_no_recorded_activity,12.11485
E01034214,0_no_recorded_activity,
E01034215,2_below_reliable_threshold,183.07292
E01034216,2_below_reliable_threshold,42.53075
E01034217,3_reliable_core,618.8499
E01034218,3_reliable_core,565.20749
E01034219,3_reliable_core,7884.65941
E01034220,3_reliable_core,41500.07678
E01034221,3_reliable_core,909.54879
E01034222,2_below_reliable_threshold,247.58902
E01034223,3_reliable_core,2889.91379
E01034224,3_reliable_core,1328.88338
E01034225,3_reliable_core,521.67635
E01034226,0_no_recorded_activity,
E01034227,2_below_reliable_threshold,449.84401
E01034228,0_no_recorded_activity,
E01034229,2_below_reliable_threshold,316.08254
E01034230,3_reliable_core,581.31287
E01034231,0_no_recorded_activity,
E01034383,3_reliable_core,7841.68755
E01034384,3_reliable_core,530.03264
E01034385,3_reliable_core,5524.63774
E01034386,3_reliable_core,12495.75399
E01034387,0_no_recorded_activity,
E01034388,2_below_reliable_threshold,222.4375
E01034389,0_no_recorded_activity,
E01034390,0_no_recorded_activity,
E01034391,2_below_reliable_threshold,131.52258
E01034392,2_below_reliable_threshold,270.43275
E01034393,3_reliable_core,1541.96487
E01034394,3_reliable_core,21060.7365
E01034395,1_matched_stop_no_activity,
E01034469,0_no_recorded_activity,
E01034470,3_reliable_core,866.32671
E01034471,3_reliable_core,3833.8644
E01034472,0_no_recorded_activity,
E01034473,3_reliable_core,19452.48988
E01034474,3_reliable_core,1872.1772
E01034475,3_reliable_core,1903.03314
E01034476,3_reliable_core,935.65879
E01034477,3_reliable_core,735.42055
E01034478,3_reliable_core,586.40764
E01034479,3_reliable_core,460.73622
E01034480,0_no_recorded_activity,
E01034481,2_below_reliable_threshold,424.36775
E01034482,3_reliable_core,7976.10559
E01034483,3_reliable_core,2223.84346
E01034484,3_reliable_core,16882.38761
E01034485,3_reliable_core,2343.79646
E01034486,3_reliable_core,1451.48851
E01034487,3_reliable_core,1773.73419
E01034488,0_no_recorded_activity,
E01034576,0_no_recorded_activity,
E01034577,0_no_recorded_activity,
E01034578,3_reliable_core,1367.54107
E01034579,3_reliable_core,805.12766
E01034580,3_reliable_core,3063.68214
E01034581,3_reliable_core,862.35128
E01034589,3_reliable_core,2652.6373
E01034590,0_no_recorded_activity,
E01034591,2_below_reliable_threshold,266.27977
E01034592,3_reliable_core,1055.8177
E01034593,2_below_reliable_threshold,118.95193
E01034594,3_reliable_core,935.69405
E01034595,3_reliable_core,1387.97396
E01034596,0_no_recorded_activity,
E01034597,3_reliable_core,931.36952
E01034598,3_reliable_core,3207.0282
E01034599,2_below_reliable_threshold,319.57762
E01034600,0_no_recorded_activity,
E01034601,2_below_reliable_threshold,157.60597
E01034602,3_reliable_core,1615.98735
E01034603,2_below_reliable_threshold,211.80926
E01034604,1_matched_stop_no_activity,
E01034605,3_reliable_core,1084.20568
E01034606,0_no_recorded_activity,319.56957
E01034607,3_reliable_core,2394.45883
E01034608,3_reliable_core,1093.86707
E01034609,3_reliable_core,5610.46523
E01034610,3_reliable_core,588.7019
E01034611,0_no_recorded_activity,
E01034612,3_reliable_core,1343.47891
E01034613,2_below_reliable_threshold,207.20082
E01034614,0_no_recorded_activity,
E01034615,3_reliable_core,571.61385
E01034616,3_reliable_core,16303.23848
E01034617,3_reliable_core,1274.58925
E01035484,3_reliable_core,2386.97206
E01035485,3_reliable_core,2954.28128
E01035486,3_reliable_core,765.24788
E01035487,2_below_reliable_threshold,417.0192
E01035488,3_reliable_core,731.87893
E01035489,3_reliable_core,948.94734
E01035490,3_reliable_core,3101.10498
E01035491,3_reliable_core,663.93662
E01035492,2_below_reliable_threshold,30.82892
E01035493,3_reliable_core,13597.84635
E01035494,2_below_reliable_threshold,337.86507
E01035495,0_no_recorded_activity,
E01035496,3_reliable_core,971.60748
E01035497,0_no_recorded_activity,
E01035498,2_below_reliable_threshold,411.61405
E01035499,2_below_reliable_threshold,40.44028
E01035638,3_reliable_core,1904.57104
E01035639,3_reliable_core,3011.24715
E01035640,2_below_reliable_threshold,291.87885
E01035641,2_below_reliable_threshold,410.89354
E01035642,3_reliable_core,1481.74328
E01035643,3_reliable_core,763.04349
E01035644,0_no_recorded_activity,
E01035645,3_reliable_core,908.61831
E01035646,0_no_recorded_activity,
E01035647,0_no_recorded_activity,
E01035648,2_below_reliable_threshold,86.15091
E01035649,3_reliable_core,1849.73044
E01035650,3_reliable_core,1132.52816
E01035651,2_below_reliable_threshold,269.04051
E01035652,3_reliable_core,6104.6724
E01035653,0_no_recorded_activity,
E01035654,0_no_recorded_activity,
E01035655,3_reliable_core,5517.37758
E01035656,0_no_recorded_activity,
E01035657,3_reliable_core,453.74538
E01035658,3_reliable_core,472.08687
E01035659,3_reliable_core,1215.1142
E01035660,3_reliable_core,2622.10893
E01035661,3_reliable_core,945.61603
E01035662,0_no_recorded_activity,
E01035663,3_reliable_core,2767.65156
E01035664,0_no_recorded_activity,
E01035665,3_reliable_core,787.87023
E01035666,0_no_recorded_activity,
E01035667,2_below_reliable_threshold,310.53177
E01035668,2_below_reliable_threshold,68.38423999999999
E01035669,3_reliable_core,2626.11299
E01035670,3_reliable_core,2697.05471
E01035671,2_below_reliable_threshold,312.27018
E01035672,2_below_reliable_threshold,216.664
E01035673,0_no_recorded_activity,
E01035674,2_below_reliable_threshold,363.8539
E01035675,3_reliable_core,1794.03203
E01035676,3_reliable_core,2299.5321
E01035677,0_no_recorded_activity,
E01035678,2_below_reliable_threshold,258.88046
E01035679,3_reliable_core,891.53938
E01035680,2_below_reliable_threshold,45.98119
E01035681,2_below_reliable_threshold,147.10755
E01035682,2_below_reliable_threshold,426.63332
