lsoa21cd,cluster,max_posterior,entropy,tot_boardings,tot_alightings,total_activity,lad22cd,lnc_grp
E01000067,1,1.0,8.65407826149627e-17,515.9261500000001,299.5759999999999,815.50215,E09000002,3
E01000068,1,0.9312691313565784,0.2503436576670264,176.10181999999998,180.41655,356.51836999999995,E09000002,5
E01000069,2,1.0,1.2277812831545235e-20,16.43341,74.92798,91.36139,E09000002,6
E01000070,1,1.0,5.952786628680328e-19,925.4096099999998,1118.9576399999996,2044.3672499999996,E09000002,4
E01000071,2,0.6308091144486198,0.6585236516884929,146.37768,102.75161,249.12929,E09000002,5
E01000072,1,0.9959101444167592,0.0265726010982715,223.72885,365.17729,588.90614,E09000002,5
E01000073,2,0.999999819557916,2.9823211190833458e-06,88.40006,90.08482,178.48488,E09000002,5
E01000074,2,0.8449945848363071,0.431294119269329,112.02137000000003,136.51215,248.53352,E09000002,6
E01000075,1,1.0,6.622928187939012e-15,1272.13834,1179.7675199999996,2451.90586,E09000002,5
E01000076,2,1.0,1.0666457168650018e-18,36.95394,47.16991000000001,84.12385,E09000002,4
E01000077,1,1.0,2.431455467983347e-19,884.62072,699.4763,1584.0970200000002,E09000002,6
E01000078,1,0.9999999997833128,5.0389540536868514e-09,411.58169000000015,532.65064,944.23233,E09000002,4
E01000079,2,0.9997632311123812,0.002213388404945,116.00552000000002,157.09548,273.101,E09000002,5
E01000080,2,0.99999040768997,0.0001204270784221,89.86012,96.78161,186.64173,E09000002,5
E01000081,1,0.9999992217382968,1.1725448721496663e-05,243.41173999999995,96.02599,339.43773,E09000002,5
E01000082,1,1.0,1.2209515469480732e-19,469.84999,1321.0939899999994,1790.943979999999,E09000002,4
E01000083,1,1.0,4.244486740303947e-21,775.8286700000001,2055.89907,2831.7277400000003,E09000002,4
E01000084,1,1.0,1.0958868908569325e-18,365.84486,449.8755000000001,815.72036,E09000002,3
E01000085,1,0.998526374029654,0.0110806241077398,357.18582999999995,322.12650999999994,679.31234,E09000002,3
E01000086,2,1.0,1.4869812312878734e-13,149.18012,52.61713999999999,201.79726,E09000002,5
E01000087,1,0.9999999999998864,3.72163737385255e-12,1590.77057,2635.8403700000003,4226.6109400000005,E09000002,5
E01000088,1,0.9999545307114254,0.0005000917288369,148.52464,194.50522,343.02986,E09000002,5
E01000090,1,0.9999999999994884,1.5364246190033767e-11,323.67835999999994,597.02689,920.70525,E09000002,6
E01000091,1,1.0,1.3138588236694672e-19,408.4928799999999,1535.0932899999996,1943.58617,E09000002,5
E01000093,1,1.0,6.438664544688112e-19,731.1779600000002,1103.2293100000002,1834.4072700000004,E09000002,4
E01000094,1,0.9999999999999432,2.1387537252265547e-12,853.02623,1145.03003,1998.0562600000003,E09000002,6
E01000095,1,1.0,5.4054110931563135e-14,1279.66351,1130.8361200000002,2410.4996300000003,E09000002,6
E01000096,1,0.8294485879002428,0.4567594705649,327.52172,362.32410000000016,689.8458200000001,E09000002,5
E01000097,1,0.9999999999911892,2.3275824185981378e-10,202.56665,346.94032000000004,549.50697,E09000002,5
E01000098,1,0.999999994880227,1.0285736457844539e-07,132.42029,211.21983999999995,343.64012999999994,E09000002,5
E01000099,1,1.0,1.6899806660952184e-16,420.79344999999984,556.4435899999999,977.2370399999998,E09000002,5
E01000101,0,0.9999999921236622,1.5484423633531693e-07,305.23526000000004,46.62993999999999,351.8652,E09000002,4
E01000102,1,0.9999954912039368,6.0009722447415206e-05,197.01235000000003,280.3919900000001,477.4043400000001,E09000002,4
E01000103,2,1.0,2.4278988725489557e-25,32.46995999999999,41.77598999999999,74.24595,E09000002,6
E01000104,1,0.9999999998270824,4.059807998645287e-09,412.0374300000001,743.80635,1155.8437800000002,E09000002,5
E01000105,1,0.9997247320456965,0.0025318122190046,1957.61125,1645.99717,3603.60842,E09000002,5
E01000106,1,0.8511655584621244,0.4206819699025451,100.77207,270.76753,371.5396,E09000002,5
E01000108,2,1.0,4.495085595881322e-16,59.65478999999999,25.23166,84.88645,E09000002,6
E01000110,1,0.9999999903727144,1.8733436679294934e-07,167.32072999999997,282.63771999999994,449.9584499999999,E09000002,6
E01000111,1,1.0,1.4745301606021034e-20,535.43765,580.46856,1115.90621,E09000002,5
E01000112,1,1.0,2.5815222978450214e-20,1244.59543,1122.53265,2367.12808,E09000002,4
E01000113,1,0.9999999999999432,9.982024006091494e-13,1035.43139,739.92529,1775.35668,E09000002,4
E01000114,1,1.0,1.4757041475503122e-20,534.68609,1636.9064600000004,2171.5925500000003,E09000002,5
E01000115,2,1.0,1.2465585718597791e-14,26.31582,28.737860000000005,55.05368000000001,E09000003,4
E01000116,2,1.0,8.777121895158952e-59,7.404159999999999,10.42255,17.82671,E09000003,5
E01000117,1,0.9993924977487444,0.0051065733238951,96.48759,213.25933,309.74692,E09000003,5
E01000118,1,0.9999999779132625,4.114381823021615e-07,344.98287000000005,645.5727999999999,990.55567,E09000003,5
E01000120,1,0.9994101311501116,0.00497572975906,199.07163,185.7432,384.81483,E09000003,5
E01000121,2,1.0,4.271682217467633e-17,52.27015999999999,107.34919,159.61935,E09000003,6
E01000123,2,0.998435055036618,0.0116731150010229,43.91362999999999,129.51245,173.42607999999998,E09000003,6
E01000124,1,0.9999998633558768,2.296425867031722e-06,183.86412,310.32446,494.1885799999999,E09000003,5
E01000126,1,1.0,1.1643358423791208e-18,251.72338999999997,437.97027,689.6936599999999,E09000003,2
E01000127,1,0.9999999999885744,2.9957650135988207e-10,150.42646000000002,257.51592000000005,407.94238000000007,E09000003,5
E01000128,2,0.9999996750368568,5.1797682670382005e-06,56.122780000000006,119.72915,175.85192999999998,E09000003,4
E01000129,1,1.0,5.1264161326094715e-17,3587.4814600000013,3039.6371,6627.118560000001,E09000003,3
E01000130,1,1.0,5.0053210341867414e-18,362.1757799999999,708.4713400000002,1070.64712,E09000003,4
E01000131,1,0.9998444983236464,0.001519061088993,149.99448,162.87973999999997,312.87422,E09000003,4
E01000133,1,0.9999999476906978,9.293321627328454e-07,178.92696999999993,498.0025999999999,676.9295699999998,E09000003,4
E01000134,1,0.9998520872325426,0.001452327938152,152.72768,235.33863,388.06631,E09000003,5
E01000135,1,1.0,9.751489935822473e-14,167.77637,183.21079000000003,350.98716,E09000003,5
E01000136,1,1.0,4.218258978584944e-14,304.48402,292.87074,597.3547599999999,E09000003,6
E01000137,2,0.9999999999973284,7.45584604936684e-11,55.20688,110.23363,165.44051,E09000003,5
E01000138,1,1.0,1.7815330612899694e-16,217.39238,548.1151200000002,765.5075000000002,E09000003,5
E01000139,1,1.0,3.4029369209174932e-16,1208.20588,1995.09806,3203.30394,E09000003,5
E01000140,1,1.0,6.837647890031957e-23,792.93799,1587.56207,2380.50006,E09000003,3
E01000141,1,1.0,1.1157212155906802e-18,4557.26193,5196.50583,9753.76776,E09000003,2
E01000143,1,0.7916257683308642,0.5117946676687661,179.02572999999998,268.27553000000006,447.30126000000007,E09000003,3
E01000144,1,1.0,1.709236950608244e-22,2882.817860000001,1029.3629500000002,3912.1808100000007,E09000003,2
E01000145,1,0.9999999993597726,1.4192973852363673e-08,192.87285,253.47425,446.3471,E09000003,4
E01000146,1,1.0,5.700095856070845e-24,7410.396309999999,6113.990259999999,13524.38657,E09000003,3
E01000147,2,1.0,1.5467950186339484e-24,17.88636,31.19761,49.08397,E09000003,5
E01000150,1,0.9999999969936652,6.199817303844095e-08,189.51706000000004,326.89519000000007,516.4122500000001,E09000003,4
E01000151,1,1.0,9.642210596814655e-21,453.04894,746.6962300000001,1199.74517,E09000003,3
E01000152,2,0.9999999965760936,7.016447689175316e-08,66.65679,124.88264999999996,191.53944,E09000003,4
E01000153,2,1.0,1.7798551602512097e-35,2.85895,12.56055,15.4195,E09000003,3
E01000154,1,1.0,1.5603041544064662e-19,586.1167999999999,797.1029299999997,1383.2197299999996,E09000003,2
E01000156,1,1.0,3.46192814555565e-21,714.7010599999998,1635.68769,2350.38875,E09000003,5
E01000158,2,0.9993329694519107,0.0055445854562726,77.06372,285.24065999999993,362.3043799999999,E09000003,5
E01000159,2,1.0,1.0785241279312822e-23,34.59284000000001,33.86906,68.46190000000001,E09000003,5
E01000160,1,0.9999998137365256,3.072621932833638e-06,349.39148000000006,399.38993,748.78141,E09000003,4
E01000161,1,1.0,3.495627254828802e-21,580.9667200000001,876.6688,1457.6355200000005,E09000003,3
E01000162,1,1.0,5.4284823144458245e-17,946.6837600000002,1465.487470000001,2412.1712300000013,E09000003,4
E01000164,1,1.0,2.6619953229870455e-18,1116.2465799999998,1920.42252,3036.669099999999,E09000003,5
E01000166,2,1.0,3.889891471198071e-44,26.151,3.1482099999999984,29.29921,E09000003,5
E01000167,2,1.0,2.088806467127855e-15,33.734660000000005,65.92544,99.6601,E09000003,5
E01000168,2,1.0,2.1025072494969268e-206,0.05513,7.716899999999999,7.772029999999999,E09000003,5
E01000169,2,1.0,5.176083687049137e-36,1.10183,27.04073,28.14256,E09000003,6
E01000170,1,0.9273874717149776,0.2603449163031709,66.61774999999999,253.71195999999992,320.3297099999999,E09000003,5
E01000171,1,0.999999999994543,1.4759740787604118e-10,923.33321,1039.9406,1963.27381,E09000003,3
E01000172,2,0.9999396626813152,0.0006465463241526,65.36012000000001,106.04641999999996,171.40653999999998,E09000003,7
E01000173,2,1.0,1.0662270995072495e-13,59.08672000000001,36.26284999999999,95.34957,E09000003,7
E01000174,1,0.999999999749889,5.779712353973338e-09,424.71573,543.1200500000001,967.83578,E09000003,6
E01000175,2,1.0,5.492731813314407e-18,33.632929999999995,74.70697,108.3399,E09000003,5
E01000176,1,0.9999280428929648,0.0007583864147122,96.33294999999998,200.73827,297.07122,E09000003,5
E01000178,1,1.0,2.1589512136430947e-18,235.46993999999995,224.9299000000001,460.39984,E09000003,5
E01000180,0,1.0,2.3863746179244402e-73,37.60513,43.54368,81.14881,E09000003,5
E01000181,1,1.0,1.9282026838778536e-15,212.40227,209.89971000000003,422.30198000000007,E09000003,3
E01000182,1,1.0,1.73252193156979e-21,1351.5899999999997,1143.69448,2495.28448,E09000003,6
E01000183,1,0.9999999999977832,6.182280114919723e-11,176.12883,163.06536999999997,339.1942,E09000003,6
E01000184,1,0.9999999715752784,5.223332350077196e-07,244.21896000000004,694.80056,939.01952,E09000003,7
E01000185,0,0.9767251127205818,0.1105243291460786,94.60419,47.47794,142.08213,E09000003,6
E01000186,1,0.9997713353460568,0.0021455923878647,143.55047,255.57738000000003,399.12785,E09000003,5
E01000187,2,0.9999712343066904,0.0003295487776122,68.84893000000001,222.6323,291.48123,E09000003,7
E01000188,2,0.9865345514447956,0.0713785261874453,89.74984,684.87782,774.6276600000001,E09000003,7
E01000189,2,1.0,2.965856291903452e-14,148.44911000000002,62.61323,211.06234,E09000003,6
E01000190,2,1.0,3.0066400809181803e-76,62.69650999999999,22.94178,85.63828999999998,E09000003,5
E01000191,2,0.9767266963951258,0.110518413326825,206.86609,259.70963000000006,466.5757200000001,E09000003,7
E01000192,2,0.9794348913104612,0.1002303422433757,148.19019,159.92338,308.11357,E09000003,5
E01000193,1,1.0,1.5854071991384244e-16,5772.654230000001,6695.562260000001,12468.216490000004,E09000003,3
E01000194,1,1.0,1.5460695055197317e-15,3681.12521,1761.989999999999,5443.11521,E09000003,2
E01000195,0,1.0,-0.0,120.58844,0.0,120.58844,E09000003,6
E01000196,1,1.0,7.539210376583635e-21,1494.851039999999,1704.4183599999992,3199.2693999999983,E09000003,3
E01000197,1,0.999999995722419,8.67056183432624e-08,161.51583000000002,213.64635999999996,375.16219,E09000003,5
E01000198,2,0.9999999920236746,1.5670965591052828e-07,131.55182000000002,211.74074,343.29256,E09000003,5
E01000199,2,1.0,5.422261809326499e-21,32.43852999999999,43.518640000000005,75.95716999999999,E09000003,4
E01000200,2,0.9999607116650832,0.0004378513341599,143.01649999999998,231.76608,374.78258,E09000003,5
E01000201,1,0.9999998052997702,3.2031699092157496e-06,122.53643999999996,298.02486,420.5613,E09000003,5
E01000202,1,1.0,9.775670846856245e-16,171.14149999999998,223.22784,394.36934,E09000003,6
E01000203,1,1.0,3.74494435450425e-21,772.7896999999999,926.93231,1699.72201,E09000003,6
E01000204,2,1.0,2.9802212052737985e-20,69.04759000000001,28.81513,97.86272,E09000003,4
E01000205,1,0.9999999999977832,6.235680161043136e-11,83.42331,207.35231000000005,290.77562000000006,E09000003,7
E01000206,2,1.0,3.4995268296311694e-17,200.34896,159.20809,359.55705,E09000003,7
E01000207,2,1.0,1.0413442250673854e-26,29.13371,39.24005,68.37376,E09000003,6
E01000208,1,1.0,8.006491468314772e-16,2719.3015599999994,1463.879229999999,4183.180789999999,E09000003,5
E01000209,2,1.0,3.85302626771503e-23,22.96617,41.92801,64.89418,E09000003,6
E01000210,1,0.9999999999995453,1.4073475626713083e-11,519.5482399999999,726.2338799999999,1245.7821199999998,E09000003,5
E01000211,1,1.0,1.1587742273661606e-18,1868.43419,2699.92488,4568.35907,E09000003,5
E01000212,1,0.9967798726375507,0.0216931046872897,134.38300000000004,99.11564,233.49864,E09000003,6
E01000213,2,1.0,6.062385634688206e-35,50.27667999999999,57.67884,107.95552,E09000003,7
E01000214,1,1.0,2.0445581175269496e-23,2774.306220000001,5150.352529999999,7924.65875,E09000003,5
E01000215,1,1.0,5.909211960667616e-17,317.2416400000001,424.2711700000001,741.5128100000002,E09000003,5
E01000218,1,1.0,4.6188357026130026e-17,697.45025,745.1357500000001,1442.5860000000002,E09000003,4
E01000219,1,1.0,4.3605599218177463e-14,281.80913,382.42280000000005,664.23193,E09000003,5
E01000221,1,1.0,1.1769265499489692e-15,952.0694799999998,982.57866,1934.64814,E09000003,5
E01000222,1,1.0,4.458544980873764e-19,544.2914900000001,1065.2298999999998,1609.52139,E09000003,4
E01000223,1,1.0,2.861649546044148e-21,1269.25136,1838.12277,3107.37413,E09000003,4
E01000224,1,0.9999999999918144,2.1678439783687142e-10,305.87696,163.44897,469.32593,E09000003,5
E01000225,2,1.0,1.6749190912813648e-23,22.402800000000003,13.599900000000002,36.002700000000004,E09000003,5
E01000226,2,0.9993550941843854,0.0053824379490849,56.02591000000001,287.63574000000006,343.66165000000007,E09000003,5
E01000227,2,1.0,8.082795529031664e-16,100.52903,72.36737000000001,172.8964,E09000003,5
E01000228,2,1.0,2.1366859628505036e-14,89.35510000000001,118.60493,207.96003,E09000003,7
E01000229,1,0.99999999999892,3.122192170720592e-11,171.84809,347.2988,519.14689,E09000003,5
E01000230,1,1.0,4.380408901454589e-16,154.79791999999998,151.8183,306.61622,E09000003,5
E01000231,1,0.999999882891309,1.986182692397209e-06,158.43833000000006,308.99262,467.43095000000005,E09000003,5
E01000232,1,0.9999999628296344,6.730715853056539e-07,184.66419,262.94017999999994,447.6043699999999,E09000003,5
E01000233,1,0.9999999770946604,4.258538209055457e-07,394.86747,585.60043,980.4679,E09000003,4
E01000234,2,0.5669988424120165,0.6841424296514449,90.4339,170.22629,260.66019,E09000003,5
E01000235,1,0.9999999993724488,1.3925277877047285e-08,361.29047,679.68863,1040.9791,E09000003,6
E01000236,1,1.0,2.3039256821869855e-15,349.06551000000013,403.45752,752.5230300000001,E09000003,5
E01000237,1,1.0,1.5009309470372276e-21,778.9941600000003,1073.97524,1852.9694000000004,E09000003,5
E01000238,2,1.0,2.62139918388414e-18,34.57451999999999,57.330070000000006,91.90459,E09000003,5
E01000239,1,1.0,1.6540242194072292e-20,569.3679299999999,1316.34817,1885.7161,E09000003,4
E01000240,1,1.0,2.2314902141681592e-14,239.17408,492.62218,731.79626,E09000003,5
E01000242,1,0.9905523845113908,0.0534475618729253,153.93285,224.33344,378.26629,E09000003,5
E01000243,1,0.9999999999926104,1.9706703947469044e-10,957.7963200000002,1273.9476799999998,2231.744,E09000003,2
E01000244,1,0.9999999927999852,1.4219452207599926e-07,1074.85722,1114.3666500000004,2189.2238700000007,E09000003,4
E01000245,1,0.9999999995321218,1.0519354444525945e-08,450.30526,589.8253899999999,1040.1306499999998,E09000003,3
E01000246,1,0.9999136354403164,0.0008944682428422,407.6984699999999,260.19559000000004,667.8940599999999,E09000003,5
E01000247,2,1.0,9.084656253882238e-19,27.85579,58.556740000000005,86.41253,E09000003,4
E01000248,2,0.9940610790246354,0.0363655124728274,1130.9397700000002,833.41148,1964.35125,E09000003,4
E01000249,2,1.0,1.1826110304553953e-36,26.40573,20.31678,46.72251,E09000003,4
E01000250,1,1.0,1.4432692953608812e-14,2863.18087,2489.00586,5352.18673,E09000003,6
E01000251,1,0.9999999999579928,1.0457817223812895e-09,728.4138399999999,976.55324,1704.96708,E09000003,2
E01000252,2,1.0,6.025831859505117e-20,40.08118999999999,52.356950000000005,92.43814,E09000003,4
E01000253,2,1.0,7.674012305629989e-16,95.11399,87.87631999999998,182.99031,E09000003,7
E01000255,1,0.9999884411315196,0.000142960684015,251.41109,311.52694,562.93803,E09000003,7
E01000256,1,0.999999969925114,5.509591629921763e-07,181.55159,355.0247500000001,536.5763400000001,E09000003,7
E01000257,1,0.9999999995774828,9.541899987525782e-09,1069.74563,1058.12303,2127.86866,E09000003,5
E01000258,1,1.0,4.3760342084231406e-13,114.17688,190.02420999999995,304.20109,E09000003,5
E01000259,2,0.9977339364671424,0.0160631662718943,91.45687,134.28466000000003,225.74153000000004,E09000003,5
E01000260,1,1.0,2.0637273498214038e-17,272.94249999999994,611.7822999999999,884.7247999999997,E09000003,6
E01000261,2,0.9989190512265296,0.0084631538013563,212.86747,169.25179999999995,382.1192699999999,E09000003,7
E01000263,1,1.0,5.781528684206733e-13,234.69831,333.7525899999999,568.4508999999999,E09000003,5
E01000264,1,0.9999999999999432,1.4282633518870853e-12,2546.9938299999994,2595.711950000001,5142.70578,E09000003,5
E01000265,1,1.0,8.090634193449562e-20,297.571,550.22456,847.79556,E09000003,5
E01000266,2,1.0,8.556850552060904e-20,50.4556,52.35847,102.81407,E09000003,7
E01000267,2,1.0,4.2863816886679024e-20,34.756919999999994,37.50905,72.26596999999998,E09000003,6
E01000268,1,1.0,2.0723203890491006e-17,1033.43953,1374.30245,2407.74198,E09000003,4
E01000269,1,0.9999999999998864,3.769350374800298e-12,76.93381,248.32341,325.25722,E09000003,6
E01000270,2,1.0,8.873058868156147e-22,30.63264000000001,77.93835999999997,108.57099999999998,E09000003,4
E01000271,1,1.0,3.672154220031967e-15,236.79864999999995,326.99387,563.79252,E09000003,6
E01000272,2,1.0,1.578345344181348e-66,9.37276,9.21422,18.58698,E09000003,5
E01000273,1,0.999999999999602,1.2319563332121649e-11,1593.2714300000002,1339.9077800000005,2933.1792100000007,E09000003,5
E01000274,1,0.9999999999560032,1.0935040462612223e-09,326.06219,677.7469400000001,1003.80913,E09000003,4
E01000275,2,1.0,3.239183588430631e-43,13.10518,13.174639999999998,26.27982,E09000003,4
E01000276,2,1.0,3.5241949972345976e-25,19.58757,18.96063,38.5482,E09000003,7
E01000277,2,1.0,5.095724259842216e-47,41.75666,19.70144,61.4581,E09000003,4
E01000278,1,0.982367414206807,0.0886767081433992,170.98881,227.00041,397.98922,E09000003,7
E01000279,2,0.9999999124593768,1.5101776022709851e-06,75.76579000000001,73.67859,149.44438000000002,E09000003,7
E01000280,2,1.0,6.166653801772855e-28,42.33308,25.26382,67.59689999999999,E09000003,7
E01000281,1,1.0,5.899829677924074e-19,845.5772099999999,1184.8606100000002,2030.43782,E09000003,3
E01000282,1,0.9999993475076816,9.945592438374771e-06,616.0008199999999,339.95413999999994,955.9549599999998,E09000003,5
E01000283,2,1.0,8.828923550518195e-19,33.122440000000005,36.26918,69.39162,E09000003,5
E01000284,1,1.0,4.403344917798216e-18,255.38875,286.63967,542.02842,E09000003,5
E01000285,2,0.9676905428241386,0.1426806216908451,49.94531,294.54015000000004,344.48546000000005,E09000003,6
E01000286,2,1.0,6.83699349919635e-19,200.29135,41.80005,242.0914,E09000003,3
E01000287,2,0.5599731075002117,0.6859362842355041,75.65498000000001,304.24228,379.89726,E09000003,6
E01000288,1,0.9999999801034962,3.727156006636503e-07,157.80644000000004,329.5733600000001,487.37980000000016,E09000003,5
E01000289,2,1.0,6.161435435263129e-16,54.68422999999999,100.1632,154.84742999999995,E09000003,6
E01000290,2,0.9999999999997726,7.53319461859928e-12,69.00354999999999,157.39523000000003,226.39878,E09000003,7
E01000292,1,0.9999999682935942,5.791855913778964e-07,93.91467,209.67224,303.58691,E09000003,5
E01000293,1,0.9999999999997726,7.316472099350884e-12,438.56906000000015,457.5845000000001,896.1535600000002,E09000003,4
E01000294,0,1.0,-0.0,0.0,216.83585,216.83585,E09000003,2
E01000296,1,1.0,2.062008443080935e-20,2752.948540000001,2007.01216,4759.9607000000005,E09000003,5
E01000297,1,0.9998040155403076,0.0018691777155568,119.43301999999998,184.28091,303.71393,E09000003,5
E01000298,1,1.0,1.0972172006980765e-18,980.22052,698.3473299999999,1678.56785,E09000003,4
E01000299,1,1.0,1.4560714336009548e-14,1004.20903,942.63289,1946.84192,E09000003,2
E01000301,1,1.0,3.1238800936696274e-16,157.93487999999996,366.89753,524.83241,E09000003,6
E01000302,1,1.0,1.046776577718692e-21,631.89002,889.17894,1521.06896,E09000003,4
E01000304,2,1.0,-0.0,5.305770000000001,0.0561399999999999,5.361910000000001,E09000003,4
E01000305,1,1.0,6.740987314294186e-19,824.34034,1289.4686499999998,2113.8089899999995,E09000003,5
E01000307,1,0.9999999995918074,9.233096713666418e-09,6494.9562,5287.198009999999,11782.15421,E09000003,3
E01000308,1,1.0,5.224078917626987e-17,958.1019999999996,821.06499,1779.1669899999995,E09000003,5
E01000309,1,1.0,1.0131084898439121e-17,478.9663499999999,905.77492,1384.74127,E09000003,4
E01000310,1,1.0,2.0843134848053138e-23,2758.24067,2944.989109999999,5703.22978,E09000003,5
E01000311,1,1.0,7.744461090024562e-15,1098.81223,675.6124800000001,1774.4247100000002,E09000003,5
E01000312,1,1.0,3.0321082180402175e-13,772.1296400000001,790.8585299999999,1562.98817,E09000003,4
E01000313,1,1.0,3.3756876852164153e-19,2506.03992,2833.6585200000004,5339.69844,E09000003,4
E01000314,1,1.0,8.618783156778622e-15,785.13443,708.90366,1494.03809,E09000003,4
E01000315,2,1.0,2.9167063933728684e-18,60.531740000000006,79.14299,139.67473,E09000003,6
E01000316,1,1.0,8.212259164586201e-22,1280.37414,1423.85827,2704.23241,E09000003,3
E01000318,1,0.9999999999990336,2.8311972216555708e-11,239.03758,518.47875,757.5163299999999,E09000003,5
E01000321,1,1.0,1.2243908922375438e-20,804.0936899999999,817.24025,1621.33394,E09000003,3
E01000323,1,1.0,8.884011945038811e-23,5725.32808,6286.159879999998,12011.48796,E09000003,3
E01000324,1,1.0,2.915532202413633e-17,237.22689,297.57448000000005,534.80137,E09000003,5
E01000325,2,0.9956666962517596,0.0279032547232274,80.30318999999999,56.98804999999998,137.29123999999996,E09000004,6
E01000326,2,0.9994403236406002,0.0047504613590622,111.22655,217.29810999999995,328.5246599999999,E09000004,6
E01000327,1,0.9999995801342464,6.587550677245829e-06,109.85433999999998,160.19590000000002,270.05024000000003,E09000004,5
E01000328,2,1.0,2.658197179731542e-25,11.320879999999995,22.85145,34.172329999999995,E09000004,7
E01000329,2,0.9979356972383642,0.0148256777780821,83.41532000000001,120.21135000000002,203.62667000000005,E09000004,6
