OA21CD,LSOA21CD,LSOA21NM,MSOA21CD,MSOA21NM,LAD22CD,LAD22NM
E00183142,E01035485,Hammersmith and Fulham 001G,E02000372,Hammersmith and Fulham 001,E09000013,Hammersmith and Fulham
E00183143,E01001898,Hammersmith and Fulham 013C,E02000384,Hammersmith and Fulham 013,E09000013,Hammersmith and Fulham
E00183144,E01035486,Hammersmith and Fulham 023G,E02000394,Hammersmith and Fulham 023,E09000013,Hammersmith and Fulham
E00183148,E01001931,Hammersmith and Fulham 011B,E02000382,Hammersmith and Fulham 011,E09000013,Hammersmith and Fulham
E00183151,E01032788,Hammersmith and Fulham 023D,E02000394,Hammersmith and Fulham 023,E09000013,Hammersmith and Fulham
E00183152,E01001883,Hammersmith and Fulham 017D,E02000388,Hammersmith and Fulham 017,E09000013,Hammersmith and Fulham
E00183157,E01035485,Hammersmith and Fulham 001G,E02000372,Hammersmith and Fulham 001,E09000013,Hammersmith and Fulham
E00183158,E01001931,Hammersmith and Fulham 011B,E02000382,Hammersmith and Fulham 011,E09000013,Hammersmith and Fulham
E00183160,E01035484,Hammersmith and Fulham 001F,E02000372,Hammersmith and Fulham 001,E09000013,Hammersmith and Fulham
E00183165,E01001877,Hammersmith and Fulham 001D,E02000372,Hammersmith and Fulham 001,E09000013,Hammersmith and Fulham
E00183168,E01001943,Hammersmith and Fulham 004A,E02000375,Hammersmith and Fulham 004,E09000013,Hammersmith and Fulham
E00183172,E01001943,Hammersmith and Fulham 004A,E02000375,Hammersmith and Fulham 004,E09000013,Hammersmith and Fulham
E00183180,E01001898,Hammersmith and Fulham 013C,E02000384,Hammersmith and Fulham 013,E09000013,Hammersmith and Fulham
E00183182,E01035486,Hammersmith and Fulham 023G,E02000394,Hammersmith and Fulham 023,E09000013,Hammersmith and Fulham
E00183184,E01001959,Hammersmith and Fulham 003C,E02000374,Hammersmith and Fulham 003,E09000013,Hammersmith and Fulham
E00183185,E01001883,Hammersmith and Fulham 017D,E02000388,Hammersmith and Fulham 017,E09000013,Hammersmith and Fulham
E00183187,E01032788,Hammersmith and Fulham 023D,E02000394,Hammersmith and Fulham 023,E09000013,Hammersmith and Fulham
E00183198,E01001877,Hammersmith and Fulham 001D,E02000372,Hammersmith and Fulham 001,E09000013,Hammersmith and Fulham
E00183207,E01001959,Hammersmith and Fulham 003C,E02000374,Hammersmith and Fulham 003,E09000013,Hammersmith and Fulham
E00183211,E01035486,Hammersmith and Fulham 023G,E02000394,Hammersmith and Fulham 023,E09000013,Hammersmith and Fulham
E00183215,E01001946,Hammersmith and Fulham 004D,E02000375,Hammersmith and Fulham 004,E09000013,Hammersmith and Fulham
E00183216,E01001955,Hammersmith and Fulham 002A,E02000373,Hammersmith and Fulham 002,E09000013,Hammersmith and Fulham
E00183220,E01001891,Hammersmith and Fulham 018B,E02000389,Hammersmith and Fulham 018,E09000013,Hammersmith and Fulham
E00183221,E01001894,Hammersmith and Fulham 013B,E02000384,Hammersmith and Fulham 013,E09000013,Hammersmith and Fulham
E00190143,E01035485,Hammersmith and Fulham 001G,E02000372,Hammersmith and Fulham 001,E09000013,Hammersmith and Fulham
E00009832,E01001968,Haringey 014B,E02000410,Haringey 014,E09000014,Haringey
E00009833,E01001967,Haringey 014A,E02000410,Haringey 014,E09000014,Haringey
E00009834,E01001968,Haringey 014B,E02000410,Haringey 014,E09000014,Haringey
E00009835,E01001964,Haringey 009B,E02000405,Haringey 009,E09000014,Haringey
E00009836,E01001968,Haringey 014B,E02000410,Haringey 014,E09000014,Haringey
E00009837,E01001965,Haringey 009C,E02000405,Haringey 009,E09000014,Haringey
E00009838,E01001965,Haringey 009C,E02000405,Haringey 009,E09000014,Haringey
E00009839,E01001965,Haringey 009C,E02000405,Haringey 009,E09000014,Haringey
E00009840,E01001962,Haringey 004A,E02000400,Haringey 004,E09000014,Haringey
E00009841,E01001965,Haringey 009C,E02000405,Haringey 009,E09000014,Haringey
E00009842,E01001964,Haringey 009B,E02000405,Haringey 009,E09000014,Haringey
E00009843,E01001962,Haringey 004A,E02000400,Haringey 004,E09000014,Haringey
E00009844,E01001963,Haringey 009A,E02000405,Haringey 009,E09000014,Haringey
E00009845,E01001964,Haringey 009B,E02000405,Haringey 009,E09000014,Haringey
E00009846,E01001963,Haringey 009A,E02000405,Haringey 009,E09000014,Haringey
E00009847,E01001965,Haringey 009C,E02000405,Haringey 009,E09000014,Haringey
E00009848,E01001968,Haringey 014B,E02000410,Haringey 014,E09000014,Haringey
E00009849,E01001966,Haringey 009D,E02000405,Haringey 009,E09000014,Haringey
E00010218,E01002034,Haringey 037A,E02006794,Haringey 037,E09000014,Haringey
E00010219,E01002038,Haringey 037B,E02006794,Haringey 037,E09000014,Haringey
E00010220,E01002037,Haringey 002B,E02000398,Haringey 002,E09000014,Haringey
E00010221,E01002037,Haringey 002B,E02000398,Haringey 002,E09000014,Haringey
E00010222,E01002034,Haringey 037A,E02006794,Haringey 037,E09000014,Haringey
E00010223,E01002039,Haringey 002C,E02000398,Haringey 002,E09000014,Haringey
E00010224,E01002039,Haringey 002C,E02000398,Haringey 002,E09000014,Haringey
E00010225,E01002041,Haringey 037C,E02006794,Haringey 037,E09000014,Haringey
E00010226,E01032575,Haringey 037D,E02006794,Haringey 037,E09000014,Haringey
E00010227,E01002038,Haringey 037B,E02006794,Haringey 037,E09000014,Haringey
E00010228,E01002039,Haringey 002C,E02000398,Haringey 002,E09000014,Haringey
E00010229,E01002039,Haringey 002C,E02000398,Haringey 002,E09000014,Haringey
E00010230,E01002041,Haringey 037C,E02006794,Haringey 037,E09000014,Haringey
E00010231,E01002039,Haringey 002C,E02000398,Haringey 002,E09000014,Haringey
E00010232,E01002041,Haringey 037C,E02006794,Haringey 037,E09000014,Haringey
E00010233,E01002036,Haringey 002A,E02000398,Haringey 002,E09000014,Haringey
E00010234,E01002040,Haringey 002D,E02000398,Haringey 002,E09000014,Haringey
E00010235,E01002038,Haringey 037B,E02006794,Haringey 037,E09000014,Haringey
E00010236,E01002041,Haringey 037C,E02006794,Haringey 037,E09000014,Haringey
E00010237,E01002040,Haringey 002D,E02000398,Haringey 002,E09000014,Haringey
E00010238,E01002038,Haringey 037B,E02006794,Haringey 037,E09000014,Haringey
E00010239,E01002040,Haringey 002D,E02000398,Haringey 002,E09000014,Haringey
E00010240,E01002040,Haringey 002D,E02000398,Haringey 002,E09000014,Haringey
E00010241,E01002041,Haringey 037C,E02006794,Haringey 037,E09000014,Haringey
E00010242,E01002040,Haringey 002D,E02000398,Haringey 002,E09000014,Haringey
E00010243,E01002040,Haringey 002D,E02000398,Haringey 002,E09000014,Haringey
E00010244,E01002038,Haringey 037B,E02006794,Haringey 037,E09000014,Haringey
E00010245,E01002037,Haringey 002B,E02000398,Haringey 002,E09000014,Haringey
E00010247,E01002034,Haringey 037A,E02006794,Haringey 037,E09000014,Haringey
E00010248,E01002036,Haringey 002A,E02000398,Haringey 002,E09000014,Haringey
E00010249,E01002036,Haringey 002A,E02000398,Haringey 002,E09000014,Haringey
E00010250,E01002036,Haringey 002A,E02000398,Haringey 002,E09000014,Haringey
E00010252,E01032575,Haringey 037D,E02006794,Haringey 037,E09000014,Haringey
E00010253,E01002034,Haringey 037A,E02006794,Haringey 037,E09000014,Haringey
E00010254,E01002049,Haringey 026D,E02000422,Haringey 026,E09000014,Haringey
E00010256,E01002045,Haringey 026B,E02000422,Haringey 026,E09000014,Haringey
E00010257,E01002045,Haringey 026B,E02000422,Haringey 026,E09000014,Haringey
E00010258,E01002043,Haringey 026A,E02000422,Haringey 026,E09000014,Haringey
E00010259,E01002048,Haringey 027D,E02000423,Haringey 027,E09000014,Haringey
E00010260,E01002048,Haringey 027D,E02000423,Haringey 027,E09000014,Haringey
E00010261,E01002048,Haringey 027D,E02000423,Haringey 027,E09000014,Haringey
E00010262,E01002049,Haringey 026D,E02000422,Haringey 026,E09000014,Haringey
E00010263,E01002049,Haringey 026D,E02000422,Haringey 026,E09000014,Haringey
E00010264,E01002046,Haringey 026C,E02000422,Haringey 026,E09000014,Haringey
E00010265,E01002045,Haringey 026B,E02000422,Haringey 026,E09000014,Haringey
E00010266,E01002043,Haringey 026A,E02000422,Haringey 026,E09000014,Haringey
E00010267,E01002045,Haringey 026B,E02000422,Haringey 026,E09000014,Haringey
E00010268,E01002042,Haringey 027A,E02000423,Haringey 027,E09000014,Haringey
E00010269,E01002043,Haringey 026A,E02000422,Haringey 026,E09000014,Haringey
E00010270,E01002042,Haringey 027A,E02000423,Haringey 027,E09000014,Haringey
E00010322,E01002053,Haringey 032A,E02000428,Haringey 032,E09000014,Haringey
E00010483,E01002086,Haringey 013B,E02000409,Haringey 013,E09000014,Haringey
E00010428,E01002074,Haringey 012A,E02000408,Haringey 012,E09000014,Haringey
E00010271,E01002042,Haringey 027A,E02000423,Haringey 027,E09000014,Haringey
E00010324,E01002055,Haringey 029D,E02000425,Haringey 029,E09000014,Haringey
E00170314,E01033946,Haringey 020H,E02000416,Haringey 020,E09000014,Haringey
E00010533,E01002100,Haringey 008B,E02000404,Haringey 008,E09000014,Haringey
E00010373,E01002068,Haringey 025B,E02000421,Haringey 025,E09000014,Haringey
E00010325,E01002056,Haringey 032C,E02000428,Haringey 032,E09000014,Haringey
E00010326,E01002058,Haringey 031D,E02000427,Haringey 031,E09000014,Haringey
E00010327,E01002058,Haringey 031D,E02000427,Haringey 031,E09000014,Haringey
E00010328,E01002058,Haringey 031D,E02000427,Haringey 031,E09000014,Haringey
E00010329,E01002052,Haringey 029C,E02000425,Haringey 029,E09000014,Haringey
E00010330,E01002050,Haringey 029A,E02000425,Haringey 029,E09000014,Haringey
E00010331,E01002051,Haringey 029B,E02000425,Haringey 029,E09000014,Haringey
E00010332,E01002050,Haringey 029A,E02000425,Haringey 029,E09000014,Haringey
E00010333,E01002052,Haringey 029C,E02000425,Haringey 029,E09000014,Haringey
E00010334,E01002060,Haringey 028D,E02000424,Haringey 028,E09000014,Haringey
E00010335,E01002063,Haringey 036B,E02000432,Haringey 036,E09000014,Haringey
E00010336,E01002064,Haringey 036C,E02000432,Haringey 036,E09000014,Haringey
E00010337,E01002065,Haringey 036D,E02000432,Haringey 036,E09000014,Haringey
E00010338,E01002060,Haringey 028D,E02000424,Haringey 028,E09000014,Haringey
E00010339,E01002059,Haringey 028C,E02000424,Haringey 028,E09000014,Haringey
E00010340,E01002060,Haringey 028D,E02000424,Haringey 028,E09000014,Haringey
E00010341,E01002060,Haringey 028D,E02000424,Haringey 028,E09000014,Haringey
E00010342,E01002060,Haringey 028D,E02000424,Haringey 028,E09000014,Haringey
E00010343,E01002059,Haringey 028C,E02000424,Haringey 028,E09000014,Haringey
E00010344,E01002059,Haringey 028C,E02000424,Haringey 028,E09000014,Haringey
E00010345,E01002061,Haringey 036A,E02000432,Haringey 036,E09000014,Haringey
E00010346,E01002061,Haringey 036A,E02000432,Haringey 036,E09000014,Haringey
E00010347,E01002061,Haringey 036A,E02000432,Haringey 036,E09000014,Haringey
E00010348,E01002061,Haringey 036A,E02000432,Haringey 036,E09000014,Haringey
E00010349,E01002062,Haringey 034D,E02000430,Haringey 034,E09000014,Haringey
E00010350,E01002062,Haringey 034D,E02000430,Haringey 034,E09000014,Haringey
E00010351,E01002062,Haringey 034D,E02000430,Haringey 034,E09000014,Haringey
E00010352,E01002061,Haringey 036A,E02000432,Haringey 036,E09000014,Haringey
E00010353,E01002063,Haringey 036B,E02000432,Haringey 036,E09000014,Haringey
E00010354,E01002061,Haringey 036A,E02000432,Haringey 036,E09000014,Haringey
E00010355,E01002062,Haringey 034D,E02000430,Haringey 034,E09000014,Haringey
E00010356,E01002063,Haringey 036B,E02000432,Haringey 036,E09000014,Haringey
E00010357,E01002062,Haringey 034D,E02000430,Haringey 034,E09000014,Haringey
E00010358,E01002062,Haringey 034D,E02000430,Haringey 034,E09000014,Haringey
E00010359,E01002063,Haringey 036B,E02000432,Haringey 036,E09000014,Haringey
E00010360,E01002063,Haringey 036B,E02000432,Haringey 036,E09000014,Haringey
E00010361,E01002064,Haringey 036C,E02000432,Haringey 036,E09000014,Haringey
E00010362,E01002065,Haringey 036D,E02000432,Haringey 036,E09000014,Haringey
E00010363,E01002063,Haringey 036B,E02000432,Haringey 036,E09000014,Haringey
E00010364,E01002064,Haringey 036C,E02000432,Haringey 036,E09000014,Haringey
E00010365,E01002064,Haringey 036C,E02000432,Haringey 036,E09000014,Haringey
E00010366,E01002065,Haringey 036D,E02000432,Haringey 036,E09000014,Haringey
E00010367,E01002065,Haringey 036D,E02000432,Haringey 036,E09000014,Haringey
E00010368,E01002065,Haringey 036D,E02000432,Haringey 036,E09000014,Haringey
E00010369,E01002064,Haringey 036C,E02000432,Haringey 036,E09000014,Haringey
E00010370,E01002065,Haringey 036D,E02000432,Haringey 036,E09000014,Haringey
E00010371,E01002059,Haringey 028C,E02000424,Haringey 028,E09000014,Haringey
E00010372,E01002059,Haringey 028C,E02000424,Haringey 028,E09000014,Haringey
E00010484,E01002085,Haringey 019C,E02000415,Haringey 019,E09000014,Haringey
E00010374,E01002069,Haringey 024B,E02000420,Haringey 024,E09000014,Haringey
E00010485,E01002086,Haringey 013B,E02000409,Haringey 013,E09000014,Haringey
E00010486,E01002085,Haringey 019C,E02000415,Haringey 019,E09000014,Haringey
E00010487,E01002084,Haringey 019B,E02000415,Haringey 019,E09000014,Haringey
E00010488,E01002084,Haringey 019B,E02000415,Haringey 019,E09000014,Haringey
E00010489,E01002087,Haringey 019D,E02000415,Haringey 019,E09000014,Haringey
E00010490,E01002085,Haringey 019C,E02000415,Haringey 019,E09000014,Haringey
E00010491,E01002085,Haringey 019C,E02000415,Haringey 019,E09000014,Haringey
E00010492,E01002086,Haringey 013B,E02000409,Haringey 013,E09000014,Haringey
E00010493,E01002087,Haringey 019D,E02000415,Haringey 019,E09000014,Haringey
E00010494,E01002095,Haringey 006D,E02000402,Haringey 006,E09000014,Haringey
E00010495,E01002092,Haringey 006B,E02000402,Haringey 006,E09000014,Haringey
E00010496,E01002094,Haringey 006C,E02000402,Haringey 006,E09000014,Haringey
E00010497,E01002097,Haringey 005D,E02000401,Haringey 005,E09000014,Haringey
E00010498,E01002096,Haringey 005C,E02000401,Haringey 005,E09000014,Haringey
E00010499,E01002094,Haringey 006C,E02000402,Haringey 006,E09000014,Haringey
E00010500,E01002094,Haringey 006C,E02000402,Haringey 006,E09000014,Haringey
E00010501,E01002092,Haringey 006B,E02000402,Haringey 006,E09000014,Haringey
E00010502,E01002095,Haringey 006D,E02000402,Haringey 006,E09000014,Haringey
E00010503,E01002095,Haringey 006D,E02000402,Haringey 006,E09000014,Haringey
E00010504,E01002097,Haringey 005D,E02000401,Haringey 005,E09000014,Haringey
E00010505,E01002097,Haringey 005D,E02000401,Haringey 005,E09000014,Haringey
E00010506,E01002095,Haringey 006D,E02000402,Haringey 006,E09000014,Haringey
E00010507,E01002097,Haringey 005D,E02000401,Haringey 005,E09000014,Haringey
E00010508,E01002094,Haringey 006C,E02000402,Haringey 006,E09000014,Haringey
E00010509,E01002095,Haringey 006D,E02000402,Haringey 006,E09000014,Haringey
E00010510,E01002097,Haringey 005D,E02000401,Haringey 005,E09000014,Haringey
E00010511,E01002090,Haringey 005A,E02000401,Haringey 005,E09000014,Haringey
E00010512,E01002090,Haringey 005A,E02000401,Haringey 005,E09000014,Haringey
E00010513,E01002091,Haringey 006A,E02000402,Haringey 006,E09000014,Haringey
E00010514,E01002091,Haringey 006A,E02000402,Haringey 006,E09000014,Haringey
E00010515,E01002090,Haringey 005A,E02000401,Haringey 005,E09000014,Haringey
E00010516,E01002090,Haringey 005A,E02000401,Haringey 005,E09000014,Haringey
E00010517,E01002091,Haringey 006A,E02000402,Haringey 006,E09000014,Haringey
E00010518,E01002092,Haringey 006B,E02000402,Haringey 006,E09000014,Haringey
E00010519,E01002093,Haringey 005B,E02000401,Haringey 005,E09000014,Haringey
E00010520,E01002093,Haringey 005B,E02000401,Haringey 005,E09000014,Haringey
E00010521,E01002093,Haringey 005B,E02000401,Haringey 005,E09000014,Haringey
E00010522,E01002092,Haringey 006B,E02000402,Haringey 006,E09000014,Haringey
E00010523,E01002091,Haringey 006A,E02000402,Haringey 006,E09000014,Haringey
E00010524,E01002093,Haringey 005B,E02000401,Haringey 005,E09000014,Haringey
E00010525,E01002091,Haringey 006A,E02000402,Haringey 006,E09000014,Haringey
E00010526,E01002096,Haringey 005C,E02000401,Haringey 005,E09000014,Haringey
E00010527,E01002093,Haringey 005B,E02000401,Haringey 005,E09000014,Haringey
E00010528,E01002092,Haringey 006B,E02000402,Haringey 006,E09000014,Haringey
E00010529,E01002096,Haringey 005C,E02000401,Haringey 005,E09000014,Haringey
E00010530,E01002096,Haringey 005C,E02000401,Haringey 005,E09000014,Haringey
E00010531,E01002098,Haringey 007A,E02000403,Haringey 007,E09000014,Haringey
E00010532,E01002105,Haringey 007D,E02000403,Haringey 007,E09000014,Haringey
E00010375,E01002069,Haringey 024B,E02000420,Haringey 024,E09000014,Haringey
E00010376,E01002068,Haringey 025B,E02000421,Haringey 025,E09000014,Haringey
E00010377,E01002068,Haringey 025B,E02000421,Haringey 025,E09000014,Haringey
E00010378,E01002066,Haringey 025A,E02000421,Haringey 025,E09000014,Haringey
E00010379,E01002071,Haringey 025C,E02000421,Haringey 025,E09000014,Haringey
E00010380,E01002067,Haringey 024A,E02000420,Haringey 024,E09000014,Haringey
E00010381,E01002068,Haringey 025B,E02000421,Haringey 025,E09000014,Haringey
E00010382,E01002069,Haringey 024B,E02000420,Haringey 024,E09000014,Haringey
E00010383,E01002066,Haringey 025A,E02000421,Haringey 025,E09000014,Haringey
E00010385,E01002069,Haringey 024B,E02000420,Haringey 024,E09000014,Haringey
E00010429,E01002074,Haringey 012A,E02000408,Haringey 012,E09000014,Haringey
E00010386,E01002069,Haringey 024B,E02000420,Haringey 024,E09000014,Haringey
E00010387,E01002071,Haringey 025C,E02000421,Haringey 025,E09000014,Haringey
E00010388,E01002071,Haringey 025C,E02000421,Haringey 025,E09000014,Haringey
E00010389,E01002070,Haringey 024C,E02000420,Haringey 024,E09000014,Haringey
E00010390,E01002073,Haringey 024D,E02000420,Haringey 024,E09000014,Haringey
E00010391,E01002070,Haringey 024C,E02000420,Haringey 024,E09000014,Haringey
E00010392,E01002071,Haringey 025C,E02000421,Haringey 025,E09000014,Haringey
E00010393,E01002071,Haringey 025C,E02000421,Haringey 025,E09000014,Haringey
E00010394,E01002072,Haringey 025D,E02000421,Haringey 025,E09000014,Haringey
E00010395,E01002073,Haringey 024D,E02000420,Haringey 024,E09000014,Haringey
E00010396,E01002073,Haringey 024D,E02000420,Haringey 024,E09000014,Haringey
E00010397,E01002072,Haringey 025D,E02000421,Haringey 025,E09000014,Haringey
E00010398,E01002072,Haringey 025D,E02000421,Haringey 025,E09000014,Haringey
E00010399,E01002070,Haringey 024C,E02000420,Haringey 024,E09000014,Haringey
E00010400,E01002072,Haringey 025D,E02000421,Haringey 025,E09000014,Haringey
E00010401,E01002073,Haringey 024D,E02000420,Haringey 024,E09000014,Haringey
E00010402,E01002073,Haringey 024D,E02000420,Haringey 024,E09000014,Haringey
E00010403,E01002072,Haringey 025D,E02000421,Haringey 025,E09000014,Haringey
E00010404,E01002066,Haringey 025A,E02000421,Haringey 025,E09000014,Haringey
E00010406,E01002067,Haringey 024A,E02000420,Haringey 024,E09000014,Haringey
E00010407,E01002069,Haringey 024B,E02000420,Haringey 024,E09000014,Haringey
E00010409,E01002067,Haringey 024A,E02000420,Haringey 024,E09000014,Haringey
E00010410,E01002067,Haringey 024A,E02000420,Haringey 024,E09000014,Haringey
E00010412,E01002068,Haringey 025B,E02000421,Haringey 025,E09000014,Haringey
E00010413,E01002067,Haringey 024A,E02000420,Haringey 024,E09000014,Haringey
E00010414,E01002068,Haringey 025B,E02000421,Haringey 025,E09000014,Haringey
E00010415,E01033944,Haringey 015F,E02000411,Haringey 015,E09000014,Haringey
E00010416,E01002078,Haringey 015C,E02000411,Haringey 015,E09000014,Haringey
E00010417,E01002078,Haringey 015C,E02000411,Haringey 015,E09000014,Haringey
E00010418,E01002078,Haringey 015C,E02000411,Haringey 015,E09000014,Haringey
E00010419,E01002078,Haringey 015C,E02000411,Haringey 015,E09000014,Haringey
E00010420,E01002078,Haringey 015C,E02000411,Haringey 015,E09000014,Haringey
E00010421,E01002078,Haringey 015C,E02000411,Haringey 015,E09000014,Haringey
E00010422,E01002075,Haringey 015A,E02000411,Haringey 015,E09000014,Haringey
E00010423,E01002074,Haringey 012A,E02000408,Haringey 012,E09000014,Haringey
E00010424,E01002074,Haringey 012A,E02000408,Haringey 012,E09000014,Haringey
E00010426,E01002074,Haringey 012A,E02000408,Haringey 012,E09000014,Haringey
E00010427,E01002075,Haringey 015A,E02000411,Haringey 015,E09000014,Haringey
E00010430,E01002075,Haringey 015A,E02000411,Haringey 015,E09000014,Haringey
E00010431,E01002076,Haringey 015B,E02000411,Haringey 015,E09000014,Haringey
E00010433,E01002074,Haringey 012A,E02000408,Haringey 012,E09000014,Haringey
E00010434,E01002078,Haringey 015C,E02000411,Haringey 015,E09000014,Haringey
E00010435,E01002076,Haringey 015B,E02000411,Haringey 015,E09000014,Haringey
E00010436,E01002077,Haringey 012B,E02000408,Haringey 012,E09000014,Haringey
E00010437,E01002076,Haringey 015B,E02000411,Haringey 015,E09000014,Haringey
E00010438,E01002079,Haringey 012C,E02000408,Haringey 012,E09000014,Haringey
E00010439,E01002075,Haringey 015A,E02000411,Haringey 015,E09000014,Haringey
E00010440,E01002076,Haringey 015B,E02000411,Haringey 015,E09000014,Haringey
E00010441,E01002076,Haringey 015B,E02000411,Haringey 015,E09000014,Haringey
E00010442,E01002079,Haringey 012C,E02000408,Haringey 012,E09000014,Haringey
E00010443,E01002079,Haringey 012C,E02000408,Haringey 012,E09000014,Haringey
E00010444,E01002077,Haringey 012B,E02000408,Haringey 012,E09000014,Haringey
E00010445,E01002079,Haringey 012C,E02000408,Haringey 012,E09000014,Haringey
E00010446,E01002077,Haringey 012B,E02000408,Haringey 012,E09000014,Haringey
E00010448,E01033943,Haringey 015E,E02000411,Haringey 015,E09000014,Haringey
E00010449,E01002077,Haringey 012B,E02000408,Haringey 012,E09000014,Haringey
E00010451,E01002081,Haringey 012D,E02000408,Haringey 012,E09000014,Haringey
E00010452,E01002081,Haringey 012D,E02000408,Haringey 012,E09000014,Haringey
E00010453,E01002081,Haringey 012D,E02000408,Haringey 012,E09000014,Haringey
E00010534,E01002104,Haringey 008D,E02000404,Haringey 008,E09000014,Haringey
E00010454,E01002081,Haringey 012D,E02000408,Haringey 012,E09000014,Haringey
E00010455,E01002081,Haringey 012D,E02000408,Haringey 012,E09000014,Haringey
E00010456,E01002088,Haringey 013C,E02000409,Haringey 013,E09000014,Haringey
E00010457,E01002083,Haringey 019A,E02000415,Haringey 019,E09000014,Haringey
E00010458,E01002082,Haringey 013A,E02000409,Haringey 013,E09000014,Haringey
E00010459,E01002085,Haringey 019C,E02000415,Haringey 019,E09000014,Haringey
E00010460,E01002087,Haringey 019D,E02000415,Haringey 019,E09000014,Haringey
E00010461,E01002084,Haringey 019B,E02000415,Haringey 019,E09000014,Haringey
E00010462,E01002087,Haringey 019D,E02000415,Haringey 019,E09000014,Haringey
E00010463,E01002087,Haringey 019D,E02000415,Haringey 019,E09000014,Haringey
E00010464,E01002088,Haringey 013C,E02000409,Haringey 013,E09000014,Haringey
E00010465,E01002082,Haringey 013A,E02000409,Haringey 013,E09000014,Haringey
E00010466,E01002088,Haringey 013C,E02000409,Haringey 013,E09000014,Haringey
E00010467,E01002082,Haringey 013A,E02000409,Haringey 013,E09000014,Haringey
E00010468,E01002089,Haringey 013D,E02000409,Haringey 013,E09000014,Haringey
E00010469,E01002082,Haringey 013A,E02000409,Haringey 013,E09000014,Haringey
E00010470,E01002089,Haringey 013D,E02000409,Haringey 013,E09000014,Haringey
E00010471,E01002088,Haringey 013C,E02000409,Haringey 013,E09000014,Haringey
E00010472,E01002089,Haringey 013D,E02000409,Haringey 013,E09000014,Haringey
E00010473,E01002089,Haringey 013D,E02000409,Haringey 013,E09000014,Haringey
E00010474,E01002083,Haringey 019A,E02000415,Haringey 019,E09000014,Haringey
E00010475,E01002089,Haringey 013D,E02000409,Haringey 013,E09000014,Haringey
E00010476,E01002088,Haringey 013C,E02000409,Haringey 013,E09000014,Haringey
E00010479,E01002084,Haringey 019B,E02000415,Haringey 019,E09000014,Haringey
E00010480,E01002083,Haringey 019A,E02000415,Haringey 019,E09000014,Haringey
E00010481,E01002084,Haringey 019B,E02000415,Haringey 019,E09000014,Haringey
E00010482,E01002083,Haringey 019A,E02000415,Haringey 019,E09000014,Haringey
E00010535,E01002102,Haringey 007C,E02000403,Haringey 007,E09000014,Haringey
E00010536,E01002101,Haringey 007B,E02000403,Haringey 007,E09000014,Haringey
E00010537,E01002101,Haringey 007B,E02000403,Haringey 007,E09000014,Haringey
E00010272,E01002044,Haringey 027B,E02000423,Haringey 027,E09000014,Haringey
E00010538,E01002101,Haringey 007B,E02000403,Haringey 007,E09000014,Haringey
E00010539,E01002101,Haringey 007B,E02000403,Haringey 007,E09000014,Haringey
E00010540,E01002101,Haringey 007B,E02000403,Haringey 007,E09000014,Haringey
E00010541,E01002102,Haringey 007C,E02000403,Haringey 007,E09000014,Haringey
E00010542,E01002102,Haringey 007C,E02000403,Haringey 007,E09000014,Haringey
E00010543,E01002102,Haringey 007C,E02000403,Haringey 007,E09000014,Haringey
E00010544,E01002104,Haringey 008D,E02000404,Haringey 008,E09000014,Haringey
E00010545,E01002103,Haringey 008C,E02000404,Haringey 008,E09000014,Haringey
E00010546,E01002102,Haringey 007C,E02000403,Haringey 007,E09000014,Haringey
E00010547,E01002103,Haringey 008C,E02000404,Haringey 008,E09000014,Haringey
E00010548,E01002105,Haringey 007D,E02000403,Haringey 007,E09000014,Haringey
E00010549,E01002105,Haringey 007D,E02000403,Haringey 007,E09000014,Haringey
E00010550,E01002099,Haringey 008A,E02000404,Haringey 008,E09000014,Haringey
E00010551,E01002100,Haringey 008B,E02000404,Haringey 008,E09000014,Haringey
E00010552,E01002099,Haringey 008A,E02000404,Haringey 008,E09000014,Haringey
E00010553,E01002103,Haringey 008C,E02000404,Haringey 008,E09000014,Haringey
E00010554,E01002099,Haringey 008A,E02000404,Haringey 008,E09000014,Haringey
E00010555,E01002103,Haringey 008C,E02000404,Haringey 008,E09000014,Haringey
E00010556,E01002104,Haringey 008D,E02000404,Haringey 008,E09000014,Haringey
E00010557,E01002104,Haringey 008D,E02000404,Haringey 008,E09000014,Haringey
E00010558,E01002099,Haringey 008A,E02000404,Haringey 008,E09000014,Haringey
E00010559,E01002100,Haringey 008B,E02000404,Haringey 008,E09000014,Haringey
E00010560,E01002098,Haringey 007A,E02000403,Haringey 007,E09000014,Haringey
E00010561,E01002098,Haringey 007A,E02000403,Haringey 007,E09000014,Haringey
E00010562,E01002100,Haringey 008B,E02000404,Haringey 008,E09000014,Haringey
E00010563,E01002099,Haringey 008A,E02000404,Haringey 008,E09000014,Haringey
E00010564,E01002105,Haringey 007D,E02000403,Haringey 007,E09000014,Haringey
E00010565,E01002098,Haringey 007A,E02000403,Haringey 007,E09000014,Haringey
E00010566,E01002105,Haringey 007D,E02000403,Haringey 007,E09000014,Haringey
E00010567,E01002098,Haringey 007A,E02000403,Haringey 007,E09000014,Haringey
E00010568,E01002105,Haringey 007D,E02000403,Haringey 007,E09000014,Haringey
E00165800,E01032575,Haringey 037D,E02006794,Haringey 037,E09000014,Haringey
E00170297,E01001990,Haringey 034C,E02000430,Haringey 034,E09000014,Haringey
E00170298,E01033945,Haringey 020G,E02000416,Haringey 020,E09000014,Haringey
